Rec #,Lang ,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
180,GK,Greek 1,9,,09R,M,"Που είναι το ξενοδοχείο Αστήρ, παρακαλώ;","Pou íne to ksenothochío Astír, parakaló?",9781797115375_Greek_1_QZ_180.mp3,9781442319875,9781797115375,"4,18"
181,GK,Greek 1,9,,10Q,N,And would you like to eat lunch?,,9781797115375_Greek_1_QZ_181.mp3,9781442319875,9781797115375,6
182,GK,Greek 1,9,,10R,M,Και εσείs θα θέλατε να φάτε μεσημεριανό;,Ke esís tha thélate na fáte mesimerianó?,9781797115375_Greek_1_QZ_182.mp3,9781442319875,9781797115375,6
183,GK,Greek 1,10,,01Q,N,Is it four?,,9781797115375_Greek_1_QZ_183.mp3,9781442319875,9781797115375,"12,17"
184,GK,Greek 1,10,,01R,F,Είναι τέσσερις;,Ine téseris?,9781797115375_Greek_1_QZ_184.mp3,9781442319875,9781797115375,"12,17"
185,GK,Greek 1,10,,02Q,N,"I don’t know, but I’d like to eat something.",,9781797115375_Greek_1_QZ_185.mp3,9781442319875,9781797115375,6
186,GK,Greek 1,10,,02R,F,"Δεν ξέρω, αλλά θα ήθελα να φάω κάτι.","Then kséro, allá tha íthela na fáo káti.",9781797115375_Greek_1_QZ_186.mp3,9781442319875,9781797115375,6
187,GK,Greek 1,10,,03Q,N,I’m going to eat lunch.,,9781797115375_Greek_1_QZ_187.mp3,9781442319875,9781797115375,6
188,GK,Greek 1,10,,03R,F,Θα φάω μεσημεριανό.,Tha fáo mesimerianó.,9781797115375_Greek_1_QZ_188.mp3,9781442319875,9781797115375,6
189,GK,Greek 1,10,,04Q,N,What time is it?,,9781797115375_Greek_1_QZ_189.mp3,9781442319875,9781797115375,"16,17"
190,GK,Greek 1,10,,04R,F,Τι ώρα είναι;,Ti óra íne?,9781797115375_Greek_1_QZ_190.mp3,9781442319875,9781797115375,"16,17"
191,GK,Greek 1,10,,05Q,N,I’d like to buy something.,,9781797115375_Greek_1_QZ_191.mp3,9781442319875,9781797115375,"14,16"
192,GK,Greek 1,10,,05R,F,Θα ήθελα να αγοράσω κάτι.,Tha íthela na agoráso káti.,9781797115375_Greek_1_QZ_192.mp3,9781442319875,9781797115375,"14,16"
193,GK,Greek 1,10,,06Q,N,What would you like to buy?,,9781797115375_Greek_1_QZ_193.mp3,9781442319875,9781797115375,14
194,GK,Greek 1,10,,06R,M,Τι θα θέλατε να αγοράσετε;,Ti tha thélate na agorásete?,9781797115375_Greek_1_QZ_194.mp3,9781442319875,9781797115375,14
195,GK,Greek 1,10,,07Q,N,I would like to buy some wine.,,9781797115375_Greek_1_QZ_195.mp3,9781442319875,9781797115375,"6,14"
196,GK,Greek 1,10,,07R,M,Θα ήθελα να αγοράσω λίγο κρασί.,Tha íthela na agoráso lígo krasí.,9781797115375_Greek_1_QZ_196.mp3,9781442319875,9781797115375,"6,14"
197,GK,Greek 1,10,,08Q,N,Where is the hotel?,,9781797115375_Greek_1_QZ_197.mp3,9781442319875,9781797115375,"4,16,18"
198,GK,Greek 1,10,,08R,M,Που είναι το ξενοδοχείο;,Pou íne to ksenothochío?,9781797115375_Greek_1_QZ_198.mp3,9781442319875,9781797115375,"4,16,18"
199,GK,Greek 1,10,,09Q,N,"OK, at two.",,9781797115375_Greek_1_QZ_199.mp3,9781442319875,9781797115375,"12,17"
200,GK,Greek 1,10,,09R,M,"Εντάξει, στις δύο.","Entáksi, stís thío.",9781797115375_Greek_1_QZ_200.mp3,9781442319875,9781797115375,"12,17"
201,GK,Greek 1,10,,10Q,N,"Or, would you like to eat?",,9781797115375_Greek_1_QZ_201.mp3,9781442319875,9781797115375,6
202,GK,Greek 1,10,,10R,M,"Ή, θα θέλατε να φάτε;","I, tha thélate na fáte?",9781797115375_Greek_1_QZ_202.mp3,9781442319875,9781797115375,6
203,GK,Greek 1,10,,11Q,N,I would like to eat something with you.,,9781797115375_Greek_1_QZ_203.mp3,9781442319875,9781797115375,6
204,GK,Greek 1,10,,11R,F,Θα ήθελα να φάω κάτι μαζί σας.,Tha íthela na fáo káti mazí sas.,9781797115375_Greek_1_QZ_204.mp3,9781442319875,9781797115375,6
205,GK,Greek 1,11,,01Q,N,I’d like to eat dinner.,,9781797115375_Greek_1_QZ_205.mp3,9781442319875,9781797115375,"6,16"
206,GK,Greek 1,11,,01R,F,Θα ήθελα να φάω βραδινό.,Tha íthela na fáo vrathino.,9781797115375_Greek_1_QZ_206.mp3,9781442319875,9781797115375,"6,16"
207,GK,Greek 1,11,,02Q,N,I’d like to eat something this evening.,,9781797115375_Greek_1_QZ_207.mp3,9781442319875,9781797115375,"6,17"
208,GK,Greek 1,11,,02R,F,Θα ήθελα να φάω κάτι το βράδυ.,Tha íthela na fáo káti to vráthi.,9781797115375_Greek_1_QZ_208.mp3,9781442319875,9781797115375,"6,17"
209,GK,Greek 1,11,,03Q,N,Tomorrow evening at seven.,,9781797115375_Greek_1_QZ_209.mp3,9781442319875,9781797115375,"12,17"
210,GK,Greek 1,11,,03R,F,Αύριο βράδυ στις επτά.,Avrio vráthi stís eptá.,9781797115375_Greek_1_QZ_210.mp3,9781442319875,9781797115375,"12,17"
211,GK,Greek 1,11,,04Q,N,"Not today, but tomorrow evening.",,9781797115375_Greek_1_QZ_211.mp3,9781442319875,9781797115375,17
212,GK,Greek 1,11,,04R,F,"Όχι σήμερα, αλλά αύριο το βράδυ.","Ochi símera, allá ávrio to vráthi.",9781797115375_Greek_1_QZ_212.mp3,9781442319875,9781797115375,17
213,GK,Greek 1,11,,05Q,N,I would like to eat dinner with you.,,9781797115375_Greek_1_QZ_213.mp3,9781442319875,9781797115375,6
214,GK,Greek 1,11,,05R,F,Θα ήθελα να φάω βραδινό μαζί σας.,Tha íthela na fáo vráthino mazí sas.,9781797115375_Greek_1_QZ_214.mp3,9781442319875,9781797115375,6
215,GK,Greek 1,11,,06Q,N,"Then, at eight, at my place.",,9781797115375_Greek_1_QZ_215.mp3,9781442319875,9781797115375,"12,17"
216,GK,Greek 1,11,,06R,M,"Τότε, στις οκτώ, σπίτι μου.","Tóte, stís októ, spíti mou.",9781797115375_Greek_1_QZ_216.mp3,9781442319875,9781797115375,"12,17"
217,GK,Greek 1,11,,07Q,N,I would like to eat something with you this evening.,,9781797115375_Greek_1_QZ_217.mp3,9781442319875,9781797115375,"6,17"
218,GK,Greek 1,11,,07R,M,Θα ήθελα να φάω κάτι μαζί σας το βράδυ.,Tha íthela na fáo káti mazí sas to vráthi.,9781797115375_Greek_1_QZ_218.mp3,9781442319875,9781797115375,"6,17"
219,GK,Greek 1,11,,08Q,N,Not at six.,,9781797115375_Greek_1_QZ_219.mp3,9781442319875,9781797115375,"12,17"
220,GK,Greek 1,11,,08R,M,Όχι στις έξι.,Ochi stís éksi.,9781797115375_Greek_1_QZ_220.mp3,9781442319875,9781797115375,"12,17"
221,GK,Greek 1,11,,09Q,N,At six or at seven.,,9781797115375_Greek_1_QZ_221.mp3,9781442319875,9781797115375,"12,17"
222,GK,Greek 1,11,,09R,M,Στις έξι ή στις επτά.,Stís éksi í stís eptá.,9781797115375_Greek_1_QZ_222.mp3,9781442319875,9781797115375,"12,17"
223,GK,Greek 1,11,,10Q,N,Then at eight.,,9781797115375_Greek_1_QZ_223.mp3,9781442319875,9781797115375,"12,17"
224,GK,Greek 1,11,,10R,M,Τότε στις οκτώ.,Tóte stís októ.,9781797115375_Greek_1_QZ_224.mp3,9781442319875,9781797115375,"12,17"
225,GK,Greek 1,12,,01Q,N,Much later.,,9781797115375_Greek_1_QZ_225.mp3,9781442319875,9781797115375,17
226,GK,Greek 1,12,,01R,F,Πολύ πιο αργά.,Polí pió argá.,9781797115375_Greek_1_QZ_226.mp3,9781442319875,9781797115375,17
227,GK,Greek 1,12,,02Q,N,How much do I owe you?,,9781797115375_Greek_1_QZ_227.mp3,9781442319875,9781797115375,"11,16"
228,GK,Greek 1,12,,02R,F,Πόσο σας χρωστάω;,Póso sas chrostáo?,9781797115375_Greek_1_QZ_228.mp3,9781442319875,9781797115375,"11,16"
229,GK,Greek 1,12,,03Q,N,Is it six?,,9781797115375_Greek_1_QZ_229.mp3,9781442319875,9781797115375,12
230,GK,Greek 1,12,,03R,F,Είναι έξι;,Ine éksi?,9781797115375_Greek_1_QZ_230.mp3,9781442319875,9781797115375,12
231,GK,Greek 1,12,,04Q,N,Do I owe you twelve euros?,,9781797115375_Greek_1_QZ_231.mp3,9781442319875,9781797115375,"11,12"
232,GK,Greek 1,12,,04R,F,Σας χρωστάω δώδεκα ευρώ;,Sas chrostáo thótheka evró?,9781797115375_Greek_1_QZ_232.mp3,9781442319875,9781797115375,"11,12"
233,GK,Greek 1,12,,05Q,N,I’m going to eat dinner at five.,,9781797115375_Greek_1_QZ_233.mp3,9781442319875,9781797115375,"6,12,17"
234,GK,Greek 1,12,,05R,F,Θα φάω βραδινό στις πέντε.,Tha fáo vrathinó stís pénde.,9781797115375_Greek_1_QZ_234.mp3,9781442319875,9781797115375,"6,12,17"
235,GK,Greek 1,12,,06Q,N,I owe you.,,9781797115375_Greek_1_QZ_235.mp3,9781442319875,9781797115375,"11,16"
236,GK,Greek 1,12,,06R,M,Σας χρωστάω.,Sas chrostáo.,9781797115375_Greek_1_QZ_236.mp3,9781442319875,9781797115375,"11,16"
237,GK,Greek 1,12,,07Q,N,I’m not going to drink today.,,9781797115375_Greek_1_QZ_237.mp3,9781442319875,9781797115375,"6,17"
238,GK,Greek 1,12,,07R,M,Δεν θα πιώ σήμερα.,Then tha pió símera.,9781797115375_Greek_1_QZ_238.mp3,9781442319875,9781797115375,"6,17"
239,GK,Greek 1,12,,08Q,N,Are you going to eat?,,9781797115375_Greek_1_QZ_239.mp3,9781442319875,9781797115375,6
240,GK,Greek 1,12,,08R,M,Θα φάτε;,Tha fáte?,9781797115375_Greek_1_QZ_240.mp3,9781442319875,9781797115375,6
241,GK,Greek 1,12,,09Q,N,Do I owe you five euros?,,9781797115375_Greek_1_QZ_241.mp3,9781442319875,9781797115375,"11,12,16"
242,GK,Greek 1,12,,09R,M,Σας χρωστάω πέντε ευρώ;,Sas chrostáo pénde evró?,9781797115375_Greek_1_QZ_242.mp3,9781442319875,9781797115375,"11,12,16"
243,GK,Greek 1,12,,10Q,N,And seven euros.,,9781797115375_Greek_1_QZ_243.mp3,9781442319875,9781797115375,"11,12"
244,GK,Greek 1,12,,10R,M,Kαι επτά ευρώ.,Ke eptá evró.,9781797115375_Greek_1_QZ_244.mp3,9781442319875,9781797115375,"11,12"
245,GK,Greek 1,13,,01Q,N,You owe me eleven euros.,,9781797115375_Greek_1_QZ_245.mp3,9781442319875,9781797115375,"11,12,16"
246,GK,Greek 1,13,,01R,F,Μου χρωστάτε έντεκα ευρώ.,Mou chrostáte éndeka evró.,9781797115375_Greek_1_QZ_246.mp3,9781442319875,9781797115375,"11,12,16"
247,GK,Greek 1,13,,02Q,N,How many dollars do you have?,,9781797115375_Greek_1_QZ_247.mp3,9781442319875,9781797115375,11
248,GK,Greek 1,13,,02R,F,Πόσα δολλάρια έχετε;,Pósa thollária échete?,9781797115375_Greek_1_QZ_248.mp3,9781442319875,9781797115375,11
249,GK,Greek 1,13,,03Q,N,How many euros do you have?,,9781797115375_Greek_1_QZ_249.mp3,9781442319875,9781797115375,11
250,GK,Greek 1,13,,03R,F,Πόσα ευρώ έχετε;,Pósa evró échete?,9781797115375_Greek_1_QZ_250.mp3,9781442319875,9781797115375,11
251,GK,Greek 1,13,,04Q,N,I'd like five beers.,,9781797115375_Greek_1_QZ_251.mp3,9781442319875,9781797115375,"6,12"
252,GK,Greek 1,13,,04R,F,Θα ήθελα πέντε μπύρες.,Tha íthela pénde bíres.,9781797115375_Greek_1_QZ_252.mp3,9781442319875,9781797115375,"6,12"
253,GK,Greek 1,13,,05Q,N,I have fifteen dollars.,,9781797115375_Greek_1_QZ_253.mp3,9781442319875,9781797115375,11
254,GK,Greek 1,13,,05R,F,Έχω δεκαπέντε δολλάρια.,Echo thekapénde thollária.,9781797115375_Greek_1_QZ_254.mp3,9781442319875,9781797115375,11
255,GK,Greek 1,13,,06Q,N,I don't have any euros.,,9781797115375_Greek_1_QZ_255.mp3,9781442319875,9781797115375,"11,16"
256,GK,Greek 1,13,,06R,M,Δεν έχω καθόλου ευρώ.,Then écho kathólou evró.,9781797115375_Greek_1_QZ_256.mp3,9781442319875,9781797115375,"11,16"
257,GK,Greek 1,13,,07Q,N,"In euros, fifteen.",,9781797115375_Greek_1_QZ_257.mp3,9781442319875,9781797115375,11
258,GK,Greek 1,13,,07R,M,"Σε ευρώ, δεκαπέντε.","Se evró, thekapénde.",9781797115375_Greek_1_QZ_258.mp3,9781442319875,9781797115375,11
259,GK,Greek 1,13,,08Q,N,How many in dollars?,,9781797115375_Greek_1_QZ_259.mp3,9781442319875,9781797115375,"11,16"
260,GK,Greek 1,13,,08R,M,Πόσα σε δολλάρια;,Pósa se thollária?,9781797115375_Greek_1_QZ_260.mp3,9781442319875,9781797115375,"11,16"
261,GK,Greek 1,13,,09Q,N,"Today, or tomorrow?",,9781797115375_Greek_1_QZ_261.mp3,9781442319875,9781797115375,"16,17"
262,GK,Greek 1,13,,09R,M,"Σήμερα, ή αύριο;","Símera, í ávrio?",9781797115375_Greek_1_QZ_262.mp3,9781442319875,9781797115375,"16,17"
263,GK,Greek 1,13,,10Q,N,I don’t understand you.,,9781797115375_Greek_1_QZ_263.mp3,9781442319875,9781797115375,"15,16"
264,GK,Greek 1,13,,10R,M,Δεν σας καταλαβαίνω.,Then sas katalavéno.,9781797115375_Greek_1_QZ_264.mp3,9781442319875,9781797115375,"15,16"
265,GK,Greek 1,14,,01Q,N,"I have many euros, too.",,9781797115375_Greek_1_QZ_265.mp3,9781442319875,9781797115375,11
266,GK,Greek 1,14,,01R,F,Έχω και πολλά ευρώ.,Echo ke pollá evró.,9781797115375_Greek_1_QZ_266.mp3,9781442319875,9781797115375,11
267,GK,Greek 1,14,,02Q,N,Or is it here?,,9781797115375_Greek_1_QZ_267.mp3,9781442319875,9781797115375,4
268,GK,Greek 1,14,,02R,F,Ή είναι εδώ;,I íne ethó?,9781797115375_Greek_1_QZ_268.mp3,9781442319875,9781797115375,4
269,GK,Greek 1,14,,03Q,N,I have some dollars.,,9781797115375_Greek_1_QZ_269.mp3,9781442319875,9781797115375,11
270,GK,Greek 1,14,,03R,F,Έχω μερικά δολλάρια.,Echo meriká thollária.,9781797115375_Greek_1_QZ_270.mp3,9781442319875,9781797115375,11
271,GK,Greek 1,14,,04Q,N,Give me some euros.,,9781797115375_Greek_1_QZ_271.mp3,9781442319875,9781797115375,11
272,GK,Greek 1,14,,04R,F,Δώστε μου μερικά ευρώ.,Thóste mou meriká evró.,9781797115375_Greek_1_QZ_272.mp3,9781442319875,9781797115375,11
273,GK,Greek 1,14,,05Q,N,I’m going to give you ten dollars.,,9781797115375_Greek_1_QZ_273.mp3,9781442319875,9781797115375,"11,12"
274,GK,Greek 1,14,,05R,F,Θα σας δώσω δέκα δολλάρια.,Tha sas thóso théka thollária.,9781797115375_Greek_1_QZ_274.mp3,9781442319875,9781797115375,"11,12"
275,GK,Greek 1,14,,06Q,N,Then here are sixteen dollars.,,9781797115375_Greek_1_QZ_275.mp3,9781442319875,9781797115375,"11,12"
276,GK,Greek 1,14,,06R,M,Τότε oρίστε δεκαέξι δολλάρια.,Tóte oríste thekaéksi thollária.,9781797115375_Greek_1_QZ_276.mp3,9781442319875,9781797115375,"11,12"
277,GK,Greek 1,14,,07Q,N,I’m going to give you sixteen dollars.,,9781797115375_Greek_1_QZ_277.mp3,9781442319875,9781797115375,"11,12"
278,GK,Greek 1,14,,07R,M,Θα σας δώσω δεκαέξι δολλάρια.,Tha sas thóso thekaéksi thollária.,9781797115375_Greek_1_QZ_278.mp3,9781442319875,9781797115375,"11,12"
279,GK,Greek 1,14,,08Q,N,It's a lot!,,9781797115375_Greek_1_QZ_279.mp3,9781442319875,9781797115375,"11,14"
280,GK,Greek 1,14,,08R,M,Είναι πολλά!,Ine pollá!,9781797115375_Greek_1_QZ_280.mp3,9781442319875,9781797115375,"11,14"
281,GK,Greek 1,14,,09Q,N,But I don’t have any euros!,,9781797115375_Greek_1_QZ_281.mp3,9781442319875,9781797115375,11
282,GK,Greek 1,14,,09R,M,Αλλά δεν έχω καθόλου ευρώ!,Allá then echo kathólou evró!,9781797115375_Greek_1_QZ_282.mp3,9781442319875,9781797115375,11
283,GK,Greek 1,14,,10Q,N,How many euros do you want?,,9781797115375_Greek_1_QZ_283.mp3,9781442319875,9781797115375,11
284,GK,Greek 1,14,,10R,M,Πόσα ευρώ θέλετε;,Pósa evró thélete?,9781797115375_Greek_1_QZ_284.mp3,9781442319875,9781797115375,11
285,GK,Greek 1,15,,01Q,N,Can you eat now?,,9781797115375_Greek_1_QZ_285.mp3,9781442319875,9781797115375,"6,17"
286,GK,Greek 1,15,,01R,F,Μπορείτε να φάτε τώρα;,Boríte na fáte tóra?,9781797115375_Greek_1_QZ_286.mp3,9781442319875,9781797115375,"6,17"
287,GK,Greek 1,15,,02Q,N,For me?,,9781797115375_Greek_1_QZ_287.mp3,9781442319875,9781797115375,7
288,GK,Greek 1,15,,02R,F,Για μένα;,Gia ména?,9781797115375_Greek_1_QZ_288.mp3,9781442319875,9781797115375,7
289,GK,Greek 1,15,,03Q,N,Give me some beer.,,9781797115375_Greek_1_QZ_289.mp3,9781442319875,9781797115375,6
290,GK,Greek 1,15,,03R,F,Δώστε μου λίγη μπύρα.,Thóste mou lígi bíra.,9781797115375_Greek_1_QZ_290.mp3,9781442319875,9781797115375,6
291,GK,Greek 1,15,,04Q,N,"For you, ma’am.",,9781797115375_Greek_1_QZ_291.mp3,9781442319875,9781797115375,13
292,GK,Greek 1,15,,04R,F,"Για σας, κυρία.","Gia sas, kiría.",9781797115375_Greek_1_QZ_292.mp3,9781442319875,9781797115375,13
293,GK,Greek 1,15,,05Q,N,How much does a beer cost?,,9781797115375_Greek_1_QZ_293.mp3,9781442319875,9781797115375,"6,14,16"
294,GK,Greek 1,15,,05R,F,Πόσο κάνει μία μπύρα;,Póso káne mía bíra?,9781797115375_Greek_1_QZ_294.mp3,9781442319875,9781797115375,"6,14,16"
295,GK,Greek 1,15,,06Q,N,How much does it cost?,,9781797115375_Greek_1_QZ_295.mp3,9781442319875,9781797115375,14
296,GK,Greek 1,15,,06R,M,Πόσο κάνει;,Póso káne?,9781797115375_Greek_1_QZ_296.mp3,9781442319875,9781797115375,14
297,GK,Greek 1,15,,07Q,N,How much do one and two make?,,9781797115375_Greek_1_QZ_297.mp3,9781442319875,9781797115375,12
298,GK,Greek 1,15,,07R,M,Πόσο κάνουν ένα και δύο;,Póso kánoun éna ke thío?,9781797115375_Greek_1_QZ_298.mp3,9781442319875,9781797115375,12
299,GK,Greek 1,15,,08Q,N,I want some dollars.,,9781797115375_Greek_1_QZ_299.mp3,9781442319875,9781797115375,11
300,GK,Greek 1,15,,08R,M,Θέλω μερικά δολλάρια.,Thélo meriká thollária.,9781797115375_Greek_1_QZ_300.mp3,9781442319875,9781797115375,11
301,GK,Greek 1,15,,09Q,N,I can’t.,,9781797115375_Greek_1_QZ_301.mp3,9781442319875,9781797115375,16
302,GK,Greek 1,15,,09R,M,Δεν μπορώ.,Then boró.,9781797115375_Greek_1_QZ_302.mp3,9781442319875,9781797115375,16
303,GK,Greek 1,15,,10Q,N,I have many dollars.,,9781797115375_Greek_1_QZ_303.mp3,9781442319875,9781797115375,11
304,GK,Greek 1,15,,10R,M,Έχω πολλά δολλάρια.,Echo pollá thollária.,9781797115375_Greek_1_QZ_304.mp3,9781442319875,9781797115375,11
305,GK,Greek 1,15,,11Q,N,I don't have any.,,9781797115375_Greek_1_QZ_305.mp3,9781442319875,9781797115375,11
306,GK,Greek 1,15,,11R,M,Δεν έχω καθόλου.,Then écho kathólou.,9781797115375_Greek_1_QZ_306.mp3,9781442319875,9781797115375,11
307,GK,Greek 1,16,,01Q,N,It's enough.,,9781797115375_Greek_1_QZ_307.mp3,9781442319875,9781797115375,11
308,GK,Greek 1,16,,01R,F,Είναι αρκετά.,Ine arketá.,9781797115375_Greek_1_QZ_308.mp3,9781442319875,9781797115375,11
309,GK,Greek 1,16,,02Q,N,It's too much.,,9781797115375_Greek_1_QZ_309.mp3,9781442319875,9781797115375,11
310,GK,Greek 1,16,,02R,F,Είναι πάρα πολλά.,Ine pára pollá.,9781797115375_Greek_1_QZ_310.mp3,9781442319875,9781797115375,11
311,GK,Greek 1,16,,03Q,N,It's a lot of money.,,9781797115375_Greek_1_QZ_311.mp3,9781442319875,9781797115375,11
312,GK,Greek 1,16,,03R,F,Είναι πολλά λεφτά.,Ine pollá leftá.,9781797115375_Greek_1_QZ_312.mp3,9781442319875,9781797115375,11
313,GK,Greek 1,16,,04Q,N,I would like forty-eight euros.,,9781797115375_Greek_1_QZ_313.mp3,9781442319875,9781797115375,"11,12,16"
314,GK,Greek 1,16,,04R,F,Θα ήθελα σαράντα οκτώ ευρώ.,Tha íthela saránda októ evró.,9781797115375_Greek_1_QZ_314.mp3,9781442319875,9781797115375,"11,12,16"
315,GK,Greek 1,16,,05Q,N,I’m going to give you thirty-eight.,,9781797115375_Greek_1_QZ_315.mp3,9781442319875,9781797115375,12
316,GK,Greek 1,16,,05R,F,Θα σας δώσω τριάντα οκτώ.,Tha sas thóso triánda októ.,9781797115375_Greek_1_QZ_316.mp3,9781442319875,9781797115375,12
317,GK,Greek 1,16,,06Q,N,It's not enough.,,9781797115375_Greek_1_QZ_317.mp3,9781442319875,9781797115375,11
318,GK,Greek 1,16,,06R,M,Δεν είναι αρκετά.,Then íne arketá.,9781797115375_Greek_1_QZ_318.mp3,9781442319875,9781797115375,11
319,GK,Greek 1,16,,07Q,N,"Thirty-five, it’s enough.",,9781797115375_Greek_1_QZ_319.mp3,9781442319875,9781797115375,12
320,GK,Greek 1,16,,07R,M,"Τριάντα πέντε, είναι αρκετά.","Triánda pénde, íne arketá.",9781797115375_Greek_1_QZ_320.mp3,9781442319875,9781797115375,12
321,GK,Greek 1,16,,08Q,N,It’s too much money.,,9781797115375_Greek_1_QZ_321.mp3,9781442319875,9781797115375,"11,14,16"
322,GK,Greek 1,16,,08R,M,Είναι πάρα πολλά λεφτά.,Ine pára pollá leftá.,9781797115375_Greek_1_QZ_322.mp3,9781442319875,9781797115375,"11,14,16"
323,GK,Greek 1,16,,09Q,N,Give me forty euros.,,9781797115375_Greek_1_QZ_323.mp3,9781442319875,9781797115375,"11,12"
324,GK,Greek 1,16,,09R,M,Δώστε μου σαράντα ευρώ.,Thóste mou saránda evró.,9781797115375_Greek_1_QZ_324.mp3,9781442319875,9781797115375,"11,12"
325,GK,Greek 1,16,,10Q,N,How much is it?,,9781797115375_Greek_1_QZ_325.mp3,9781442319875,9781797115375,"11,14,16"
326,GK,Greek 1,16,,10R,M,Πόσο είναι;,Póso íne?,9781797115375_Greek_1_QZ_326.mp3,9781442319875,9781797115375,"11,14,16"
327,GK,Greek 1,17,,01Q,N,Can you buy something?,,9781797115375_Greek_1_QZ_327.mp3,9781442319875,9781797115375,14
328,GK,Greek 1,17,,01R,F,Μπορείτε να αγοράσετε κάτι;,Boríte na agorásete káti?,9781797115375_Greek_1_QZ_328.mp3,9781442319875,9781797115375,14
329,GK,Greek 1,17,,02Q,N,I can give you some.,,9781797115375_Greek_1_QZ_329.mp3,9781442319875,9781797115375,11
330,GK,Greek 1,17,,02R,F,Μπορώ να σας δώσω μερικά.,Boró na sas thóso meriká.,9781797115375_Greek_1_QZ_330.mp3,9781442319875,9781797115375,11
331,GK,Greek 1,17,,03Q,N,That's too expensive.,,9781797115375_Greek_1_QZ_331.mp3,9781442319875,9781797115375,"14,16"
332,GK,Greek 1,17,,03R,F,Είναι πάρα πολύ ακριβά.,Ine pára polí akrivá.,9781797115375_Greek_1_QZ_332.mp3,9781442319875,9781797115375,"14,16"
333,GK,Greek 1,17,,04Q,N,But you speak Greek very quickly.,,9781797115375_Greek_1_QZ_333.mp3,9781442319875,9781797115375,"15,16"
334,GK,Greek 1,17,,04R,F,Αλλά μιλάτε Ελληνικά πολύ γρήγορα.,Allá miláte Elliniká polí grígora.,9781797115375_Greek_1_QZ_334.mp3,9781442319875,9781797115375,"15,16"
335,GK,Greek 1,17,,05Q,N,You speak too quickly.,,9781797115375_Greek_1_QZ_335.mp3,9781442319875,9781797115375,"15,16"
336,GK,Greek 1,17,,05R,F,Μιλάτε πάρα πολύ γρήγορα.,Miláte pára polí grígora.,9781797115375_Greek_1_QZ_336.mp3,9781442319875,9781797115375,"15,16"
337,GK,Greek 1,17,,06Q,N,You’re not speaking too quickly.,,9781797115375_Greek_1_QZ_337.mp3,9781442319875,9781797115375,15
338,GK,Greek 1,17,,06R,M,Δεν μιλάτε πάρα πολύ γρήγορα.,Then miláte pára polí grígora.,9781797115375_Greek_1_QZ_338.mp3,9781442319875,9781797115375,15
339,GK,Greek 1,17,,07Q,N,I can give you some money.,,9781797115375_Greek_1_QZ_339.mp3,9781442319875,9781797115375,11
340,GK,Greek 1,17,,07R,M,Μπορώ να σας δώσω μερικά λεφτά.,Boró na sas thóso meriká leftá.,9781797115375_Greek_1_QZ_340.mp3,9781442319875,9781797115375,11
341,GK,Greek 1,17,,08Q,N,I don’t speak English quickly.,,9781797115375_Greek_1_QZ_341.mp3,9781442319875,9781797115375,15
342,GK,Greek 1,17,,08R,M,Δεν μιλάω Αγγλικά γρήγορα.,Thén miláo Angliká grígora.,9781797115375_Greek_1_QZ_342.mp3,9781442319875,9781797115375,15
343,GK,Greek 1,17,,09Q,N,"Give me nine euros, please.",,9781797115375_Greek_1_QZ_343.mp3,9781442319875,9781797115375,"11,12"
344,GK,Greek 1,17,,09R,M,"Δώστε μου εννέα ευρώ, παρακαλώ.","Thóste mou enéa evró, parakaló.",9781797115375_Greek_1_QZ_344.mp3,9781442319875,9781797115375,"11,12"
345,GK,Greek 1,17,,10Q,N,Thank you. It's enough.,,9781797115375_Greek_1_QZ_345.mp3,9781442319875,9781797115375,"13,16"
346,GK,Greek 1,17,,10R,M,Ευχαριστώ. Είναι αρκετά.,Efharistó. Ine arketá.,9781797115375_Greek_1_QZ_346.mp3,9781442319875,9781797115375,"13,16"
347,GK,Greek 1,18,,01Q,N,My husband can drink water.,,9781797115375_Greek_1_QZ_347.mp3,9781442319875,9781797115375,"5,6"
348,GK,Greek 1,18,,01R,F,Ο άντρας μου μπορεί να πιεί νερό.,O ándras mou borí na pieí neró.,9781797115375_Greek_1_QZ_348.mp3,9781442319875,9781797115375,"5,6"
349,GK,Greek 1,18,,02Q,N,My husband would like to drink something.,,9781797115375_Greek_1_QZ_349.mp3,9781442319875,9781797115375,"5,6"
350,GK,Greek 1,18,,02R,F,Ο άντρας μου θα ήθελε να πιεί κάτι.,O ándras mou tha íthele na pieí káti.,9781797115375_Greek_1_QZ_350.mp3,9781442319875,9781797115375,"5,6"
351,GK,Greek 1,18,,03Q,N,Your husband is here.,,9781797115375_Greek_1_QZ_351.mp3,9781442319875,9781797115375,5
352,GK,Greek 1,18,,03R,F,Ο άντρας σας είναι εδώ.,O ándras sas íne ethó.,9781797115375_Greek_1_QZ_352.mp3,9781442319875,9781797115375,5
353,GK,Greek 1,18,,04Q,N,I have fifty-seven euros.,,9781797115375_Greek_1_QZ_353.mp3,9781442319875,9781797115375,"11,12"
354,GK,Greek 1,18,,04R,F,Εχω πενήντα επτά ευρώ.,Echo penínda eptá evró.,9781797115375_Greek_1_QZ_354.mp3,9781442319875,9781797115375,"11,12"
