Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
138,138,JP,9781442386495,Japanese 4,6,08R,M,太鼓橋も面白かったです。,taiko bashi mo omoshirokatta desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0138.mp3,9
139,139,JP,9781442386495,Japanese 4,6,09Q,N,The tea was delicious.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0139.mp3,"6,7"
140,140,JP,9781442386495,Japanese 4,6,09R,F,お茶はおいしかったです。,ocha wa oishikatta desu.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0140.mp3,"6,7"
141,141,JP,9781442386495,Japanese 4,6,10Q,N,"The park was very quiet, wasn't it.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0141.mp3,"7,9"
142,142,JP,9781442386495,Japanese 4,6,10R,F,公園はとても静かでしたね。,koen wa totemo shizuka deshita ne.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0142.mp3,"7,9"
143,143,JP,9781442386495,Japanese 4,7,01Q,N,How do you use them?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0143.mp3,"7,16"
144,144,JP,9781442386495,Japanese 4,7,01R,M,どうやって使うんですか。,dooyatte tsukau n desu ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0144.mp3,"7,16"
145,145,JP,9781442386495,Japanese 4,7,02Q,N,I want to climb Mt. Fuji.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0145.mp3,"1,18"
146,146,JP,9781442386495,Japanese 4,7,02R,M,富士山に登りたいです。,fuji san ni noboritai desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0146.mp3,"1,18"
147,147,JP,9781442386495,Japanese 4,7,03Q,N,"Last night, I couldn't sleep well.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0147.mp3,"7,8,17"
148,148,JP,9781442386495,Japanese 4,7,03R,F,昨日の晩 よく眠れませんでした。,kino no ban yoku nemuremasen deshita.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0148.mp3,"7,8,17"
149,149,JP,9781442386495,Japanese 4,7,04Q,N,"As for today, what is recommended?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0149.mp3,"9,17"
150,150,JP,9781442386495,Japanese 4,7,04R,F,今日は何がお勧めですか。,kyo wa nani ga osusume desu ka.,7,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0150.mp3,"9,17"
151,151,JP,9781442386495,Japanese 4,7,05Q,N,It's the highest mountain in Japan.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0151.mp3,"9,18"
152,152,JP,9781442386495,Japanese 4,7,05R,F,日本で一番高い山です。,nihon de ichiban takai yama desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0152.mp3,"9,18"
153,153,JP,9781442386495,Japanese 4,7,06Q,N,Can you use chopsticks? [polite],,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0153.mp3,"7,13"
154,154,JP,9781442386495,Japanese 4,7,06R,F,お箸が使えますか。,ohashi ga tsukaemasu ka.,4,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0154.mp3,"7,13"
155,155,JP,9781442386495,Japanese 4,7,07Q,N,Recently it was designated as a world heritage.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0155.mp3,"9,18"
156,156,JP,9781442386495,Japanese 4,7,07R,F,最近世界遺産に指定されました。,saikin sekai isan ni shitei saremashita.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0156.mp3,"9,18"
157,157,JP,9781442386495,Japanese 4,7,08Q,N,I want to try to eat there.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0157.mp3,6
158,158,JP,9781442386495,Japanese 4,7,08R,M,そこで食べてみたいです。,soko de tabete mitai desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0158.mp3,6
159,159,JP,9781442386495,Japanese 4,7,09Q,N,I want to try to eat a Japanese meal.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0159.mp3,"1,6"
160,160,JP,9781442386495,Japanese 4,7,09R,M,和食を食べてみたいです。,washoku o tabete mitai desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0160.mp3,"1,6"
161,161,JP,9781442386495,Japanese 4,7,10Q,N,"A Japanese meal or a Western meal, which do you prefer?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0161.mp3,"6,9"
162,162,JP,9781442386495,Japanese 4,7,10R,F,和食と洋食とどちらのほうがいいですか。,washoku to yooshoku to dochira no hoo ga ii desu ka.,11,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0162.mp3,"6,9"
163,163,JP,9781442386495,Japanese 4,7,11Q,N,Have you ever climbed Mt. Fuji?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0163.mp3,"1,18"
164,164,JP,9781442386495,Japanese 4,7,11R,M,富士山に登ったことがありますか。,fuji san ni nobotta koto ga arimasu ka.,8,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0164.mp3,"1,18"
165,165,JP,9781442386495,Japanese 4,7,12Q,N,"When I was a college student, I climbed.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0165.mp3,"1,9"
166,166,JP,9781442386495,Japanese 4,7,12R,F,大学生の時、登りました。,"daigaku sei no toki, noborimashita.",5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0166.mp3,"1,9"
167,167,JP,9781442386495,Japanese 4,8,01Q,N,It's not far.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0167.mp3,"4,9"
168,168,JP,9781442386495,Japanese 4,8,01R,F,遠くないです。,tooku nai desu.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0168.mp3,"4,9"
169,169,JP,9781442386495,Japanese 4,8,02Q,N,Asakusa is not far from Sky Tree.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0169.mp3,"4,9,18"
170,170,JP,9781442386495,Japanese 4,8,02R,F,浅草はスカイツリーから遠くないです。,asakusa wa sukai tsurii kara tooku nai desu.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0170.mp3,"4,9,18"
171,171,JP,9781442386495,Japanese 4,8,03Q,N,It has a long history.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0171.mp3,9
172,172,JP,9781442386495,Japanese 4,8,03R,F,長い歴史があります。,nagai rekishi ga arimasu.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0172.mp3,9
173,173,JP,9781442386495,Japanese 4,8,04Q,N,It was built in the seventh century.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0173.mp3,"9,12"
174,174,JP,9781442386495,Japanese 4,8,04R,F,七世紀に建てられました。,nana seiki ni tateraremashita.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0174.mp3,"9,12"
175,175,JP,9781442386495,Japanese 4,8,05Q,N,Wouldn't you take a picture of me?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0175.mp3,"7,16"
176,176,JP,9781442386495,Japanese 4,8,05R,F,写真を撮ってくださいませんか。,shashin o totte kudasaimasen ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0176.mp3,"7,16"
177,177,JP,9781442386495,Japanese 4,8,06Q,N,"Truly it's not very far from Sky Tree, is it.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0177.mp3,4
178,178,JP,9781442386495,Japanese 4,8,06R,M,本当にスカイツリーからあまり遠くないですね。,hontooni sukai tsurii kara amari tooku nai desu ne.,9,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0178.mp3,4
179,179,JP,9781442386495,Japanese 4,8,07Q,N,"Recently, again I climbed.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0179.mp3,"1,17"
180,180,JP,9781442386495,Japanese 4,8,07R,M,最近 また 登りました。,saikin mata noborimashita.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0180.mp3,"1,17"
181,181,JP,9781442386495,Japanese 4,8,08Q,N,There are various kinds of festivals.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0181.mp3,"1,9"
182,182,JP,9781442386495,Japanese 4,8,08R,F,いろいろなお祭りがあります。,iroiro na omatsuri ga arimasu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0182.mp3,"1,9"
183,183,JP,9781442386495,Japanese 4,8,09Q,N,How do I go?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0183.mp3,"4,7,9,16"
184,184,JP,9781442386495,Japanese 4,8,09R,M,どうやって行くんですか。,dooyatte iku n desu ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0184.mp3,"4,7,9,16"
185,185,JP,9781442386495,Japanese 4,8,10Q,N,You'll transfer at Kanda Station.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0185.mp3,"4,9,18"
186,186,JP,9781442386495,Japanese 4,8,10R,F,神田駅で乗り換えます。,kanda eki de norikaemasu.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0186.mp3,"4,9,18"
187,187,JP,9781442386495,Japanese 4,8,11Q,N,Asakusa by subway is ten minutes.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0187.mp3,"9,12,17,18"
188,188,JP,9781442386495,Japanese 4,8,11R,F,浅草は地下鉄で10分です。,asakusa wa chikatetsu de juppun desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0188.mp3,"9,12,17,18"
189,189,JP,9781442386495,Japanese 4,9,01Q,N,Can a child also use chopsticks?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0189.mp3,9
190,190,JP,9781442386495,Japanese 4,9,01R,M,子供も お箸が使えますか。,kodomo mo ohashi ga tsukaemasu ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0190.mp3,9
191,191,JP,9781442386495,Japanese 4,9,02Q,N,A very small child can't use them.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0191.mp3,9
192,192,JP,9781442386495,Japanese 4,9,02R,F,とても小さい子供は使えません。,totemo chiisai kodomo wa tsukaemasen.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0192.mp3,9
193,193,JP,9781442386495,Japanese 4,9,03Q,N,It's very popular among tourists.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0193.mp3,"9,18"
194,194,JP,9781442386495,Japanese 4,9,03R,F,観光客にとても人気があります。,kankoo kyaku ni totemo ninki ga arimasu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0194.mp3,"9,18"
195,195,JP,9781442386495,Japanese 4,9,04Q,N,"As for the title, what is it?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0195.mp3,9
196,196,JP,9781442386495,Japanese 4,9,04R,M,題は何ですか。,dai wa nan desu ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0196.mp3,9
197,197,JP,9781442386495,Japanese 4,9,05Q,N,Who wrote it?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0197.mp3,"7,9"
198,198,JP,9781442386495,Japanese 4,9,05R,M,誰が書きましたか。,dare ga kakimashita ka.,4,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0198.mp3,"7,9"
199,199,JP,9781442386495,Japanese 4,9,06Q,N,"As for the English translation, is there any?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0199.mp3,9
200,200,JP,9781442386495,Japanese 4,9,06R,M,英語の翻訳はありますか。,eigo no honyaku wa arimasu ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0200.mp3,9
201,201,JP,9781442386495,Japanese 4,9,07Q,N,Have you ever read this book?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0201.mp3,"1,9"
202,202,JP,9781442386495,Japanese 4,9,07R,F,この本を読んだことがありますか。,kono hon o yonda koto ga arimasu ka.,8,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0202.mp3,"1,9"
203,203,JP,9781442386495,Japanese 4,9,08Q,N,It's popular among Japanese also.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0203.mp3,9
204,204,JP,9781442386495,Japanese 4,9,08R,F,日本人にも人気があります。,nihonjin ni mo ninki ga arimasu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0204.mp3,9
205,205,JP,9781442386495,Japanese 4,9,09Q,N,"As for that book's title, what is it?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0205.mp3,9
206,206,JP,9781442386495,Japanese 4,9,09R,M,その本の題は何ですか。,sono hon no dai wa nan desu ka.,8,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0206.mp3,9
207,207,JP,9781442386495,Japanese 4,9,10Q,N,"That novel sounds interesting, doesn't it.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0207.mp3,"1,7"
208,208,JP,9781442386495,Japanese 4,9,10R,M,その小説は面白そうですね。,sono shoosetsu wa omoshirosoo desu ne.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0208.mp3,"1,7"
209,209,JP,9781442386495,Japanese 4,9,11Q,N,"He wrote more than fifty novels, didn't he?",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0209.mp3,"9,12"
210,210,JP,9781442386495,Japanese 4,9,11R,M,五十冊以上の小説を書きましたね。,go ju ssatsu ijoo no shoosetsu o kakimashita ne.,9,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0210.mp3,"9,12"
211,211,JP,9781442386495,Japanese 4,9,12Q,N,A famous writer wrote this novel.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0211.mp3,9
212,212,JP,9781442386495,Japanese 4,9,12R,F,有名な作家がこの小説を書きました。,yuumei na sakka ga kono shoosetsu o kakimashita.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0212.mp3,9
213,213,JP,9781442386495,Japanese 4,10,01Q,N,It's not an ordinary guide book.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0213.mp3,9
214,214,JP,9781442386495,Japanese 4,10,01R,F,普通のガイドブックじゃないです。,futsuu no gaido bukku ja nai desu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0214.mp3,9
215,215,JP,9781442386495,Japanese 4,10,02Q,N,He wrote about various kinds of people's lives.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0215.mp3,9
216,216,JP,9781442386495,Japanese 4,10,02R,M,色々な人たちの生活について書きました。,iroiro na hitotachi no seikatsu ni tsuite kakimashita.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0216.mp3,9
217,217,JP,9781442386495,Japanese 4,10,03Q,N,When did he receive the Nobel Prize?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0217.mp3,9
218,218,JP,9781442386495,Japanese 4,10,03R,M,いつノーベル賞を貰いましたか。,itsu nooberu shoo o moraimashita ka.,6,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0218.mp3,9
219,219,JP,9781442386495,Japanese 4,10,04Q,N,I read more than ten books.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0219.mp3,"1,12"
220,220,JP,9781442386495,Japanese 4,10,04R,F,十冊以上読みました。,ju ssatsu ijoo yomimashita.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0220.mp3,"1,12"
221,221,JP,9781442386495,Japanese 4,10,05Q,N,Did you read this book?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0221.mp3,1
222,222,JP,9781442386495,Japanese 4,10,05R,M,この本を読みましたか。,kono hon o yomimashita ka.,5,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0222.mp3,1
223,223,JP,9781442386495,Japanese 4,10,06Q,N,"In Japan, he received various kinds of prizes.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0223.mp3,9
224,224,JP,9781442386495,Japanese 4,10,06R,F,日本で色々な賞を貰いました。,nihon de iroiro na shoo o moraimashita.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0224.mp3,9
225,225,JP,9781442386495,Japanese 4,10,07Q,N,I found an interesting book.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0225.mp3,9
226,226,JP,9781442386495,Japanese 4,10,07R,F,面白い本を見つけました。,omoshiroi hon o mitsukemashita.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0226.mp3,9
227,227,JP,9781442386495,Japanese 4,10,08Q,N,It was written as a serialized novel.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0227.mp3,9
228,228,JP,9781442386495,Japanese 4,10,08R,F,連載小説として書かれました。,rensai shoosetsu toshite kakaremashita.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0228.mp3,9
229,229,JP,9781442386495,Japanese 4,10,09Q,N,I want to try reading that book.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0229.mp3,1
230,230,JP,9781442386495,Japanese 4,10,09R,M,その本を読んでみたいです。,sono hon o yonde mitai desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0230.mp3,1
231,231,JP,9781442386495,Japanese 4,10,10Q,N,He wrote about the people living in Asakusa.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0231.mp3,9
232,232,JP,9781442386495,Japanese 4,10,10R,F,浅草に住んでいる人たちについて書きました。,asakusa ni sunde iru hitotachi ni tsuite kakimashita.,8,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0232.mp3,9
233,233,JP,9781442386495,Japanese 4,11,01Q,N,"In overseas also, he has become famous.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0233.mp3,9
234,234,JP,9781442386495,Japanese 4,11,01R,M,海外でも有名になりました。,kaigai de mo yuumei ni narimashita.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0234.mp3,9
235,235,JP,9781442386495,Japanese 4,11,02Q,N,Yesterday's lecture was a little difficult.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0235.mp3,"9,17"
236,236,JP,9781442386495,Japanese 4,11,02R,M,昨日の講義はちょっと難しかったです。,kino no koogi wa chotto muzukashikatta desu.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0236.mp3,"9,17"
237,237,JP,9781442386495,Japanese 4,11,03Q,N,The professor's friend wrote the script.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0237.mp3,"5,9"
238,238,JP,9781442386495,Japanese 4,11,03R,M,先生の友達が脚本を書きました。,sensei no tomodachi ga kyakuhon o kakimashita.,7,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0238.mp3,"5,9"
239,239,JP,9781442386495,Japanese 4,11,04Q,N,I have seen some of the black-and-white movies.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0239.mp3,"1,9"
240,240,JP,9781442386495,Japanese 4,11,04R,M,白黒の映画を幾つか 見たことがあります。,shiro-kuro no eiga o ikutsuka mita koto ga arimasu.,9,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0240.mp3,"1,9"
241,241,JP,9781442386495,Japanese 4,11,05Q,N,He made black-and-white movies.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0241.mp3,"1,9"
242,242,JP,9781442386495,Japanese 4,11,05R,F,白黒の映画をつくりました。,shiro-kuro no eiga o tsukurimashita.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0242.mp3,"1,9"
243,243,JP,9781442386495,Japanese 4,11,06Q,N,It was very difficult.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0243.mp3,"7,9,17"
244,244,JP,9781442386495,Japanese 4,11,06R,M,とても難しかったです。,totemo muzukashikatta desu.,3,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0244.mp3,"7,9,17"
245,245,JP,9781442386495,Japanese 4,11,07Q,N,I have seen some of Kurosawa's movies.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0245.mp3,"1,9"
246,246,JP,9781442386495,Japanese 4,11,07R,M,黒澤の映画を幾つか　見たことがあります。,kurosawa no eiga o ikutsuka mita koto ga arimasu.,9,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0246.mp3,"1,9"
247,247,JP,9781442386495,Japanese 4,11,08Q,N,He received an academy award.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0247.mp3,9
248,248,JP,9781442386495,Japanese 4,11,08R,F,アカデミー賞を貰いました。,akademii shoo o moraimashita.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0248.mp3,9
249,249,JP,9781442386495,Japanese 4,11,09Q,N,He has become a movie director who represents Japan movie's history.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0249.mp3,9
250,250,JP,9781442386495,Japanese 4,11,09R,F,日本映画の歴史を代表する映画監督になりました。,nihon eiga no rekishi o daihyoo suru eiga kantoku ni narimashita.,11,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0250.mp3,9
251,251,JP,9781442386495,Japanese 4,11,10Q,N,I want to try reading a few of the scripts.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0251.mp3,1
252,252,JP,9781442386495,Japanese 4,11,10R,M,脚本を幾つか　読んでみたいです。,kyakuhon o ikutsuka yonde mitai desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0252.mp3,1
253,253,JP,9781442386495,Japanese 4,12,01Q,N,I also would like to try living in an apartment.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0253.mp3,1
254,254,JP,9781442386495,Japanese 4,12,01R,M,私もアパートに住んでみたいんですが。,watashi mo apaato ni sunde mitai n desu ga.,9,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0254.mp3,1
255,255,JP,9781442386495,Japanese 4,12,02Q,N,The room is six tatami mats.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0255.mp3,"9,12"
256,256,JP,9781442386495,Japanese 4,12,02R,M,部屋は六畳です。,heya wa roku joo desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0256.mp3,"9,12"
257,257,JP,9781442386495,Japanese 4,12,03Q,N,There's only one room.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0257.mp3,"9,12"
258,258,JP,9781442386495,Japanese 4,12,03R,M,一部屋しかありません。,hito heya shika arimasen.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0258.mp3,"9,12"
259,259,JP,9781442386495,Japanese 4,12,04Q,N,Now I live in a dormitory.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0259.mp3,"9,17"
260,260,JP,9781442386495,Japanese 4,12,04R,M,今寮に住んでいます。,ima ryoo ni sunde imasu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0260.mp3,"9,17"
261,261,JP,9781442386495,Japanese 4,12,05Q,N,Why don't you talk to the coordinator?,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0261.mp3,16
262,262,JP,9781442386495,Japanese 4,12,05R,F,コーディネーターに話してみたら どうですか。,koodineetaa ni hanashite mitara doo desu ka.,7,Q,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0262.mp3,16
263,263,JP,9781442386495,Japanese 4,12,06Q,N,The dormitory's meal is not very delicious.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0263.mp3,"6,9"
264,264,JP,9781442386495,Japanese 4,12,06R,M,寮の食事はあまりおいしくないんです。,ryoo no shokuji wa amari oishiku nai n desu.,9,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0264.mp3,"6,9"
265,265,JP,9781442386495,Japanese 4,12,07Q,N,A friend found an apartment.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0265.mp3,"5,9"
266,266,JP,9781442386495,Japanese 4,12,07R,M,友達がアパートを見つけました。,tomodachi ga apaato o mitsukemashita.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0266.mp3,"5,9"
267,267,JP,9781442386495,Japanese 4,12,08Q,N,"That is troublesome, isn't it.",,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0267.mp3,"7,16"
268,268,JP,9781442386495,Japanese 4,12,08R,F,それは困りましたね。,sore wa komarimashita ne.,4,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0268.mp3,"7,16"
269,269,JP,9781442386495,Japanese 4,12,09Q,N,Even a studio is expernsive.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0269.mp3,"9,11,14"
270,270,JP,9781442386495,Japanese 4,12,09R,F,ワンルームマンションでも高いです。,wan ruumu manshion demo takai desu.,6,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0270.mp3,"9,11,14"
271,271,JP,9781442386495,Japanese 4,12,10Q,N,It's noisy.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0271.mp3,"7,9"
272,272,JP,9781442386495,Japanese 4,12,10R,M,うるさいんです。,urusai n desu.,5,S,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0272.mp3,"7,9"
273,273,JP,9781442386495,Japanese 4,12,11Q,N,I want to try living in an apartment.,,,,Pimsleur Japanese Level 4 MP3,9781508222064_Japanese_4_QZ_0273.mp3,1
