"Control #","Rec","Lang","ISBN","Course","Unit Num","Start","Stop","Cluster","Qz #","Spkr","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"532","532","BP","9781508235460","BrazPort 4","9","","","U09-03","03R_B","F","Tenho que sair mais tarde.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0532.mp3","1,17"
"533","533","BP","9781508235460","BrazPort 4","9","","","U09-03","03Q_C","N","I have a fear of children.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0533.mp3","5,8"
"534","534","BP","9781508235460","BrazPort 4","9","","","U09-03","03R_C","F","Tenho medo de criança.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0534.mp3","5,8"
"535","535","BP","9781508235460","BrazPort 4","9","","","U09-03","03Q_D","N","I have a fear of open spaces.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0535.mp3","8"
"536","536","BP","9781508235460","BrazPort 4","9","","","U09-03","03R_D","F","Tenho medo de lugares abertos.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0536.mp3","8"
"537","537","BP","9781508235460","BrazPort 4","9","","","U09-04","04Q_A","N","The elevator connects the high city to the low city.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0537.mp3","4,18"
"538","538","BP","9781508235460","BrazPort 4","9","","","U09-04","04R_A","F","O elevador liga a cidade alta à cidade baixa.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0538.mp3","4,18"
"539","539","BP","9781508235460","BrazPort 4","9","","","U09-04","04Q_B","N","The elevator connects the low city to the high city.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0539.mp3","4,18"
"540","540","BP","9781508235460","BrazPort 4","9","","","U09-04","04R_B","F","O elevador liga a cidade baixa à cidade alta.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0540.mp3","4,18"
"541","541","BP","9781508235460","BrazPort 4","9","","","U09-04","04Q_C","N","The elevator is very safe.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0541.mp3","4"
"542","542","BP","9781508235460","BrazPort 4","9","","","U09-04","04R_C","M","O elevador é muito seguro.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0542.mp3","4"
"543","543","BP","9781508235460","BrazPort 4","9","","","U09-04","04Q_D","N","The elevator is a closed space.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0543.mp3","9"
"544","544","BP","9781508235460","BrazPort 4","9","","","U09-04","04R_D","M","O elevador é um lugar fechado.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0544.mp3","9"
"545","545","BP","9781508235460","BrazPort 4","9","","","U09-05","05Q_A","N","What’s she like?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0545.mp3","7,10"
"546","546","BP","9781508235460","BrazPort 4","9","","","U09-05","05R_A","M","Como ela é?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0546.mp3","7,10"
"547","547","BP","9781508235460","BrazPort 4","9","","","U09-05","05Q_B","N","Where is he?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0547.mp3","4"
"548","548","BP","9781508235460","BrazPort 4","9","","","U09-05","05R_B","M","Onde ele está?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0548.mp3","4"
"549","549","BP","9781508235460","BrazPort 4","9","","","U09-05","05Q_C","N","What's she done?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0549.mp3","1,7"
"550","550","BP","9781508235460","BrazPort 4","9","","","U09-05","05R_C","M","O que ela fez?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0550.mp3","1,7"
"551","551","BP","9781508235460","BrazPort 4","9","","","U09-05","05Q_D","N","Who is he?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0551.mp3","7,10"
"552","552","BP","9781508235460","BrazPort 4","9","","","U09-05","05R_D","F","Quem é ele?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0552.mp3","7,10"
"553","553","BP","9781508235460","BrazPort 4","9","","","U09-06","06Q_A","N","In the summer the city is marvelous.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0553.mp3","17,18"
"554","554","BP","9781508235460","BrazPort 4","9","","","U09-06","06R_A","F","No verão a cidade é maravilhosa.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0554.mp3","17,18"
"555","555","BP","9781508235460","BrazPort 4","9","","","U09-06","06Q_B","N","In the heat the city is marvelous.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0555.mp3","9,18,19"
"556","556","BP","9781508235460","BrazPort 4","9","","","U09-06","06R_B","F","No calor a cidade é maravilhosa.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0556.mp3","9,18,19"
"557","557","BP","9781508235460","BrazPort 4","9","","","U09-06","06Q_C","N","It's true the country is marvelous.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0557.mp3","9,18"
"558","558","BP","9781508235460","BrazPort 4","9","","","U09-06","06R_C","F","É verdade, o país é maravilhoso.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0558.mp3","9,18"
"559","559","BP","9781508235460","BrazPort 4","9","","","U09-06","06Q_D","N","To return home is marvelous.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0559.mp3","18"
"560","560","BP","9781508235460","BrazPort 4","9","","","U09-06","06R_D","F","Voltar para casa é maravilhoso.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0560.mp3","18"
"561","561","BP","9781508235460","BrazPort 4","9","","","U09-07","07Q_A","N","We have an incredible view from the high city.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0561.mp3","9,18"
"562","562","BP","9781508235460","BrazPort 4","9","","","U09-07","07R_A","M","Temos  uma vista incrível da cidade alta.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0562.mp3","9,18"
"563","563","BP","9781508235460","BrazPort 4","9","","","U09-07","07Q_B","N","We have an enjoyable view of everything from the high place.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0563.mp3","9,18"
"564","564","BP","9781508235460","BrazPort 4","9","","","U09-07","07R_B","M","Temos uma vista agradável da cidade alta.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0564.mp3","9,18"
"565","565","BP","9781508235460","BrazPort 4","9","","","U09-07","07Q_C","N","We have a pleasant view from the low city.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0565.mp3","9,18"
"566","566","BP","9781508235460","BrazPort 4","9","","","U09-07","07R_C","M","Temos uma vista agradável da cidade baixa.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0566.mp3","9,18"
"567","567","BP","9781508235460","BrazPort 4","9","","","U09-07","07Q_D","N","We have an incredible view from the low city.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0567.mp3","9,18"
"568","568","BP","9781508235460","BrazPort 4","9","","","U09-07","07R_D","M","Temos uma vista incrível da cidade baixa.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0568.mp3","9,18"
"569","569","BP","9781508235460","BrazPort 4","9","","","U09-08","08Q_A","N","I am going to order the shrimp bobó.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0569.mp3","6,9"
"570","570","BP","9781508235460","BrazPort 4","9","","","U09-08","08R_A","M","Vou pedir o bobó de camarão.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0570.mp3","6,9"
"571","571","BP","9781508235460","BrazPort 4","9","","","U09-08","08Q_B","N","I want to order the fish bobó.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0571.mp3","6"
"572","572","BP","9781508235460","BrazPort 4","9","","","U09-08","08R_B","F","Quero pedir o bobó de peixe.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0572.mp3","6"
"573","573","BP","9781508235460","BrazPort 4","9","","","U09-08","08Q_C","N","I think I'll order the shrimp bobó.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0573.mp3","6"
"574","574","BP","9781508235460","BrazPort 4","9","","","U09-08","08R_C","F","Acho que vou pedir o bobó de camarão.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0574.mp3","6"
"575","575","BP","9781508235460","BrazPort 4","9","","","U09-08","08Q_D","N","I am going to order the seafood bobó.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0575.mp3","6,9"
"576","576","BP","9781508235460","BrazPort 4","9","","","U09-08","08R_D","F","Vou pedir o bobó de frutos do mar.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0576.mp3","6,9"
"577","577","BP","9781508235460","BrazPort 4","10","","","U10-01","01Q_A","N","Is the Modelo Market still open?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0577.mp3","14,18"
"578","578","BP","9781508235460","BrazPort 4","10","","","U10-01","01R_A","F","O Mercado Modelo ainda está aberto?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0578.mp3","14,18"
"579","579","BP","9781508235460","BrazPort 4","10","","","U10-01","01Q_B","N","Is the Modelo Market still closed?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0579.mp3","14,18"
"580","580","BP","9781508235460","BrazPort 4","10","","","U10-01","01R_B","F","O Mercado Modelo ainda está fechado?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0580.mp3","14,18"
"581","581","BP","9781508235460","BrazPort 4","10","","","U10-01","01Q_C","N","How about we go to the Mercado Market tomorrow?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0581.mp3","1,14,17"
"582","582","BP","9781508235460","BrazPort 4","10","","","U10-01","01R_C","M","Que tal ir amanhã ao Mercado Modelo?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0582.mp3","1,14,17"
"583","583","BP","9781508235460","BrazPort 4","10","","","U10-01","01Q_D","N","Is the Modelo Market very big?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0583.mp3","14,18"
"584","584","BP","9781508235460","BrazPort 4","10","","","U10-01","01R_D","M","O Mercado Modelo é muito grande?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0584.mp3","14,18"
"585","585","BP","9781508235460","BrazPort 4","10","","","U10-02","02Q_A","N","I’m in love with the city’s nightlife.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0585.mp3","9,18"
"586","586","BP","9781508235460","BrazPort 4","10","","","U10-02","02R_A","M","Sou apaixonado pela vida noturna da cidade.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0586.mp3","9,18"
"587","587","BP","9781508235460","BrazPort 4","10","","","U10-02","02Q_B","N","I'm in love with nights in the city.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0587.mp3","9,18"
"588","588","BP","9781508235460","BrazPort 4","10","","","U10-02","02R_B","M","Sou apaixonado pelas noites da cidade. ","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0588.mp3","9,18"
"589","589","BP","9781508235460","BrazPort 4","10","","","U10-02","02Q_C","N","I love the night parties of the city.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0589.mp3","9,18"
"590","590","BP","9781508235460","BrazPort 4","10","","","U10-02","02R_C","M","Adoro as festas noturnas da cidade.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0590.mp3","9,18"
"591","591","BP","9781508235460","BrazPort 4","10","","","U10-02","02Q_D","N","I am in love with the nightlife.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0591.mp3","9"
"592","592","BP","9781508235460","BrazPort 4","10","","","U10-02","02R_D","F","Sou apaixonada pela vida noturna.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0592.mp3","9"
"593","593","BP","9781508235460","BrazPort 4","10","","","U10-03","03Q_A","N","Of course, there are very beautiful churches.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0593.mp3","9,18"
"594","594","BP","9781508235460","BrazPort 4","10","","","U10-03","03R_A","F","Claro, há igrejas muitas bonitas.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0594.mp3","9,18"
"595","595","BP","9781508235460","BrazPort 4","10","","","U10-03","03Q_B","N","It's true, there are many pleasant churches.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0595.mp3","9,18"
"596","596","BP","9781508235460","BrazPort 4","10","","","U10-03","03R_B","F","É verdade, há muitas igrejas agradáveis.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0596.mp3","9,18"
"597","597","BP","9781508235460","BrazPort 4","10","","","U10-03","03Q_C","N","You know, the bridges here are beautiful.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0597.mp3","9,18"
"598","598","BP","9781508235460","BrazPort 4","10","","","U10-03","03R_C","F","Sabe, as pontes aqui são bonitas.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0598.mp3","9,18"
"599","599","BP","9781508235460","BrazPort 4","10","","","U10-03","03Q_D","N","Without a doubt, there are very beautiful bridges.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0599.mp3","9,18"
"600","600","BP","9781508235460","BrazPort 4","10","","","U10-03","03R_D","F","Sem dúvida, há pontes muito bonitas.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0600.mp3","9,18"
"601","601","BP","9781508235460","BrazPort 4","10","","","U10-04","04Q_A","N","In Recife, many homes and churches have Portuguese tiles, right?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0601.mp3","9,18"
"602","602","BP","9781508235460","BrazPort 4","10","","","U10-04","04R_A","M","Em Recife, muitas casas e igrejas têm azulejos portugueses, não é?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0602.mp3","9,18"
"603","603","BP","9781508235460","BrazPort 4","10","","","U10-04","04Q_B","N","In Recife, many good things have a Portuguese influence right?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0603.mp3","4,18"
"604","604","BP","9781508235460","BrazPort 4","10","","","U10-04","04R_B","M","Em Recife, muitas coisas boas têm influência portuguesa, não é?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0604.mp3","4,18"
"605","605","BP","9781508235460","BrazPort 4","10","","","U10-04","04Q_C","N","In Recife, many churches and homes have Portuguese tiles, right?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0605.mp3","9,18"
"606","606","BP","9781508235460","BrazPort 4","10","","","U10-04","04R_C","M","Em Recife, muitas igrejas e casas têm azulejos portugueses, não é?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0606.mp3","9,18"
"607","607","BP","9781508235460","BrazPort 4","10","","","U10-04","04Q_D","N","In Recife, many places and people have a Portuguese origin right?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0607.mp3","9,18"
"608","608","BP","9781508235460","BrazPort 4","10","","","U10-04","04R_D","M","Em Recife, muitos lugares e pessoas têm origem portuguesa, certo?","","Q","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0608.mp3","9,18"
"609","609","BP","9781508235460","BrazPort 4","10","","","U10-05","05Q_A","N","I like to dance with my friends and to buy things at the market.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0609.mp3","1,5,14"
"610","610","BP","9781508235460","BrazPort 4","10","","","U10-05","05R_A","M","Gosto de dançar com meus amigos e comprar coisas no mercado.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0610.mp3","1,5,14"
"611","611","BP","9781508235460","BrazPort 4","10","","","U10-05","05Q_B","N","I like to rest with my friends and talk about everything.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0611.mp3","1,5"
"612","612","BP","9781508235460","BrazPort 4","10","","","U10-05","05R_B","F","Gosto de descansar com meus amigos e conversar sobre tudo.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0612.mp3","1,5"
"613","613","BP","9781508235460","BrazPort 4","10","","","U10-05","05Q_C","N","I like to dance with my friends and buy presents at the market.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0613.mp3","1,5,14"
"614","614","BP","9781508235460","BrazPort 4","10","","","U10-05","05R_C","F","Gosto de ir a festas com meus amigos e comprar presentes no mercado.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0614.mp3","1,5,14"
"615","615","BP","9781508235460","BrazPort 4","10","","","U10-05","05Q_D","N","I'd like to dance with my friends and eat at night.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0615.mp3","1,5,6,17"
"616","616","BP","9781508235460","BrazPort 4","10","","","U10-05","05R_D","F","Gostaria de dançar com meus amigos e comer à noite.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0616.mp3","1,5,6,17"
"617","617","BP","9781508235460","BrazPort 4","10","","","U10-06","06Q_A","N","Let’s have coffee at a bakery.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0617.mp3","1,6"
"618","618","BP","9781508235460","BrazPort 4","10","","","U10-06","06R_A","F","Vamos tomar café numa padaria.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0618.mp3","1,6"
"619","619","BP","9781508235460","BrazPort 4","10","","","U10-06","06Q_B","N","Let’s have coffee at the plaza.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0619.mp3","1,6"
"620","620","BP","9781508235460","BrazPort 4","10","","","U10-06","06R_B","F","Vamos tomar café na praça.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0620.mp3","1,6"
"621","621","BP","9781508235460","BrazPort 4","10","","","U10-06","06Q_C","N","Let’s have coffee at the beach.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0621.mp3","1,6"
"622","622","BP","9781508235460","BrazPort 4","10","","","U10-06","06R_C","M","Vamos tomar café na praia.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0622.mp3","1,6"
"623","623","BP","9781508235460","BrazPort 4","10","","","U10-06","06Q_D","N","Various coffees we can have at the bakery.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0623.mp3","1,6"
"624","624","BP","9781508235460","BrazPort 4","10","","","U10-06","06R_D","M","Vários cafés que podemos tomar na padaria.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0624.mp3","1,6"
"625","625","BP","9781508235460","BrazPort 4","10","","","U10-07","07Q_A","N","I know that they have roll cake.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0625.mp3","6,9"
"626","626","BP","9781508235460","BrazPort 4","10","","","U10-07","07R_A","M","Sei que eles têm bolo de rolo.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0626.mp3","6,9"
"627","627","BP","9781508235460","BrazPort 4","10","","","U10-07","07Q_B","N","I know that they have guava paste.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0627.mp3","6,9"
"628","628","BP","9781508235460","BrazPort 4","10","","","U10-07","07R_B","M","Sei que eles têm goiabada.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0628.mp3","6,9"
"629","629","BP","9781508235460","BrazPort 4","10","","","U10-07","07Q_C","N","I know that they have doce de leite.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0629.mp3","6,9"
"630","630","BP","9781508235460","BrazPort 4","10","","","U10-07","07R_C","M","Sei que eles têm doce de leite.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0630.mp3","6,9"
"631","631","BP","9781508235460","BrazPort 4","10","","","U10-07","07Q_D","N","I know that they have cheese buns.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0631.mp3","6,9"
"632","632","BP","9781508235460","BrazPort 4","10","","","U10-07","07R_D","F","Sei que eles têm pão de queijo.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0632.mp3","6,9"
"633","633","BP","9781508235460","BrazPort 4","10","","","U10-08","08Q_A","N","The religion, the food, and the music were brought with the slaves.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0633.mp3","6,9,18"
"634","634","BP","9781508235460","BrazPort 4","10","","","U10-08","08R_A","F","A religião, a comida e a música foram trazidas com os escravos.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0634.mp3","6,9,18"
"635","635","BP","9781508235460","BrazPort 4","10","","","U10-08","08Q_B","N","The religion, the food, and the music went away with the exhibits.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0635.mp3","6,9,18"
"636","636","BP","9781508235460","BrazPort 4","10","","","U10-08","08R_B","F","A religião, a comida e a música foram embora com as exposições.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0636.mp3","6,9,18"
"637","637","BP","9781508235460","BrazPort 4","10","","","U10-08","08Q_C","N","The religion, the food, and the music went away with the companies. ","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0637.mp3","6,9,18"
"638","638","BP","9781508235460","BrazPort 4","10","","","U10-08","08R_C","F","A religião, a comida e a música foram embora com as empresas.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0638.mp3","6,9,18"
"639","639","BP","9781508235460","BrazPort 4","10","","","U10-08","08Q_D","N","The religion, the food, and the music were brought from Africa.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0639.mp3","6,18"
"640","640","BP","9781508235460","BrazPort 4","10","","","U10-08","08R_D","F","A religião, a comida e a música foram trazidas da África.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0640.mp3","6,18"
"641","641","BP","9781508235460","BrazPort 4","11","","","U11-01","01Q_A","N","I love to run and to dive!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0641.mp3","1"
"642","642","BP","9781508235460","BrazPort 4","11","","","U11-01","01R_A","M","Adoro correr e mergulhar!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0642.mp3","1"
"643","643","BP","9781508235460","BrazPort 4","11","","","U11-01","01Q_B","N","I love to dive and to run!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0643.mp3","1"
"644","644","BP","9781508235460","BrazPort 4","11","","","U11-01","01R_B","M","Adoro mergulhar e correr!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0644.mp3","1"
"645","645","BP","9781508235460","BrazPort 4","11","","","U11-01","01Q_C","N","I like to run.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0645.mp3","1"
"646","646","BP","9781508235460","BrazPort 4","11","","","U11-01","01R_C","M","Eu gosto de correr.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0646.mp3","1"
"647","647","BP","9781508235460","BrazPort 4","11","","","U11-01","01Q_D","N","I love to run on the seafront.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0647.mp3","1"
"648","648","BP","9781508235460","BrazPort 4","11","","","U11-01","01R_D","M","Adoro correr na orla.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0648.mp3","1"
"649","649","BP","9781508235460","BrazPort 4","11","","","U11-02","02Q_A","N","We have many options!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0649.mp3","1,7"
"650","650","BP","9781508235460","BrazPort 4","11","","","U11-02","02R_A","M","Temos muitas opções!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0650.mp3","1,7"
"651","651","BP","9781508235460","BrazPort 4","11","","","U11-02","02Q_B","N","What number of options we have!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0651.mp3","1,7"
"652","652","BP","9781508235460","BrazPort 4","11","","","U11-02","02R_B","F","Quantas opções nós temos!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0652.mp3","1,7"
"653","653","BP","9781508235460","BrazPort 4","11","","","U11-02","02Q_C","N","We have many buses!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0653.mp3","18"
"654","654","BP","9781508235460","BrazPort 4","11","","","U11-02","02R_C","F","Temos muitos ônibus!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0654.mp3","18"
"655","655","BP","9781508235460","BrazPort 4","11","","","U11-02","02Q_D","N","There were so many options!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0655.mp3","1,7"
"656","656","BP","9781508235460","BrazPort 4","11","","","U11-02","02R_D","F","Havia tantas opções!","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0656.mp3","1,7"
"657","657","BP","9781508235460","BrazPort 4","11","","","U11-03","03Q_A","N","There are eight kilometers of boardwalk.","","S","Portuguese (Brazilian) Level 4 MP3","Brazilian_Portuguese_Level_4_QM_0657.mp3","9,12"
