Control #,Rec,Lang,ISBN,Course,Unit Num,Start,Stop,Cluster,Qz #,Spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
422,422,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-05,05R_C,F,Je dois m’en occuper.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0422.mp3,7
423,423,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-05,05Q_D,N,I can take care of it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0423.mp3,7
424,424,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-05,05R_D,F,Je peux m’en occuper.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0424.mp3,7
425,425,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06Q_A,N,Leave me alone!,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0425.mp3,7
426,426,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06R_A,M,Laisse-moi tranquille !,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0426.mp3,7
427,427,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06Q_B,N,Let go of me!,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0427.mp3,7
428,428,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06R_B,M,Lache-moi !,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0428.mp3,7
429,429,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06Q_C,N,Leave him alone!,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0429.mp3,7
430,430,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06R_C,F,Laisse-le tranquille !,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0430.mp3,7
431,431,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06Q_D,N,Calm yourself!,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0431.mp3,7
432,432,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-06,06R_D,F,Calme-toi !,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0432.mp3,7
433,433,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07Q_A,N,Someone is coming to pick you up.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0433.mp3,"1,9"
434,434,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07R_A,M,Quelqu’un va venir vous chercher.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0434.mp3,"1,9"
435,435,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07Q_B,N,Someone is coming to pick me up.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0435.mp3,"1,9"
436,436,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07R_B,M,Quelqu’un va venir me chercher.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0436.mp3,"1,9"
437,437,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07Q_C,N,Someone came to pick them up.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0437.mp3,"1,9"
438,438,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07R_C,F,Quelqu’un est venu les chercher.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0438.mp3,"1,9"
439,439,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07Q_D,N,It’s necessary that they come pick me up.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0439.mp3,"1,9"
440,440,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-07,07R_D,F,Il faut qu’ils viennent me chercher.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0440.mp3,"1,9"
441,441,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08Q_A,N,You’ll be able to come back when you feel better.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0441.mp3,"8,9"
442,442,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08R_A,M,Vous pourrez revenir quand vous irez mieux.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0442.mp3,"8,9"
443,443,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08Q_B,N,You’ll be able to leave when you feel better.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0443.mp3,"8,18"
444,444,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08R_B,M,Vous pourrez partir quand vous irez mieux.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0444.mp3,"8,18"
445,445,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08Q_C,N,We’ll be able to leave when we feel better.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0445.mp3,"8,18"
446,446,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08R_C,F,Nous pourrons partir quand nous irez mieux.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0446.mp3,"8,18"
447,447,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08Q_D,N,You’ll be able to stay when you feel better.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0447.mp3,"8,18"
448,448,FR,9781442381834,Pimsleur French Level 5,7,N/A,N/A,U07-08,08R_D,F,Vous pourrez rester quand vous irez mieux.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0448.mp3,"8,18"
449,449,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01Q_A,N,"In three years, I’ll be sixty-five years old.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0449.mp3,"9,12,17"
450,450,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01R_A,M,"Dans trois ans, j’aurai soixante-cinq ans.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0450.mp3,"9,12,17"
451,451,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01Q_B,N,"In five years, I’ll be sixty-three years old.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0451.mp3,"9,12,17"
452,452,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01R_B,M,"Dans cinq ans, j’aurai soixante-trois ans.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0452.mp3,"9,12,17"
453,453,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01Q_C,N,"In three years, I’ll be fifty-six years old.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0453.mp3,"9,12,17"
454,454,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01R_C,F,"Dans trois ans, j’aurai cinquante-six ans.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0454.mp3,"9,12,17"
455,455,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01Q_D,N,"In five years, I’ll have three children.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0455.mp3,"5,12"
456,456,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-01,01R_D,F,"Dans cinq ans, j’aurai trois enfants.",N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0456.mp3,"5,12"
457,457,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02Q_A,N,Have you thought about it?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0457.mp3,7
458,458,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02R_A,M,Est-ce que tu y as pensé ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0458.mp3,7
459,459,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02Q_B,N,Are you thinking about it?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0459.mp3,7
460,460,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02R_B,M,Est-ce que tu y penses ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0460.mp3,7
461,461,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02Q_C,N,What do you think of it?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0461.mp3,7
462,462,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02R_C,F,Qu’est-ce que tu en penses ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0462.mp3,7
463,463,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02Q_D,N,Are you going to think about it?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0463.mp3,7
464,464,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-02,02R_D,F,Est-ce que tu vas y penser ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0464.mp3,7
465,465,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03Q_A,N,It’s necessary to take care of it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0465.mp3,9
466,466,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03R_A,M,Il faut s’en occuper.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0466.mp3,9
467,467,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03Q_B,N,It’s necessary to think about it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0467.mp3,9
468,468,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03R_B,M,Il faut y penser.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0468.mp3,9
469,469,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03Q_C,N,Someone is going to take care of it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0469.mp3,9
470,470,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03R_C,F,Quelqu’un va s’en occuper.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0470.mp3,9
471,471,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03Q_D,N,He is going to take care of it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0471.mp3,9
472,472,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-03,03R_D,F,Il va s’en occuper.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0472.mp3,9
473,473,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04Q_A,N,There will be a big garden.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0473.mp3,"4,9"
474,474,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04R_A,M,Il y aura un grand jardin.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0474.mp3,"4,9"
475,475,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04Q_B,N,There is a big garden.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0475.mp3,9
476,476,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04R_B,M,Il y a un grand jardin.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0476.mp3,9
477,477,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04Q_C,N,He will have a big garden.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0477.mp3,9
478,478,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04R_C,F,Il aura un grand jardin.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0478.mp3,9
479,479,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04Q_D,N,We will go in the garden.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0479.mp3,"1,9"
480,480,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-04,04R_D,F,On ira dans le jardin.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0480.mp3,"1,9"
481,481,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05Q_A,N,I’ll come when the children are gone.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0481.mp3,"5,9"
482,482,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05R_A,M,Je viendrai quand les enfants seront partis.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0482.mp3,"5,9"
483,483,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05Q_B,N,I’ll come when the bunnies are gone.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0483.mp3,"1,2"
484,484,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05R_B,M,Je viendrai quand les lapins seront partis.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0484.mp3,"1,2"
485,485,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05Q_C,N,I’ll come later without the children.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0485.mp3,"5,17"
486,486,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05R_C,F,Je viendrai plus tard sans les enfants.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0486.mp3,"5,17"
487,487,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05Q_D,N,We’ll see when the children are gone.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0487.mp3,"5,9"
488,488,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-05,05R_D,F,On verra quand les enfants seront partis.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0488.mp3,"5,9"
489,489,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06Q_A,N,I’ve been thinking about it for a long time.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0489.mp3,17
490,490,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06R_A,M,J’y pense depuis longtemps.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0490.mp3,17
491,491,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06Q_B,N,I’ll think about it later.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0491.mp3,17
492,492,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06R_B,M,J’y penserai plus tard.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0492.mp3,17
493,493,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06Q_C,N,I’ve never thought about it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0493.mp3,"7,17"
494,494,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06R_C,F,Je n’y ai jamais pensé.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0494.mp3,"7,17"
495,495,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06Q_D,N,I never think about it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0495.mp3,"7,17"
496,496,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-06,06R_D,F,Je n’y pense jamais.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0496.mp3,"7,17"
497,497,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07Q_A,N,I dream of it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0497.mp3,7
498,498,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07R_A,M,J’en rêve.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0498.mp3,7
499,499,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07Q_B,N,I think about it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0499.mp3,7
500,500,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07R_B,M,J’y pense.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0500.mp3,7
501,501,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07Q_C,N,I want some of it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0501.mp3,7
502,502,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07R_C,F,J’en veux.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0502.mp3,7
503,503,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07Q_D,N,I go there.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0503.mp3,"1,18"
504,504,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-07,07R_D,F,J’y vais.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0504.mp3,"1,18"
505,505,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08Q_A,N,Where will you go?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0505.mp3,"1,18"
506,506,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08R_A,M,Où est-ce que tu iras ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0506.mp3,"1,18"
507,507,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08Q_B,N,What will you do?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0507.mp3,"1,18"
508,508,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08R_B,M,Qu’est-ce que tu feras ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0508.mp3,"1,18"
509,509,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08Q_C,N,Will it go?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0509.mp3,7
510,510,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08R_C,F,Est-ce que ça ira ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0510.mp3,7
511,511,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08Q_D,N,Where are you going?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0511.mp3,"1,18"
512,512,FR,9781442381834,Pimsleur French Level 5,8,N/A,N/A,U08-08,08R_D,F,Où est-ce que tu vas ?,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0512.mp3,"1,18"
513,513,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01Q_A,N,It would be nice to see you.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0513.mp3,"7,13"
514,514,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01R_A,M,Ça serait sympa de vous voir.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0514.mp3,"7,13"
515,515,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01Q_B,N,It will be nice to see you.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0515.mp3,"7,13"
516,516,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01R_B,M,Ça sera sympa de vous voir.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0516.mp3,"7,13"
517,517,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01Q_C,N,It would be nice to see them.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0517.mp3,"7,13"
518,518,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01R_C,F,Ça serait sympa de les voir.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0518.mp3,"7,13"
519,519,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01Q_D,N,It would be nice to know.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0519.mp3,7
520,520,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-01,01R_D,F,Ça serait sympa de savoir.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0520.mp3,7
521,521,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02Q_A,N,It’s hard to stay honest.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0521.mp3,7
522,522,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02R_A,M,C’est dur de rester honnête.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0522.mp3,7
523,523,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02Q_B,N,It’s hard to stay alike.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0523.mp3,7
524,524,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02R_B,M,C’est dur de rester pareil.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0524.mp3,7
525,525,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02Q_C,N,It’s nice to stay honest.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0525.mp3,7
526,526,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02R_C,F,C’est sympa de rester honnête.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0526.mp3,7
527,527,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02Q_D,N,It’s honest to stay alike.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0527.mp3,7
528,528,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-02,02R_D,F,C’est honnête de rester pareil.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0528.mp3,7
529,529,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03Q_A,N,As soon as the renovations are finished.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0529.mp3,"1,9,17"
530,530,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03R_A,M,Dès que les travaux seront finis.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0530.mp3,"1,9,17"
531,531,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03Q_B,N,When the renovations are finished.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0531.mp3,"1,9,17"
532,532,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03R_B,M,Quand les travaux seront finis.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0532.mp3,"1,9,17"
533,533,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03Q_C,N,The renovations will be finished soon.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0533.mp3,"1,9,17"
534,534,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03R_C,F,Les travaux seront bientôt finis.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0534.mp3,"1,9,17"
535,535,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03Q_D,N,As soon as we have finished the renovations.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0535.mp3,"1,9"
536,536,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-03,03R_D,F,Dès qu’on aura fini les travaux.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0536.mp3,"1,9"
537,537,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04Q_A,N,I don’t care.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0537.mp3,7
538,538,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04R_A,M,Je m’en fiche.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0538.mp3,7
539,539,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04Q_B,N,They don’t care.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0539.mp3,7
540,540,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04R_B,M,Ils s’en fichent.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0540.mp3,7
541,541,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04Q_C,N,I’m bored.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0541.mp3,7
542,542,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04R_C,F,Je m’ennuie.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0542.mp3,7
543,543,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04Q_D,N,I’m taking care of it.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0543.mp3,7
544,544,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-04,04R_D,F,Je m’en occupe.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0544.mp3,7
545,545,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-05,05Q_A,N,Politicians are all alike.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0545.mp3,20
546,546,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-05,05R_A,M,Les politiciens sont tous pareils.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0546.mp3,20
547,547,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-05,05Q_B,N,Politicians are all honest.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0547.mp3,20
548,548,FR,9781442381834,Pimsleur French Level 5,9,N/A,N/A,U09-05,05R_B,M,Les politiciens sont tous honnêtes.,N/A,N/A,Pimsleur French Level 5 MP3,9781442396173_French_5_QZ_0548.mp3,20
