Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
460,460,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-02,02R_B,M,"Si no hubiera sido tan caro, lo habría comprado.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0460.mp3,14
461,461,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-02,02Q_C,N,"If it weren’t so expensive, I would buy it.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0461.mp3,14
462,462,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-02,02R_C,M,"Si no fuera tan caro, lo compraría.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0462.mp3,14
463,463,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-02,02Q_D,N,"If the vase hadn't been so pretty, I would not have bought it.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0463.mp3,14
464,464,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-02,02R_D,F,"Si el florero no hubiera sido tan bonito, no lo habría comprado.",,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0464.mp3,14
465,465,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03Q_A,N,You ski well.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0465.mp3,1
466,466,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03R_A,F,Esquía bien.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0466.mp3,1
467,467,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03Q_B,N,In that case you must ski well.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0467.mp3,1
468,468,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03R_B,M,Entonces debe esquiar bien.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0468.mp3,1
469,469,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03Q_C,N,He likes very much to ski.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0469.mp3,1
470,470,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03R_C,F,Le gusta mucho esquiar.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0470.mp3,1
471,471,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03Q_D,N,She used to ski when she was younger.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0471.mp3,1
472,472,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-03,03R_D,M,Esquiaba cuando era más joven.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0472.mp3,1
473,473,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04Q_A,N,These pants are new.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0473.mp3,14
474,474,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04R_A,F,Estos pantalones son nuevos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0474.mp3,14
475,475,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04Q_B,N,Today I had to buy new pants.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0475.mp3,14
476,476,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04R_B,F,Hoy tuve que comprar pantalones nuevos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0476.mp3,14
477,477,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04Q_C,N,I spilled wine on the new pants.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0477.mp3,6
478,478,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04R_C,M,Derramé vino en los pantalones nuevos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0478.mp3,6
479,479,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04Q_D,N,I like my new pants.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0479.mp3,9
480,480,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-04,04R_D,M,Me gustan mis pantalones nuevos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0480.mp3,9
481,481,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05Q_A,N,In what can I help you?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0481.mp3,7
482,482,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05R_A,F,¿En qué puedo ayudarle?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0482.mp3,7
483,483,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05Q_B,N,Do you need help?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0483.mp3,"7,13"
484,484,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05R_B,M,¿Necesita ayuda?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0484.mp3,"7,13"
485,485,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05Q_C,N,How can he help us?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0485.mp3,7
486,486,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05R_C,M,¿Cómo puede ayudarnos?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0486.mp3,7
487,487,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05Q_D,N,Are you going to help me?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0487.mp3,"7,16"
488,488,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-05,05R_D,F,¿Vas a ayudarme?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0488.mp3,"7,16"
489,489,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06Q_A,N,You had to go to the hospital?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0489.mp3,"8,16"
490,490,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06R_A,F,¿Tuvo que ir al hospital?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0490.mp3,"8,16"
491,491,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06Q_B,N,Did you go to the hospital?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0491.mp3,"8,16"
492,492,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06R_B,M,¿Fue al hospital?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0492.mp3,"8,16"
493,493,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06Q_C,N,Is there a hospital nearby?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0493.mp3,"8,16"
494,494,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06R_C,M,¿Hay un hospital cerca?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0494.mp3,"8,16"
495,495,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06Q_D,N,On which street is the hospital located?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0495.mp3,"4,8,16"
496,496,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-06,06R_D,M,¿En qué calle queda el hospital?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0496.mp3,"4,8,16"
497,497,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07Q_A,N,Do a lot of people ski?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0497.mp3,1
498,498,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07R_A,F,¿Mucha gente esquía?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0498.mp3,1
499,499,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07Q_B,N,Does she ski?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0499.mp3,1
500,500,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07R_B,F,¿Esquía?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0500.mp3,1
501,501,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07Q_C,N,Your mother-in-law skis?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0501.mp3,"1,5"
502,502,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07R_C,F,¿Su suegra esquía?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0502.mp3,"1,5"
503,503,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07Q_D,N,Do you ski?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0503.mp3,1
504,504,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-07,07R_D,F,¿Esquía usted?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0504.mp3,1
505,505,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08Q_A,N,They told me that I injured my knee.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0505.mp3,8
506,506,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08R_A,M,Me dijeron que me lastimé la rodilla.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0506.mp3,8
507,507,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08Q_B,N,She fell and injured her knee.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0507.mp3,8
508,508,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08R_B,F,Se cayó y se lastimó la rodilla.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0508.mp3,8
509,509,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08Q_C,N,I injured my knee very seriously.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0509.mp3,8
510,510,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08R_C,M,Me lastimé la rodilla muy gravemente.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0510.mp3,8
511,511,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08Q_D,N,I fell and I injured my knee.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0511.mp3,8
512,512,SP,Spanish 5,9781442386167,8,N/A,N/A,U08-08,08R_D,F,Me caí y me lastimé la rodilla.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0512.mp3,8
513,513,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01Q_A,N,I haven't read it (m) yet.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0513.mp3,1
514,514,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01R_A,M,No lo he leído todavía.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0514.mp3,1
515,515,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01Q_B,N,I can't read well the menu.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0515.mp3,6
516,516,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01R_B,F,No puedo leer bien el menú.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0516.mp3,6
517,517,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01Q_C,N,I don't want to read it.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0517.mp3,1
518,518,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01R_C,M,No quiero leerla.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0518.mp3,1
519,519,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01Q_D,N,I haven't read her new novel.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0519.mp3,1
520,520,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-01,01R_D,F,No he leído su nueva novela.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0520.mp3,1
521,521,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02Q_A,N,I'm (m) allergic to chocolate.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0521.mp3,"6,8,16"
522,522,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02R_A,M,Soy alérgico al chocolate.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0522.mp3,"6,8,16"
523,523,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02Q_B,N,I like chocolate but I'm allergic.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0523.mp3,"6,8,16"
524,524,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02R_B,M,Me gusta el chocolate pero soy alérgico,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0524.mp3,"6,8,16"
525,525,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02Q_C,N,She is also allergic to chocolate.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0525.mp3,"6,8,16"
526,526,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02R_C,M,Ella también es alérgica al chocolate.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0526.mp3,"6,8,16"
527,527,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02Q_D,N,Nothing that has chocolate because I'm allergic.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0527.mp3,"6,8,16"
528,528,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-02,02R_D,M,Nada que tenga chocolate porque soy alérgico.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0528.mp3,"6,8,16"
529,529,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03Q_A,N,We met each other on a tour through the vineyards.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0529.mp3,18
530,530,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03R_A,M,Nos conocimos en un recorrido por los viñedos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0530.mp3,18
531,531,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03Q_B,N,I met my husband on a tour through the vineyards.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0531.mp3,"5,18"
532,532,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03R_B,F,Conocí a mi esposo en un recorrido por los viñedos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0532.mp3,"5,18"
533,533,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03Q_C,N,There's an interesting article about the vineyards.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0533.mp3,9
534,534,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03R_C,M,Hay un artículo interesante sobre los viñedos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0534.mp3,9
535,535,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03Q_D,N,I took a tour through the vineyards.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0535.mp3,18
536,536,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-03,03R_D,F,Hice un viaje por los viñedos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0536.mp3,18
537,537,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04Q_A,N,I'm not very hungry.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0537.mp3,"6,16"
538,538,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04R_A,M,No tengo mucha hambre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0538.mp3,"6,16"
539,539,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04Q_B,N,I'm hungry and I should eat.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0539.mp3,6
540,540,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04R_B,F,Tengo hambre y debo comer.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0540.mp3,6
541,541,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04Q_C,N,I still am a little hungry.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0541.mp3,6
542,542,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04R_C,M,Todavía tengo un poco de hambre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0542.mp3,6
543,543,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04Q_D,N,I'm not very thirsty.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0543.mp3,"6,16"
544,544,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-04,04R_D,F,No tengo mucha sed.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0544.mp3,"6,16"
545,545,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05Q_A,N,They told her that she injured her knee very seriously.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0545.mp3,8
546,546,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05R_A,M,Le dijeron que se lastimó la rodilla muy gravemente.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0546.mp3,8
547,547,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05Q_B,N,They told me that I injured my knee very seriously.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0547.mp3,8
548,548,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05R_B,F,Me dijeron que me lastimé la rodilla muy gravemente.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0548.mp3,8
549,549,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05Q_C,N,I told him that I injured my knee very seriously.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0549.mp3,8
550,550,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05R_C,M,Le dije que me lastimé la rodilla muy gravemente.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0550.mp3,8
551,551,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05Q_D,N,You told me that he injured his knee very seriously.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0551.mp3,8
552,552,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-05,05R_D,F,Me dijo que se lastimó la rodilla muy gravemente.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0552.mp3,8
553,553,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06Q_A,N,We both were on vacation there.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0553.mp3,18
554,554,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06R_A,M,Ambos estábamos de vacaciones allí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0554.mp3,18
555,555,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06Q_B,N,She'll take it after vacation.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0555.mp3,18
556,556,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06R_B,F,Lo tomará después de las vacaciones.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0556.mp3,18
557,557,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06Q_C,N,I wish to be on vacation.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0557.mp3,18
558,558,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06R_C,M,Quisera estar de vacaciones.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0558.mp3,18
559,559,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06Q_D,N,We're going on vacation.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0559.mp3,18
560,560,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-06,06R_D,F,Nos vamos de vacaciones.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0560.mp3,18
561,561,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07Q_A,N,At the lunch I don't drink a lot of wine.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0561.mp3,6
562,562,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07R_A,F,En el almuerzo no bebo mucho vino.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0562.mp3,6
563,563,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07Q_B,N,Let's share half a bottle of wine.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0563.mp3,6
564,564,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07R_B,M,Vamos a compartir media botella de vino.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0564.mp3,6
565,565,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07Q_C,N,I spilled a little wine.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0565.mp3,6
566,566,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07R_C,M,Se me derramó un poco de vino.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0566.mp3,6
567,567,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07Q_D,N,I wish to order a bottle of wine.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0567.mp3,6
568,568,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-07,07R_D,F,Quisiera pedir una botella de vino.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0568.mp3,6
569,569,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08Q_A,N,I'd like to share a dessert.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0569.mp3,6
570,570,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08R_A,M,Me gustaría compartir un postre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0570.mp3,6
571,571,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08Q_B,N,The desserts here are very good.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0571.mp3,6
572,572,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08R_B,F,Los postres aquí son muy buenos.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0572.mp3,6
573,573,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08Q_C,N,Now I do want to share a dessert.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0573.mp3,"6,17"
574,574,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08R_C,M,Ahora sí quiero compartir un postre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0574.mp3,"6,17"
575,575,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08Q_D,N,We're going to share a dessert.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0575.mp3,6
576,576,SP,Spanish 5,9781442386167,9,N/A,N/A,U09-08,08R_D,F,Vamos a compartir un postre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0576.mp3,6
577,577,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01Q_A,N,What a nuisance!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0577.mp3,7
578,578,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01R_A,M,¡Qué lata!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0578.mp3,7
579,579,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01Q_B,N,What a pity!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0579.mp3,"7,13"
580,580,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01R_B,F,¡Qué pesar!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0580.mp3,"7,13"
581,581,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01Q_C,N,What a shame!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0581.mp3,"7,13"
582,582,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01R_C,M,¡Qué lástima!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0582.mp3,"7,13"
583,583,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01Q_D,N,What luck!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0583.mp3,7
584,584,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-01,01R_D,F,¡Qué suerte!,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0584.mp3,7
585,585,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02Q_A,N,I know that man.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0585.mp3,9
586,586,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02R_A,M,Conozco a ese señor.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0586.mp3,9
587,587,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02Q_B,N,I know a good doctor.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0587.mp3,8
588,588,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02R_B,F,Conozco a un buen médico.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0588.mp3,8
589,589,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02Q_C,N,I believe I know him.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0589.mp3,9
590,590,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02R_C,M,Creo que lo conozco.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0590.mp3,9
591,591,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02Q_D,N,He's very well known.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0591.mp3,9
592,592,SP,Spanish 5,9781442386167,10,N/A,N/A,U10-02,02R_D,F,Es muy conocido.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0592.mp3,9
