Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
406,406,JP,9781442310964,Japanese 3,19,,,03R,,M,急行に乗り換えて下さい。,kyuukoo ni norikaete kudasai.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0406.mp3,"4,18"
407,407,JP,9781442310964,Japanese 3,19,,,04Q,,N,Let's ask and find out.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0407.mp3,"7,15"
408,408,JP,9781442310964,Japanese 3,19,,,04R,,F,きいてみましょう。,kiite mimashoo.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0408.mp3,"7,15"
409,409,JP,9781442310964,Japanese 3,19,,,05Q,,N,But as for now it's thirty minutes.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0409.mp3,"12,17"
410,410,JP,9781442310964,Japanese 3,19,,,05R,,M,でも今は３０分です。,demo ima wa sanjuppun desu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0410.mp3,"12,17"
411,411,JP,9781442310964,Japanese 3,19,,,06Q,,N,Where is the exit?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0411.mp3,"4,9"
412,412,JP,9781442310964,Japanese 3,19,,,06R,,M,出口はどこですか.,deguchi wa doko desu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0412.mp3,"4,9"
413,413,JP,9781442310964,Japanese 3,19,,,07Q,,N,Is someone coming for next week's meeting?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0413.mp3,"9,17,20"
414,414,JP,9781442310964,Japanese 3,19,,,07R,,F,誰か来週の会議に来ますか.,dareka raishuu no kaigi ni kimasu ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0414.mp3,"9,17,20"
415,415,JP,9781442310964,Japanese 3,19,,,08Q,,N,Let's meet.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0415.mp3,"1,7"
416,416,JP,9781442310964,Japanese 3,19,,,08R,,M,会いましょう。,aimashoo.,1,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0416.mp3,"1,7"
417,417,JP,9781442310964,Japanese 3,19,,,09Q,,N,Let's meet at the ticket gate.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0417.mp3,1
418,418,JP,9781442310964,Japanese 3,19,,,09R,,M,改札口で会いましょう。,kaisatsuguchi de aimashoo.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0418.mp3,1
419,419,JP,9781442310964,Japanese 3,19,,,10Q,,N,"Which do you like better, an old town or a new town?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0419.mp3,18
420,420,JP,9781442310964,Japanese 3,19,,,10R,,M,古い町と新しい町とどちらの方が好きですか。,furui machi to atarashii machi to dochira no hoo ga suki desu ka.,13,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0420.mp3,18
421,421,JP,9781442310964,Japanese 3,20,,,01Q,,N,Won't you come to the house to have a chat?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0421.mp3,1
422,422,JP,9781442310964,Japanese 3,20,,,01R,,F,うちへ遊びにいらっしゃいませんか。,uchi e asobi ni irasshaimasen ka.,6,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0422.mp3,1
423,423,JP,9781442310964,Japanese 3,20,,,02Q,,N,It's not so.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0423.mp3,"7,16"
424,424,JP,9781442310964,Japanese 3,20,,,02R,,M,お花見に行きましょうか。,so ja arimasen.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0424.mp3,"7,16"
425,425,JP,9781442310964,Japanese 3,20,,,03Q,,N,"That sounds good, doesn't it.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0425.mp3,"7,16"
426,426,JP,9781442310964,Japanese 3,20,,,03R,,M,それはいいですね。,sore wa ii desu ne.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0426.mp3,"7,16"
427,427,JP,9781442310964,Japanese 3,20,,,04Q,,N,Please transfer to an express train at the third station.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0427.mp3,"4,12,18"
428,428,JP,9781442310964,Japanese 3,20,,,04R,,M2,三つ目の駅で急行に乗り換えて下さい。,mittsume no eki de kyuukoo ni norikaete kudasai.,8,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0428.mp3,"4,12,18"
429,429,JP,9781442310964,Japanese 3,20,,,05Q,,N,Won't you come to have a chat?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0429.mp3,"1,7"
430,430,JP,9781442310964,Japanese 3,20,,,05R,,F,遊びに来ませんか。,asobi ni kimasen ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0430.mp3,"1,7"
431,431,JP,9781442310964,Japanese 3,20,,,06Q,,N,The job has been completed.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0431.mp3,"9,20"
432,432,JP,9781442310964,Japanese 3,20,,,06R,,M,仕事が終わりました。,shigoto ga owarimashita.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0432.mp3,"9,20"
433,433,JP,9781442310964,Japanese 3,20,,,07Q,,N,"To tell the truth, pretty soon I’m going back to America.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0433.mp3,"9,17,18"
434,434,JP,9781442310964,Japanese 3,20,,,07R,,M,実はもうすぐアメリカヘ帰ります。,jitsu wa moo sugu amerika e kaerimasu.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0434.mp3,"9,17,18"
435,435,JP,9781442310964,Japanese 3,20,,,08Q,,N,The job has just been completed.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0435.mp3,"9,20"
436,436,JP,9781442310964,Japanese 3,20,,,08R,,M,仕事が丁度終わりました。,shigoto ga choodo owarimashita.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0436.mp3,"9,20"
437,437,JP,9781442310964,Japanese 3,20,,,09Q,,N,I didn't know.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0437.mp3,"7,16"
438,438,JP,9781442310964,Japanese 3,20,,,09R,,F,知りませんでした。,shirimasen deshita.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0438.mp3,"7,16"
439,439,JP,9781442310964,Japanese 3,20,,,10Q,,N,"I would like to stay in Japan, but.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0439.mp3,"9,18"
440,440,JP,9781442310964,Japanese 3,20,,,10R,,M,日本にいたいんですが。,nihon ni itai n desu ga.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0440.mp3,"9,18"
441,441,JP,9781442310964,Japanese 3,20,,,11Q,,N,I have to go back.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0441.mp3,"7,9"
442,442,JP,9781442310964,Japanese 3,20,,,11R,,F,帰らなくてはいけません。,kaeranakutewa ikemasen.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0442.mp3,"7,9"
443,443,JP,9781442310964,Japanese 3,21,,,01Q,,N,Sorry for the trouble.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0443.mp3,"7,13,16"
444,444,JP,9781442310964,Japanese 3,21,,,01R,,F,どうもすみません。,domo sumimasen.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0444.mp3,"7,13,16"
445,445,JP,9781442310964,Japanese 3,21,,,02Q,,N,Shall we go for a flower viewing?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0445.mp3,1
446,446,JP,9781442310964,Japanese 3,21,,,02R,,F,お花見に行きましょうか.,ohanami ni ikimashoo ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0446.mp3,1
447,447,JP,9781442310964,Japanese 3,21,,,03Q,,N,"As you may know, I don't have free time.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0447.mp3,"7,9,17"
448,448,JP,9781442310964,Japanese 3,21,,,03R,,M,暇がないんです。,hima ga nai n desu.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0448.mp3,"7,9,17"
449,449,JP,9781442310964,Japanese 3,21,,,04Q,,N,"This, is a very little thing, but please.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0449.mp3,"7,10,13"
450,450,JP,9781442310964,Japanese 3,21,,,04R,,M,これ、つまらない物ですが、どうぞ。,"kore, tsumaranai mono desu ga, dozo.",6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0450.mp3,"7,10,13"
451,451,JP,9781442310964,Japanese 3,21,,,05Q,,N,I've been waiting eagerly to see you.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0451.mp3,"7,10"
452,452,JP,9781442310964,Japanese 3,21,,,05R,,F,お待ちしていました。,omachishite imashita.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0452.mp3,"7,10"
453,453,JP,9781442310964,Japanese 3,21,,,06Q,,N,"They're beautiful flowers, aren't they.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0453.mp3,7
454,454,JP,9781442310964,Japanese 3,21,,,06R,,M,きれいな花ですね。,kireina hana desu ne.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0454.mp3,7
455,455,JP,9781442310964,Japanese 3,21,,,07Q,,N,Please have a seat.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0455.mp3,"7,16"
456,456,JP,9781442310964,Japanese 3,21,,,07R,,F,どうぞおかけ下さい。,dozo okake kudasai.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0456.mp3,"7,16"
457,457,JP,9781442310964,Japanese 3,21,,,08Q,,N,Sorry to bother you.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0457.mp3,"7,13,16"
458,458,JP,9781442310964,Japanese 3,21,,,08R,,M,お邪魔します。,ojama shimasu.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0458.mp3,"7,13,16"
459,459,JP,9781442310964,Japanese 3,22,,,01Q,,N,Have you ever been to flower viewing?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0459.mp3,"1,9"
460,460,JP,9781442310964,Japanese 3,22,,,01R,,F,お花見に行ったことがありますか。,ohanami ni itta koto ga arimasu ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0460.mp3,"1,9"
461,461,JP,9781442310964,Japanese 3,22,,,02Q,,N,"In your free time, what do you do?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0461.mp3,"1,9,17"
462,462,JP,9781442310964,Japanese 3,22,,,02R,,M,暇な時、何をしますか。,"hima na toki, nani o shimasu ka.",7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0462.mp3,"1,9,17"
463,463,JP,9781442310964,Japanese 3,22,,,03Q,,N,I heard that it's a good art museum.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0463.mp3,"9,17"
464,464,JP,9781442310964,Japanese 3,22,,,03R,,M,いい美術館だそうです。,ii bijutsu kan da so desu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0464.mp3,"9,17"
465,465,JP,9781442310964,Japanese 3,22,,,04Q,,N,I haven't.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0465.mp3,"7,9"
466,466,JP,9781442310964,Japanese 3,22,,,04R,,M,ありません。,arimasen.,1,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0466.mp3,"7,9"
467,467,JP,9781442310964,Japanese 3,22,,,05Q,,N,Have you ever been to the art museum?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0467.mp3,"1,9"
468,468,JP,9781442310964,Japanese 3,22,,,05R,,F,美術館に行ったことがありますか。,bijutsu kan ni itta koto ga arimasu ka.,8,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0468.mp3,"1,9"
469,469,JP,9781442310964,Japanese 3,22,,,06Q,,N,I'm going to the art museum.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0469.mp3,"1,9"
470,470,JP,9781442310964,Japanese 3,22,,,06R,,F,美術館にいきます。,bijutsu kan ni ikimasu.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0470.mp3,"1,9"
471,471,JP,9781442310964,Japanese 3,22,,,07Q,,N,"I heard that Ueno Park is famous, right?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0471.mp3,9
472,472,JP,9781442310964,Japanese 3,22,,,07R,,M,上野公園は有名だそうですね。,ueno koen wa yuumei da so desu ne.,8,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0472.mp3,9
473,473,JP,9781442310964,Japanese 3,22,,,08Q,,N,"When you are free, won't you go for flower viewing?",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0473.mp3,"1,17"
474,474,JP,9781442310964,Japanese 3,22,,,08R,,F,ひまなときお花見に行きませんか。,hima na toki ohanami ni ikemasen ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0474.mp3,"1,17"
475,475,JP,9781442310964,Japanese 3,22,,,09Q,,N,Weekends are crowded.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0475.mp3,"9,17"
476,476,JP,9781442310964,Japanese 3,22,,,09R,,F,週末は混んでいます。,shuumatsu wa konde imasu.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0476.mp3,"9,17"
477,477,JP,9781442310964,Japanese 3,22,,,10Q,,N,Especially this weekend.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0477.mp3,"9,17"
478,478,JP,9781442310964,Japanese 3,22,,,10R,,F,特にこの週末。,tokuni kono shuumatsu.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0478.mp3,"9,17"
479,479,JP,9781442310964,Japanese 3,22,,,11Q,,N,Weekdays are not crowded.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0479.mp3,"9,17"
480,480,JP,9781442310964,Japanese 3,22,,,11R,,F,平日は混んでいません。,heijitsu wa konde imasen.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0480.mp3,"9,17"
481,481,JP,9781442310964,Japanese 3,23,,,01Q,,N,I brought this from America.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0481.mp3,9
482,482,JP,9781442310964,Japanese 3,23,,,01R,,M,アメリカから持ってきました。,amerika kara motte kimashita.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0482.mp3,9
483,483,JP,9781442310964,Japanese 3,23,,,02Q,,N,Please come for a visit.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0483.mp3,"7,13,18"
484,484,JP,9781442310964,Japanese 3,23,,,02R,,M,どうぞ遊びに来て下さい。,dozo asobi ni kite kudasai.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0484.mp3,"7,13,18"
485,485,JP,9781442310964,Japanese 3,23,,,03Q,,N,"Have some tea, please.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0485.mp3,"7,13,16"
486,486,JP,9781442310964,Japanese 3,23,,,03R,,F,お茶をどうぞ。,ocha o dozo.,3,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0486.mp3,"7,13,16"
487,487,JP,9781442310964,Japanese 3,23,,,04Q,,N,Please come again for a visit.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0487.mp3,"7,13,18"
488,488,JP,9781442310964,Japanese 3,23,,,04R,,M,またどうぞ遊びに来て下さい。,mata dozo asobi ni kite kudasai.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0488.mp3,"7,13,18"
489,489,JP,9781442310964,Japanese 3,23,,,05Q,,N,I'll take my daughter with me.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0489.mp3,"5,9"
490,490,JP,9781442310964,Japanese 3,23,,,05R,,F,私の 娘を連れて行きます。,watashi no musume o tsurete ikimasu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0490.mp3,"5,9"
491,491,JP,9781442310964,Japanese 3,23,,,06Q,,N,There is a formal Japanese garden.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0491.mp3,9
492,492,JP,9781442310964,Japanese 3,23,,,06R,,M,日本庭園があります。,nihon teien ga arimasu.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0492.mp3,9
493,493,JP,9781442310964,Japanese 3,23,,,07Q,,N,Sorry to have bothered you.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0493.mp3,"7,13,16"
494,494,JP,9781442310964,Japanese 3,23,,,07R,,M,お邪魔しました。,ojama shimashita.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0494.mp3,"7,13,16"
495,495,JP,9781442310964,Japanese 3,23,,,08Q,,N,"To Boston also, I've never been.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0495.mp3,18
496,496,JP,9781442310964,Japanese 3,23,,,08R,,F,ボストンへも行ったことがありません。,bosuton e mo itta koto ga arimasen.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0496.mp3,18
497,497,JP,9781442310964,Japanese 3,23,,,09Q,,N,"When I went to America, I bought it.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0497.mp3,"9,14"
498,498,JP,9781442310964,Japanese 3,23,,,09R,,F,アメリカへ行った時買いました。,amerika e itta toki kaimashita.,5,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0498.mp3,"9,14"
499,499,JP,9781442310964,Japanese 3,23,,,10Q,,N,Did you bring that from America also?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0499.mp3,"9,18"
500,500,JP,9781442310964,Japanese 3,23,,,10R,,F,それもアメリカから持ってきましたか。,sore mo amerika kara motte kimashita ka.,7,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0500.mp3,"9,18"
501,501,JP,9781442310964,Japanese 3,23,,,11Q,,N,"As for in the Boston Art Museum, there are considerable things of Japan.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0501.mp3,9
502,502,JP,9781442310964,Japanese 3,23,,,11R,,M,ボストン美術館には、日本の物がかなりあります。,boston bijutsu kan ni wa nihon no mono ga kanari arimasu.,11,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0502.mp3,9
503,503,JP,9781442310964,Japanese 3,23,,,12Q,,N,I want to take my daughter with me.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0503.mp3,"5,18"
504,504,JP,9781442310964,Japanese 3,23,,,12R,,F,私の娘を連れて行きたいです。,watashi no musume o tsurete ikitai desu.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0504.mp3,"5,18"
505,505,JP,9781442310964,Japanese 3,23,,,13Q,,N,"I've heard Ueno Park's cherry blossoms are very beautiful now, for sure.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0505.mp3,"9,17"
506,506,JP,9781442310964,Japanese 3,23,,,13R,,F,今上野公園の桜はとてもきれいだそうですよ。,ima ueno koen no sakura wa totemo kirei da so desu yo.,12,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0506.mp3,"9,17"
507,507,JP,9781442310964,Japanese 3,24,,,01Q,,N,The preparation is not ready.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0507.mp3,9
508,508,JP,9781442310964,Japanese 3,24,,,01R,,F,準備ができていません。,junbi ga dekite imasen.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0508.mp3,9
509,509,JP,9781442310964,Japanese 3,24,,,02Q,,N,The room is not ready yet. (polite),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0509.mp3,"9,18"
510,510,JP,9781442310964,Japanese 3,24,,,02R,,F,お部屋はまだ準備ができておりません。,oheya wa mada junbi ga dekite orimasen.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0510.mp3,"9,18"
511,511,JP,9781442310964,Japanese 3,24,,,03Q,,N,A reservation has been made.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0511.mp3,"9,18"
512,512,JP,9781442310964,Japanese 3,24,,,03R,,M,予約がしてあります。,yoyaku ga shite arimasu.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0512.mp3,"9,18"
513,513,JP,9781442310964,Japanese 3,24,,,04Q,,N,To Kyoto I'm going to take a friend with me.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0513.mp3,"1,5,18"
514,514,JP,9781442310964,Japanese 3,24,,,04R,,F,京都へ友達をつれていきます。,kyoto e tomodachi o tsurete ikimasu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0514.mp3,"1,5,18"
515,515,JP,9781442310964,Japanese 3,24,,,05Q,,N,It was closed.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0515.mp3,"9,14"
516,516,JP,9781442310964,Japanese 3,24,,,05R,,M,閉っていました。,shimatte imashita.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0516.mp3,"9,14"
517,517,JP,9781442310964,Japanese 3,24,,,06Q,,N,"You are Mr. Daniels, right? (most polite form)",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0517.mp3,"7,13,16"
518,518,JP,9781442310964,Japanese 3,24,,,06R,,F,ダニエル様ですね。,danieru sama desu ne.,4,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0518.mp3,"7,13,16"
519,519,JP,9781442310964,Japanese 3,24,,,07Q,,N,Mr. Daniels' room is the Sakura. (polite),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0519.mp3,"9,13,18"
520,520,JP,9781442310964,Japanese 3,24,,,07R,,F,ダニエル様のお部屋はサクラです。,danieru sama no oheya wa sakura desu.,7,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0520.mp3,"9,13,18"
521,521,JP,9781442310964,Japanese 3,24,,,08Q,,N,Where is your luggage? (polite),,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0521.mp3,"4,13,18"
522,522,JP,9781442310964,Japanese 3,24,,,08R,,F,お荷物はどちらですか。,onimotsu wa dochira desu ka.,5,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0522.mp3,"4,13,18"
523,523,JP,9781442310964,Japanese 3,24,,,09Q,,N,This is the key for the room.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0523.mp3,"9,16,18"
524,524,JP,9781442310964,Japanese 3,24,,,09R,,F,これはお部屋の鍵です。,kore wa oheya no kagi desu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0524.mp3,"9,16,18"
525,525,JP,9781442310964,Japanese 3,24,,,10Q,,N,From the car I'll bring the luggage.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0525.mp3,"9,18"
526,526,JP,9781442310964,Japanese 3,24,,,10R,,M,車から荷物を持ってきます。,kuruma kara nimotsu o motte kimasu.,6,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0526.mp3,"9,18"
527,527,JP,9781442310964,Japanese 3,24,,,11Q,,N,This is the second floor's room key.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0527.mp3,"9,18"
528,528,JP,9781442310964,Japanese 3,24,,,11R,,F,これは二階の部屋の鍵です。,kore wa ni kai no heya no kagi desu.,9,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0528.mp3,"9,18"
529,529,JP,9781442310964,Japanese 3,25,,,01Q,,N,Wouldn't you go?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0529.mp3,"7,13"
530,530,JP,9781442310964,Japanese 3,25,,,01R,,F,いって下さいませんか。,itte kudasaimasen ka.,3,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0530.mp3,"7,13"
531,531,JP,9781442310964,Japanese 3,25,,,02Q,,N,Wouldn't you buy and come back?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0531.mp3,"7,13,14,16"
532,532,JP,9781442310964,Japanese 3,25,,,02R,,F,買ってきて下さいませんか。,katte kite kudasaimasen ka.,4,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0532.mp3,"7,13,14,16"
533,533,JP,9781442310964,Japanese 3,25,,,03Q,,N,"I'm sorry, but.",,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0533.mp3,"7,13,16"
534,534,JP,9781442310964,Japanese 3,25,,,03R,,F,すみませんが。,sumimasen ga.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0534.mp3,"7,13,16"
535,535,JP,9781442310964,Japanese 3,25,,,04Q,,N,Wouldn't you go to the pharmacy and buy some medicine and come back?,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0535.mp3,"8,13,14,16"
536,536,JP,9781442310964,Japanese 3,25,,,04R,,F,薬局へ行って、薬を買ってきて下さいませんか。,"yakkyoku e itte, kusuri o katte kite kudasaimasen ka.",9,Q,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0536.mp3,"8,13,14,16"
537,537,JP,9781442310964,Japanese 3,25,,,05Q,,N,It has become better.,,,,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0537.mp3,"7,8,9,13"
538,538,JP,9781442310964,Japanese 3,25,,,05R,,F,良くなりました。,yoku narimashita.,2,S,Pimsleur Japanese Level 3 MP3,9781508222057_Japanese_3_QZ_0538.mp3,"7,8,9,13"
