Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet name,Skills
122,1,MA,9781442395718,Mandarin 5,6,,,06R,,F,明尼苏达的冬天很长、很冷。,"míng ní sū dá de dōng tiān hěn cháng, hěn lěng.",11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_122.mp3,"17,19"
123,1,MA,9781442395718,Mandarin 5,6,,,07Q,,N,Minnesota is in America’s northern part.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_123.mp3,"9,18"
124,1,MA,9781442395718,Mandarin 5,6,,,07R,,F,明尼苏达在美国的北部。,míng ní sū dá zài měi guó de běi bù.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_124.mp3,"9,18"
125,1,MA,9781442395718,Mandarin 5,6,,,08Q,,N,Are you going to Heilongjiang to ski?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_125.mp3,"1,18"
126,1,MA,9781442395718,Mandarin 5,6,,,08R,,M,你去黑龙江滑雪吗？,nǐ qù hēi lóng jiāng huá xuě ma?,8,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_126.mp3,"1,18"
127,1,MA,9781442395718,Mandarin 5,6,,,09Q,,N,I want to participate in the ice sculpture competition.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_127.mp3,1
128,1,MA,9781442395718,Mandarin 5,6,,,09R,,F,我要参加冰雕比赛。,wǒ yào cān jiā bīng diāo bǐ sài.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_128.mp3,1
129,1,MA,9781442395718,Mandarin 5,6,,,10Q,,N,Harbin’s ice sculptures are very pretty.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_129.mp3,"9,18"
130,1,MA,9781442395718,Mandarin 5,6,,,10R,,M,哈尔滨的冰雕很漂亮。,hā ěr bīn de bīng diāo hěn piào liang.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_130.mp3,"9,18"
131,1,MA,9781442395718,Mandarin 5,7,,,01Q,,N,Eating too sweet things is also not good for the health.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_131.mp3,"6,8"
132,1,MA,9781442395718,Mandarin 5,7,,,01R,,F,吃太甜的东西对身体也不好。,chī tài tián de dōng xi duì shēn tǐ yě bù hǎo.,12,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_132.mp3,"6,8"
133,1,MA,9781442395718,Mandarin 5,7,,,02Q,,N,Who is making the keynote speech?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_133.mp3,20
134,1,MA,9781442395718,Mandarin 5,7,,,02R,,M,谁做主题演讲？,shéi zuò zhǔ tí yǎn jiǎng?,6,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_134.mp3,20
135,1,MA,9781442395718,Mandarin 5,7,,,03Q,,N,What's her main theme?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_135.mp3,20
136,1,MA,9781442395718,Mandarin 5,7,,,03R,,F,她的主题是什么？,tā de zhǔ tí shì shén me?,7,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_136.mp3,20
137,1,MA,9781442395718,Mandarin 5,7,,,04Q,,N,My speech’s main theme is e-commerce.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_137.mp3,20
138,1,MA,9781442395718,Mandarin 5,7,,,04R,,F,我演讲的主题是电商。,wǒ yán jiǎng de zhǔ tí shì diàn shāng.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_138.mp3,20
139,1,MA,9781442395718,Mandarin 5,7,,,05Q,,N,I won’t make the keynote speech.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_139.mp3,20
140,1,MA,9781442395718,Mandarin 5,7,,,05R,,M,我不做主题演讲。,wǒ bú zuò zhǔ tí yǎn jiǎng.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_140.mp3,20
141,1,MA,9781442395718,Mandarin 5,7,,,06Q,,N,I don’t like to eat sweet things.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_141.mp3,"6,7"
142,1,MA,9781442395718,Mandarin 5,7,,,06R,,M,我不喜欢吃甜的东西。,wǒ bù xǐ huan chī tián de dōng xi.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_142.mp3,"6,7"
143,1,MA,9781442395718,Mandarin 5,7,,,07Q,,N,I’m the CEO of a solar energy company.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_143.mp3,20
144,1,MA,9781442395718,Mandarin 5,7,,,07R,,F,我是一家太阳能公司的总裁。,wǒ shì yì jiā tài yáng néng gōng sī de zǒng cái.,12,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_144.mp3,20
145,1,MA,9781442395718,Mandarin 5,7,,,08Q,,N,I like to eat salty things.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_145.mp3,"6,7"
146,1,MA,9781442395718,Mandarin 5,7,,,08R,,F,我喜欢吃咸的东西。,wǒ xǐ huan chī xián de dōng xi.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_146.mp3,"6,7"
147,1,MA,9781442395718,Mandarin 5,7,,,09Q,,N,Yuan xiao are sometimes sweet.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_147.mp3,"1,9"
148,1,MA,9781442395718,Mandarin 5,7,,,09R,,F,元宵有时候是甜的。,yuán xiāo yǒu shí hòu shì tián de.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_148.mp3,"1,9"
149,1,MA,9781442395718,Mandarin 5,7,,,10Q,,N,Have you eaten yuan xiao?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_149.mp3,6
150,1,MA,9781442395718,Mandarin 5,7,,,10R,,M,你吃过元宵吗？,nǐ chī guò yuán xiāo ma?,6,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_150.mp3,6
151,1,MA,9781442395718,Mandarin 5,8,,,01Q,,N,Protecting the environment is very important.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_151.mp3,
152,1,MA,9781442395718,Mandarin 5,8,,,01R,,M,保护环境很重要。,bǎo hù huán jìng hěn zhòng yào.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_152.mp3,
153,1,MA,9781442395718,Mandarin 5,8,,,02Q,,N,Eating too salty things is not good for the health.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_153.mp3,"6,8"
154,1,MA,9781442395718,Mandarin 5,8,,,02R,,M,吃太咸的东西对身体不好。,chī tài xián de dōng xi duì shēn tǐ bù hǎo.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_154.mp3,"6,8"
155,1,MA,9781442395718,Mandarin 5,8,,,03Q,,N,Is America’s electric automobile market very developed?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_155.mp3,20
156,1,MA,9781442395718,Mandarin 5,8,,,03R,,F,美国的电动汽车市场很发达吗？,měi guó de diàn dòng qì chē shì chǎng hěn fā dá ma?,13,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_156.mp3,20
157,1,MA,9781442395718,Mandarin 5,8,,,04Q,,N,America’s female entrepreneurs are more and more numerous.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_157.mp3,20
158,1,MA,9781442395718,Mandarin 5,8,,,04R,,F,美国的女企业家越来越多。,měi guó de nǚ qǐ yè jiā yuè lái yuè duō.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_158.mp3,20
159,1,MA,9781442395718,Mandarin 5,8,,,05Q,,N,America does not have a lot of state enterprises.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_159.mp3,20
160,1,MA,9781442395718,Mandarin 5,8,,,05R,,F,美国没有很多的国营企业。,měi guó méi yǒu hěn duō de guó yìng qǐ yè.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_160.mp3,20
161,1,MA,9781442395718,Mandarin 5,8,,,06Q,,N,Are there a lot of female entrepreneurs in America?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_161.mp3,20
162,1,MA,9781442395718,Mandarin 5,8,,,06R,,F,美国有很多的女企业家吗？,měi guó yǒu hěn duō de nǚ qǐ yè jiā ma?,11,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_162.mp3,20
163,1,MA,9781442395718,Mandarin 5,8,,,07Q,,N,She researches wetlands.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_163.mp3,"5,20"
164,1,MA,9781442395718,Mandarin 5,8,,,07R,,M,她研究湿地。,tā yán jiū shī dì.,5,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_164.mp3,"5,20"
165,1,MA,9781442395718,Mandarin 5,8,,,08Q,,N,He yesterday visited the company headquarters.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_165.mp3,"5,20"
166,1,MA,9781442395718,Mandarin 5,8,,,08R,,F,他昨天参观了公司总部。,tā zuó tiān cān guān le gōng sī zǒng bù.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_166.mp3,"5,20"
167,1,MA,9781442395718,Mandarin 5,8,,,09Q,,N,My logistics company is a private company.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_167.mp3,20
168,1,MA,9781442395718,Mandarin 5,8,,,09R,,F,我的物流公司是一家民营公司。,wǒ de wù liú gōng sī shì yì jiā mín yíng gōng sī.,13,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_168.mp3,20
169,1,MA,9781442395718,Mandarin 5,8,,,10Q,,N,My daughter does not work at a logistics company.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_169.mp3,"5,20"
170,1,MA,9781442395718,Mandarin 5,8,,,10R,,M,我女儿不在一家物流公司工作。,wǒ nǚ ér bú zài yì jiā wú liú gōng sī gōng zuò.,13,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_170.mp3,"5,20"
171,1,MA,9781442395718,Mandarin 5,8,,,11Q,,N,I’m the CEO of a logistics company.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_171.mp3,20
172,1,MA,9781442395718,Mandarin 5,8,,,11R,,M,我是一家物流公司的总裁。,wǒ shì yì jiā wù liú gōng sī de zǒng cái.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_172.mp3,20
173,1,MA,9781442395718,Mandarin 5,8,,,12Q,,N,China’s logistics market is very big.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_173.mp3,"9,20"
174,1,MA,9781442395718,Mandarin 5,8,,,12R,,M,中国的物流市场很大。,zhōng guó de wù liú shì chǎng hěn dà.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_174.mp3,"9,20"
175,1,MA,9781442395718,Mandarin 5,9,,,01Q,,N,Many big companies’ headquarters are in Chicago.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_175.mp3,"9,20"
176,1,MA,9781442395718,Mandarin 5,9,,,01R,,F,很多大公司的总部在芝加哥。,hěn duō dà gōng sī de zǒng bù zài zhī jiā gē.,12,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_176.mp3,"9,20"
177,1,MA,9781442395718,Mandarin 5,9,,,02Q,,N,Your parents are very smart.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_177.mp3,5
178,1,MA,9781442395718,Mandarin 5,9,,,02R,,F,你父母很聪明。,nǐ fù mǔ hěn cōng ming.,6,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_178.mp3,5
179,1,MA,9781442395718,Mandarin 5,9,,,03Q,,N,Are your parents private entrepreneurs?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_179.mp3,5
180,1,MA,9781442395718,Mandarin 5,9,,,03R,,M,你父母是民营企业家吗？,nǐ fù mǔ shì mín yíng qǐ yè jiā ma?,10,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_180.mp3,5
181,1,MA,9781442395718,Mandarin 5,9,,,04Q,,N,They often do market surveys.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_181.mp3,20
182,1,MA,9781442395718,Mandarin 5,9,,,04R,,F,他们常常做市场调查。,tā men cháng cháng zuò shì chǎng diào chá.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_182.mp3,20
183,1,MA,9781442395718,Mandarin 5,9,,,05Q,,N,Why do you look Chinese?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_183.mp3,7
184,1,MA,9781442395718,Mandarin 5,9,,,05R,,M,为什么你像中国人?,wèi shén me nǐ xiàng zhōng guó rén?,8,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_184.mp3,7
185,1,MA,9781442395718,Mandarin 5,9,,,06Q,,N,My father operates a restaurant.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_185.mp3,"5,6"
186,1,MA,9781442395718,Mandarin 5,9,,,06R,,F,我父亲开饭馆儿。,wǒ fù qīn kāi fàn guǎnr.,6,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_186.mp3,"5,6"
187,1,MA,9781442395718,Mandarin 5,9,,,07Q,,N,My mother researches biology.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_187.mp3,"5,9"
188,1,MA,9781442395718,Mandarin 5,9,,,07R,,M,我母亲研究生物。,wǒ mǔ qīn yán jiū sheng wù.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_188.mp3,"5,9"
189,1,MA,9781442395718,Mandarin 5,9,,,08Q,,N,I was adopted from China.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_189.mp3,"5,9"
190,1,MA,9781442395718,Mandarin 5,9,,,08R,,M,我是从中国领养的。,wǒ shì cóng zhōng guó líng yǎng de.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_190.mp3,"5,9"
191,1,MA,9781442395718,Mandarin 5,9,,,09Q,,N,I want a bowl of hot and sour soup.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_191.mp3,"6,16"
192,1,MA,9781442395718,Mandarin 5,9,,,09R,,M,我要一碗酸辣汤。,wǒ yào yì wǎn suān là tāng.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_192.mp3,"6,16"
193,1,MA,9781442395718,Mandarin 5,9,,,10Q,,N,They feel I don’t look like an American.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_193.mp3,9
194,1,MA,9781442395718,Mandarin 5,9,,,10R,,F,他们觉得我不像一个美国人。,tā men jué de wǒ bú xiàng yí gè měi guó rén.,12,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_194.mp3,9
195,1,MA,9781442395718,Mandarin 5,10,,,01Q,,N,My daughter is a female entrepreneur.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_195.mp3,"5,20"
196,1,MA,9781442395718,Mandarin 5,10,,,01R,,F,我女儿是一个女企业家。,wǒ nǚ ér shì yí gè nǚ qǐ yè jiā.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_196.mp3,"5,20"
197,1,MA,9781442395718,Mandarin 5,10,,,02Q,,N,Protecting biodiversity is very important.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_197.mp3,
198,1,MA,9781442395718,Mandarin 5,10,,,02R,,M,保护生物多样性很重要。,bǎo hù sheng wù duō yàng xìng hěn zhòng yào.,10,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_198.mp3,
199,1,MA,9781442395718,Mandarin 5,10,,,03Q,,N,Maybe he has seen a wildman.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_199.mp3,
200,1,MA,9781442395718,Mandarin 5,10,,,03R,,F,可能他看见过野人。,kě néng tā kàn jiàn guò yě rén.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_200.mp3,
201,1,MA,9781442395718,Mandarin 5,10,,,04Q,,N,Your dog believes there are wildmen.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_201.mp3,2
202,1,MA,9781442395718,Mandarin 5,10,,,04R,,F,你的狗相信有野人。,nǐ de gǒu xiāng xìn yǒu yě rén.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_202.mp3,2
203,1,MA,9781442395718,Mandarin 5,10,,,05Q,,N,Do you believe there are wildmen?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_203.mp3,
204,1,MA,9781442395718,Mandarin 5,10,,,05R,,F,你相信有野人吗？,nǐ xiāng xìn yǒu yě rén ma?,7,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_204.mp3,
205,1,MA,9781442395718,Mandarin 5,10,,,06Q,,N,In America do you often hike?,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_205.mp3,1
206,1,MA,9781442395718,Mandarin 5,10,,,06R,,F,你在美国常常远足吗？,nǐ zài měi guó cháng cháng yuǎn zú ma?,9,Q,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_206.mp3,1
207,1,MA,9781442395718,Mandarin 5,10,,,07Q,,N,He likes to hike with me.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_207.mp3,1
208,1,MA,9781442395718,Mandarin 5,10,,,07R,,F,他喜欢和我一起远足。,tā xǐ huan hé wǒ yì qǐ yuǎn zú.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_208.mp3,1
209,1,MA,9781442395718,Mandarin 5,10,,,08Q,,N,I don’t believe there are wildmen.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_209.mp3,
210,1,MA,9781442395718,Mandarin 5,10,,,08R,,F,我不相信有野人。,wǒ bù xiāng xìn yǒu yě rén.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_210.mp3,
211,1,MA,9781442395718,Mandarin 5,10,,,09Q,,N,I often pick wild strawberries.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_211.mp3,1
212,1,MA,9781442395718,Mandarin 5,10,,,09R,,F,我常常采野草莓。,wǒ cháng cháng cǎi yě cǎo méi.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_212.mp3,1
213,1,MA,9781442395718,Mandarin 5,10,,,10Q,,N,I often hike with my dog.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_213.mp3,"1,2"
214,1,MA,9781442395718,Mandarin 5,10,,,10R,,F,我常常和我的狗一起远足。,wǒ cháng cháng hé wǒ de gǒu yì qǐ yuǎn zú.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_214.mp3,"1,2"
215,1,MA,9781442395718,Mandarin 5,10,,,11Q,,N,My dog is adopted.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_215.mp3,"2,9"
216,1,MA,9781442395718,Mandarin 5,10,,,11R,,F,我的狗是领养的。,wǒ de gǒu shì líng yǎng de.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_216.mp3,"2,9"
217,1,MA,9781442395718,Mandarin 5,10,,,12Q,,N,I like picking strawberries with my parents.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_217.mp3,"1,5"
218,1,MA,9781442395718,Mandarin 5,10,,,12R,,F,我喜欢和我父母一起采草莓。,wǒ xǐ huan hé wǒ fù mǔ yì qǐ cǎi cǎo méi.,12,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_218.mp3,"1,5"
219,1,MA,9781442395718,Mandarin 5,10,,,13Q,,N,This weekend I am going hiking.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_219.mp3,"1,9"
220,1,MA,9781442395718,Mandarin 5,10,,,13R,,F,这个周末我要远足。,zhè gè zhōu mò wǒ yào yuǎn zú.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_220.mp3,"1,9"
221,1,MA,9781442395718,Mandarin 5,11,,,01Q,,N,He’s a little chubby.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_221.mp3,8
222,1,MA,9781442395718,Mandarin 5,11,,,01R,,F,他胖胖的。,tā pàng pàng de.,,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_222.mp3,8
223,1,MA,9781442395718,Mandarin 5,11,,,02Q,,N,I'm from Inner Mongolia.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_223.mp3,9
224,1,MA,9781442395718,Mandarin 5,11,,,02R,,F,我是内蒙古人。,wǒ shì nèi meng gǔ rén.,,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_224.mp3,9
225,1,MA,9781442395718,Mandarin 5,11,,,03Q,,N,It’s not a big furnace.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_225.mp3,
226,1,MA,9781442395718,Mandarin 5,11,,,03R,,M,不是一个大火炉。,bú shì yí gè dà huǒ lú.,7,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_226.mp3,
227,1,MA,9781442395718,Mandarin 5,11,,,04Q,,N,You should not order hot and sour soup.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_227.mp3,6
228,1,MA,9781442395718,Mandarin 5,11,,,04R,,F,你不应该要酸辣汤。,nǐ bū yīng gāi yào suān là tāng.,8,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_228.mp3,6
229,1,MA,9781442395718,Mandarin 5,11,,,05Q,,N,Your dog is very cute.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_229.mp3,2
230,1,MA,9781442395718,Mandarin 5,11,,,05R,,M,你的狗很可爱。,nǐ de gǒu hěn kě ài.,6,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_230.mp3,2
231,1,MA,9781442395718,Mandarin 5,11,,,06Q,,N,Too fat is not good.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_231.mp3,8
232,1,MA,9781442395718,Mandarin 5,11,,,06R,,M,太胖了不好。,tài pàng le bù hǎo.,5,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_232.mp3,8
233,1,MA,9781442395718,Mandarin 5,11,,,07Q,,N,I’m not of Mongolian ethnicity.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_233.mp3,9
234,1,MA,9781442395718,Mandarin 5,11,,,07R,,M,我不是蒙古族。,wǒ bú shì meng gǔ zú.,6,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_234.mp3,9
235,1,MA,9781442395718,Mandarin 5,11,,,08Q,,N,I want to research minority ethnic groups.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_235.mp3,"9,20"
236,1,MA,9781442395718,Mandarin 5,11,,,08R,,F,我要研究少数民族。,wǒ yào yán jiū nèi meng gǔ shǎo shù mín zú.,11,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_236.mp3,"9,20"
237,1,MA,9781442395718,Mandarin 5,11,,,09Q,,N,I want to stay in Inner Mongolia for a year.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_237.mp3,"9,18"
238,1,MA,9781442395718,Mandarin 5,11,,,09R,,F,我要在内蒙古待一年。,wǒ yào zài nèi meng gǔ dāi yì nián.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_238.mp3,"9,18"
239,1,MA,9781442395718,Mandarin 5,11,,,10Q,,N,In summer I like to drink sour plum soup.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_239.mp3,"6,19"
240,1,MA,9781442395718,Mandarin 5,11,,,10R,,M,夏天我喜欢喝酸梅汤。,xià tiān wǒ xǐ huan hē suán méi tāng.,9,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_240.mp3,"6,19"
241,1,MA,9781442395718,Mandarin 5,11,,,11Q,,N,"Before, he was very thin.",,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_241.mp3,8
242,1,MA,9781442395718,Mandarin 5,11,,,11R,,M,"以前, 他很瘦。","yǐ qián, tā hěn shòu.",5,S,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_242.mp3,8
243,1,MA,9781442395718,Mandarin 5,12,,,01Q,,N,Alaska has a lot of reindeer.,,,,Chinese (Mandarin) Level 5 MP3,9781508230823_Mandarin_Chinese_5_QZ_243.mp3,"2,9,18"
