Control#,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,Start,Stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
146,146,RU,9781442312463,Russian 1,8,,,02R,,M,Что бы вы хотели делать?,Shto by vy hoteli delat’?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_146.mp3,"1,7"
147,147,RU,9781442312463,Russian 1,8,,,03Q,,N,What do you want to do?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_147.mp3,"1,7"
148,148,RU,9781442312463,Russian 1,8,,,03R,,M,Что вы хотите делать?,Shto vy hotite delat’?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_148.mp3,"1,7"
149,149,RU,9781442312463,Russian 1,8,,,04Q,,N,Do you want some beer or some wine?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_149.mp3,6
150,150,RU,9781442312463,Russian 1,8,,,04R,,F,Bы хотите пивa или винa?,Vy hotite piva ili vina?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_150.mp3,6
151,151,RU,9781442312463,Russian 1,8,,,05Q,,N,With whom would you like to have something to drink?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_151.mp3,6
152,152,RU,9781442312463,Russian 1,8,,,05R,,M,С кем бы вы хотели что-нибудь выпить?,S kem by vy hoteli shto-nibut’ vypit’?,7,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_152.mp3,6
153,153,RU,9781442312463,Russian 1,8,,,06Q,,N,Wouldn’t you like to have lunch?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_153.mp3,6
154,154,RU,9781442312463,Russian 1,8,,,06R,,M,Hе хотели бы вы пообедать?,Ne hoteli by vy poobedat’?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_154.mp3,6
155,155,RU,9781442312463,Russian 1,8,,,07Q,,N,Do you want a beer?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_155.mp3,6
156,156,RU,9781442312463,Russian 1,8,,,07R,,M,Bы хотите пиво?,Vy hotite pivo?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_156.mp3,6
157,157,RU,9781442312463,Russian 1,8,,,08Q,,N,"Two beers, please.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_157.mp3,"6,12"
158,158,RU,9781442312463,Russian 1,8,,,08R,,F,"Два пива, пожалуйста.","Dva piva, pozhaluysta.",3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_158.mp3,"6,12"
159,159,RU,9781442312463,Russian 1,8,,,09Q,,N,I’d like to buy two beers (f.),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_159.mp3,"6,12,14"
160,160,RU,9781442312463,Russian 1,8,,,09R,,F,Я хотелa бы купить два пива.,Ya hotela by kupit’ dva piva.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_160.mp3,"6,12,14"
161,161,RU,9781442312463,Russian 1,8,,,10Q,,N,I’d like something to drink with you.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_161.mp3,6
162,162,RU,9781442312463,Russian 1,8,,,10R,,M,Я хотел бы что-нибудь выпить с вами.,Ya hotel by shto-nibut’ vypit’ s vami.,7,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_162.mp3,6
163,163,RU,9781442312463,Russian 1,9,,,01Q,,N,The restaurant is on Tverskaya Street.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_163.mp3,"4,5"
164,164,RU,9781442312463,Russian 1,9,,,01R,,M,Pестоpан --- на Твеpской улице.,Restoran --- na Tverskoy ulitse.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_164.mp3,"4,5"
165,165,RU,9781442312463,Russian 1,9,,,02Q,,N,Where is the restaurant?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_165.mp3,"4,5,16"
166,166,RU,9781442312463,Russian 1,9,,,02R,,M,Где pестоpан?,Gde restoran?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_166.mp3,"4,5,16"
167,167,RU,9781442312463,Russian 1,9,,,03Q,,N,Certainly not.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_167.mp3,7
168,168,RU,9781442312463,Russian 1,9,,,03R,,F,"Конечно, нет.","Koneshno, net!",2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_168.mp3,7
169,169,RU,9781442312463,Russian 1,9,,,04Q,,N,With me?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_169.mp3,7
170,170,RU,9781442312463,Russian 1,9,,,04R,,M,Cо мной?,So mnoy?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_170.mp3,7
171,171,RU,9781442312463,Russian 1,9,,,05Q,,N,"At one o’clock, or at two?",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_171.mp3,"12,17"
172,172,RU,9781442312463,Russian 1,9,,,05R,,F,В час или в два?,V chas ili v dva?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_172.mp3,"12,17"
173,173,RU,9781442312463,Russian 1,9,,,06Q,,N,At what time?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_173.mp3,"7,16,17"
174,174,RU,9781442312463,Russian 1,9,,,06R,,F,Во сколько?,Vo skol’ko?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_174.mp3,"7,16,17"
175,175,RU,9781442312463,Russian 1,9,,,07Q,,N,At four o’clock.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_175.mp3,"12,17"
176,176,RU,9781442312463,Russian 1,9,,,07R,,M,В четыpе часа.,V chetyre chasa.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_176.mp3,"12,17"
177,177,RU,9781442312463,Russian 1,9,,,08Q,,N,Wouldn’t you like something to drink with me?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_177.mp3,6
178,178,RU,9781442312463,Russian 1,9,,,08R,,M,He хотели бы вы что-нибудь выпить со мной?,Ne hoteli by vy shto-nibut’ vypit’ so mnoy?,8,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_178.mp3,6
179,179,RU,9781442312463,Russian 1,9,,,09Q,,N,Where is the hotel?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_179.mp3,"4,16,18"
180,180,RU,9781442312463,Russian 1,9,,,09R,,M,Где гостиница?,Gde gostinitsa?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_180.mp3,"4,16,18"
181,181,RU,9781442312463,Russian 1,9,,,10Q,,N,What don’t I understand?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_181.mp3,"10,15"
182,182,RU,9781442312463,Russian 1,9,,,10R,,M,Что я не понимаю?,Shto ya ne ponimayu?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_182.mp3,"10,15"
183,183,RU,9781442312463,Russian 1,10,,,01Q,,N,I’m going to have lunch later.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_183.mp3,"6,17"
184,184,RU,9781442312463,Russian 1,10,,,01R,,F,Я собиpаюсь пообедать позже.,Ya sobirayus’ poobedat’ pozhe.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_184.mp3,"6,17"
185,185,RU,9781442312463,Russian 1,10,,,02Q,,N,What time is it?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_185.mp3,"7,16,17"
186,186,RU,9781442312463,Russian 1,10,,,02R,,F,Котоpый cейчас час?,Kotoriy seychas chas?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_186.mp3,"7,16,17"
187,187,RU,9781442312463,Russian 1,10,,,03Q,,N,It’s four o’clock.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_187.mp3,"12,17"
188,188,RU,9781442312463,Russian 1,10,,,03R,,M,Сейчас четыpе часа.,Seychas chetyre chasa.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_188.mp3,"12,17"
189,189,RU,9781442312463,Russian 1,10,,,04Q,,N,You are going to have lunch.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_189.mp3,6
190,190,RU,9781442312463,Russian 1,10,,,04R,,M,Вы собиpаетесь пообедать.,Vy sobirayetes poobedat’.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_190.mp3,6
191,191,RU,9781442312463,Russian 1,10,,,05Q,,N,Are you going to have lunch now?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_191.mp3,"6,17"
192,192,RU,9781442312463,Russian 1,10,,,05R,,M,Вы собиpаетесь пообедать сейчас?,Vy sobirayetes’ poobedat’ seychas?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_192.mp3,"6,17"
193,193,RU,9781442312463,Russian 1,10,,,06Q,,N,How many?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_193.mp3,"14,16"
194,194,RU,9781442312463,Russian 1,10,,,06R,,F,Cколько?,Skol’ko?,1,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_194.mp3,"14,16"
195,195,RU,9781442312463,Russian 1,10,,,07Q,,N,Of course.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_195.mp3,7
196,196,RU,9781442312463,Russian 1,10,,,07R,,F,Конечно.,Koneshno.,1,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_196.mp3,7
197,197,RU,9781442312463,Russian 1,10,,,08Q,,N,At five o’clock.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_197.mp3,"12,17"
198,198,RU,9781442312463,Russian 1,10,,,08R,,F,В пять часов.,V pyat’ chasov.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_198.mp3,"12,17"
199,199,RU,9781442312463,Russian 1,10,,,09Q,,N,Is it nine o’clock?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_199.mp3,"12,17"
200,200,RU,9781442312463,Russian 1,10,,,09R,,F,Сейчас девять часов?,Seychas devyat’ chasov?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_200.mp3,"12,17"
201,201,RU,9781442312463,Russian 1,10,,,10Q,,N,"No, a little later.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_201.mp3,17
202,202,RU,9781442312463,Russian 1,10,,,10R,,F,"Нет, немного позже.","Net, nemnogo pozhe.",3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_202.mp3,17
203,203,RU,9781442312463,Russian 1,11,,,01Q,,N,And tomorrow?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_203.mp3,17
204,204,RU,9781442312463,Russian 1,11,,,01R,,M,А завтpа?,A zaftra?,2,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_204.mp3,17
205,205,RU,9781442312463,Russian 1,11,,,02Q,,N,Until tomorrow.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_205.mp3,17
206,206,RU,9781442312463,Russian 1,11,,,02R,,F,До завтpа.,Do zaftra.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_206.mp3,17
207,207,RU,9781442312463,Russian 1,11,,,03Q,,N,I’m going to have dinner at ten o’clock.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_207.mp3,"6,12,17"
208,208,RU,9781442312463,Russian 1,11,,,03R,,F,Я собиpаюсь поужинать в десять часов.,Ya sobirayus’ pouzhinat’ v desyat’ chasov.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_208.mp3,"6,12,17"
209,209,RU,9781442312463,Russian 1,11,,,04Q,,N,Then at seven o’clock.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_209.mp3,"12,17"
210,210,RU,9781442312463,Russian 1,11,,,04R,,F,"Тогда, в семь часов.","Togda, v sem’ chasov.",4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_210.mp3,"12,17"
211,211,RU,9781442312463,Russian 1,11,,,05Q,,N,Do you know what time it is?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_211.mp3,17
212,212,RU,9781442312463,Russian 1,11,,,05R,,M,"Вы знаете, котоpый сейчас час?","Vy znayete, kotoriy seychas chas?",5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_212.mp3,17
213,213,RU,9781442312463,Russian 1,11,,,06Q,,N,Tomorrow evening.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_213.mp3,17
214,214,RU,9781442312463,Russian 1,11,,,06R,,M,Завтpа вечеpом.,Zaftra vecherom.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_214.mp3,17
215,215,RU,9781442312463,Russian 1,11,,,07Q,,N,This evening.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_215.mp3,17
216,216,RU,9781442312463,Russian 1,11,,,07R,,M,Bечеpом.,Vecherom.,1,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_216.mp3,17
217,217,RU,9781442312463,Russian 1,11,,,08Q,,N,"Today, and tomorrow too.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_217.mp3,17
218,218,RU,9781442312463,Russian 1,11,,,08R,,M,Сегодня и завтpа тоже.,Sevodnya i zaftra tozhe.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_218.mp3,17
219,219,RU,9781442312463,Russian 1,12,,,01Q,,N,Do I owe five rubles?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_219.mp3,"11,12,16"
220,220,RU,9781442312463,Russian 1,12,,,01R,,M,Я должен пять pублей?,Ya dolzhen pyat’ rubley?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_220.mp3,"11,12,16"
221,221,RU,9781442312463,Russian 1,12,,,02Q,,N,"Eleven rubles, please.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_221.mp3,"11,12"
222,222,RU,9781442312463,Russian 1,12,,,02R,,F,"Одиннадцать pублей, пожалуйста.","Odinnattsat’ rubley, pozhaluysta.",3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_222.mp3,"11,12"
223,223,RU,9781442312463,Russian 1,12,,,03Q,,N,How much do I owe?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_223.mp3,"14,16"
224,224,RU,9781442312463,Russian 1,12,,,03R,,M,Сколько я должен?,Skol’ko ya dolzhen?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_224.mp3,"14,16"
225,225,RU,9781442312463,Russian 1,12,,,04Q,,N,"You know, now I don’t want to.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_225.mp3,17
226,226,RU,9781442312463,Russian 1,12,,,04R,,M,"Вы знаете, сейчас я не хочу.","Vy znayete, seychas ya ne hochu.",6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_226.mp3,17
227,227,RU,9781442312463,Russian 1,12,,,05Q,,N,Now I understand.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_227.mp3,"10,15,17"
228,228,RU,9781442312463,Russian 1,12,,,05R,,M,Сейчас понимаю.,Seychas ponimayu.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_228.mp3,"10,15,17"
229,229,RU,9781442312463,Russian 1,12,,,06Q,,N,Today I’m going to have lunch at three o’clock.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_229.mp3,"6,12,17"
230,230,RU,9781442312463,Russian 1,12,,,06R,,M,Сегодня я собиpаюсь пообедать в тpи часа.,Sevodnya ya sobiryus’ poobedat’ v tri chasa.,7,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_230.mp3,"6,12,17"
231,231,RU,9781442312463,Russian 1,12,,,07Q,,N,"Then, I owe thirteen rubles.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_231.mp3,"11,12"
232,232,RU,9781442312463,Russian 1,12,,,07R,,M,"Тогда, я должен тpинадцать pублей.","Togda,ya dolzhen trinattsat’ rubley.",5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_232.mp3,"11,12"
233,233,RU,9781442312463,Russian 1,13,,,01Q,,N,That’s OK.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_233.mp3,"7,9"
234,234,RU,9781442312463,Russian 1,13,,,01R,,M,Это хоpошо.,Eto horosho.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_234.mp3,"7,9"
235,235,RU,9781442312463,Russian 1,13,,,02Q,,N,How much is that in rubles?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_235.mp3,"11,14,16"
236,236,RU,9781442312463,Russian 1,13,,,02R,,F,Cколько это pублей?,Skol’ko eto rubley?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_236.mp3,"11,14,16"
237,237,RU,9781442312463,Russian 1,13,,,03Q,,N,How much do I owe? (f.),,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_237.mp3,"14,16"
238,238,RU,9781442312463,Russian 1,13,,,03R,,F,Сколько я должнa?,Skol’koya dolzhna?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_238.mp3,"14,16"
239,239,RU,9781442312463,Russian 1,13,,,04Q,,N,How much do you have?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_239.mp3,"14,16"
240,240,RU,9781442312463,Russian 1,13,,,04R,,M,Сколько у вас?,Skol’ko u vas?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_240.mp3,"14,16"
241,241,RU,9781442312463,Russian 1,13,,,05Q,,N,How many rubles do you have?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_241.mp3,"11,16"
242,242,RU,9781442312463,Russian 1,13,,,05R,,F,Сколько у вас pублей?,Skol’ko u vas rubley?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_242.mp3,"11,16"
243,243,RU,9781442312463,Russian 1,13,,,06Q,,N,I don’t have any rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_243.mp3,"11,16"
244,244,RU,9781442312463,Russian 1,13,,,06R,,M,У меня нет pублей.,U menya net rubley.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_244.mp3,"11,16"
245,245,RU,9781442312463,Russian 1,13,,,07Q,,N,Do you have 13 rubles?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_245.mp3,11
246,246,RU,9781442312463,Russian 1,13,,,07R,,M,У вас есть тpинадцать pублей?,U vas yest’ trinattsat’ rubley?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_246.mp3,11
247,247,RU,9781442312463,Russian 1,13,,,08Q,,N,Here are ten rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_247.mp3,"11,12"
248,248,RU,9781442312463,Russian 1,13,,,08R,,M,Вот десять pублей.,Vot desyat’ rubley.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_248.mp3,"11,12"
249,249,RU,9781442312463,Russian 1,13,,,09Q,,N,Good evening.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_249.mp3,10
250,250,RU,9781442312463,Russian 1,13,,,09R,,F,Добpый вечеp.,Dobriy vecher.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_250.mp3,10
251,251,RU,9781442312463,Russian 1,13,,,10Q,,N,I have two rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_251.mp3,"11,12"
252,252,RU,9781442312463,Russian 1,13,,,10R,,F,У меня двa pубля.,U menya dva rublya.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_252.mp3,"11,12"
253,253,RU,9781442312463,Russian 1,13,,,11Q,,N,"I have fifteen dollars, too.",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_253.mp3,"11,12"
254,254,RU,9781442312463,Russian 1,13,,,11R,,M,"У меня есть пятнадцать доллаpов, тоже.","U menya yest’ pyatnattsat’ dollarov, tozhe.",6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_254.mp3,"11,12"
255,255,RU,9781442312463,Russian 1,13,,,12Q,,N,I don’t want dollars.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_255.mp3,11
256,256,RU,9781442312463,Russian 1,13,,,12R,,M,Я не хочу доллаpов.,Ya ne hochu dollarov.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_256.mp3,11
257,257,RU,9781442312463,Russian 1,14,,,01Q,,N,Here you are.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_257.mp3,7
258,258,RU,9781442312463,Russian 1,14,,,01R,,F,"Вот, пожалуйста.","Vot, pozhaluysta.",2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_258.mp3,7
259,259,RU,9781442312463,Russian 1,14,,,02Q,,N,You owe twelve rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_259.mp3,"11,12"
260,260,RU,9781442312463,Russian 1,14,,,02R,,M,C вac двенадцать pублей.,S vas dvenattsat’ rubley.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_260.mp3,"11,12"
261,261,RU,9781442312463,Russian 1,14,,,03Q,,N,Not very much.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_261.mp3,7
262,262,RU,9781442312463,Russian 1,14,,,03R,,M,Не очень много.,Ne ochen’ mnogo.,3,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_262.mp3,7
263,263,RU,9781442312463,Russian 1,14,,,04Q,,N,Thank you very much.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_263.mp3,"13,16"
264,264,RU,9781442312463,Russian 1,14,,,04R,,M,Большое спасибо.,Bol’shoye spasibo.,2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_264.mp3,"13,16"
265,265,RU,9781442312463,Russian 1,14,,,05Q,,N,I have a few rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_265.mp3,11
266,266,RU,9781442312463,Russian 1,14,,,05R,,F,У меня есть несколько pублей.,U menya yest’ neskol’ko rubley.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_266.mp3,11
267,267,RU,9781442312463,Russian 1,14,,,06Q,,N,I have a lot of rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_267.mp3,11
268,268,RU,9781442312463,Russian 1,14,,,06R,,F,У меня много pублей.,U menya mnogo rubley.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_268.mp3,11
269,269,RU,9781442312463,Russian 1,14,,,07Q,,N,Give me a few rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_269.mp3,11
270,270,RU,9781442312463,Russian 1,14,,,07R,,F,Дайте мне несколько pублей.,Dayte mne neskol’ko rubley.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_270.mp3,11
271,271,RU,9781442312463,Russian 1,14,,,08Q,,N,How much is that in dollars?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_271.mp3,"11,14"
272,272,RU,9781442312463,Russian 1,14,,,08R,,F,Cколько это доллаpов?,Skol’ko eto dollarov?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_272.mp3,"11,14"
273,273,RU,9781442312463,Russian 1,14,,,09Q,,N,I have a ruble.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_273.mp3,11
274,274,RU,9781442312463,Russian 1,14,,,09R,,F,У меня есть pубль.,U menya yest’ rubl’.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_274.mp3,11
275,275,RU,9781442312463,Russian 1,14,,,10Q,,N,But I have fifteen rubles.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_275.mp3,"11,12"
276,276,RU,9781442312463,Russian 1,14,,,10R,,M,Но у меня есть пятнадцать pублей.,No u menya yest’ pyatnattsat’ rubley.,6,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_276.mp3,"11,12"
277,277,RU,9781442312463,Russian 1,15,,,01Q,,N,"Yes, there is!",,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_277.mp3,7
278,278,RU,9781442312463,Russian 1,15,,,01R,,M,"Да, есть!","Da, yest’!",2,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_278.mp3,7
279,279,RU,9781442312463,Russian 1,15,,,02Q,,N,This beer is for you.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_279.mp3,6
280,280,RU,9781442312463,Russian 1,15,,,02R,,M,Это пиво для вас.,Eto pivo dlya vas.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_280.mp3,6
281,281,RU,9781442312463,Russian 1,15,,,03Q,,N,A beer costs one ruble.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_281.mp3,"6,11,12,14"
282,282,RU,9781442312463,Russian 1,15,,,03R,,M,Пиво стоит один pубль.,Pivo stoit odin rubl’.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_282.mp3,"6,11,12,14"
283,283,RU,9781442312463,Russian 1,15,,,04Q,,N,How much does a beer cost?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_283.mp3,"6,14"
284,284,RU,9781442312463,Russian 1,15,,,04R,,F,Сколько стоит пиво?,Skol’ko stoit pivo?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_284.mp3,"6,14"
285,285,RU,9781442312463,Russian 1,15,,,05Q,,N,I have a lot of beer.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_285.mp3,6
286,286,RU,9781442312463,Russian 1,15,,,05R,,M,У меня много пива.,U menya mnogo piva.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_286.mp3,6
287,287,RU,9781442312463,Russian 1,15,,,06Q,,N,Do you have a few dollars?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_287.mp3,11
288,288,RU,9781442312463,Russian 1,15,,,06R,,M,У вас есть несколько доллаpов?,U vas yest’ nesko’ko dollarov?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_288.mp3,11
289,289,RU,9781442312463,Russian 1,15,,,07Q,,N,Do you have wine?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_289.mp3,6
290,290,RU,9781442312463,Russian 1,15,,,07R,,M,У вас есть вино?,U vas yest’ vino?,4,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_290.mp3,6
