Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
120,120,MA,9781442316409,Mandarin 2,6,,,10R,,M,他住在台北。,tā zhù zài tái běi.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_120.mp3,"5,9"
121,121,MA,9781442316409,Mandarin 2,7,,,01Q,,N,Mr. and Mrs. Chen are arriving at twenty minutes to five.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_121.mp3,"12,17"
122,122,MA,9781442316409,Mandarin 2,7,,,01R,,M,陈先生和太太五点差二十分到。,chén xiān sheng hé tài tai wŭ diăn chà èr shí fēn dào.,13,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_122.mp3,"12,17"
123,123,MA,9781442316409,Mandarin 2,7,,,02Q,,N,You’re going to stay on Wangfujing Avenue until when?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_123.mp3,"4,18"
124,124,MA,9781442316409,Mandarin 2,7,,,02R,,M,你要在王府井大街待到什么时候？,nǐ yào zài wáng fú jǐn dà jiē dāi dào shén me shí hou?,14,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_124.mp3,"4,18"
125,125,MA,9781442316409,Mandarin 2,7,,,03Q,,N,Until ten o’clock.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_125.mp3,"12,16,17"
126,126,MA,9781442316409,Mandarin 2,7,,,03R,,F,待到十点钟.,dāi dào shí diǎn zhōng.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_126.mp3,"12,16,17"
127,127,MA,9781442316409,Mandarin 2,7,,,04Q,,N,How are you going?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_127.mp3,"16,18"
128,128,MA,9781442316409,Mandarin 2,7,,,04R,,M,你怎么去？,nǐ zěn me qù?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_128.mp3,"16,18"
129,129,MA,9781442316409,Mandarin 2,7,,,05Q,,N,Who sent it?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_129.mp3,7
130,130,MA,9781442316409,Mandarin 2,7,,,05R,,M,是谁写来的？,shì sheí xiě lái de?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_130.mp3,7
131,131,MA,9781442316409,Mandarin 2,7,,,06Q,,N,He’s coming over with his wife.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_131.mp3,5
132,132,MA,9781442316409,Mandarin 2,7,,,06R,,M,他跟他的太太一起来。,tā gēn tā de tài tai yì qǐ lái.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_132.mp3,5
133,133,MA,9781442316409,Mandarin 2,7,,,07Q,,N,She has been living in Washington.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_133.mp3,9
134,134,MA,9781442316409,Mandarin 2,7,,,07R,,M,她在华盛顿住了.,tā zài huá shēng dùn zhù le.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_134.mp3,9
135,135,MA,9781442316409,Mandarin 2,7,,,08Q,,N,"Before that, she lived in Beijing.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_135.mp3,9
136,136,MA,9781442316409,Mandarin 2,7,,,08R,,M,在那以前她住在北京。,zài nà yǐ qián tā zhù zài běi jīng.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_136.mp3,9
137,137,MA,9781442316409,Mandarin 2,7,,,09Q,,N,There’s a letter for you.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_137.mp3,"3,9"
138,138,MA,9781442316409,Mandarin 2,7,,,09R,,F,有你的信。,yǒu nǐ de xìn.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_138.mp3,"3,9"
139,139,MA,9781442316409,Mandarin 2,7,,,10Q,,N,They’re arriving at ten minutes to five.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_139.mp3,"12,17"
140,140,MA,9781442316409,Mandarin 2,7,,,10R,,M,他们五点差十分到。,tā men wǔ diǎn chà shí fēn dào.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_140.mp3,"12,17"
141,141,MA,9781442316409,Mandarin 2,7,,,11Q,,N,"Before he arrives, let’s have dinner together, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_141.mp3,6
142,142,MA,9781442316409,Mandarin 2,7,,,11R,,M,"他到以前, 一起吃晚饭, 好吗？","tā dào yǐ qián, yì qǐ chī wǎn fàn, hǎo ma?",11,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_142.mp3,6
143,143,MA,9781442316409,Mandarin 2,8,,,01Q,,N,I’d like to go by taxi.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_143.mp3,"16,18"
144,144,MA,9781442316409,Mandarin 2,8,,,01R,,F,我想打的去。,wǒ xiǎng dǎ dī qù.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_144.mp3,"16,18"
145,145,MA,9781442316409,Mandarin 2,8,,,02Q,,N,"Together, let’s take a bus there, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_145.mp3,18
146,146,MA,9781442316409,Mandarin 2,8,,,02R,,M,"一起坐公共汽车去那儿, 好吗？","yì qǐ zuò gōng gòng qì chē qù nàr, hǎo ma?",11,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_146.mp3,18
147,147,MA,9781442316409,Mandarin 2,8,,,03Q,,N,What time is it?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_147.mp3,"16,17"
148,148,MA,9781442316409,Mandarin 2,8,,,03R,,M,现在几点钟？,xiàn zài jǐ diǎn zhōng?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_148.mp3,"16,17"
149,149,MA,9781442316409,Mandarin 2,8,,,04Q,,N,"Later let’s eat, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_149.mp3,"6,17"
150,150,MA,9781442316409,Mandarin 2,8,,,04R,,M,"过一会儿吃饭, 好吗？","guò yì huǐr chī fàn, hǎo ma?",7,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_150.mp3,"6,17"
151,151,MA,9781442316409,Mandarin 2,8,,,05Q,,N,Would you like to go see a movie together?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_151.mp3,1
152,152,MA,9781442316409,Mandarin 2,8,,,05R,,M,你想一起去看电影吗？,nǐ xiǎng yì qǐ qù kàn diàn yǐng ma?,9,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_152.mp3,1
153,153,MA,9781442316409,Mandarin 2,8,,,06Q,,N,"Later, if you don’t mind.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_153.mp3,13
154,154,MA,9781442316409,Mandarin 2,8,,,06R,,F,"过一会儿, 如果你不介意。","guò yì huǐr, rú guǒ nǐ bú jiè yì.",9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_154.mp3,13
155,155,MA,9781442316409,Mandarin 2,8,,,07Q,,N,I wouldn’t like to take the bus.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_155.mp3,"16,18"
156,156,MA,9781442316409,Mandarin 2,8,,,07R,,F,我不想坐公共汽车去。,wǒ bù xiǎng zuò gōng gòng qì chē qù.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_156.mp3,"16,18"
157,157,MA,9781442316409,Mandarin 2,8,,,08Q,,N,Now it’s ten minutes past one.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_157.mp3,"12,16,17"
158,158,MA,9781442316409,Mandarin 2,8,,,08R,,M,现在一点十分。,xiàn zài yì diǎn shí fēn.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_158.mp3,"12,16,17"
159,159,MA,9781442316409,Mandarin 2,8,,,09Q,,N,It came from Taiwan.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_159.mp3,9
160,160,MA,9781442316409,Mandarin 2,8,,,09R,,M,是从台湾来的。,shì cóng tái wān lái de.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_160.mp3,9
161,161,MA,9781442316409,Mandarin 2,8,,,10Q,,N,"My name is “Zhang,” called “Wei.”",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_161.mp3,"9,10"
162,162,MA,9781442316409,Mandarin 2,8,,,10R,,M,"我姓张, 叫伟。","wǒ xìng zhāng, jiào wěi.",5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_162.mp3,"9,10"
163,163,MA,9781442316409,Mandarin 2,8,,,11Q,,N,He’s arriving on Friday.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_163.mp3,17
164,164,MA,9781442316409,Mandarin 2,8,,,11R,,M,他星期五到。,tā xīng qī wǔ dào.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_164.mp3,17
165,165,MA,9781442316409,Mandarin 2,9,,,01Q,,N,When does the movie begin?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_165.mp3,1
166,166,MA,9781442316409,Mandarin 2,9,,,01R,,F,电影什么时候开始？,diàn yǐng shén me shí hou kāi shǐ?,8,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_166.mp3,1
167,167,MA,9781442316409,Mandarin 2,9,,,02Q,,N,Saturday there is a very good Beijing Opera.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_167.mp3,"1,17,18"
168,168,MA,9781442316409,Mandarin 2,9,,,02R,,M,星期六有很好的京剧。,xīng qī liù yǒu hěn hǎo de jīng jù.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_168.mp3,"1,17,18"
169,169,MA,9781442316409,Mandarin 2,9,,,03Q,,N,"After seeing the Beijing Opera, let’s go drink something, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_169.mp3,"1,6"
170,170,MA,9781442316409,Mandarin 2,9,,,03R,,F,"看了京剧以后, 去喝一点儿东西, 好吗？","kàn le jīng jù yǐ hòu, qù hē yì diănr dōng xi, hǎo ma?",14,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_170.mp3,"1,6"
171,171,MA,9781442316409,Mandarin 2,9,,,04Q,,N,I often take business trips.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_171.mp3,20
172,172,MA,9781442316409,Mandarin 2,9,,,04R,,M,我常常出差。,wǒ cháng cháng chū chāi.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_172.mp3,20
173,173,MA,9781442316409,Mandarin 2,9,,,05Q,,N,At quarter past seven in the evening it begins.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_173.mp3,"12,17"
174,174,MA,9781442316409,Mandarin 2,9,,,05R,,F,晚上七点十五开始。,wǎn shàng qī diǎn shí wŭ kāi shǐ.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_174.mp3,"12,17"
175,175,MA,9781442316409,Mandarin 2,9,,,06Q,,N,It begins at eight o’clock in the evening.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_175.mp3,"12,17"
176,176,MA,9781442316409,Mandarin 2,9,,,06R,,M,晚上八点开始。,wǎn shàng bā diăn kāi shǐ.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_176.mp3,"12,17"
177,177,MA,9781442316409,Mandarin 2,9,,,07Q,,N,I don’t often travel.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_177.mp3,18
178,178,MA,9781442316409,Mandarin 2,9,,,07R,,M,我不常常旅行。,wǒ bù cháng cháng lǚ xíng.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_178.mp3,18
179,179,MA,9781442316409,Mandarin 2,9,,,08Q,,N,I’d like to go see a Beijing Opera.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_179.mp3,1
180,180,MA,9781442316409,Mandarin 2,9,,,08R,,M,我想去看京剧。,wǒ xiǎng qù kàn jīng jù.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_180.mp3,1
181,181,MA,9781442316409,Mandarin 2,9,,,09Q,,N,Tomorrow morning I have to go to Shanghai.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_181.mp3,"17,18"
182,182,MA,9781442316409,Mandarin 2,9,,,09R,,M,明天早上我得去上海。,míng tiān zǎo shàng wǒ děi qù shàng hǎi.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_182.mp3,"17,18"
183,183,MA,9781442316409,Mandarin 2,9,,,10Q,,N,Do you like to travel?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_183.mp3,18
184,184,MA,9781442316409,Mandarin 2,9,,,10R,,F,你喜欢旅行吗？,nǐ xǐ huan lǚ xíng ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_184.mp3,18
185,185,MA,9781442316409,Mandarin 2,10,,,01Q,,N,Do you often take business trips?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_185.mp3,"18,20"
186,186,MA,9781442316409,Mandarin 2,10,,,01R,,F,你常常出差吗？,nǐ cháng cháng chū chāi ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_186.mp3,"18,20"
187,187,MA,9781442316409,Mandarin 2,10,,,02Q,,N,"That’s right, I often take business trips.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_187.mp3,"4,20"
188,188,MA,9781442316409,Mandarin 2,10,,,02R,,M,"是的, 我常常出差。","shì de, wǒ cháng cháng chū chāi.",7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_188.mp3,"4,20"
189,189,MA,9781442316409,Mandarin 2,10,,,03Q,,N,I don’t very much like taking business trips.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_189.mp3,"18,20"
190,190,MA,9781442316409,Mandarin 2,10,,,03R,,M,我不很喜欢出差。,wǒ bù hěn xǐ huan chū chāi.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_190.mp3,"18,20"
191,191,MA,9781442316409,Mandarin 2,10,,,04Q,,N,I take it black.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_191.mp3,6
192,192,MA,9781442316409,Mandarin 2,10,,,04R,,M,"我不加牛奶, 不加糖。","wǒ bù jiā niú nǎi, bù jiā táng.",8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_192.mp3,6
193,193,MA,9781442316409,Mandarin 2,10,,,05Q,,N,I don’t add milk.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_193.mp3,6
194,194,MA,9781442316409,Mandarin 2,10,,,05R,,M,我不加牛奶。,wǒ bù jiā niú nǎi.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_194.mp3,6
195,195,MA,9781442316409,Mandarin 2,10,,,06Q,,N,I have to take a business trip to Shanghai.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_195.mp3,"17,20"
196,196,MA,9781442316409,Mandarin 2,10,,,06R,,M,我得出差去上海。,wǒ děi chū chāi qù shàng hǎi.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_196.mp3,"17,20"
197,197,MA,9781442316409,Mandarin 2,10,,,07Q,,N,I don’t add sugar either.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_197.mp3,6
198,198,MA,9781442316409,Mandarin 2,10,,,07R,,M,我也不加糖。,wǒ yě bù jiā táng.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_198.mp3,6
199,199,MA,9781442316409,Mandarin 2,10,,,08Q,,N,He has been working in China ten years.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_199.mp3,"12,20"
200,200,MA,9781442316409,Mandarin 2,10,,,08R,,F,他在中国工作了十年了。,tā zài zhōng guó gōng zuò le shí nián le.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_200.mp3,"12,20"
201,201,MA,9781442316409,Mandarin 2,10,,,09Q,,N,He came from Nanjing.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_201.mp3,"5,9,18"
202,202,MA,9781442316409,Mandarin 2,10,,,09R,,F,他是从南京来的。,tā shì cóng nán jīng lái de.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_202.mp3,"5,9,18"
203,203,MA,9781442316409,Mandarin 2,10,,,10Q,,N,Until Monday or Tuesday.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_203.mp3,17
204,204,MA,9781442316409,Mandarin 2,10,,,10R,,M,待到星期一或者星期二。,dāi dào xīng qī yī huò zhě xīng qī èr.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_204.mp3,17
205,205,MA,9781442316409,Mandarin 2,11,,,01Q,,N,Do you have free time?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_205.mp3,"7,17"
206,206,MA,9781442316409,Mandarin 2,11,,,01R,,F,你有空吗？,nǐ yǒu kòng ma?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_206.mp3,"7,17"
207,207,MA,9781442316409,Mandarin 2,11,,,02Q,,N,"Before that, do you have time?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_207.mp3,17
208,208,MA,9781442316409,Mandarin 2,11,,,02R,,F,在那以前你有时间吗？,zài nà yǐ qián nǐ yǒu shí jiān ma?,9,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_208.mp3,17
209,209,MA,9781442316409,Mandarin 2,11,,,03Q,,N,Do you have free time now?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_209.mp3,"7,17"
210,210,MA,9781442316409,Mandarin 2,11,,,03R,,F,您现在有空吗？,nín xiàn zài yǒu kòng ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_210.mp3,"7,17"
211,211,MA,9781442316409,Mandarin 2,11,,,04Q,,N,"Yes, here you are.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_211.mp3,"9,16"
212,212,MA,9781442316409,Mandarin 2,11,,,04R,,F,"有, 喏。","yǒu, nuò.",2,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_212.mp3,"9,16"
213,213,MA,9781442316409,Mandarin 2,11,,,05Q,,N,Please help yourself.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_213.mp3,13
214,214,MA,9781442316409,Mandarin 2,11,,,05R,,F,请。,qǐng.,1,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_214.mp3,13
215,215,MA,9781442316409,Mandarin 2,11,,,06Q,,N,I’m going to go to Nanjing in July.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_215.mp3,"17,18"
216,216,MA,9781442316409,Mandarin 2,11,,,06R,,F,我要七月去南京。,wǒ yào qī yuè qù nán jīng.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_216.mp3,"17,18"
217,217,MA,9781442316409,Mandarin 2,11,,,07Q,,N,My husband works in Nanjing.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_217.mp3,"5,20"
218,218,MA,9781442316409,Mandarin 2,11,,,07R,,F,我的先生在南京工作。,wǒ de xiān sheng zài nán jīng gōng zuò.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_218.mp3,"5,20"
219,219,MA,9781442316409,Mandarin 2,11,,,08Q,,N,I’m going to take a vacation in August.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_219.mp3,"1,17"
220,220,MA,9781442316409,Mandarin 2,11,,,08R,,M,我要八月度假。,wǒ yào bā yuè dù jià.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_220.mp3,"1,17"
221,221,MA,9781442316409,Mandarin 2,11,,,09Q,,N,When are you going to take a vacation?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_221.mp3,"1,7,17"
222,222,MA,9781442316409,Mandarin 2,11,,,09R,,M,您要什么时候度假？,nín yào shén me shí hou dù jià?,8,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_222.mp3,"1,7,17"
223,223,MA,9781442316409,Mandarin 2,11,,,10Q,,N,Would you like to order some mung bean cake?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_223.mp3,6
224,224,MA,9781442316409,Mandarin 2,11,,,10R,,F,您想要一点儿绿豆糕吗？,nín xiǎng yào yì diănr lǜ dòu gāo ma?,9,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_224.mp3,6
225,225,MA,9781442316409,Mandarin 2,11,,,11Q,,N,Have a nice trip.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_225.mp3,"7,13,18"
226,226,MA,9781442316409,Mandarin 2,11,,,11R,,F,一路顺风。,yí lù shùn fēng.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_226.mp3,"7,13,18"
227,227,MA,9781442316409,Mandarin 2,12,,,01Q,,N,"Today it’s very hot, isn’t that so?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_227.mp3,19
228,228,MA,9781442316409,Mandarin 2,12,,,01R,,M,"今天很热, 是吧?","jīn tiān hěn rè, shì ba?",6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_228.mp3,19
229,229,MA,9781442316409,Mandarin 2,12,,,02Q,,N,I’d like to stay here eighteen days.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_229.mp3,"12,17,18"
230,230,MA,9781442316409,Mandarin 2,12,,,02R,,F,我想在这儿待十八天。,wǒ xiǎng zài zhèr dāi shí bā tian.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_230.mp3,"12,17,18"
231,231,MA,9781442316409,Mandarin 2,12,,,03Q,,N,He’ll return at two o’clock.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_231.mp3,"12,17"
232,232,MA,9781442316409,Mandarin 2,12,,,03R,,F,他两点钟回来。,tā liǎng diǎn zhōng huí lai.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_232.mp3,"12,17"
233,233,MA,9781442316409,Mandarin 2,12,,,04Q,,N,Would you like to drink a cup of hot tea?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_233.mp3,6
234,234,MA,9781442316409,Mandarin 2,12,,,04R,,M,您想喝一杯热茶吗？,nín xiǎng hē yī bēi rè chá ma?,8,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_234.mp3,6
235,235,MA,9781442316409,Mandarin 2,12,,,05Q,,N,Is the tea still hot?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_235.mp3,6
236,236,MA,9781442316409,Mandarin 2,12,,,05R,,F,茶还是热的吗？,chá hái shì rè de ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_236.mp3,6
237,237,MA,9781442316409,Mandarin 2,12,,,06Q,,N,My family name is ‘Tian.’,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_237.mp3,"5,9"
