Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
162,SP,978-1-4423-4634-5,Spanish 1,8,0:21:15,0:21:18,09R,227,M,"Por favor, ¿dónde está el baño?",6,Q,"Spanish Phase 1, Units 1-30 (2003)",16
163,SP,978-1-4423-4634-5,Spanish 1,8,0:24:56,0:24:57,10Q,269,N,Don’t you want to eat anything?,,,"Spanish Phase 1, Units 1-30 (2003)",6
164,SP,978-1-4423-4634-5,Spanish 1,8,0:25:01,0:25:03,10R,270,M,¿No quiere comer nada?,4,Q,"Spanish Phase 1, Units 1-30 (2003)",6
165,SP,978-1-4423-4634-5,Spanish 1,9,0:02:51,0:02:54,01Q,46,N,Ask Juan what he wants to eat.,,,"Spanish Phase 1, Units 1-30 (2003)",6
166,SP,978-1-4423-4634-5,Spanish 1,9,0:02:56,0:02:59,01R,47,F,"¿Qué quiere comer, Juan?",4,Q,"Spanish Phase 1, Units 1-30 (2003)",6
167,SP,978-1-4423-4634-5,Spanish 1,9,0:03:29,0:03:30,02Q,53,N,We’re going to drink something.,,,"Spanish Phase 1, Units 1-30 (2003)",6
168,SP,978-1-4423-4634-5,Spanish 1,9,0:03:33,0:03:35,02R,54,M,Vamos a beber algo.,4,S,"Spanish Phase 1, Units 1-30 (2003)",6
169,SP,978-1-4423-4634-5,Spanish 1,9,0:06:40,0:06:42,03Q,87,N,I’m going to the restaurant.,,,"Spanish Phase 1, Units 1-30 (2003)",6
170,SP,978-1-4423-4634-5,Spanish 1,9,0:06:46,0:06:48,03R,88,F,Voy al restaurante.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
171,SP,978-1-4423-4634-5,Spanish 1,9,0:08:51,0:08:52,04Q,107,N,I’m going to pay.,,,"Spanish Phase 1, Units 1-30 (2003)","11,14"
172,SP,978-1-4423-4634-5,Spanish 1,9,0:08:55,0:08:57,04R,108,F,Yo voy a pagar.,4,S,"Spanish Phase 1, Units 1-30 (2003)","11,14"
173,SP,978-1-4423-4634-5,Spanish 1,9,0:10:00,0:10:02,05Q,119,N,I have money.,,,"Spanish Phase 1, Units 1-30 (2003)",11
174,SP,978-1-4423-4634-5,Spanish 1,9,0:10:04,0:10:06,05R,120,F,Tengo dinero.,2,S,"Spanish Phase 1, Units 1-30 (2003)",11
175,SP,978-1-4423-4634-5,Spanish 1,9,0:10:44,0:10:46,06Q,127,N,YOU’RE not going to pay.,,,"Spanish Phase 1, Units 1-30 (2003)","11,14"
176,SP,978-1-4423-4634-5,Spanish 1,9,0:10:50,0:10:52,06R,128,M,Usted no va a pagar.,5,S,"Spanish Phase 1, Units 1-30 (2003)","11,14"
177,SP,978-1-4423-4634-5,Spanish 1,9,0:12:10,0:12:12,07Q,143,N,Seven hundred pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
178,SP,978-1-4423-4634-5,Spanish 1,9,0:12:15,0:12:17,07R,144,M,Setecientos pesos.,2,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
179,SP,978-1-4423-4634-5,Spanish 1,9,0:12:48,0:12:50,08Q,152,N,Eight hundred pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
180,SP,978-1-4423-4634-5,Spanish 1,9,0:12:52,0:12:55,08R,153,M,Ochocientos pesos.,2,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
181,SP,978-1-4423-4634-5,Spanish 1,9,0:15:23,0:15:24,09Q,172,N,Only eight pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
182,SP,978-1-4423-4634-5,Spanish 1,9,0:15:27,0:15:29,09R,173,M,Sólo ocho pesos.,3,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
183,SP,978-1-4423-4634-5,Spanish 1,9,0:17:29,0:17:30,10Q,194,N,I don’t have time.,,,"Spanish Phase 1, Units 1-30 (2003)",17
184,SP,978-1-4423-4634-5,Spanish 1,9,0:17:33,0:17:34,10R,195,M,No tengo tiempo.,3,S,"Spanish Phase 1, Units 1-30 (2003)",17
185,SP,978-1-4423-4634-5,Spanish 1,10,0:06:21,0:06:24,01Q,77,N,I have seven or eight minutes.,,,"Spanish Phase 1, Units 1-30 (2003)","12,17"
186,SP,978-1-4423-4634-5,Spanish 1,10,0:06:27,0:06:31,01R,78,F,Tengo siete u ocho minutos.,5,S,"Spanish Phase 1, Units 1-30 (2003)","12,17"
187,SP,978-1-4423-4634-5,Spanish 1,10,0:08:17,0:08:20,02Q,97,N,I like beer.,,,"Spanish Phase 1, Units 1-30 (2003)",6
188,SP,978-1-4423-4634-5,Spanish 1,10,0:08:22,0:08:25,02R,98,M,Me gusta la cerveza.,4,S,"Spanish Phase 1, Units 1-30 (2003)",6
189,SP,978-1-4423-4634-5,Spanish 1,10,0:10:41,0:10:44,03Q,103,N,I don’t like beer.,,,"Spanish Phase 1, Units 1-30 (2003)",6
190,SP,978-1-4423-4634-5,Spanish 1,10,0:10:47,0:10:50,03R,104,F,No me gusta la cerveza.,5,S,"Spanish Phase 1, Units 1-30 (2003)",6
191,SP,978-1-4423-4634-5,Spanish 1,10,0:09:41,0:09:43,04Q,106,N,I like to eat.,,,"Spanish Phase 1, Units 1-30 (2003)",6
192,SP,978-1-4423-4634-5,Spanish 1,10,0:09:45,0:09:48,04R,107,F,Me gusta comer.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
193,SP,978-1-4423-4634-5,Spanish 1,10,0:11:38,0:11:39,05Q,124,N,A cold beer.,,,"Spanish Phase 1, Units 1-30 (2003)",6
194,SP,978-1-4423-4634-5,Spanish 1,10,0:11:41,0:11:47,05R,125,M,Una cerveza fría.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
195,SP,978-1-4423-4634-5,Spanish 1,10,0:12:07,0:12:08,06Q,128,N,A cold sandwich.,,,"Spanish Phase 1, Units 1-30 (2003)",6
196,SP,978-1-4423-4634-5,Spanish 1,10,0:12:11,0:12:15,06R,129,M,Un sándwiche frío.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
197,SP,978-1-4423-4634-5,Spanish 1,10,0:12:43,0:12:44,07Q,134,N,I like it a lot.,,,"Spanish Phase 1, Units 1-30 (2003)",7
198,SP,978-1-4423-4634-5,Spanish 1,10,0:12:47,0:12:49,07R,135,F,Me gusta mucho.,3,S,"Spanish Phase 1, Units 1-30 (2003)",7
199,SP,978-1-4423-4634-5,Spanish 1,10,0:13:08,0:13:09,08Q,141,N,Why not?,,,"Spanish Phase 1, Units 1-30 (2003)",7
200,SP,978-1-4423-4634-5,Spanish 1,10,0:13:11,0:13:13,08R,142,M,¿Por qué no?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",7
201,SP,978-1-4423-4634-5,Spanish 1,10,0:14:19,0:14:20,09Q,151,N,Because I like it.,,,"Spanish Phase 1, Units 1-30 (2003)",7
202,SP,978-1-4423-4634-5,Spanish 1,10,0:14:23,0:14:25,09R,152,F,Porque me gusta.,3,S,"Spanish Phase 1, Units 1-30 (2003)",7
203,SP,978-1-4423-4634-5,Spanish 1,10,0:18:56,0:18:58,10Q,202,N,You’re welcome.,,,"Spanish Phase 1, Units 1-30 (2003)","7,13,16"
204,SP,978-1-4423-4634-5,Spanish 1,10,0:19:16,0:19:19,10R,207,F,De nada.,2,S,"Spanish Phase 1, Units 1-30 (2003)","7,13,16"
205,SP,978-1-4423-4634-5,Spanish 1,11,0:11:20,0:11:22,01Q,135,N,I’m going to buy something.,,,"Spanish Phase 1, Units 1-30 (2003)",14
206,SP,978-1-4423-4634-5,Spanish 1,11,0:11:24,0:11:26,01R,136,F,Voy a comprar algo.,4,S,"Spanish Phase 1, Units 1-30 (2003)",14
207,SP,978-1-4423-4634-5,Spanish 1,11,0:12:39,0:12:41,02Q,149,N,I’m going to buy many things.,,,"Spanish Phase 1, Units 1-30 (2003)",14
208,SP,978-1-4423-4634-5,Spanish 1,11,0:12:45,0:12:48,02R,150,F,Voy a comprar muchas cosas.,5,S,"Spanish Phase 1, Units 1-30 (2003)",14
209,SP,978-1-4423-4634-5,Spanish 1,11,0:14:49,0:14:52,03Q,171,N,I can buy many things.,,,"Spanish Phase 1, Units 1-30 (2003)",14
210,SP,978-1-4423-4634-5,Spanish 1,11,0:14:56,0:14:58,03R,172,F,Puedo comprar muchas cosas.,4,S,"Spanish Phase 1, Units 1-30 (2003)",14
211,SP,978-1-4423-4634-5,Spanish 1,11,0:15:02,0:15:04,04Q,173,N,You can buy things.,,,"Spanish Phase 1, Units 1-30 (2003)",14
212,SP,978-1-4423-4634-5,Spanish 1,11,0:15:06,0:15:08,04R,174,M,Puede comprar cosas.,3,S,"Spanish Phase 1, Units 1-30 (2003)",14
213,SP,978-1-4423-4634-5,Spanish 1,11,0:18:08,0:18:10,05Q,207,N,There are twelve pesos here.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
214,SP,978-1-4423-4634-5,Spanish 1,11,0:18:12,0:18:15,05R,208,F,Hay doce pesos aquí.,4,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
215,SP,978-1-4423-4634-5,Spanish 1,11,0:21:02,0:21:04,06Q,240,N,I buy good things.,,,"Spanish Phase 1, Units 1-30 (2003)",14
216,SP,978-1-4423-4634-5,Spanish 1,11,0:21:08,0:21:10,06R,241,F,Compro cosas buenas.,3,S,"Spanish Phase 1, Units 1-30 (2003)",14
217,SP,978-1-4423-4634-5,Spanish 1,11,0:25:36,0:25:40,07Q,281,N,You can buy very good beers.,,,"Spanish Phase 1, Units 1-30 (2003)","6,14"
218,SP,978-1-4423-4634-5,Spanish 1,11,0:25:43,0:25:47,07R,282,M,Puede comprar cervezas muy buenas.,5,S,"Spanish Phase 1, Units 1-30 (2003)","6,14"
219,SP,978-1-4423-4634-5,Spanish 1,12,0:08:33,0:08:35,01Q,97,N,Isn’t there any money?,,,"Spanish Phase 1, Units 1-30 (2003)",11
220,SP,978-1-4423-4634-5,Spanish 1,12,0:08:37,0:08:39,01R,98,F,¿No hay dinero?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",11
221,SP,978-1-4423-4634-5,Spanish 1,12,0:10:59,0:11:00,02Q,124,N,At what time?,,,"Spanish Phase 1, Units 1-30 (2003)","16,17"
222,SP,978-1-4423-4634-5,Spanish 1,12,0:11:03,0:11:06,02R,125,F,¿A qué hora?,3,Q,"Spanish Phase 1, Units 1-30 (2003)","16,17"
223,SP,978-1-4423-4634-5,Spanish 1,12,0:13:27,0:13:28,03Q,153,N,At eight-thirty.,,,"Spanish Phase 1, Units 1-30 (2003)","12,17"
224,SP,978-1-4423-4634-5,Spanish 1,12,0:13:33,0:13:36,03R,154,M,A las ocho y media.,5,S,"Spanish Phase 1, Units 1-30 (2003)","12,17"
225,SP,978-1-4423-4634-5,Spanish 1,12,0:15:47,0:15:49,04Q,179,N,Tomorrow I don’t want to.,,,"Spanish Phase 1, Units 1-30 (2003)",17
226,SP,978-1-4423-4634-5,Spanish 1,12,0:15:52,0:15:54,04R,180,F,Mañana no quiero.,3,S,"Spanish Phase 1, Units 1-30 (2003)",17
227,SP,978-1-4423-4634-5,Spanish 1,12,0:22:32,0:22:35,05Q,260,N,"If I don’t have time, I don’t eat.",,,"Spanish Phase 1, Units 1-30 (2003)","6,17"
228,SP,978-1-4423-4634-5,Spanish 1,12,0:22:39,0:22:42,05R,261,F,"Si no tengo tiempo, no como.",6,S,"Spanish Phase 1, Units 1-30 (2003)","6,17"
229,SP,978-1-4423-4634-5,Spanish 1,12,0:28:29,0:28:31,06Q,327,N,"Tomorrow, I don’t have anything.",,,"Spanish Phase 1, Units 1-30 (2003)",17
230,SP,978-1-4423-4634-5,Spanish 1,12,0:28:34,0:28:37,06R,328,M,"Mañana, no tengo nada.",4,S,"Spanish Phase 1, Units 1-30 (2003)",17
231,SP,978-1-4423-4634-5,Spanish 1,13,0:02:33,0:02:34,01Q,41,N,I’m going to drink it.,,,"Spanish Phase 1, Units 1-30 (2003)",6
232,SP,978-1-4423-4634-5,Spanish 1,13,0:02:36,0:02:39,01R,42,M,Voy a beberla.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
233,SP,978-1-4423-4634-5,Spanish 1,13,0:02:42,0:02:43,02Q,43,N,I’m going to buy it.,,,"Spanish Phase 1, Units 1-30 (2003)",14
234,SP,978-1-4423-4634-5,Spanish 1,13,0:02:46,0:02:48,02R,44,M,Voy a comprarla.,3,S,"Spanish Phase 1, Units 1-30 (2003)",14
235,SP,978-1-4423-4634-5,Spanish 1,13,0:04:08,0:04:12,03Q,60,N,I only have thirteen or fourteen pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
236,SP,978-1-4423-4634-5,Spanish 1,13,0:04:16,0:04:20,03R,61,F,Sólo tengo trece o catorce pesos.,6,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
237,SP,978-1-4423-4634-5,Spanish 1,13,0:06:00,0:06:01,04Q,76,N,I have seventeen pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
238,SP,978-1-4423-4634-5,Spanish 1,13,0:06:05,0:06:09,04R,77,M,Tengo diecisiete pesos.,3,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
239,SP,978-1-4423-4634-5,Spanish 1,13,0:07:19,0:07:20,05Q,88,N,Two beers cost a lot.,,,"Spanish Phase 1, Units 1-30 (2003)","6,12,14"
240,SP,978-1-4423-4634-5,Spanish 1,13,0:07:25,0:07:28,05R,89,F,Dos cervezas cuestan mucho.,4,S,"Spanish Phase 1, Units 1-30 (2003)","6,12,14"
241,SP,978-1-4423-4634-5,Spanish 1,13,0:07:46,0:07:48,06Q,92,N,How many beers are you going to buy?,,,"Spanish Phase 1, Units 1-30 (2003)","6,14"
242,SP,978-1-4423-4634-5,Spanish 1,13,0:07:52,0:07:55,06R,93,M,¿Cuántas cervezas va a comprar?,5,Q,"Spanish Phase 1, Units 1-30 (2003)","6,14"
243,SP,978-1-4423-4634-5,Spanish 1,13,0:08:24,0:08:25,07Q,99,N,I can buy them.,,,"Spanish Phase 1, Units 1-30 (2003)",14
244,SP,978-1-4423-4634-5,Spanish 1,13,0:08:28,0:08:30,07R,100,M,Yo puedo comprarlas.,4,S,"Spanish Phase 1, Units 1-30 (2003)",14
245,SP,978-1-4423-4634-5,Spanish 1,13,0:09:19,0:09:20,08Q,108,N,I can pay for them.,,,"Spanish Phase 1, Units 1-30 (2003)","11,14"
246,SP,978-1-4423-4634-5,Spanish 1,13,0:09:23,0:09:24,08R,109,M,Puedo pagarlas.,2,S,"Spanish Phase 1, Units 1-30 (2003)","11,14"
247,SP,978-1-4423-4634-5,Spanish 1,13,0:10:24,0:10:26,09Q,118,N,We’re going to drink them.,,,"Spanish Phase 1, Units 1-30 (2003)",6
248,SP,978-1-4423-4634-5,Spanish 1,13,0:10:29,0:10:31,09R,119,M,Vamos a beberlas.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
249,SP,978-1-4423-4634-5,Spanish 1,13,0:18:19,0:18:21,10Q,202,N,At a quarter to eight.,,,"Spanish Phase 1, Units 1-30 (2003)","12,17"
250,SP,978-1-4423-4634-5,Spanish 1,13,0:18:23,0:18:26,10R,203,F,A las ocho menos cuarto.,5,S,"Spanish Phase 1, Units 1-30 (2003)","12,17"
251,SP,978-1-4423-4634-5,Spanish 1,13,0:19:04,0:19:06,11Q,209,N,That’s not OK.,,,"Spanish Phase 1, Units 1-30 (2003)",7
252,SP,978-1-4423-4634-5,Spanish 1,13,0:19:08,0:19:10,11R,210,M,No está bien.,3,S,"Spanish Phase 1, Units 1-30 (2003)",7
253,SP,978-1-4423-4634-5,Spanish 1,13,0:27:48,0:27:49,12Q,298,N,At what time do you eat?,,,"Spanish Phase 1, Units 1-30 (2003)","6,17"
254,SP,978-1-4423-4634-5,Spanish 1,13,0:27:52,0:27:54,12R,299,F,¿A qué hora come?,4,Q,"Spanish Phase 1, Units 1-30 (2003)","6,17"
255,SP,978-1-4423-4634-5,Spanish 1,14,0:05:29,0:05:31,01Q,78,N,Me too.,,,"Spanish Phase 1, Units 1-30 (2003)",7
256,SP,978-1-4423-4634-5,Spanish 1,14,0:05:33,0:05:35,01R,79,M,Yo también.,2,S,"Spanish Phase 1, Units 1-30 (2003)",7
257,SP,978-1-4423-4634-5,Spanish 1,14,0:05:54,0:05:55,02Q,83,N,You too.,,,"Spanish Phase 1, Units 1-30 (2003)",7
258,SP,978-1-4423-4634-5,Spanish 1,14,0:05:58,0:06:00,02R,84,F,Usted también.,2,S,"Spanish Phase 1, Units 1-30 (2003)",7
259,SP,978-1-4423-4634-5,Spanish 1,14,0:09:40,0:09:41,03Q,124,N,What time is it?,,,"Spanish Phase 1, Units 1-30 (2003)","16,17"
260,SP,978-1-4423-4634-5,Spanish 1,14,0:09:45,0:09:47,03R,125,F,¿Qué hora es?,3,Q,"Spanish Phase 1, Units 1-30 (2003)","16,17"
261,SP,978-1-4423-4634-5,Spanish 1,14,0:09:52,0:09:54,04Q,126,N,It’s three o’clock.,,,"Spanish Phase 1, Units 1-30 (2003)","12,17"
262,SP,978-1-4423-4634-5,Spanish 1,14,0:09:57,0:09:58,04R,127,M,Son las tres.,3,S,"Spanish Phase 1, Units 1-30 (2003)","12,17"
263,SP,978-1-4423-4634-5,Spanish 1,14,0:11:29,0:11:30,05Q,142,N,It’s late.,,,"Spanish Phase 1, Units 1-30 (2003)","16,17"
264,SP,978-1-4423-4634-5,Spanish 1,14,0:11:33,0:11:34,05R,143,F,Es tarde.,2,S,"Spanish Phase 1, Units 1-30 (2003)","16,17"
265,SP,978-1-4423-4634-5,Spanish 1,14,0:12:54,0:12:56,06Q,160,N,I don’t want to talk now.,,,"Spanish Phase 1, Units 1-30 (2003)",17
266,SP,978-1-4423-4634-5,Spanish 1,14,0:12:58,0:13:02,06R,161,F,No quiero hablar ahora.,4,S,"Spanish Phase 1, Units 1-30 (2003)",17
267,SP,978-1-4423-4634-5,Spanish 1,14,0:14:04,0:14:06,07Q,175,N,It’s early.,,,"Spanish Phase 1, Units 1-30 (2003)",17
268,SP,978-1-4423-4634-5,Spanish 1,14,0:14:08,0:14:10,07R,176,F,Es temprano.,2,S,"Spanish Phase 1, Units 1-30 (2003)",17
269,SP,978-1-4423-4634-5,Spanish 1,14,0:15:09,0:15:10,08Q,185,N,But later.,,,"Spanish Phase 1, Units 1-30 (2003)",17
270,SP,978-1-4423-4634-5,Spanish 1,14,0:15:12,0:15:14,08R,186,F,Pero más tarde.,3,S,"Spanish Phase 1, Units 1-30 (2003)",17
271,SP,978-1-4423-4634-5,Spanish 1,14,0:15:50,0:15:51,09Q,193,N,In an hour and a half.,,,"Spanish Phase 1, Units 1-30 (2003)",17
272,SP,978-1-4423-4634-5,Spanish 1,14,0:15:56,0:15:59,09R,194,F,En una hora y media.,5,S,"Spanish Phase 1, Units 1-30 (2003)",17
273,SP,978-1-4423-4634-5,Spanish 1,14,0:20:03,0:20:04,10Q,240,N,Twenty-five.,,,"Spanish Phase 1, Units 1-30 (2003)",12
274,SP,978-1-4423-4634-5,Spanish 1,14,0:20:06,0:20:09,10R,241,F,Veinticinco.,1,S,"Spanish Phase 1, Units 1-30 (2003)",12
275,SP,978-1-4423-4634-5,Spanish 1,15,0:04:24,0:04:26,01Q,57,N,He has pesos.,,,"Spanish Phase 1, Units 1-30 (2003)",11
276,SP,978-1-4423-4634-5,Spanish 1,15,0:04:28,0:04:30,01R,58,F,Él tiene pesos.,3,S,"Spanish Phase 1, Units 1-30 (2003)",11
277,SP,978-1-4423-4634-5,Spanish 1,15,0:05:29,0:05:31,02Q,65,N,He has twenty-one pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
278,SP,978-1-4423-4634-5,Spanish 1,15,0:05:34,0:05:39,02R,66,F,Él tiene veintiún pesos.,4,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
279,SP,978-1-4423-4634-5,Spanish 1,15,0:09:28,0:09:30,03Q,105,N,I have forty minutes.,,,"Spanish Phase 1, Units 1-30 (2003)","12,17"
280,SP,978-1-4423-4634-5,Spanish 1,15,0:09:33,0:09:35,03R,106,M,Tengo cuarenta minutos.,3,S,"Spanish Phase 1, Units 1-30 (2003)","12,17"
281,SP,978-1-4423-4634-5,Spanish 1,15,0:12:21,0:12:23,04Q,130,N,It’s too much time.,,,"Spanish Phase 1, Units 1-30 (2003)",17
282,SP,978-1-4423-4634-5,Spanish 1,15,0:12:26,0:12:28,04R,131,M,Es demasiado tiempo.,3,S,"Spanish Phase 1, Units 1-30 (2003)",17
283,SP,978-1-4423-4634-5,Spanish 1,15,0:13:44,0:13:45,05Q,142,N,Who drinks too much?,,,"Spanish Phase 1, Units 1-30 (2003)",6
284,SP,978-1-4423-4634-5,Spanish 1,15,0:13:49,0:13:50,05R,143,F,¿Quién bebe demasiado?,3,Q,"Spanish Phase 1, Units 1-30 (2003)",6
285,SP,978-1-4423-4634-5,Spanish 1,15,0:15:31,0:15:32,06Q,162,N,What are we going to do?,,,"Spanish Phase 1, Units 1-30 (2003)",1
286,SP,978-1-4423-4634-5,Spanish 1,15,0:15:35,0:15:37,06R,163,M,¿Qué vamos a hacer?,4,Q,"Spanish Phase 1, Units 1-30 (2003)",1
287,SP,978-1-4423-4634-5,Spanish 1,15,0:16:16,0:16:18,07Q,171,N,I’m not going to do anything.,,,"Spanish Phase 1, Units 1-30 (2003)",1
288,SP,978-1-4423-4634-5,Spanish 1,15,0:16:22,0:16:24,07R,172,F,Yo no voy a hacer nada.,6,S,"Spanish Phase 1, Units 1-30 (2003)",1
289,SP,978-1-4423-4634-5,Spanish 1,15,0:17:28,0:17:31,08Q,184,N,I’m going to do it later.,,,"Spanish Phase 1, Units 1-30 (2003)",17
290,SP,978-1-4423-4634-5,Spanish 1,15,0:17:34,0:17:38,08R,185,M,Voy a hacerlo más tarde.,5,S,"Spanish Phase 1, Units 1-30 (2003)",17
291,SP,978-1-4423-4634-5,Spanish 1,15,0:18:10,0:18:12,09Q,191,N,Two hundred forty-five pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","11,12"
292,SP,978-1-4423-4634-5,Spanish 1,15,0:18:15,0:18:20,09R,192,F,Doscientos cuarenta y cinco pesos.,5,S,"Spanish Phase 1, Units 1-30 (2003)","11,12"
293,SP,978-1-4423-4634-5,Spanish 1,15,0:21:59,0:22:01,10Q,229,N,I want to talk with you.,,,"Spanish Phase 1, Units 1-30 (2003)",7
294,SP,978-1-4423-4634-5,Spanish 1,15,0:22:03,0:22:06,10R,230,F,Quiero hablar con usted.,4,S,"Spanish Phase 1, Units 1-30 (2003)",7
295,SP,978-1-4423-4634-5,Spanish 1,16,0:04:28,0:04:33,01Q,59,N,We’re going to do something together.,,,"Spanish Phase 1, Units 1-30 (2003)",1
296,SP,978-1-4423-4634-5,Spanish 1,16,0:04:34,0:04:39,01R,60,F,Vamos a hacer algo juntos.,5,S,"Spanish Phase 1, Units 1-30 (2003)",1
297,SP,978-1-4423-4634-5,Spanish 1,16,0:08:02,0:08:04,02Q,98,N,I want to pay alone.,,,"Spanish Phase 1, Units 1-30 (2003)","11,14"
298,SP,978-1-4423-4634-5,Spanish 1,16,0:08:06,0:08:08,02R,99,M,Quiero pagar solo.,3,S,"Spanish Phase 1, Units 1-30 (2003)","11,14"
299,SP,978-1-4423-4634-5,Spanish 1,16,0:12:08,0:12:10,03Q,141,N,My husband’s going to pay.,,,"Spanish Phase 1, Units 1-30 (2003)","5,11,14"
300,SP,978-1-4423-4634-5,Spanish 1,16,0:12:13,0:12:16,03R,142,F,Mi esposo va a pagar.,5,S,"Spanish Phase 1, Units 1-30 (2003)","5,11,14"
301,SP,978-1-4423-4634-5,Spanish 1,16,0:12:19,0:12:22,04Q,143,N,My wife has no money.,,,"Spanish Phase 1, Units 1-30 (2003)","5,11"
302,SP,978-1-4423-4634-5,Spanish 1,16,0:12:26,0:12:28,04R,144,M,Mi esposa no tiene dinero.,5,S,"Spanish Phase 1, Units 1-30 (2003)","5,11"
303,SP,978-1-4423-4634-5,Spanish 1,16,0:13:55,0:13:57,05Q,157,N,My husband has seventy pesos.,,,"Spanish Phase 1, Units 1-30 (2003)","5,11,12"
304,SP,978-1-4423-4634-5,Spanish 1,16,0:14:01,0:14:05,05R,158,F,Mi esposo tiene setenta pesos.,5,S,"Spanish Phase 1, Units 1-30 (2003)","5,11,12"
305,SP,978-1-4423-4634-5,Spanish 1,16,0:21:43,0:21:45,06Q,240,N,We have one hour.,,,"Spanish Phase 1, Units 1-30 (2003)","12,17"
306,SP,978-1-4423-4634-5,Spanish 1,16,0:21:47,0:21:49,06R,241,F,Tenemos una hora.,3,S,"Spanish Phase 1, Units 1-30 (2003)","12,17"
307,SP,978-1-4423-4634-5,Spanish 1,16,0:22:59,0:23:01,07Q,252,N,We want to eat together.,,,"Spanish Phase 1, Units 1-30 (2003)",6
308,SP,978-1-4423-4634-5,Spanish 1,16,0:23:04,0:23:06,07R,253,F,Queremos comer juntos.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
309,SP,978-1-4423-4634-5,Spanish 1,16,0:24:27,0:24:29,08Q,266,N,We have lots of friends.,,,"Spanish Phase 1, Units 1-30 (2003)",5
310,SP,978-1-4423-4634-5,Spanish 1,16,0:24:32,0:24:34,08R,267,M,Tenemos muchos amigos.,3,S,"Spanish Phase 1, Units 1-30 (2003)",5
311,SP,978-1-4423-4634-5,Spanish 1,16,0:26:35,0:26:39,09Q,289,N,"Your husband, does he want something?",,,"Spanish Phase 1, Units 1-30 (2003)",5
312,SP,978-1-4423-4634-5,Spanish 1,16,0:26:41,0:26:44,09R,290,M,"Su esposo, ¿quiere algo?",4,Q,"Spanish Phase 1, Units 1-30 (2003)",5
313,SP,978-1-4423-4634-5,Spanish 1,17,0:07:24,0:07:25,01Q,119,N,With our friends.,,,"Spanish Phase 1, Units 1-30 (2003)",5
314,SP,978-1-4423-4634-5,Spanish 1,17,0:07:28,0:07:30,01R,120,F,Con nuestros amigos.,3,S,"Spanish Phase 1, Units 1-30 (2003)",5
315,SP,978-1-4423-4634-5,Spanish 1,17,0:10:39,0:10:42,02Q,127,N,We speak Spanish.,,,"Spanish Phase 1, Units 1-30 (2003)",15
316,SP,978-1-4423-4634-5,Spanish 1,17,0:10:44,0:10:48,02R,128,M,Hablamos español.,2,S,"Spanish Phase 1, Units 1-30 (2003)",15
317,SP,978-1-4423-4634-5,Spanish 1,17,0:11:23,0:11:25,03Q,134,N,We’re American.,,,"Spanish Phase 1, Units 1-30 (2003)","10,16"
318,SP,978-1-4423-4634-5,Spanish 1,17,0:11:26,0:11:30,03R,135,M,Somos norteamericanos.,2,S,"Spanish Phase 1, Units 1-30 (2003)","10,16"
319,SP,978-1-4423-4634-5,Spanish 1,17,0:12:05,0:12:08,04Q,141,N,We speak with our friends.,,,"Spanish Phase 1, Units 1-30 (2003)","5,15"
320,SP,978-1-4423-4634-5,Spanish 1,17,0:12:11,0:12:15,04R,142,M,Hablamos con nuestros amigos.,4,S,"Spanish Phase 1, Units 1-30 (2003)","5,15"
321,SP,978-1-4423-4634-5,Spanish 1,17,0:14:46,0:14:47,05Q,164,N,We can eat together.,,,"Spanish Phase 1, Units 1-30 (2003)",6
322,SP,978-1-4423-4634-5,Spanish 1,17,0:14:51,0:14:53,05R,165,M,Podemos comer juntos.,3,S,"Spanish Phase 1, Units 1-30 (2003)",6
323,SP,978-1-4423-4634-5,Spanish 1,17,0:15:46,0:15:47,06Q,176,N,"Well, maybe.",,,"Spanish Phase 1, Units 1-30 (2003)",7
324,SP,978-1-4423-4634-5,Spanish 1,17,0:15:49,0:15:51,06R,177,F,"Bueno, quizás.",2,S,"Spanish Phase 1, Units 1-30 (2003)",7
