Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
145,145,ESL_SP,9781442329423,,7,07Q,N,¿Dónde estaba?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_145.mp3,"4,7"
146,146,ESL_SP,9781442329423,,7,07R,M,Where was it?,3,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_146.mp3,"4,7"
147,147,ESL_SP,9781442329423,,7,08Q,N,No estoy listo todavía.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_147.mp3,"9,16"
148,148,ESL_SP,9781442329423,,7,08R,M,I'm not ready yet.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_148.mp3,"9,16"
149,149,ESL_SP,9781442329423,,7,09Q,N,Tienen una buena carta de vinos.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_149.mp3,"6,9"
150,150,ESL_SP,9781442329423,,7,09R,F,They have a good wine list.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_150.mp3,"6,9"
151,151,ESL_SP,9781442329423,,7,10Q,N,"Me gusta su menú, también.",,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_151.mp3,"6,9"
152,152,ESL_SP,9781442329423,,7,10R,F,"I like their menu, too.",5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_152.mp3,"6,9"
153,153,ESL_SP,9781442329423,,8,01Q,N,¿Te acuerdas de nuestro viaje?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_153.mp3,"1,18"
154,154,ESL_SP,9781442329423,,8,01R,F,Do you remember our trip?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_154.mp3,"1,18"
155,155,ESL_SP,9781442329423,,8,02Q,N,¿No te acuerdas?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_155.mp3,7
156,156,ESL_SP,9781442329423,,8,02R,F,Don't you remember?,3,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_156.mp3,7
157,157,ESL_SP,9781442329423,,8,03Q,N,¿Ya hiciste nuestras reservaciones para el hotel?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_157.mp3,"17,18"
158,158,ESL_SP,9781442329423,,8,03R,F,Have you made our hotel reservations yet?,7,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_158.mp3,"17,18"
159,159,ESL_SP,9781442329423,,8,04Q,N,Me acuerdo muy bien de nuestro viaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_159.mp3,"1,18"
160,160,ESL_SP,9781442329423,,8,04R,M,I remember our trip very well.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_160.mp3,"1,18"
161,161,ESL_SP,9781442329423,,8,05Q,N,Me gustaría que platicáramos de nuestre viaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_161.mp3,"1,18"
162,162,ESL_SP,9781442329423,,8,05R,M,I'd like to discuss our trip.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_162.mp3,"1,18"
163,163,ESL_SP,9781442329423,,8,06Q,N,No está sobre la mesa ni bajo la mesa.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_163.mp3,"4,9"
164,164,ESL_SP,9781442329423,,8,06R,F,It's not on the table or under the table.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_164.mp3,"4,9"
165,165,ESL_SP,9781442329423,,8,07Q,N,¿Quieres que platiquemos de nuestro viaje otra vez?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_165.mp3,"1,18"
166,166,ESL_SP,9781442329423,,8,07R,F,You want to discuss our trip again?,7,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_166.mp3,"1,18"
167,167,ESL_SP,9781442329423,,8,08Q,N,Estaban aquí hace un minuto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_167.mp3,"9,17"
168,168,ESL_SP,9781442329423,,8,08R,F,They were here a minute ago.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_168.mp3,"9,17"
169,169,ESL_SP,9781442329423,,8,09Q,N,Tenemos que hacerlas pronto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_169.mp3,"1,17"
170,170,ESL_SP,9781442329423,,8,09R,F,We have to make them soon.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_170.mp3,"1,17"
171,171,ESL_SP,9781442329423,,8,10Q,N,Nos quedamos allí hace unos años.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_171.mp3,"12,17,18"
172,172,ESL_SP,9781442329423,,8,10R,M,We stayed there a few years ago.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_172.mp3,"12,17,18"
173,173,ESL_SP,9781442329423,,8,11Q,N,Hagamos nuestras reservaciones para el hotel pronto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_173.mp3,"17,18"
174,174,ESL_SP,9781442329423,,8,11R,F,Let's make our hotel reservations soon.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_174.mp3,"17,18"
175,175,ESL_SP,9781442329423,,9,01Q,N,Pensaba que quería ir a Boston.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_175.mp3,18
176,176,ESL_SP,9781442329423,,9,01R,M,I thought you wanted to go to Boston.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_176.mp3,18
177,177,ESL_SP,9781442329423,,9,02Q,N,Nos quedamos en el Serrano.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_177.mp3,18
178,178,ESL_SP,9781442329423,,9,02R,M,We're staying at the Serrano.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_178.mp3,18
179,179,ESL_SP,9781442329423,,9,03Q,N,Platiquemos de nuestro viaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_179.mp3,"1,18"
180,180,ESL_SP,9781442329423,,9,03R,M,Let's discuss our trip.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_180.mp3,"1,18"
181,181,ESL_SP,9781442329423,,9,04Q,N,Estaba cerca de un buen restaurante mexicano.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_181.mp3,"4,6"
182,182,ESL_SP,9781442329423,,9,04R,M,It was near a good Mexican restaurant.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_182.mp3,"4,6"
183,183,ESL_SP,9781442329423,,9,05Q,N,Puedo hacerlas esta tarde.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_183.mp3,"1,17"
184,184,ESL_SP,9781442329423,,9,05R,M,I can make them this afternoon.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_184.mp3,"1,17"
185,185,ESL_SP,9781442329423,,9,06Q,N,Aquí está.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_185.mp3,"4,7"
186,186,ESL_SP,9781442329423,,9,06R,F,Here it is.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_186.mp3,"4,7"
187,187,ESL_SP,9781442329423,,9,07Q,N,Aquí están.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_187.mp3,7
188,188,ESL_SP,9781442329423,,9,07R,F,Here they are.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_188.mp3,7
189,189,ESL_SP,9781442329423,,9,08Q,N,Tenemos que comprar los boletos para el avión pronto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_189.mp3,"14,17,18"
190,190,ESL_SP,9781442329423,,9,08R,F,We have to buy the plane tickets soon.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_190.mp3,"14,17,18"
191,191,ESL_SP,9781442329423,,9,09Q,N,¿Dónde estaba?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_191.mp3,"4,18"
192,192,ESL_SP,9781442329423,,9,09R,F,Where were you?,3,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_192.mp3,"4,18"
193,193,ESL_SP,9781442329423,,9,10Q,N,No tenía mis tarjetas de crédito conmigo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_193.mp3,"11,14"
194,194,ESL_SP,9781442329423,,9,10R,M,I didn't have my credit cards with me.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_194.mp3,"11,14"
195,195,ESL_SP,9781442329423,,9,11Q,N,Mis tarjetas de crédito estaban en casa.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_195.mp3,"11,14"
196,196,ESL_SP,9781442329423,,9,11R,M,My credit cards were at home.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_196.mp3,"11,14"
197,197,ESL_SP,9781442329423,,10,01Q,N,Tiene un apartamento hermoso.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_197.mp3,9
198,198,ESL_SP,9781442329423,,10,01R,M,You have a beautiful apartment.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_198.mp3,9
199,199,ESL_SP,9781442329423,,10,02Q,N,¿Por qué no pago yo?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_199.mp3,"11,14"
200,200,ESL_SP,9781442329423,,10,02R,F,Why don't I pay?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_200.mp3,"11,14"
201,201,ESL_SP,9781442329423,,10,03Q,N,Yo puedo pagar los boletos.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_201.mp3,"11,14"
202,202,ESL_SP,9781442329423,,10,03R,M,I can pay for the tickets.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_202.mp3,"11,14"
203,203,ESL_SP,9781442329423,,10,04Q,N,Debemos hacerlas pronto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_203.mp3,17
204,204,ESL_SP,9781442329423,,10,04R,F,We should make them soon.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_204.mp3,17
205,205,ESL_SP,9781442329423,,10,05Q,N,No pude encontrar el número de teléfono del hotel.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_205.mp3,"3,18"
206,206,ESL_SP,9781442329423,,10,05R,M,I couldn't find the phone number of the hotel.,9,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_206.mp3,"3,18"
207,207,ESL_SP,9781442329423,,10,06Q,N,¿Cuánto tiempo hace que vive en este apartamento?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_207.mp3,"7,10"
208,208,ESL_SP,9781442329423,,10,06R,M,How long have you lived in this apartment?,8,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_208.mp3,"7,10"
209,209,ESL_SP,9781442329423,,10,07Q,N,Hay un jardín pequeño atrás.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_209.mp3,9
210,210,ESL_SP,9781442329423,,10,07R,F,There's a small yard in the back.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_210.mp3,9
211,211,ESL_SP,9781442329423,,10,08Q,N,¿Dónde estaciona su coche?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_211.mp3,"4,9,18"
212,212,ESL_SP,9781442329423,,10,08R,M,Where do you park your car?,6,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_212.mp3,"4,9,18"
213,213,ESL_SP,9781442329423,,10,09Q,N,Siempre estaciono mi coche frente a mi apartamento.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_213.mp3,"9,17,18"
214,214,ESL_SP,9781442329423,,10,09R,F,I always park my car in front of my apartment.,10,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_214.mp3,"9,17,18"
215,215,ESL_SP,9781442329423,,11,01Q,N,Casi siempre me estaciono enfrente.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_215.mp3,"17,18"
216,216,ESL_SP,9781442329423,,11,01R,F,I almost always park in front.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_216.mp3,"17,18"
217,217,ESL_SP,9781442329423,,11,02Q,N,Yo puedo pagar la cena.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_217.mp3,"6,11,14"
218,218,ESL_SP,9781442329423,,11,02R,F,I can pay for dinner.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_218.mp3,"6,11,14"
219,219,ESL_SP,9781442329423,,11,03Q,N,Quiero comprar los boletos.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_219.mp3,"11,14"
220,220,ESL_SP,9781442329423,,11,03R,M,I do want to buy the tickets.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_220.mp3,"11,14"
221,221,ESL_SP,9781442329423,,11,04Q,N,¿Vamos a caminar?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_221.mp3,1
222,222,ESL_SP,9781442329423,,11,04R,M,Let's go for a walk.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_222.mp3,1
223,223,ESL_SP,9781442329423,,11,05Q,N,Quizás más tarde pueda mostrarle,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_223.mp3,17
224,224,ESL_SP,9781442329423,,11,05R,M,Maybe later I can show you.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_224.mp3,17
225,225,ESL_SP,9781442329423,,11,06Q,N,Así es.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_225.mp3,7
226,226,ESL_SP,9781442329423,,11,06R,F,That's right.,2,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_226.mp3,7
227,227,ESL_SP,9781442329423,,11,07Q,N,No puedo estacionarme atrás.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_227.mp3,"9,18"
228,228,ESL_SP,9781442329423,,11,07R,F,I can't park in the back.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_228.mp3,"9,18"
229,229,ESL_SP,9781442329423,,11,08Q,N,Y luego podemos ir al parque.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_229.mp3,"1,18"
230,230,ESL_SP,9781442329423,,11,08R,F,And then we can go to the park.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_230.mp3,"1,18"
231,231,ESL_SP,9781442329423,,11,09Q,N,Pensaba que estaban sobre esta mesa.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_231.mp3,"4,9"
232,232,ESL_SP,9781442329423,,11,09R,M,I thought they were on this table.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_232.mp3,"4,9"
233,233,ESL_SP,9781442329423,,11,10Q,N,Hay un bello jardín atrás.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_233.mp3,9
234,234,ESL_SP,9781442329423,,11,10R,F,There's a nice yard in the back.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_234.mp3,9
235,235,ESL_SP,9781442329423,,12,01Q,N,"Frecuentemente, juego los sábados o los domingos.",,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_235.mp3,"1,17"
236,236,ESL_SP,9781442329423,,12,01R,M,I often play on Saturday or Sunday.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_236.mp3,"1,17"
237,237,ESL_SP,9781442329423,,12,02Q,N,La mayoría de la gente se sienta afuera.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_237.mp3,1
238,238,ESL_SP,9781442329423,,12,02R,F,Most people sit outside.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_238.mp3,1
239,239,ESL_SP,9781442329423,,12,03Q,N,Después de eso podemos ir al museo.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_239.mp3,1
240,240,ESL_SP,9781442329423,,12,03R,F,After that we can go for a walk.,8,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_240.mp3,1
241,241,ESL_SP,9781442329423,,12,04Q,N,Podemos cenar juntos si me deja pagar.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_241.mp3,"6,11,14"
242,242,ESL_SP,9781442329423,,12,04R,F,We can have dinner together if you let me pay.,10,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_242.mp3,"6,11,14"
243,243,ESL_SP,9781442329423,,12,05Q,N,La mayoría de las tiendas están cerradas hoy.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_243.mp3,"14,17"
244,244,ESL_SP,9781442329423,,12,05R,F,Most stores are closed today.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_244.mp3,"14,17"
245,245,ESL_SP,9781442329423,,12,06Q,N,Está justo a la vuelta de la esquina.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_245.mp3,"4,9"
246,246,ESL_SP,9781442329423,,12,06R,F,It's just around the corner.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_246.mp3,"4,9"
247,247,ESL_SP,9781442329423,,12,07Q,N,"Primero, comamos algo.",,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_247.mp3,"6,7"
248,248,ESL_SP,9781442329423,,12,07R,F,"First, let's have something to eat.",6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_248.mp3,"6,7"
249,249,ESL_SP,9781442329423,,12,08Q,N,¿Le gustaría que nos sentáramos adentro?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_249.mp3,"1,13"
250,250,ESL_SP,9781442329423,,12,08R,F,Would you like to sit inside?,6,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_250.mp3,"1,13"
251,251,ESL_SP,9781442329423,,12,09Q,N,¿No le gusta el pastel?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_251.mp3,6
252,252,ESL_SP,9781442329423,,12,09R,M,Don't you like cake?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_252.mp3,6
253,253,ESL_SP,9781442329423,,12,10Q,N,Déjeme pagar.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_253.mp3,"11,14"
254,254,ESL_SP,9781442329423,,12,10R,M,Let me pay.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_254.mp3,"11,14"
255,255,ESL_SP,9781442329423,,12,11Q,N,Sentémonos a esa mesa allá.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_255.mp3,"4,6"
256,256,ESL_SP,9781442329423,,12,11R,M,Let's sit at that table over there.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_256.mp3,"4,6"
257,257,ESL_SP,9781442329423,,13,01Q,N,Por supuesto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_257.mp3,7
258,258,ESL_SP,9781442329423,,13,01R,F,Go right ahead.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_258.mp3,7
259,259,ESL_SP,9781442329423,,13,02Q,N,Voy con usted.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_259.mp3,"1,7"
260,260,ESL_SP,9781442329423,,13,02R,F,I'll go with you.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_260.mp3,"1,7"
261,261,ESL_SP,9781442329423,,13,03Q,N,Intentaré otra vez.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_261.mp3,7
262,262,ESL_SP,9781442329423,,13,03R,M,I'll try again.,3,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_262.mp3,7
263,263,ESL_SP,9781442329423,,13,04Q,N,Usaré mi tarjeta de crédito.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_263.mp3,"11,14,16"
264,264,ESL_SP,9781442329423,,13,04R,M,I'll use my credit card.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_264.mp3,"11,14,16"
265,265,ESL_SP,9781442329423,,13,05Q,N,Quizá no sea el número correcto.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_265.mp3,"3,12"
266,266,ESL_SP,9781442329423,,13,05R,M,Maybe it's not the right number.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_266.mp3,"3,12"
267,267,ESL_SP,9781442329423,,13,06Q,N,¿Cuál es el prefijo local?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_267.mp3,"3,12"
268,268,ESL_SP,9781442329423,,13,06R,F,What's the area code?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_268.mp3,"3,12"
269,269,ESL_SP,9781442329423,,13,07Q,N,Claro que puede usar el teléfono.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_269.mp3,"3,7,16"
270,270,ESL_SP,9781442329423,,13,07R,F,Of course you may use the telephone.,7,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_270.mp3,"3,7,16"
271,271,ESL_SP,9781442329423,,13,08Q,N,¿Me permite usar su teléfono?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_271.mp3,"3,13,16"
272,272,ESL_SP,9781442329423,,13,08R,M,May I use your telephone?,5,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_272.mp3,"3,13,16"
273,273,ESL_SP,9781442329423,,14,01Q,N,¿Llamó alguien?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_273.mp3,"3,20"
274,274,ESL_SP,9781442329423,,14,01R,M,Did anyone call?,3,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_274.mp3,"3,20"
275,275,ESL_SP,9781442329423,,14,02Q,N,No dejó ningún mensaje.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_275.mp3,"3,20"
276,276,ESL_SP,9781442329423,,14,02R,F,He didn't leave a message.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_276.mp3,"3,20"
277,277,ESL_SP,9781442329423,,14,03Q,N,Me tomaré una cerveza.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_277.mp3,6
278,278,ESL_SP,9781442329423,,14,03R,M,I'll have a beer.,4,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_278.mp3,6
279,279,ESL_SP,9781442329423,,14,04Q,N,Quizá yo vaya con usted.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_279.mp3,"1,7"
280,280,ESL_SP,9781442329423,,14,04R,F,Maybe I'll go with you.,5,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_280.mp3,"1,7"
281,281,ESL_SP,9781442329423,,14,05Q,N,Alguien llamó hace como diez minutos.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_281.mp3,"3,12,17,20"
282,282,ESL_SP,9781442329423,,14,05R,F,Someone called about ten minutes ago.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_282.mp3,"3,12,17,20"
283,283,ESL_SP,9781442329423,,14,06Q,N,¿Era una mujer?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_283.mp3,9
284,284,ESL_SP,9781442329423,,14,06R,M,Was it a woman?,4,Q,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_284.mp3,9
285,285,ESL_SP,9781442329423,,14,07Q,N,Puede usar mi teléfono celular.,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_285.mp3,"3,16"
286,286,ESL_SP,9781442329423,,14,07R,F,You can use my cell phone.,6,S,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_286.mp3,"3,16"
287,287,ESL_SP,9781442329423,,14,08Q,N,¿Quién llamó?,,,Pimsleur English for Spanish Speakers Level 3 ,9781508235941_ESL_Spanish_3_QZ_287.mp3,"3,20"
