"Rec #","Lang","ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Skills"
"160","IT","978-1-4423-4866-0","Italian Level 1","9","0:04:55","0:04:56","02R","71","F","Vorrei comprare del vino.","4","S","Italian Phase 1, Units 1 - 30 (2002)","6,14"
"161","IT","978-1-4423-4866-0","Italian Level 1","9","0:10:03","0:10:04","03Q","118","N","At what time?","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"162","IT","978-1-4423-4866-0","Italian Level 1","9","0:10:07","0:10:07","03R","119","F","A che ora?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","17"
"163","IT","978-1-4423-4866-0","Italian Level 1","9","0:10:11","0:10:12","04Q","120","N","At one o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"164","IT","978-1-4423-4866-0","Italian Level 1","9","0:10:15","0:10:15","04R","121","M","All’una.","1","S","Italian Phase 1, Units 1 - 30 (2002)","17"
"165","IT","978-1-4423-4866-0","Italian Level 1","9","0:10:23","0:10:23","05Q","122","N","At nine o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"166","IT","978-1-4423-4866-0","Italian Level 1","9","0:10:26","0:10:27","05R","123","M","Alle nove.","2","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"167","IT","978-1-4423-4866-0","Italian Level 1","9","0:10:57","0:10:58","06Q","128","N","At eight o’clock?","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"168","IT","978-1-4423-4866-0","Italian Level 1","9","0:11:01","0:11:01","06R","129","M","Alle otto?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"169","IT","978-1-4423-4866-0","Italian Level 1","9","0:11:35","0:11:35","07Q","134","N","At two o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"170","IT","978-1-4423-4866-0","Italian Level 1","9","0:11:38","0:11:39","07R","135","M","Alle due.","2","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"171","IT","978-1-4423-4866-0","Italian Level 1","9","0:11:57","0:11:57","08Q","138","N","One o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"172","IT","978-1-4423-4866-0","Italian Level 1","9","0:12:00","0:12:00","08R","139","M","L’una.","1","S","Italian Phase 1, Units 1 - 30 (2002)","17"
"173","IT","978-1-4423-4866-0","Italian Level 1","9","0:12:28","0:12:30","09Q","144","N","I’d like to have lunch at your place.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"174","IT","978-1-4423-4866-0","Italian Level 1","9","0:12:34","0:12:35","09R","145","M","Vorrei pranzare da Lei.","4","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"175","IT","978-1-4423-4866-0","Italian Level 1","9","0:13:48","0:13:49","10Q","156","N","I don’t know at what time.","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"176","IT","978-1-4423-4866-0","Italian Level 1","9","0:13:53","0:13:54","10R","157","F","Non so a che ora.","5","S","Italian Phase 1, Units 1 - 30 (2002)","17"
"177","IT","978-1-4423-4866-0","Italian Level 1","9","0:17:43","0:17:45","11Q","192","N","It’s not all right with me.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"178","IT","978-1-4423-4866-0","Italian Level 1","9","0:17:46","0:17:47","11R","193","F","Non sono d’accordo.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"179","IT","978-1-4423-4866-0","Italian Level 1","9","0:19:32","0:19:33","12Q","210","N","Certainly not.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"180","IT","978-1-4423-4866-0","Italian Level 1","9","0:19:35","0:19:36","12R","211","F","Assolutamente no.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"181","IT","978-1-4423-4866-0","Italian Level 1","10","0:07:26","0:07:27","01Q","84","N","It’s nine o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"182","IT","978-1-4423-4866-0","Italian Level 1","10","0:07:30","0:07:31","01R","85","M","Sono le nove.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"183","IT","978-1-4423-4866-0","Italian Level 1","10","0:07:47","0:07:48","02Q","88","N","It’s two o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"184","IT","978-1-4423-4866-0","Italian Level 1","10","0:07:51","0:07:52","02R","89","M","Sono le due.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"185","IT","978-1-4423-4866-0","Italian Level 1","10","0:08:18","0:08:19","03Q","93","N","It’s five o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"186","IT","978-1-4423-4866-0","Italian Level 1","10","0:08:22","0:08:23","03R","94","M","Sono le cinque.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"187","IT","978-1-4423-4866-0","Italian Level 1","10","0:15:15","0:15:16","04Q","171","N","I’m going to have lunch.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"188","IT","978-1-4423-4866-0","Italian Level 1","10","0:15:19","0:15:20","04R","172","M","Pranzo.","1","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"189","IT","978-1-4423-4866-0","Italian Level 1","10","0:16:00","0:16:02","05Q","179","N","I would like to have lunch.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"190","IT","978-1-4423-4866-0","Italian Level 1","10","0:16:05","0:16:06","05R","180","M","Vorrei pranzare.","2","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"191","IT","978-1-4423-4866-0","Italian Level 1","10","0:16:15","0:16:16","06Q","181","N","Would you like to have lunch?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"192","IT","978-1-4423-4866-0","Italian Level 1","10","0:16:19","0:16:20","06R","182","M","Vorrebbe pranzare?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"193","IT","978-1-4423-4866-0","Italian Level 1","10","0:17:02","0:17:04","07Q","188","N","I’m going to eat at five o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","6,12,17"
"194","IT","978-1-4423-4866-0","Italian Level 1","10","0:17:08","0:17:09","07R","189","M","Mangio alle cinque.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6,12,17"
"195","IT","978-1-4423-4866-0","Italian Level 1","10","0:17:18","0:17:20","08Q","190","N","I’m going to have lunch at five o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","6,12,17"
"196","IT","978-1-4423-4866-0","Italian Level 1","10","0:17:23","0:17:24","08R","191","M","Pranzo alle cinque.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6,12,17"
"197","IT","978-1-4423-4866-0","Italian Level 1","10","0:18:57","0:18:58","09Q","204","N","I’m going to drink something.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"198","IT","978-1-4423-4866-0","Italian Level 1","10","0:19:02","0:19:03","09R","205","M","Bevo qualcosa.","2","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"199","IT","978-1-4423-4866-0","Italian Level 1","10","0:19:59","0:20:00","10Q","213","N","What time is it now?","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"200","IT","978-1-4423-4866-0","Italian Level 1","10","0:20:03","0:20:04","10R","214","M","Che ora è adesso?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","17"
"201","IT","978-1-4423-4866-0","Italian Level 1","10","0:20:47","0:20:49","11Q","219","N","You’re going to have lunch at one o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"202","IT","978-1-4423-4866-0","Italian Level 1","10","0:20:52","0:20:52","11R","220","F","Pranza all’una.","2","S","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"203","IT","978-1-4423-4866-0","Italian Level 1","11","0:03:31","0:03:33","01Q","59","N","I’m going to drink some wine, but later.","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"204","IT","978-1-4423-4866-0","Italian Level 1","11","0:03:38","0:03:39","01R","60","M","Bevo del vino, ma più tardi.","6","S","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"205","IT","978-1-4423-4866-0","Italian Level 1","11","0:06:02","0:06:03","02Q","86","N","At six o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"206","IT","978-1-4423-4866-0","Italian Level 1","11","0:06:06","0:06:06","02R","87","M","Alle sei.","2","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"207","IT","978-1-4423-4866-0","Italian Level 1","11","0:06:30","0:06:32","03Q","91","N","At seven o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"208","IT","978-1-4423-4866-0","Italian Level 1","11","0:06:34","0:06:35","03R","92","M","Alle sette.","2","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"209","IT","978-1-4423-4866-0","Italian Level 1","11","0:07:49","0:07:51","04Q","106","N","Then at eight o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"210","IT","978-1-4423-4866-0","Italian Level 1","11","0:07:53","0:07:54","04R","107","M","Allora alle otto.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12,17"
"211","IT","978-1-4423-4866-0","Italian Level 1","11","0:09:23","0:09:25","05Q","120","N","I would like to have dinner this evening.","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"212","IT","978-1-4423-4866-0","Italian Level 1","11","0:09:28","0:09:29","05R","121","M","Vorrei cenare questa sera.","4","S","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"213","IT","978-1-4423-4866-0","Italian Level 1","11","0:10:28","0:10:30","06Q","131","N","Tonight I’m going to have dinner at ten o’clock.","","","Italian Phase 1, Units 1 - 30 (2002)","6,12,17"
"214","IT","978-1-4423-4866-0","Italian Level 1","11","0:10:34","0:10:36","06R","132","F","Questa sera ceno alle dieci.","5","S","Italian Phase 1, Units 1 - 30 (2002)","6,12,17"
"215","IT","978-1-4423-4866-0","Italian Level 1","11","0:13:03","0:13:04","07Q","156","N","Tomorrow evening.","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"216","IT","978-1-4423-4866-0","Italian Level 1","11","0:13:06","0:13:07","07R","157","M","Domani sera.","2","S","Italian Phase 1, Units 1 - 30 (2002)","17"
"217","IT","978-1-4423-4866-0","Italian Level 1","11","0:14:39","0:14:39","08Q","175","N","This evening.","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"218","IT","978-1-4423-4866-0","Italian Level 1","11","0:14:42","0:14:43","08R","176","M","Questa sera.","2","S","Italian Phase 1, Units 1 - 30 (2002)","17"
"219","IT","978-1-4423-4866-0","Italian Level 1","11","0:16:00","0:16:02","09Q","188","N","Me, I’m going to have dinner now.","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"220","IT","978-1-4423-4866-0","Italian Level 1","11","0:16:06","0:16:06","09R","189","M","Io, ceno adesso.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"221","IT","978-1-4423-4866-0","Italian Level 1","11","0:16:16","0:16:18","10Q","190","N","Today, and tomorrow too.","","","Italian Phase 1, Units 1 - 30 (2002)","17"
"222","IT","978-1-4423-4866-0","Italian Level 1","11","0:16:23","0:16:25","10R","191","M","Oggi, e anche domani.","4","S","Italian Phase 1, Units 1 - 30 (2002)","17"
"223","IT","978-1-4423-4866-0","Italian Level 1","12","0:04:54","0:04:56","01Q","68","N","Tell me, are you going to eat?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"224","IT","978-1-4423-4866-0","Italian Level 1","12","0:05:00","0:05:01","01R","69","F","Mi dica, mangia?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"225","IT","978-1-4423-4866-0","Italian Level 1","12","0:05:23","0:05:25","02Q","72","N","I’m going to eat with you.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"226","IT","978-1-4423-4866-0","Italian Level 1","12","0:05:27","0:05:29","02R","73","M","Mangio con Lei.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"227","IT","978-1-4423-4866-0","Italian Level 1","12","0:06:31","0:06:32","03Q","85","N","Would you like to drink some wine?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"228","IT","978-1-4423-4866-0","Italian Level 1","12","0:06:36","0:06:37","03R","86","M","Vorrebbe bere del vino?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"229","IT","978-1-4423-4866-0","Italian Level 1","12","0:07:13","0:07:15","04Q","91","N","I’m not going to drink today.","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"230","IT","978-1-4423-4866-0","Italian Level 1","12","0:07:18","0:07:19","04R","92","M","Non bevo oggi.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"231","IT","978-1-4423-4866-0","Italian Level 1","12","0:07:27","0:07:28","05Q","93","N","Do you want to have dinner with me?","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"232","IT","978-1-4423-4866-0","Italian Level 1","12","0:07:32","0:07:33","05R","94","M","Vuole cenare con me?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","6"
"233","IT","978-1-4423-4866-0","Italian Level 1","12","0:09:58","0:09:59","06Q","118","N","How much do I owe you?","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"234","IT","978-1-4423-4866-0","Italian Level 1","12","0:10:03","0:10:04","06R","119","M","Quanto Le devo?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"235","IT","978-1-4423-4866-0","Italian Level 1","12","0:13:28","0:13:29","07Q","155","N","Eleven or twelve.","","","Italian Phase 1, Units 1 - 30 (2002)","12"
"236","IT","978-1-4423-4866-0","Italian Level 1","12","0:13:33","0:13:34","07R","156","F","Undici o dodici.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12"
"237","IT","978-1-4423-4866-0","Italian Level 1","12","0:17:06","0:17:08","08Q","188","N","I owe you thirteen euros.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"238","IT","978-1-4423-4866-0","Italian Level 1","12","0:17:12","0:17:14","08R","189","F","Le devo tredici euro.","4","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"239","IT","978-1-4423-4866-0","Italian Level 1","12","0:17:28","0:17:29","09Q","192","N","Do I owe you twelve euros?","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"240","IT","978-1-4423-4866-0","Italian Level 1","12","0:17:34","0:17:35","09R","193","F","Le devo dodici euro?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"241","IT","978-1-4423-4866-0","Italian Level 1","13","0:03:55","0:03:57","01Q","53","N","I don’t understand you.","","","Italian Phase 1, Units 1 - 30 (2002)","10,15"
"242","IT","978-1-4423-4866-0","Italian Level 1","13","0:04:00","0:04:01","01R","54","M","Non La capisco.","3","S","Italian Phase 1, Units 1 - 30 (2002)","10,15"
"243","IT","978-1-4423-4866-0","Italian Level 1","13","0:07:01","0:07:01","02Q","85","N","Good evening.","","","Italian Phase 1, Units 1 - 30 (2002)","10,13,17"
"244","IT","978-1-4423-4866-0","Italian Level 1","13","0:07:04","0:07:05","02R","86","M","Buona sera.","2","S","Italian Phase 1, Units 1 - 30 (2002)","10,13,17"
"245","IT","978-1-4423-4866-0","Italian Level 1","13","0:09:07","0:09:08","03Q","105","N","How much do you have?","","","Italian Phase 1, Units 1 - 30 (2002)","11,12,14"
"246","IT","978-1-4423-4866-0","Italian Level 1","13","0:09:10","0:09:11","03R","106","F","Quanto ha?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","11,12,14"
"247","IT","978-1-4423-4866-0","Italian Level 1","13","0:09:41","0:09:43","04Q","111","N","I have fourteen euros.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"248","IT","978-1-4423-4866-0","Italian Level 1","13","0:09:46","0:09:47","04R","112","M","Ho quattordici euro.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"249","IT","978-1-4423-4866-0","Italian Level 1","13","0:10:47","0:10:49","05Q","122","N","How many dollars do you have?","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"250","IT","978-1-4423-4866-0","Italian Level 1","13","0:10:51","0:10:52","05R","123","F","Quanti dollari ha?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"251","IT","978-1-4423-4866-0","Italian Level 1","13","0:12:57","0:12:59","06Q","142","N","Have you got sixteen euros?","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"252","IT","978-1-4423-4866-0","Italian Level 1","13","0:13:01","0:13:03","06R","143","F","Ha sedici euro?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"253","IT","978-1-4423-4866-0","Italian Level 1","13","0:13:56","0:13:58","07Q","150","N","You don’t have sixteen dollars?","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"254","IT","978-1-4423-4866-0","Italian Level 1","13","0:14:01","0:14:03","07R","151","F","Non ha sedici dollari?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"255","IT","978-1-4423-4866-0","Italian Level 1","13","0:15:46","0:15:47","08Q","171","N","I understand you.","","","Italian Phase 1, Units 1 - 30 (2002)","10,15"
"256","IT","978-1-4423-4866-0","Italian Level 1","13","0:15:50","0:15:50","08R","172","M","La capisco.","2","S","Italian Phase 1, Units 1 - 30 (2002)","10,15"
"257","IT","978-1-4423-4866-0","Italian Level 1","13","0:23:12","0:23:14","09Q","239","N","You owe me ten dollars.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"258","IT","978-1-4423-4866-0","Italian Level 1","13","0:23:17","0:23:19","09R","240","F","Mi deve dieci dollari.","4","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"259","IT","978-1-4423-4866-0","Italian Level 1","14","0:03:42","0:03:44","01Q","51","N","I don’t have any dollars.","","","Italian Phase 1, Units 1 - 30 (2002)","11"
"260","IT","978-1-4423-4866-0","Italian Level 1","14","0:03:46","0:03:47","01R","52","M","Non ho dollari.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11"
"261","IT","978-1-4423-4866-0","Italian Level 1","14","0:03:57","0:03:59","02Q","53","N","I want nine dollars.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"262","IT","978-1-4423-4866-0","Italian Level 1","14","0:04:03","0:04:04","02R","54","F","Voglio nove dollari.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"263","IT","978-1-4423-4866-0","Italian Level 1","14","0:04:21","0:04:23","03Q","57","N","I have many euros.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"264","IT","978-1-4423-4866-0","Italian Level 1","14","0:04:25","0:04:26","03R","58","M","Ho molti euro.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"265","IT","978-1-4423-4866-0","Italian Level 1","14","0:07:24","0:07:26","04Q","83","N","Give me some euros.","","","Italian Phase 1, Units 1 - 30 (2002)","11"
"266","IT","978-1-4423-4866-0","Italian Level 1","14","0:07:28","0:07:29","04R","84","M","Mi dia degli euro.","4","S","Italian Phase 1, Units 1 - 30 (2002)","11"
"267","IT","978-1-4423-4866-0","Italian Level 1","14","0:10:40","0:10:42","05Q","110","N","I have some dollars.","","","Italian Phase 1, Units 1 - 30 (2002)","11"
"268","IT","978-1-4423-4866-0","Italian Level 1","14","0:10:44","0:10:45","05R","111","F","Ho dei dollari.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11"
"269","IT","978-1-4423-4866-0","Italian Level 1","14","0:17:33","0:17:34","06Q","175","N","Do you have some euros?","","","Italian Phase 1, Units 1 - 30 (2002)","11"
"270","IT","978-1-4423-4866-0","Italian Level 1","14","0:17:37","0:17:38","06R","176","F","Ha degli euro?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","11"
"271","IT","978-1-4423-4866-0","Italian Level 1","14","0:17:42","0:17:43","07Q","177","N","I have many euros.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"272","IT","978-1-4423-4866-0","Italian Level 1","14","0:17:46","0:17:47","07R","178","M","Ho molti euro.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"273","IT","978-1-4423-4866-0","Italian Level 1","14","0:18:44","0:18:45","08Q","188","N","That’s not many.","","","Italian Phase 1, Units 1 - 30 (2002)","7,9,12,14"
"274","IT","978-1-4423-4866-0","Italian Level 1","14","0:18:47","0:18:48","08R","189","F","Non sono molte.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7,9,12,14"
"275","IT","978-1-4423-4866-0","Italian Level 1","14","0:24:21","0:24:23","09Q","245","N","I’m giving you eighteen dollars.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"276","IT","978-1-4423-4866-0","Italian Level 1","14","0:24:27","0:24:28","09R","246","M","Le do diciotto dollari.","4","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"277","IT","978-1-4423-4866-0","Italian Level 1","14","0:24:35","0:24:36","10Q","247","N","Thank you very much.","","","Italian Phase 1, Units 1 - 30 (2002)","10,12,13,16"
"278","IT","978-1-4423-4866-0","Italian Level 1","14","0:24:39","0:24:40","10R","248","F","Grazie mille.","2","S","Italian Phase 1, Units 1 - 30 (2002)","10,12,13,16"
"279","IT","978-1-4423-4866-0","Italian Level 1","14","0:26:29","0:26:30","11Q","266","N","That’s a lot.","","","Italian Phase 1, Units 1 - 30 (2002)","7,9,12,14"
"280","IT","978-1-4423-4866-0","Italian Level 1","14","0:26:32","0:26:33","11R","267","F","È molto.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7,9,12,14"
"281","IT","978-1-4423-4866-0","Italian Level 1","15","0:06:53","0:06:55","01Q","83","N","I have some wine.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"282","IT","978-1-4423-4866-0","Italian Level 1","15","0:06:57","0:06:58","01R","84","F","Ho del vino.","3","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"283","IT","978-1-4423-4866-0","Italian Level 1","15","0:07:36","0:07:37","02Q","91","N","The wine is for you.","","","Italian Phase 1, Units 1 - 30 (2002)","6"
"284","IT","978-1-4423-4866-0","Italian Level 1","15","0:07:41","0:07:42","02R","92","M","Il vino è per Lei.","5","S","Italian Phase 1, Units 1 - 30 (2002)","6"
"285","IT","978-1-4423-4866-0","Italian Level 1","15","0:08:18","0:08:19","03Q","96","N","How much is a beer?","","","Italian Phase 1, Units 1 - 30 (2002)","6,12"
"286","IT","978-1-4423-4866-0","Italian Level 1","15","0:08:22","0:08:23","03R","97","F","Quant’è una birra?","4","Q","Italian Phase 1, Units 1 - 30 (2002)","6,12"
"287","IT","978-1-4423-4866-0","Italian Level 1","15","0:11:07","0:11:08","04Q","122","N","Can you eat now?","","","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"288","IT","978-1-4423-4866-0","Italian Level 1","15","0:11:11","0:11:12","04R","123","M","Può mangiare adesso?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","6,17"
"289","IT","978-1-4423-4866-0","Italian Level 1","15","0:13:15","0:13:16","05Q","142","N","I don’t have any.","","","Italian Phase 1, Units 1 - 30 (2002)","7,14"
"290","IT","978-1-4423-4866-0","Italian Level 1","15","0:13:18","0:13:19","05R","143","F","Non ne ho.","3","S","Italian Phase 1, Units 1 - 30 (2002)","7,14"
"291","IT","978-1-4423-4866-0","Italian Level 1","15","0:15:54","0:15:54","06Q","168","N","I can’t.","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"292","IT","978-1-4423-4866-0","Italian Level 1","15","0:15:57","0:15:59","06R","169","F","Non posso.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7"
"293","IT","978-1-4423-4866-0","Italian Level 1","15","0:16:05","0:16:06","07Q","170","N","You can’t?","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"294","IT","978-1-4423-4866-0","Italian Level 1","15","0:16:09","0:16:09","07R","171","M","Non può?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","7"
"295","IT","978-1-4423-4866-0","Italian Level 1","15","0:17:13","0:17:14","08Q","182","N","I don’t have many.","","","Italian Phase 1, Units 1 - 30 (2002)","7,9,12,14"
"296","IT","978-1-4423-4866-0","Italian Level 1","15","0:17:17","0:17:18","08R","183","F","Non ne ho molti.","4","S","Italian Phase 1, Units 1 - 30 (2002)","7,9,12,14"
"297","IT","978-1-4423-4866-0","Italian Level 1","16","0:02:17","0:02:17","01Q","40","N","What is it?","","","Italian Phase 1, Units 1 - 30 (2002)","7"
"298","IT","978-1-4423-4866-0","Italian Level 1","16","0:02:20","0:02:21","01R","41","M","Che cos’è?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","7"
"299","IT","978-1-4423-4866-0","Italian Level 1","16","0:05:54","0:05:55","02Q","76","N","That’s a lot of money.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"300","IT","978-1-4423-4866-0","Italian Level 1","16","0:05:57","0:05:58","02R","77","F","Sono molti soldi.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"301","IT","978-1-4423-4866-0","Italian Level 1","16","0:07:00","0:07:01","03Q","84","N","It’s too much.","","","Italian Phase 1, Units 1 - 30 (2002)","7,12,14,16"
"302","IT","978-1-4423-4866-0","Italian Level 1","16","0:07:03","0:07:04","03R","85","M","È troppo.","2","S","Italian Phase 1, Units 1 - 30 (2002)","7,12,14,16"
"303","IT","978-1-4423-4866-0","Italian Level 1","16","0:07:28","0:07:29","04Q","89","N","It’s too much money.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"304","IT","978-1-4423-4866-0","Italian Level 1","16","0:07:32","0:07:33","04R","90","M","Sono troppi soldi.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"305","IT","978-1-4423-4866-0","Italian Level 1","16","0:08:28","0:08:30","05Q","97","N","How much money do you have?","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"306","IT","978-1-4423-4866-0","Italian Level 1","16","0:08:33","0:08:34","05R","98","F","Quanti soldi ha?","3","Q","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"307","IT","978-1-4423-4866-0","Italian Level 1","16","0:10:55","0:10:56","06Q","118","N","I have thirty dollars.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"308","IT","978-1-4423-4866-0","Italian Level 1","16","0:10:59","0:11:00","06R","119","M","Ho trenta dollari.","3","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"309","IT","978-1-4423-4866-0","Italian Level 1","16","0:12:17","0:12:17","07Q","131","N","Is it too much?","","","Italian Phase 1, Units 1 - 30 (2002)","7,12,14,16"
"310","IT","978-1-4423-4866-0","Italian Level 1","16","0:12:21","0:12:21","07R","132","M","È troppo?","2","Q","Italian Phase 1, Units 1 - 30 (2002)","7,12,14,16"
"311","IT","978-1-4423-4866-0","Italian Level 1","16","0:13:18","0:13:19","08Q","139","N","It’s not enough.","","","Italian Phase 1, Units 1 - 30 (2002)","9,14"
"312","IT","978-1-4423-4866-0","Italian Level 1","16","0:13:22","0:13:23","08R","140","F","Non è abbastanza.","3","S","Italian Phase 1, Units 1 - 30 (2002)","9,14"
"313","IT","978-1-4423-4866-0","Italian Level 1","16","0:13:31","0:13:33","09Q","141","N","Thirty-eight, that’s enough.","","","Italian Phase 1, Units 1 - 30 (2002)","12"
"314","IT","978-1-4423-4866-0","Italian Level 1","16","0:13:36","0:13:38","09R","142","F","Trentotto, è abbastanza.","3","S","Italian Phase 1, Units 1 - 30 (2002)","12"
"315","IT","978-1-4423-4866-0","Italian Level 1","16","0:14:10","0:14:12","10Q","148","N","Give me forty euros.","","","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"316","IT","978-1-4423-4866-0","Italian Level 1","16","0:14:14","0:14:16","10R","149","F","Mi dia quaranta euro.","4","S","Italian Phase 1, Units 1 - 30 (2002)","11,12"
"317","IT","978-1-4423-4866-0","Italian Level 1","17","0:02:30","0:02:31","01Q","40","N","I’m going to buy some candy.","","","Italian Phase 1, Units 1 - 30 (2002)","6,14"
