Rec #,Lang,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN
171,HE,Hebrew 2,9 ,,05Q,N,Or going by car?,,9781797114514_Hebrew_2_QZ_171.mp3,9781442330801,9781797114514
172,HE,Hebrew 2,9 ,,05R,M,או שניסע במכונית?,O she nisa be'mechonit?,9781797114514_Hebrew_2_QZ_172.mp3,9781442330801,9781797114514
173,HE,Hebrew 2,9 ,,06Q,N,How about going there by bus?,,9781797114514_Hebrew_2_QZ_173.mp3,9781442330801,9781797114514
174,HE,Hebrew 2,9 ,,06R,F,מה דעתך שניסע לשם באוטובוס?,Ma da’atech she nisa le'sham be'otobus?,9781797114514_Hebrew_2_QZ_174.mp3,9781442330801,9781797114514
175,HE,Hebrew 2,9 ,,07Q,N,We’re going to eat lunch together.,,9781797114514_Hebrew_2_QZ_175.mp3,9781442330801,9781797114514
176,HE,Hebrew 2,9 ,,07R,F,אנחנו הולכים לאכול ארוחת צהרים ביחד.,Anachnu holchim le'echol aruchat tzohoraim be'yahad.,9781797114514_Hebrew_2_QZ_176.mp3,9781442330801,9781797114514
177,HE,Hebrew 2,9 ,,08Q,N,I’m going to buy something first. (f),,9781797114514_Hebrew_2_QZ_177.mp3,9781442330801,9781797114514
178,HE,Hebrew 2,9 ,,08R,F,אני הולכת לקנות משהו קודם.,Ani holechet liknot mashehu kodem.,9781797114514_Hebrew_2_QZ_178.mp3,9781442330801,9781797114514
179,HE,Hebrew 2,9 ,,09Q,N,I’m going to take a taxi. (f),,9781797114514_Hebrew_2_QZ_179.mp3,9781442330801,9781797114514
180,HE,Hebrew 2,9 ,,09R,F,אני הולכת לקחת טקסי.,Ani holechet lakchat taxi.,9781797114514_Hebrew_2_QZ_180.mp3,9781442330801,9781797114514
181,HE,Hebrew 2,9 ,,10Q,N,Until what time do you want to stay?,,9781797114514_Hebrew_2_QZ_181.mp3,9781442330801,9781797114514
182,HE,Hebrew 2,9 ,,10R,F,עד איזה שעה אתה רוצהלהישאר?,Ad eize shaa ata rotze le'hisha’er?,9781797114514_Hebrew_2_QZ_182.mp3,9781442330801,9781797114514
183,HE,Hebrew 2,10 ,,01Q,N,I have to buy something for him. (m),,9781797114514_Hebrew_2_QZ_183.mp3,9781442330801,9781797114514
184,HE,Hebrew 2,10 ,,01R,M,אני צריך לקנות משהו בשבילו.,Ani tzarich liknot mashehu bishvilo.,9781797114514_Hebrew_2_QZ_184.mp3,9781442330801,9781797114514
185,HE,Hebrew 2,10 ,,02Q,N,For whom?,,9781797114514_Hebrew_2_QZ_185.mp3,9781442330801,9781797114514
186,HE,Hebrew 2,10 ,,02R,M,בשביל מי?,Bishvil mee?,9781797114514_Hebrew_2_QZ_186.mp3,9781442330801,9781797114514
187,HE,Hebrew 2,10 ,,03Q,N,"Her son, too is coming.",,9781797114514_Hebrew_2_QZ_187.mp3,9781442330801,9781797114514
188,HE,Hebrew 2,10 ,,03R,M,גם הבן שלה בא.,Gam ha'ben shela ba.,9781797114514_Hebrew_2_QZ_188.mp3,9781442330801,9781797114514
189,HE,Hebrew 2,10 ,,04Q,N,Her son isn’t coming.,,9781797114514_Hebrew_2_QZ_189.mp3,9781442330801,9781797114514
190,HE,Hebrew 2,10 ,,04R,M,הבן שלה לא בא.,Ha'ben shela lo ba.,9781797114514_Hebrew_2_QZ_190.mp3,9781442330801,9781797114514
191,HE,Hebrew 2,10 ,,05Q,N,They are staying in the hotel.,,9781797114514_Hebrew_2_QZ_191.mp3,9781442330801,9781797114514
192,HE,Hebrew 2,10 ,,05R,M,הם גרים במלון.,Hem garim ba'malon.,9781797114514_Hebrew_2_QZ_192.mp3,9781442330801,9781797114514
193,HE,Hebrew 2,10 ,,06Q,N,He’s staying at my place.,,9781797114514_Hebrew_2_QZ_193.mp3,9781442330801,9781797114514
194,HE,Hebrew 2,10 ,,06R,F,הוא גר אצלי.,Hu gar etzli.,9781797114514_Hebrew_2_QZ_194.mp3,9781442330801,9781797114514
195,HE,Hebrew 2,10 ,,07Q,N,my husband and my son,,9781797114514_Hebrew_2_QZ_195.mp3,9781442330801,9781797114514
196,HE,Hebrew 2,10 ,,07R,F,בעלי והבן שלי,ba’ali ve’ha'ben sheli,9781797114514_Hebrew_2_QZ_196.mp3,9781442330801,9781797114514
197,HE,Hebrew 2,10 ,,08Q,N,Let’s go there together. (f),,9781797114514_Hebrew_2_QZ_197.mp3,9781442330801,9781797114514
198,HE,Hebrew 2,10 ,,08R,F,בוא ניסע לשם ביחד.,Bo nisa le'sham be'yachad.,9781797114514_Hebrew_2_QZ_198.mp3,9781442330801,9781797114514
199,HE,Hebrew 2,10 ,,09Q,N,How about we go to the Garden Café?,,9781797114514_Hebrew_2_QZ_199.mp3,9781442330801,9781797114514
200,HE,Hebrew 2,10 ,,09R,F,מה דעתך שניסע לקפה הגן?,Ma da’atcha she nisa le'Kafe Ha'gan?,9781797114514_Hebrew_2_QZ_200.mp3,9781442330801,9781797114514
201,HE,Hebrew 2,10 ,,10Q,N,They’re arriving on Tuesday.,,9781797114514_Hebrew_2_QZ_201.mp3,9781442330801,9781797114514
202,HE,Hebrew 2,10 ,,10R,F,הם מגיעים ביום שלישי.,Hem magi'eem be'yom shlishi.,9781797114514_Hebrew_2_QZ_202.mp3,9781442330801,9781797114514
203,HE,Hebrew 2,10 ,,11Q,N,Until when are they staying?,,9781797114514_Hebrew_2_QZ_203.mp3,9781442330801,9781797114514
204,HE,Hebrew 2,10 ,,11R,F,עד מתי הם נשארים?,Ad matai hem nish’arim?,9781797114514_Hebrew_2_QZ_204.mp3,9781442330801,9781797114514
205,HE,Hebrew 2,11 ,,01Q,N,"On Friday, but not on Saturday.",,9781797114514_Hebrew_2_QZ_205.mp3,9781442330801,9781797114514
206,HE,Hebrew 2,11 ,,01R,M,"ביום שישי, אבל לא בשבת.","Be'yom shishi, aval lo be'shabat",9781797114514_Hebrew_2_QZ_206.mp3,9781442330801,9781797114514
207,HE,Hebrew 2,11 ,,02Q,N,She’s arriving with her son.,,9781797114514_Hebrew_2_QZ_207.mp3,9781442330801,9781797114514
208,HE,Hebrew 2,11 ,,02R,M,היא מגיעה עם הבן שלה.,Hee mageeah im ha'ben shela.,9781797114514_Hebrew_2_QZ_208.mp3,9781442330801,9781797114514
209,HE,Hebrew 2,11 ,,03Q,N,Here’s a letter from my friend. (f),,9781797114514_Hebrew_2_QZ_209.mp3,9781442330801,9781797114514
210,HE,Hebrew 2,11 ,,03R,M,הינה מכתב מהחברה שלי.,Hine michtav mi’ha'chavera sheli.,9781797114514_Hebrew_2_QZ_210.mp3,9781442330801,9781797114514
211,HE,Hebrew 2,11 ,,04Q,N,He prefers to stay at home.,,9781797114514_Hebrew_2_QZ_211.mp3,9781442330801,9781797114514
212,HE,Hebrew 2,11 ,,04R,M,הוא מעדיף להישאר בבית.,Hu ma’adif le'hishaer ba'bait.,9781797114514_Hebrew_2_QZ_212.mp3,9781442330801,9781797114514
213,HE,Hebrew 2,11 ,,05Q,N,He’s leaving a little later.,,9781797114514_Hebrew_2_QZ_213.mp3,9781442330801,9781797114514
214,HE,Hebrew 2,11 ,,05R,M,הוא עוזב קצת יותר מאוחר.,Hu ozev ktzat yoter me'uchar.,9781797114514_Hebrew_2_QZ_214.mp3,9781442330801,9781797114514
215,HE,Hebrew 2,11 ,,06Q,N,I prefer to go to the movies on Saturday night. (f),,9781797114514_Hebrew_2_QZ_215.mp3,9781442330801,9781797114514
216,HE,Hebrew 2,11 ,,06R,F,אני מעדיפה ללכת לקולנוע שבת בערב.,Ani ma’adifa la'lechet la'kolnoa' b'shabat ba'erev.,9781797114514_Hebrew_2_QZ_216.mp3,9781442330801,9781797114514
217,HE,Hebrew 2,11 ,,07Q,N,Is she leaving on Monday?,,9781797114514_Hebrew_2_QZ_217.mp3,9781442330801,9781797114514
218,HE,Hebrew 2,11 ,,07R,F,היא עוזבת ביום שני?,Hee ozevet be'yom sheni?,9781797114514_Hebrew_2_QZ_218.mp3,9781442330801,9781797114514
219,HE,Hebrew 2,11 ,,08Q,N,They’re leaving.,,9781797114514_Hebrew_2_QZ_219.mp3,9781442330801,9781797114514
220,HE,Hebrew 2,11 ,,08R,F,הם עוזבים.,Hem ozvim.,9781797114514_Hebrew_2_QZ_220.mp3,9781442330801,9781797114514
221,HE,Hebrew 2,11 ,,09Q,N,They’re arriving on Friday.,,9781797114514_Hebrew_2_QZ_221.mp3,9781442330801,9781797114514
222,HE,Hebrew 2,11 ,,09R,F,הם מגיעים ביום שישי.,Hem magieem be'yom shishi.,9781797114514_Hebrew_2_QZ_222.mp3,9781442330801,9781797114514
223,HE,Hebrew 2,11 ,,10Q,N,Maybe on Saturday night?,,9781797114514_Hebrew_2_QZ_223.mp3,9781442330801,9781797114514
224,HE,Hebrew 2,11 ,,10R,F,או אולי שבת בערב?,Ulai b'shabat ba'erev?,9781797114514_Hebrew_2_QZ_224.mp3,9781442330801,9781797114514
225,HE,Hebrew 2,12 ,,01Q,N,Do you want to come to our place? (to m),,9781797114514_Hebrew_2_QZ_225.mp3,9781442330801,9781797114514
226,HE,Hebrew 2,12 ,,01R,M,אתה רוצה לבוא אלינו?,Ata rotze lavo eleinu?,9781797114514_Hebrew_2_QZ_226.mp3,9781442330801,9781797114514
227,HE,Hebrew 2,12 ,,02Q,N,My friend (f) Anat is coming to visit me.,,9781797114514_Hebrew_2_QZ_227.mp3,9781442330801,9781797114514
228,HE,Hebrew 2,12 ,,02R,M,החברה שלי ענת באה לבקר אותי.,Hachavera sheli Anat ba’a le’vaker oti.,9781797114514_Hebrew_2_QZ_228.mp3,9781442330801,9781797114514
229,HE,Hebrew 2,12 ,,03Q,N,He’s not here yet.,,9781797114514_Hebrew_2_QZ_229.mp3,9781442330801,9781797114514
230,HE,Hebrew 2,12 ,,03R,M,הוא עוד לא פה.,Hu od lo po.,9781797114514_Hebrew_2_QZ_230.mp3,9781442330801,9781797114514
231,HE,Hebrew 2,12 ,,04Q,N,To the movies or to the concert?,,9781797114514_Hebrew_2_QZ_231.mp3,9781442330801,9781797114514
232,HE,Hebrew 2,12 ,,04R,M,לקולנוע או לקונצרט?,La'kolnoa o la'kontzert?,9781797114514_Hebrew_2_QZ_232.mp3,9781442330801,9781797114514
233,HE,Hebrew 2,12 ,,05Q,N,What’s your name? (m),,9781797114514_Hebrew_2_QZ_233.mp3,9781442330801,9781797114514
234,HE,Hebrew 2,12 ,,05R,M,מה שמך?,Ma shimcha?,9781797114514_Hebrew_2_QZ_234.mp3,9781442330801,9781797114514
235,HE,Hebrew 2,12 ,,06Q,N,When does the concert begin?,,9781797114514_Hebrew_2_QZ_235.mp3,9781442330801,9781797114514
236,HE,Hebrew 2,12 ,,06R,F,מתי הקונצרט מתחיל?,Matai ha'kontzert matchil?,9781797114514_Hebrew_2_QZ_236.mp3,9781442330801,9781797114514
237,HE,Hebrew 2,12 ,,07Q,N,"You’re staying in Tel Aviv, right? (m)",,9781797114514_Hebrew_2_QZ_237.mp3,9781442330801,9781797114514
238,HE,Hebrew 2,12 ,,07R,F,"אתה גר בתל אביב, נכון?","Ata gar be'Tel Aviv, nachon?",9781797114514_Hebrew_2_QZ_238.mp3,9781442330801,9781797114514
239,HE,Hebrew 2,12 ,,08Q,N,How about going to the concert? (on foot),,9781797114514_Hebrew_2_QZ_239.mp3,9781442330801,9781797114514
240,HE,Hebrew 2,12 ,,08R,F,מה דעתך שנלך לקונצרט?,Ma da’atcha she nelech la'kontzert?,9781797114514_Hebrew_2_QZ_240.mp3,9781442330801,9781797114514
241,HE,Hebrew 2,12 ,,09Q,N,"At half past six, right?",,9781797114514_Hebrew_2_QZ_241.mp3,9781442330801,9781797114514
242,HE,Hebrew 2,12 ,,09R,F,"בשש וחצי, נכון?","Be'shesh vachetzi, nachon?",9781797114514_Hebrew_2_QZ_242.mp3,9781442330801,9781797114514
243,HE,Hebrew 2,12 ,,10Q,N,I’m leaving at half past eight.,,9781797114514_Hebrew_2_QZ_243.mp3,9781442330801,9781797114514
244,HE,Hebrew 2,12 ,,10R,F,אני עוזב בשמונה וחצי.,Ani ozev be'shmone vachetzi.,9781797114514_Hebrew_2_QZ_244.mp3,9781442330801,9781797114514
245,HE,Hebrew 2,13 ,,01Q,N,Without milk.,,9781797114514_Hebrew_2_QZ_245.mp3,9781442330801,9781797114514
246,HE,Hebrew 2,13 ,,01R,M,בלי חלב.,Bli chalav.,9781797114514_Hebrew_2_QZ_246.mp3,9781442330801,9781797114514
247,HE,Hebrew 2,13 ,,02Q,N,The film begins at half past eight.,,9781797114514_Hebrew_2_QZ_247.mp3,9781442330801,9781797114514
248,HE,Hebrew 2,13 ,,02R,M,הסרט מתחיל בשמונה וחצי.,Ha'seret matchil be'shmone vachetzi.,9781797114514_Hebrew_2_QZ_248.mp3,9781442330801,9781797114514
249,HE,Hebrew 2,13 ,,03Q,N,I don’t know when I’m going on vacation. (m),,9781797114514_Hebrew_2_QZ_249.mp3,9781442330801,9781797114514
250,HE,Hebrew 2,13 ,,03R,M,אני לא יודע מתי אני יוצא לחופשה.,Ani lo yodea matai ani yotze le'chufsha,9781797114514_Hebrew_2_QZ_250.mp3,9781442330801,9781797114514
251,HE,Hebrew 2,13 ,,04Q,N,With sugar?,,9781797114514_Hebrew_2_QZ_251.mp3,9781442330801,9781797114514
252,HE,Hebrew 2,13 ,,04R,M,עם סוכר?,Im sukar?,9781797114514_Hebrew_2_QZ_252.mp3,9781442330801,9781797114514
253,HE,Hebrew 2,13 ,,05Q,N,I have to work in New York. (m),,9781797114514_Hebrew_2_QZ_253.mp3,9781442330801,9781797114514
254,HE,Hebrew 2,13 ,,05R,M,אני צריך לעבוד בניו יורק.,Ani tzarich la’avod be'New York.,9781797114514_Hebrew_2_QZ_254.mp3,9781442330801,9781797114514
255,HE,Hebrew 2,13 ,,06Q,N,When are you going on vacation? (f),,9781797114514_Hebrew_2_QZ_255.mp3,9781442330801,9781797114514
256,HE,Hebrew 2,13 ,,06R,F,מתי את יוצאת לחופשה?,Matai at yotzet le'chufsha?,9781797114514_Hebrew_2_QZ_256.mp3,9781442330801,9781797114514
257,HE,Hebrew 2,13 ,,07Q,N,Maybe in January or in February.,,9781797114514_Hebrew_2_QZ_257.mp3,9781442330801,9781797114514
258,HE,Hebrew 2,13 ,,07R,F,אולי בינואר או בפברואר.,Ulai be'yanuar o be'februar.,9781797114514_Hebrew_2_QZ_258.mp3,9781442330801,9781797114514
259,HE,Hebrew 2,13 ,,08Q,N,I prefer to go to the movies. (m),,9781797114514_Hebrew_2_QZ_259.mp3,9781442330801,9781797114514
260,HE,Hebrew 2,13 ,,08R,M,אני מעדיף ללכת לקולנוע.,Ani ma’adif lalechet la'kolnoa.,9781797114514_Hebrew_2_QZ_260.mp3,9781442330801,9781797114514
261,HE,Hebrew 2,13 ,,09Q,N,After the film ...,,9781797114514_Hebrew_2_QZ_261.mp3,9781442330801,9781797114514
262,HE,Hebrew 2,13 ,,09R,F,אחרי הסרט ...,Acharey ha'seret ...,9781797114514_Hebrew_2_QZ_262.mp3,9781442330801,9781797114514
263,HE,Hebrew 2,13 ,,10Q,N,When are you going on vacation? (m),,9781797114514_Hebrew_2_QZ_263.mp3,9781442330801,9781797114514
264,HE,Hebrew 2,13 ,,10R,F,מתי אתה יוצא לחפשה?,Matai ata yotze le'chufsha?,9781797114514_Hebrew_2_QZ_264.mp3,9781442330801,9781797114514
265,HE,Hebrew 2,14 ,,01Q,N,After you return from the trip to Cyprus. (f),,9781797114514_Hebrew_2_QZ_265.mp3,9781442330801,9781797114514
266,HE,Hebrew 2,14 ,,01R,M,אחרי שאת חוזרת מהנסיעה לקפריסין.,Acharey she at chozeret me’hanesi'a le'Kafrisin.,9781797114514_Hebrew_2_QZ_266.mp3,9781442330801,9781797114514
267,HE,Hebrew 2,14 ,,02Q,N,It’s a shame that you can’t come.,,9781797114514_Hebrew_2_QZ_267.mp3,9781442330801,9781797114514
268,HE,Hebrew 2,14 ,,02R,M,חבל שאת לא יכולה לבוא.,Chaval she at lo ye’chola lavo.,9781797114514_Hebrew_2_QZ_268.mp3,9781442330801,9781797114514
269,HE,Hebrew 2,14 ,,03Q,N,What’s your name? (f),,9781797114514_Hebrew_2_QZ_269.mp3,9781442330801,9781797114514
270,HE,Hebrew 2,14 ,,03R,M,מה שמך?,Ma shmech?,9781797114514_Hebrew_2_QZ_270.mp3,9781442330801,9781797114514
271,HE,Hebrew 2,14 ,,04Q,N,Have a good trip!,,9781797114514_Hebrew_2_QZ_271.mp3,9781442330801,9781797114514
272,HE,Hebrew 2,14 ,,04R,M,נסיעה טובה!,Nesi'a tova!,9781797114514_Hebrew_2_QZ_272.mp3,9781442330801,9781797114514
273,HE,Hebrew 2,14 ,,05Q,N,I am staying in Cyprus until Saturday. (f),,9781797114514_Hebrew_2_QZ_273.mp3,9781442330801,9781797114514
274,HE,Hebrew 2,14 ,,05R,F,אני נשארת בקפריסין עד שבת.,Ani nisheret be'Kafrisin ad shabat.,9781797114514_Hebrew_2_QZ_274.mp3,9781442330801,9781797114514
275,HE,Hebrew 2,14 ,,06Q,N,I am leaving now. (f),,9781797114514_Hebrew_2_QZ_275.mp3,9781442330801,9781797114514
276,HE,Hebrew 2,14 ,,06R,F,אני עוזבת עכשיו.,Ani ozevet achshav.,9781797114514_Hebrew_2_QZ_276.mp3,9781442330801,9781797114514
277,HE,Hebrew 2,14 ,,07Q,N,That’s a shame!,,9781797114514_Hebrew_2_QZ_277.mp3,9781442330801,9781797114514
278,HE,Hebrew 2,14 ,,07R,F,זה חבל.,Ze chaval.,9781797114514_Hebrew_2_QZ_278.mp3,9781442330801,9781797114514
279,HE,Hebrew 2,14 ,,08Q,N,There’s a good concert.,,9781797114514_Hebrew_2_QZ_279.mp3,9781442330801,9781797114514
280,HE,Hebrew 2,14 ,,08R,F,יש קונצרט טוב.,Yesh kontzert tov.,9781797114514_Hebrew_2_QZ_280.mp3,9781442330801,9781797114514
281,HE,Hebrew 2,14 ,,09Q,N,When are you leaving for Cyprus? (f),,9781797114514_Hebrew_2_QZ_281.mp3,9781442330801,9781797114514
282,HE,Hebrew 2,14 ,,09R,F,מתי את עוזבת לקפריסין?,Matai at ozevet le'Kafrisin?,9781797114514_Hebrew_2_QZ_282.mp3,9781442330801,9781797114514
283,HE,Hebrew 2,14 ,,10Q,N,"On Thursday, after work.",,9781797114514_Hebrew_2_QZ_283.mp3,9781442330801,9781797114514
284,HE,Hebrew 2,14 ,,10R,F,"ביום חמישי, אחרי העבודה.","Be'yom chamishi, acharey ha’avoda.",9781797114514_Hebrew_2_QZ_284.mp3,9781442330801,9781797114514
285,HE,Hebrew 2,15 ,,01Q,N,He’s staying until next Thursday.,,9781797114514_Hebrew_2_QZ_285.mp3,9781442330801,9781797114514
286,HE,Hebrew 2,15 ,,01R,M,הוא נשאר עד יום חמישי הבא.,Hu nish’ar ad yom chamishi ha'ba.,9781797114514_Hebrew_2_QZ_286.mp3,9781442330801,9781797114514
287,HE,Hebrew 2,15 ,,02Q,N,After I return from my trip to Cyprus. (m),,9781797114514_Hebrew_2_QZ_287.mp3,9781442330801,9781797114514
288,HE,Hebrew 2,15 ,,02R,M,אחרי שאני חוזר מהנסיעה לקפריסין.,Acharey she'ani chozer me’hanesi'a le'Kafrisin.,9781797114514_Hebrew_2_QZ_288.mp3,9781442330801,9781797114514
289,HE,Hebrew 2,15 ,,03Q,N,How’s the weather in France?,,9781797114514_Hebrew_2_QZ_289.mp3,9781442330801,9781797114514
290,HE,Hebrew 2,15 ,,03R,M,איך מזג האויר בצרפת?,Ech mezeg ha'avir be'Tzarfat?,9781797114514_Hebrew_2_QZ_290.mp3,9781442330801,9781797114514
291,HE,Hebrew 2,15 ,,04Q,N,Is the coffee still hot?,,9781797114514_Hebrew_2_QZ_291.mp3,9781442330801,9781797114514
292,HE,Hebrew 2,15 ,,04R,M,הקפה עוד חם?,Ha'kafe od cham?,9781797114514_Hebrew_2_QZ_292.mp3,9781442330801,9781797114514
293,HE,Hebrew 2,15 ,,05Q,N,It’s very good. (re. weather),,9781797114514_Hebrew_2_QZ_293.mp3,9781442330801,9781797114514
294,HE,Hebrew 2,15 ,,05R,M,הוא טוב מאוד.,Hu tov meod.,9781797114514_Hebrew_2_QZ_294.mp3,9781442330801,9781797114514
295,HE,Hebrew 2,15 ,,06Q,N,I know France very well. (f),,9781797114514_Hebrew_2_QZ_295.mp3,9781442330801,9781797114514
296,HE,Hebrew 2,15 ,,06R,F,אני מכירה את צרפת טוב מאוד.,Ani makeera et Tzarfat tov meod.,9781797114514_Hebrew_2_QZ_296.mp3,9781442330801,9781797114514
297,HE,Hebrew 2,15 ,,07Q,N,I was there a year ago. (f),,9781797114514_Hebrew_2_QZ_297.mp3,9781442330801,9781797114514
298,HE,Hebrew 2,15 ,,07R,F,הייתי שם לפני שנה.,Haeeti sham lifney shana.,9781797114514_Hebrew_2_QZ_298.mp3,9781442330801,9781797114514
299,HE,Hebrew 2,15 ,,08Q,N,I’m leaving for France tomorrow! (f),,9781797114514_Hebrew_2_QZ_299.mp3,9781442330801,9781797114514
300,HE,Hebrew 2,15 ,,08R,F,אני עוזבת לצרפת מחר!,Ani ozevet le'Tzarfat machar!,9781797114514_Hebrew_2_QZ_300.mp3,9781442330801,9781797114514
301,HE,Hebrew 2,15 ,,09Q,N,There’s a lot to see there.,,9781797114514_Hebrew_2_QZ_301.mp3,9781442330801,9781797114514
302,HE,Hebrew 2,15 ,,09R,F,יש הרבה מה לראות שם.,Yesh harbe ma lir'ot sham.,9781797114514_Hebrew_2_QZ_302.mp3,9781442330801,9781797114514
303,HE,Hebrew 2,15 ,,10Q,N,It’s not cold.,,9781797114514_Hebrew_2_QZ_303.mp3,9781442330801,9781797114514
304,HE,Hebrew 2,15 ,,10R,F,זה לא קר.,Ze lo kar.,9781797114514_Hebrew_2_QZ_304.mp3,9781442330801,9781797114514
305,HE,Hebrew 2,15 ,,11Q,N,I’m leaving next Thursday. (m),,9781797114514_Hebrew_2_QZ_305.mp3,9781442330801,9781797114514
306,HE,Hebrew 2,15 ,,11R,M,אני עוזב ביום חמישי הבא.,Ani ozev be'yom chamishi ha'ba.,9781797114514_Hebrew_2_QZ_306.mp3,9781442330801,9781797114514
307,HE,Hebrew 2,16 ,,01Q,N,I’m going to England next Friday.,,9781797114514_Hebrew_2_QZ_307.mp3,9781442330801,9781797114514
308,HE,Hebrew 2,16 ,,01R,M,אני נוסע לאנגליה ביום שישי הבא.,Ani nosea le'anglia be'yom shishi ha'ba.,9781797114514_Hebrew_2_QZ_308.mp3,9781442330801,9781797114514
309,HE,Hebrew 2,16 ,,02Q,N,"Is his family coming, too?",,9781797114514_Hebrew_2_QZ_309.mp3,9781442330801,9781797114514
310,HE,Hebrew 2,16 ,,02R,M,גם המשפחה שלו באה?,Gam ha'mishpacha shelo ba’a?,9781797114514_Hebrew_2_QZ_310.mp3,9781442330801,9781797114514
311,HE,Hebrew 2,16 ,,03Q,N,The trip was not expensive.,,9781797114514_Hebrew_2_QZ_311.mp3,9781442330801,9781797114514
312,HE,Hebrew 2,16 ,,03R,M,הנסיעה לא היתה יקרה.,Hanesi'a lo hay’ta ye'kara.,9781797114514_Hebrew_2_QZ_312.mp3,9781442330801,9781797114514
313,HE,Hebrew 2,16 ,,04Q,N,They’re (f) coming with him.,,9781797114514_Hebrew_2_QZ_313.mp3,9781442330801,9781797114514
314,HE,Hebrew 2,16 ,,04R,M,הן באות  איתו.,Hen baot ito.,9781797114514_Hebrew_2_QZ_314.mp3,9781442330801,9781797114514
315,HE,Hebrew 2,16 ,,05Q,N,She is staying in London without her husband.,,9781797114514_Hebrew_2_QZ_315.mp3,9781442330801,9781797114514
316,HE,Hebrew 2,16 ,,05R,M,היא נשארת בלונדון בלי בעלה.,Hee nisheret be'London bli ba’ala.,9781797114514_Hebrew_2_QZ_316.mp3,9781442330801,9781797114514
317,HE,Hebrew 2,16 ,,06Q,N,Two years ago the trip was not expensive.,,9781797114514_Hebrew_2_QZ_317.mp3,9781442330801,9781797114514
318,HE,Hebrew 2,16 ,,06R,F,לפני שנתיים הנסיעה לא היתה יקרה.,Lifney shnataim ha'nesi'a lo hay’ta ye'kara,9781797114514_Hebrew_2_QZ_318.mp3,9781442330801,9781797114514
319,HE,Hebrew 2,16 ,,07Q,N,I like Cyprus because it’s hot there.,,9781797114514_Hebrew_2_QZ_319.mp3,9781442330801,9781797114514
320,HE,Hebrew 2,16 ,,07R,F,קפריסין מוצאת חן בעיני כי חם שם.,Kafrisin motzet chen be'einai kee cham sham.,9781797114514_Hebrew_2_QZ_320.mp3,9781442330801,9781797114514
321,HE,Hebrew 2,16 ,,08Q,N,A trip to England is expensive.,,9781797114514_Hebrew_2_QZ_321.mp3,9781442330801,9781797114514
322,HE,Hebrew 2,16 ,,08R,F,נסיעה לאנגליה יקרה.,Nesi'a le'le'anglia ye'kara.,9781797114514_Hebrew_2_QZ_322.mp3,9781442330801,9781797114514
323,HE,Hebrew 2,16 ,,09Q,N,There’s a lot to do in London.,,9781797114514_Hebrew_2_QZ_323.mp3,9781442330801,9781797114514
324,HE,Hebrew 2,16 ,,09R,F,יש הרבה מה לעשות בלונדון.,Yesh harbe ma la’asot be'London.,9781797114514_Hebrew_2_QZ_324.mp3,9781442330801,9781797114514
325,HE,Hebrew 2,16 ,,10Q,N,It’s not too cold.,,9781797114514_Hebrew_2_QZ_325.mp3,9781442330801,9781797114514
326,HE,Hebrew 2,16 ,,10R,F,זה לא יותר מידי קר.,Ze lo yoter midai kar.,9781797114514_Hebrew_2_QZ_326.mp3,9781442330801,9781797114514
327,HE,Hebrew 2,17 ,,01Q,N,On next Monday after work.,,9781797114514_Hebrew_2_QZ_327.mp3,9781442330801,9781797114514
328,HE,Hebrew 2,17 ,,01R,M,ביום שני הבא אחרי העבודה.,Be'yom sheni haba acharey ha’avoda.,9781797114514_Hebrew_2_QZ_328.mp3,9781442330801,9781797114514
329,HE,Hebrew 2,17 ,,02Q,N,How old is your son? (pl),,9781797114514_Hebrew_2_QZ_329.mp3,9781442330801,9781797114514
330,HE,Hebrew 2,17 ,,02R,M,בן כמה הבן שלכם?,Ben kama ha'ben shelachem?,9781797114514_Hebrew_2_QZ_330.mp3,9781442330801,9781797114514
331,HE,Hebrew 2,17 ,,03Q,N,In France it’s not cold.,,9781797114514_Hebrew_2_QZ_331.mp3,9781442330801,9781797114514
332,HE,Hebrew 2,17 ,,03R,M,בצרפת לא קר.,Be'Tzarfat lo kar.,9781797114514_Hebrew_2_QZ_332.mp3,9781442330801,9781797114514
333,HE,Hebrew 2,17 ,,04Q,N,And our son is twenty-one.,,9781797114514_Hebrew_2_QZ_333.mp3,9781442330801,9781797114514
334,HE,Hebrew 2,17 ,,04R,M,ןהבן שלנו בן עשרים ואחת.,Ve’ha'ben shelanu ben esrim ve’achat.,9781797114514_Hebrew_2_QZ_334.mp3,9781442330801,9781797114514
335,HE,Hebrew 2,17 ,,05Q,N,Our children aren’t going with us.,,9781797114514_Hebrew_2_QZ_335.mp3,9781442330801,9781797114514
336,HE,Hebrew 2,17 ,,05R,M,הילדים שלנו לא נוסעים איתנו.,Ha'yladim shelanu lo nos’im itanu.,9781797114514_Hebrew_2_QZ_336.mp3,9781442330801,9781797114514
337,HE,Hebrew 2,17 ,,06Q,N,He’s twenty-one.,,9781797114514_Hebrew_2_QZ_337.mp3,9781442330801,9781797114514
338,HE,Hebrew 2,17 ,,06R,F,הוא בן עשרים ואחת.,Hu ben esrim ve'achat.,9781797114514_Hebrew_2_QZ_338.mp3,9781442330801,9781797114514
