Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,SKills
134,FR-Core,9781508256892,French 2,7,N/A,N/A,04R,N/A,F,Ils parlent toujours français avec moi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_134.mp3,10
135,FR-Core,9781508256892,French 2,7,N/A,N/A,05Q,N/A,N,They both speak French.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_135.mp3,10
136,FR-Core,9781508256892,French 2,7,N/A,N/A,05R,N/A,F,Ils parlent tous les deux français.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_136.mp3,10
137,FR-Core,9781508256892,French 2,7,N/A,N/A,06Q,N/A,N,Now they live in Paris.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_137.mp3,18
138,FR-Core,9781508256892,French 2,7,N/A,N/A,06R,N/A,F,Maintenant ils habitent à Paris.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_138.mp3,18
139,FR-Core,9781508256892,French 2,7,N/A,N/A,07Q,N/A,N,They’ve lived in Paris since three years.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_139.mp3,"12,17,18"
140,FR-Core,9781508256892,French 2,7,N/A,N/A,07R,N/A,F,Ils habitent à Paris depuis trois ans.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_140.mp3,"12,17,18"
141,FR-Core,9781508256892,French 2,7,N/A,N/A,08Q,N/A,N,They both come from Paris.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_141.mp3,18
142,FR-Core,9781508256892,French 2,7,N/A,N/A,08R,N/A,M,Ils viennent tous les deux de Paris.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_142.mp3,18
143,FR-Core,9781508256892,French 2,7,N/A,N/A,09Q,N/A,N,They’ve lived there since two years.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_143.mp3,"12,17"
144,FR-Core,9781508256892,French 2,7,N/A,N/A,09R,N/A,M,Ils y habitent depuis deux ans.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_144.mp3,"12,17"
145,FR-Core,9781508256892,French 2,7,N/A,N/A,10Q,N/A,N,We can go back on foot.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_145.mp3,18
146,FR-Core,9781508256892,French 2,7,N/A,N/A,10R,N/A,M,On peut rentrer à pied.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_146.mp3,18
147,FR-Core,9781508256892,French 2,8,N/A,N/A,01Q,N/A,N,Of course (that) we can take the subway.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_147.mp3,18
148,FR-Core,9781508256892,French 2,8,N/A,N/A,01R,N/A,M,Bien sûr qu’on peut prendre le métro.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_148.mp3,18
149,FR-Core,9781508256892,French 2,8,N/A,N/A,02Q,N/A,N,How’s it going?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_149.mp3,13
150,FR-Core,9781508256892,French 2,8,N/A,N/A,02R,N/A,M,Comment ça va?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_150.mp3,13
151,FR-Core,9781508256892,French 2,8,N/A,N/A,03Q,N/A,N,What’s your colleague’s name?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_151.mp3,"10,13,16"
152,FR-Core,9781508256892,French 2,8,N/A,N/A,03R,N/A,M,Comment s’appelle ton collègue?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_152.mp3,"10,13,16"
153,FR-Core,9781508256892,French 2,8,N/A,N/A,04Q,N/A,N,Do they come to your place from time to time?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_153.mp3,17
154,FR-Core,9781508256892,French 2,8,N/A,N/A,04R,N/A,M,Est-ce qu’ils viennent chez toi de temps en temps?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_154.mp3,17
155,FR-Core,9781508256892,French 2,8,N/A,N/A,05Q,N/A,N,Would you like to go there by subway?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_155.mp3,18
156,FR-Core,9781508256892,French 2,8,N/A,N/A,05R,N/A,F,Est-ce que tu voudrais y aller en métro?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_156.mp3,18
157,FR-Core,9781508256892,French 2,8,N/A,N/A,06Q,N/A,N,Would you like to return by subway?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_157.mp3,18
158,FR-Core,9781508256892,French 2,8,N/A,N/A,06R,N/A,F,Est-ce que tu voudrais rentrer en métro?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_158.mp3,18
159,FR-Core,9781508256892,French 2,8,N/A,N/A,07Q,N/A,N,I go into town by subway.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_159.mp3,18
160,FR-Core,9781508256892,French 2,8,N/A,N/A,07R,N/A,F,Je vais en ville en métro.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_160.mp3,18
161,FR-Core,9781508256892,French 2,8,N/A,N/A,08Q,N/A,N,Can we use “tu” with each other?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_161.mp3,"13,16"
162,FR-Core,9781508256892,French 2,8,N/A,N/A,08R,N/A,F,On peut se tutoyer?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_162.mp3,"13,16"
163,FR-Core,9781508256892,French 2,8,N/A,N/A,09Q,N/A,N,We can go there on foot.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_163.mp3,18
164,FR-Core,9781508256892,French 2,8,N/A,N/A,09R,N/A,F,On peut y aller à pied.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_164.mp3,18
165,FR-Core,9781508256892,French 2,8,N/A,N/A,10Q,N/A,N,Until what time are the grocery stores open?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_165.mp3,"14,17"
166,FR-Core,9781508256892,French 2,8,N/A,N/A,10R,N/A,F,Jusqu’à quelle heure est-ce que les épiceries sont ouvertes?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_166.mp3,"14,17"
167,FR-Core,9781508256892,French 2,8,N/A,N/A,11Q,N/A,N,You want to have a coffee first?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_167.mp3,6
168,FR-Core,9781508256892,French 2,8,N/A,N/A,11R,N/A,F,Tu veux prendre un café d’abord?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_168.mp3,6
169,FR-Core,9781508256892,French 2,8,N/A,N/A,12Q,N/A,N,Would you like to go there tonight?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_169.mp3,1
170,FR-Core,9781508256892,French 2,8,N/A,N/A,12R,N/A,M,Tu voudrais y aller ce soir?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_170.mp3,1
171,FR-Core,9781508256892,French 2,9,N/A,N/A,01Q,N/A,N,At five to five.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_171.mp3,"12,17"
172,FR-Core,9781508256892,French 2,9,N/A,N/A,01R,N/A,M,A cinq heures moins cinq.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_172.mp3,"12,17"
173,FR-Core,9781508256892,French 2,9,N/A,N/A,02Q,N/A,N,See you Tuesday.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_173.mp3,17
174,FR-Core,9781508256892,French 2,9,N/A,N/A,02R,N/A,M,A mardi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_174.mp3,17
175,FR-Core,9781508256892,French 2,9,N/A,N/A,03Q,N/A,N,"Wait, excuse-me.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_175.mp3,"13,16"
176,FR-Core,9781508256892,French 2,9,N/A,N/A,03R,N/A,M,"Attends, excuse-moi.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_176.mp3,"13,16"
177,FR-Core,9781508256892,French 2,9,N/A,N/A,04Q,N/A,N,It’s an email from a Swiss colleague.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_177.mp3,3
178,FR-Core,9781508256892,French 2,9,N/A,N/A,04R,N/A,M,C’est un mail d’un collègue suisse.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_178.mp3,3
179,FR-Core,9781508256892,French 2,9,N/A,N/A,05Q,N/A,N,How long are they staying at your place?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_179.mp3,18
180,FR-Core,9781508256892,French 2,9,N/A,N/A,05R,N/A,M,Combien de temps est-ce qu’ils restent chez toi?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_180.mp3,18
181,FR-Core,9781508256892,French 2,9,N/A,N/A,06Q,N/A,N,How are you going into town?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_181.mp3,18
182,FR-Core,9781508256892,French 2,9,N/A,N/A,06R,N/A,M,Comment est-ce que tu vas en ville?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_182.mp3,18
183,FR-Core,9781508256892,French 2,9,N/A,N/A,07Q,N/A,N,Do you need the car?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_183.mp3,18
184,FR-Core,9781508256892,French 2,9,N/A,N/A,07R,N/A,F,Est-ce que tu as besoin de la voiture?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_184.mp3,18
185,FR-Core,9781508256892,French 2,9,N/A,N/A,08Q,N/A,N,Do you have the time Tuesday?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_185.mp3,17
186,FR-Core,9781508256892,French 2,9,N/A,N/A,08R,N/A,F,Est-ce-que tu as le temps mardi?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_186.mp3,17
187,FR-Core,9781508256892,French 2,9,N/A,N/A,09Q,N/A,N,It’s twenty to five.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_187.mp3,"12,17"
188,FR-Core,9781508256892,French 2,9,N/A,N/A,09R,N/A,F,Il est cinq heures moins vingt.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_188.mp3,"12,17"
189,FR-Core,9781508256892,French 2,9,N/A,N/A,10Q,N/A,N,I’m going to the grocery store.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_189.mp3,"1,6,14"
190,FR-Core,9781508256892,French 2,9,N/A,N/A,10R,N/A,F,Je vais à l’épicerie.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_190.mp3,"1,6,14"
191,FR-Core,9781508256892,French 2,9,N/A,N/A,11Q,N/A,N,Not very often.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_191.mp3,7
192,FR-Core,9781508256892,French 2,9,N/A,N/A,11R,N/A,F,Pas très souvent.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_192.mp3,7
193,FR-Core,9781508256892,French 2,10,N/A,N/A,01Q,N/A,N,Today my husband is working until six o’clock.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_193.mp3,"5,12,17,20"
194,FR-Core,9781508256892,French 2,10,N/A,N/A,01R,N/A,F,Aujourd’hui mon mari travaille jusqu’à six heures.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_194.mp3,"5,12,17,20"
195,FR-Core,9781508256892,French 2,10,N/A,N/A,02Q,N/A,N,It’s very fine with me.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_195.mp3,"7,13"
196,FR-Core,9781508256892,French 2,10,N/A,N/A,02R,N/A,F,Ça me va très bien.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_196.mp3,"7,13"
197,FR-Core,9781508256892,French 2,10,N/A,N/A,03Q,N/A,N,She quite likes to travel.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_197.mp3,18
198,FR-Core,9781508256892,French 2,10,N/A,N/A,03R,N/A,F,Elle aime bien voyager.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_198.mp3,18
199,FR-Core,9781508256892,French 2,10,N/A,N/A,04Q,N/A,N,He prefers to go to a good restaurant.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_199.mp3,6
200,FR-Core,9781508256892,French 2,10,N/A,N/A,04R,N/A,M,Il préfère aller dans un bon restaurant.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_200.mp3,6
201,FR-Core,9781508256892,French 2,10,N/A,N/A,05Q,N/A,N,He prefers to stay at home.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_201.mp3,18
202,FR-Core,9781508256892,French 2,10,N/A,N/A,05R,N/A,M,Il préfère rester chez lui.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_202.mp3,18
203,FR-Core,9781508256892,French 2,10,N/A,N/A,06Q,N/A,N,They want to stay until Friday.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_203.mp3,"17,18"
204,FR-Core,9781508256892,French 2,10,N/A,N/A,06R,N/A,M,Ils veulent rester jusqu'à vendredi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_204.mp3,"17,18"
205,FR-Core,9781508256892,French 2,10,N/A,N/A,07Q,N/A,N,My son prefers to travel.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_205.mp3,"5,18"
206,FR-Core,9781508256892,French 2,10,N/A,N/A,07R,N/A,M,Mon fils préfère voyager.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_206.mp3,"5,18"
207,FR-Core,9781508256892,French 2,10,N/A,N/A,08Q,N/A,N,Let’s go together if you want.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_207.mp3,1
208,FR-Core,9781508256892,French 2,10,N/A,N/A,08R,N/A,M,On y va ensemble si tu veux.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_208.mp3,1
209,FR-Core,9781508256892,French 2,10,N/A,N/A,09Q,N/A,N,We can have dinner the four of us.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_209.mp3,"6,12"
210,FR-Core,9781508256892,French 2,10,N/A,N/A,09R,N/A,M,On peut dîner tous les quatre.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_210.mp3,"6,12"
211,FR-Core,9781508256892,French 2,10,N/A,N/A,10Q,N/A,N,What if we went to the movies the two of us?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_211.mp3,"1,12"
212,FR-Core,9781508256892,French 2,10,N/A,N/A,10R,N/A,M,Si on allait au cinéma tous les deux?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_212.mp3,"1,12"
213,FR-Core,9781508256892,French 2,10,N/A,N/A,11Q,N/A,N,Her husband doesn’t like to travel.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_213.mp3,"5,18"
214,FR-Core,9781508256892,French 2,10,N/A,N/A,11R,N/A,F,Son mari n’aime pas voyager.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_214.mp3,"5,18"
215,FR-Core,9781508256892,French 2,10,N/A,N/A,12Q,N/A,N,You need a coffee.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_215.mp3,6
216,FR-Core,9781508256892,French 2,10,N/A,N/A,12R,N/A,F,Tu as besoin d’un café.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_216.mp3,6
217,FR-Core,9781508256892,French 2,10,N/A,N/A,13Q,N/A,N,I’m going to buy a sailor shirt for him.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_217.mp3,14
218,FR-Core,9781508256892,French 2,10,N/A,N/A,13R,N/A,F,Je vais acheter un marinière pour lui.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_218.mp3,14
219,FR-Core,9781508256892,French 2,11,N/A,N/A,01Q,N/A,N,At half past five.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_219.mp3,"12,17"
220,FR-Core,9781508256892,French 2,11,N/A,N/A,01R,N/A,F,A cinq heures et demie.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_220.mp3,"12,17"
221,FR-Core,9781508256892,French 2,11,N/A,N/A,02Q,N/A,N,It’s outdoors too.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_221.mp3,1
222,FR-Core,9781508256892,French 2,11,N/A,N/A,02R,N/A,F,C’est en plein air aussi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_222.mp3,1
223,FR-Core,9781508256892,French 2,11,N/A,N/A,03Q,N/A,N,Is it OK with you?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_223.mp3,"7,13,16"
224,FR-Core,9781508256892,French 2,11,N/A,N/A,03R,N/A,F,Ça te va?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_224.mp3,"7,13,16"
225,FR-Core,9781508256892,French 2,11,N/A,N/A,04Q,N/A,N,He has some good wine at home.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_225.mp3,6
226,FR-Core,9781508256892,French 2,11,N/A,N/A,04R,N/A,F,Il a du bon vin chez lui.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_226.mp3,6
227,FR-Core,9781508256892,French 2,11,N/A,N/A,05Q,N/A,N,They want also some prints.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_227.mp3,14
228,FR-Core,9781508256892,French 2,11,N/A,N/A,05R,N/A,M,Ils veulent aussi des lithographies.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_228.mp3,14
229,FR-Core,9781508256892,French 2,11,N/A,N/A,06Q,N/A,N,They want to stay one week at our place?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_229.mp3,"12,17,18"
230,FR-Core,9781508256892,French 2,11,N/A,N/A,06R,N/A,M,Ils veulent rester une semaine chez nous?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_230.mp3,"12,17,18"
231,FR-Core,9781508256892,French 2,11,N/A,N/A,07Q,N/A,N,I prefer to go to an outdoor concert.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_231.mp3,1
232,FR-Core,9781508256892,French 2,11,N/A,N/A,07R,N/A,M,Je préfère aller à un concert en plein air.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_232.mp3,1
233,FR-Core,9781508256892,French 2,11,N/A,N/A,08Q,N/A,N,My friend is going to leave at quarter past nine.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_233.mp3,"5,12,17,18"
234,FR-Core,9781508256892,French 2,11,N/A,N/A,08R,N/A,M,Mon amie va partir à neuf heures et quart.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_234.mp3,"5,12,17,18"
235,FR-Core,9781508256892,French 2,11,N/A,N/A,09Q,N/A,N,We have the time on Saturday.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_235.mp3,17
236,FR-Core,9781508256892,French 2,11,N/A,N/A,09R,N/A,M,On a le temps samedi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_236.mp3,17
237,FR-Core,9781508256892,French 2,11,N/A,N/A,10Q,N/A,N,Maybe that I’m going to stay until Friday.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_237.mp3,"17,18"
238,FR-Core,9781508256892,French 2,11,N/A,N/A,10R,N/A,M,Peut-être que je vais rester jusqu’à vendredi.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_238.mp3,"17,18"
239,FR-Core,9781508256892,French 2,11,N/A,N/A,11Q,N/A,N,When does the concert start?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_239.mp3,1
240,FR-Core,9781508256892,French 2,11,N/A,N/A,11R,N/A,M,Quand est-ce que le concert commence?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_240.mp3,1
241,FR-Core,9781508256892,French 2,11,N/A,N/A,12Q,N/A,N,What if we went to the brewery at nine o’clock?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_241.mp3,"12,17"
242,FR-Core,9781508256892,French 2,11,N/A,N/A,12R,N/A,F,Si on allait à la brasserie à neuf heures?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_242.mp3,"12,17"
243,FR-Core,9781508256892,French 2,11,N/A,N/A,13Q,N/A,N,Her husband prefers to go to a concert?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_243.mp3,"1,5"
244,FR-Core,9781508256892,French 2,11,N/A,N/A,13R,N/A,F,Son mari préfère aller à un concert?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_244.mp3,"1,5"
245,FR-Core,9781508256892,French 2,11,N/A,N/A,14Q,N/A,N,Her husband prefers to stay at home.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_245.mp3,"5,18"
246,FR-Core,9781508256892,French 2,11,N/A,N/A,14R,N/A,F,Son mari préfère rester chez lui.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_246.mp3,"5,18"
247,FR-Core,9781508256892,French 2,12,N/A,N/A,01Q,N/A,N,"So, you can come over to our place.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_247.mp3,1
248,FR-Core,9781508256892,French 2,12,N/A,N/A,01R,N/A,F,"Alors, vous pouvez venir chez nous.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_248.mp3,1
249,FR-Core,9781508256892,French 2,12,N/A,N/A,02Q,N/A,N,"With some milk, but without sugar.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_249.mp3,6
250,FR-Core,9781508256892,French 2,12,N/A,N/A,02R,N/A,F,"Avec du lait, mais sans sucre.",N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_250.mp3,6
251,FR-Core,9781508256892,French 2,12,N/A,N/A,03Q,N/A,N,That’s my name.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_251.mp3,"10,13,16"
252,FR-Core,9781508256892,French 2,12,N/A,N/A,03R,N/A,F,C’est mon nom.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_252.mp3,"10,13,16"
253,FR-Core,9781508256892,French 2,12,N/A,N/A,04Q,N/A,N,Is that fine with you?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_253.mp3,"7,13"
254,FR-Core,9781508256892,French 2,12,N/A,N/A,04R,N/A,F,Ça vous va?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_254.mp3,"7,13"
255,FR-Core,9781508256892,French 2,12,N/A,N/A,05Q,N/A,N,If that’s fine with you.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_255.mp3,"7,13"
256,FR-Core,9781508256892,French 2,12,N/A,N/A,05R,N/A,M,Si ça vous va.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_256.mp3,"7,13"
257,FR-Core,9781508256892,French 2,12,N/A,N/A,06Q,N/A,N,She quite likes to have a drink at the pub.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_257.mp3,6
258,FR-Core,9781508256892,French 2,12,N/A,N/A,06R,N/A,M,Elle aime bien prendre un verre à la brasserie.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_258.mp3,6
259,FR-Core,9781508256892,French 2,12,N/A,N/A,07Q,N/A,N,She isn’t in her office at the moment.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_259.mp3,20
260,FR-Core,9781508256892,French 2,12,N/A,N/A,07R,N/A,M,Elle n’est pas dans son bureau en ce moment.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_260.mp3,20
261,FR-Core,9781508256892,French 2,12,N/A,N/A,08Q,N/A,N,She is going to come a little later.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_261.mp3,17
262,FR-Core,9781508256892,French 2,12,N/A,N/A,08R,N/A,M,Elle va venir un peu plus tard.,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_262.mp3,17
263,FR-Core,9781508256892,French 2,12,N/A,N/A,09Q,N/A,N,Can I offer you something to eat?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_263.mp3,6
264,FR-Core,9781508256892,French 2,12,N/A,N/A,09R,N/A,M,Est-ce que je peux vous offrir quelque chose à manger?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_264.mp3,6
265,FR-Core,9781508256892,French 2,12,N/A,N/A,10Q,N/A,N,Can I offer you something?,N/A,N/A,Pimsleur French Level 2 Core Update MP3,9781508295174_French_Level_2_QM_265.mp3,"6,13"
