Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
163,163,ESL_SP,9781442328686,,8,08Q,N,En el hotel en la Calle Este.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_163.mp3,18
164,164,ESL_SP,9781442328686,,8,08R,F,At the hotel on East Street.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_164.mp3,18
165,165,ESL_SP,9781442328686,,8,09Q,N,¿Qué le gustaría beber?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_165.mp3,"6,7"
166,166,ESL_SP,9781442328686,,8,09R,M,What would you like to drink?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_166.mp3,"6,7"
167,167,ESL_SP,9781442328686,,8,10Q,N,"Dos cervezas, por favor.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_167.mp3,"6,12"
168,168,ESL_SP,9781442328686,,8,10R,M,"Two beers, please.",3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_168.mp3,"6,12"
169,169,ESL_SP,9781442328686,,8,11Q,N,¿Le gustaría almorzar?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_169.mp3,6
170,170,ESL_SP,9781442328686,,8,11R,M,Would you like to have lunch?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_170.mp3,6
171,171,ESL_SP,9781442328686,,9,01Q,N,"Y no allá, en el hotel.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_171.mp3,"4,18"
172,172,ESL_SP,9781442328686,,9,01R,F,"And not over there, at the hotel.",7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_172.mp3,"4,18"
173,173,ESL_SP,9781442328686,,9,02Q,N,A las nueve.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_173.mp3,"12,17"
174,174,ESL_SP,9781442328686,,9,02R,M,At nine o'clock.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_174.mp3,"12,17"
175,175,ESL_SP,9781442328686,,9,03Q,N,¿A la una?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_175.mp3,"12,17"
176,176,ESL_SP,9781442328686,,9,03R,M,At one o'clock?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_176.mp3,"12,17"
177,177,ESL_SP,9781442328686,,9,04Q,N,¿A qué hora?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_177.mp3,17
178,178,ESL_SP,9781442328686,,9,04R,F,At what time?,3,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_178.mp3,17
179,179,ESL_SP,9781442328686,,9,05Q,N,¿Sabe usted dónde queda la Avenida Parque?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_179.mp3,"4,18"
180,180,ESL_SP,9781442328686,,9,05R,F,Do you know where Park Avenue is?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_180.mp3,"4,18"
181,181,ESL_SP,9781442328686,,9,06Q,N,Quiero comprar dos cervezas.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_181.mp3,"6,12"
182,182,ESL_SP,9781442328686,,9,06R,F,I want to buy two beers.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_182.mp3,"6,12"
183,183,ESL_SP,9781442328686,,9,07Q,N,¿A la una o a las dos?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_183.mp3,"12,17"
184,184,ESL_SP,9781442328686,,9,07R,F,"At one o'clock, or at two o'clock?",6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_184.mp3,"12,17"
185,185,ESL_SP,9781442328686,,9,08Q,N,No sé a qué hora.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_185.mp3,"7,17"
186,186,ESL_SP,9781442328686,,9,08R,F,I don't know at what time.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_186.mp3,"7,17"
187,187,ESL_SP,9781442328686,,9,09Q,N,"A las dos, ¿de acuerdo?",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_187.mp3,"12,17"
188,188,ESL_SP,9781442328686,,9,09R,M,"At two o'clock, OK?",4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_188.mp3,"12,17"
189,189,ESL_SP,9781442328686,,9,10Q,N,¿Sabe usted dónde queda el hotel?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_189.mp3,"4,18"
190,190,ESL_SP,9781442328686,,9,10R,M,Do you know where the hotel is?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_190.mp3,"4,18"
191,191,ESL_SP,9781442328686,,9,11Q,N,"A la una no, y a las dos no.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_191.mp3,"12,17"
192,192,ESL_SP,9781442328686,,9,11R,F,Not at one o'clock and not at two o'clock.,9,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_192.mp3,"12,17"
193,193,ESL_SP,9781442328686,,10,01Q,N,Y me gustarían dos cervezas.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_193.mp3,"6,12"
194,194,ESL_SP,9781442328686,,10,01R,M,And I'd like two beers.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_194.mp3,"6,12"
195,195,ESL_SP,9781442328686,,10,02Q,N,¿Va usted a comer?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_195.mp3,6
196,196,ESL_SP,9781442328686,,10,02R,F,Are you going to eat?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_196.mp3,6
197,197,ESL_SP,9781442328686,,10,03Q,N,Voy a beber algo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_197.mp3,6
198,198,ESL_SP,9781442328686,,10,03R,M,I'm going to have something to drink.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_198.mp3,6
199,199,ESL_SP,9781442328686,,10,04Q,N,Yo voy a almorzar.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_199.mp3,6
200,200,ESL_SP,9781442328686,,10,04R,M,I'm going to have lunch.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_200.mp3,6
201,201,ESL_SP,9781442328686,,10,05Q,N,¿Son las cuatro?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_201.mp3,"5,12,17"
202,202,ESL_SP,9781442328686,,10,05R,F,Is it four o'clock?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_202.mp3,"5,12,17"
203,203,ESL_SP,9781442328686,,10,06Q,N,Es la una.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_203.mp3,"12,17"
204,204,ESL_SP,9781442328686,,10,06R,F,It's one o'clock.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_204.mp3,"12,17"
205,205,ESL_SP,9781442328686,,10,07Q,N,Son las tres.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_205.mp3,"12,17"
206,206,ESL_SP,9781442328686,,10,07R,M,It's three o'clock.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_206.mp3,"12,17"
207,207,ESL_SP,9781442328686,,10,08Q,N,¿Qué hora es?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_207.mp3,"7,17"
208,208,ESL_SP,9781442328686,,10,08R,F,What time is it?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_208.mp3,"7,17"
209,209,ESL_SP,9781442328686,,10,09Q,N,Bueno.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_209.mp3,7
210,210,ESL_SP,9781442328686,,10,09R,M,All right.,2,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_210.mp3,7
211,211,ESL_SP,9781442328686,,10,10Q,N,¿Va usted a comer a las cinco?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_211.mp3,"6,12,17"
212,212,ESL_SP,9781442328686,,10,10R,F,Are you going to eat at five o'clock?,8,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_212.mp3,"6,12,17"
213,213,ESL_SP,9781442328686,,11,01Q,N,Voy a tomar algo de vino.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_213.mp3,6
214,214,ESL_SP,9781442328686,,11,01R,M,I'm going to have some wine.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_214.mp3,6
215,215,ESL_SP,9781442328686,,11,02Q,N,"Hoy, y mañana también.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_215.mp3,17
216,216,ESL_SP,9781442328686,,11,02R,M,"Today, and tomorrow, too.",4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_216.mp3,17
217,217,ESL_SP,9781442328686,,11,03Q,N,Mañana por la noche a las siete.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_217.mp3,"12,17"
218,218,ESL_SP,9781442328686,,11,03R,M,Tomorrow night at seven o'clock.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_218.mp3,"12,17"
219,219,ESL_SP,9781442328686,,11,04Q,N,"Esta noche, voy a cenar a las diez.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_219.mp3,"6,12,17"
220,220,ESL_SP,9781442328686,,11,04R,F,"Tonight, I’m going to have dinner at ten o’clock.",9,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_220.mp3,"6,12,17"
221,221,ESL_SP,9781442328686,,11,05Q,N,¿Sabe usted qué hora es?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_221.mp3,"7,17"
222,222,ESL_SP,9781442328686,,11,05R,M,Do you know what time it is?,7,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_222.mp3,"7,17"
223,223,ESL_SP,9781442328686,,11,06Q,N,A las seis o a las siete.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_223.mp3,"12,17"
224,224,ESL_SP,9781442328686,,11,06R,M,At six o'clock or at seven o'clock.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_224.mp3,"12,17"
225,225,ESL_SP,9781442328686,,11,07Q,N,"Entonces, a las siete.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_225.mp3,"12,17"
226,226,ESL_SP,9781442328686,,11,07R,M,"Then, at seven o'clock.",4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_226.mp3,"12,17"
227,227,ESL_SP,9781442328686,,11,08Q,N,Me gustaría cenar esta noche.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_227.mp3,"6,17"
228,228,ESL_SP,9781442328686,,11,08R,M,I'd like to have dinner tonight.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_228.mp3,"6,17"
229,229,ESL_SP,9781442328686,,11,09Q,N,Voy a cenar esta noche.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_229.mp3,"6,17"
230,230,ESL_SP,9781442328686,,11,09R,M,I'm going to have dinner tonight.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_230.mp3,"6,17"
231,231,ESL_SP,9781442328686,,11,10Q,N,"Mañana, voy a cenar con usted.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_231.mp3,"6,17"
232,232,ESL_SP,9781442328686,,11,10R,F,"Tomorrow, I'm going to have dinner with you.",8,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_232.mp3,"6,17"
233,233,ESL_SP,9781442328686,,11,11Q,N,¿Le gustaría cenar conmigo hoy?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_233.mp3,"6,17"
234,234,ESL_SP,9781442328686,,11,11R,M,Would you like to have dinner with me today?,9,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_234.mp3,"6,17"
235,235,ESL_SP,9781442328686,,12,01Q,N,¿Usted va a comer?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_235.mp3,6
236,236,ESL_SP,9781442328686,,12,01R,F,You're going to eat?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_236.mp3,6
237,237,ESL_SP,9781442328686,,12,02Q,N,No voy a cenar hoy.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_237.mp3,"6,17"
238,238,ESL_SP,9781442328686,,12,02R,M,I'm not going to have dinner today.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_238.mp3,"6,17"
239,239,ESL_SP,9781442328686,,12,03Q,N,¿Usted no va a cenar?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_239.mp3,6
240,240,ESL_SP,9781442328686,,12,03R,F,You're not going to have dinner?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_240.mp3,6
241,241,ESL_SP,9781442328686,,12,04Q,N,¿Cuánto?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_241.mp3,"11,14,16"
242,242,ESL_SP,9781442328686,,12,04R,M,How much?,2,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_242.mp3,"11,14,16"
243,243,ESL_SP,9781442328686,,12,05Q,N,¿Cuánto le debo?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_243.mp3,"11,14"
244,244,ESL_SP,9781442328686,,12,05R,M,How much do I owe you?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_244.mp3,"11,14"
245,245,ESL_SP,9781442328686,,12,06Q,N,Yo le entiendo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_245.mp3,"15,16"
246,246,ESL_SP,9781442328686,,12,06R,F,I understand you.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_246.mp3,"15,16"
247,247,ESL_SP,9781442328686,,12,07Q,N,"Lo siento, por favor repita.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_247.mp3,"13,16"
248,248,ESL_SP,9781442328686,,12,07R,F,"I'm sorry, please repeat.",4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_248.mp3,"13,16"
249,249,ESL_SP,9781442328686,,12,08Q,N,¿Le debo yo cinco dólares?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_249.mp3,"11,12"
250,250,ESL_SP,9781442328686,,12,08R,F,Do I owe you five dollars?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_250.mp3,"11,12"
251,251,ESL_SP,9781442328686,,12,09Q,N,Yo le debo trece dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_251.mp3,"11,12"
252,252,ESL_SP,9781442328686,,12,09R,F,I owe you thirteen dollars.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_252.mp3,"11,12"
253,253,ESL_SP,9781442328686,,13,01Q,N,¿Cuántos pesos tiene usted?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_253.mp3,11
254,254,ESL_SP,9781442328686,,13,01R,F,How many pesos do you have?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_254.mp3,11
255,255,ESL_SP,9781442328686,,13,02Q,N,Son quince pesos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_255.mp3,"11,12"
256,256,ESL_SP,9781442328686,,13,02R,F,It's fifteen pesos.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_256.mp3,"11,12"
257,257,ESL_SP,9781442328686,,13,03Q,N,No la entiendo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_257.mp3,"15,16"
258,258,ESL_SP,9781442328686,,13,03R,M,I don't understand you.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_258.mp3,"15,16"
259,259,ESL_SP,9781442328686,,13,04Q,N,"Por favor, escuche.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_259.mp3,"7,13"
260,260,ESL_SP,9781442328686,,13,04R,F,"Please, listen.",2,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_260.mp3,"7,13"
261,261,ESL_SP,9781442328686,,13,05Q,N,Yo no voy a comer con usted mañana por la noche.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_261.mp3,"6,17"
262,262,ESL_SP,9781442328686,,13,05R,F,I'm not going to eat with you tomorrow night.,9,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_262.mp3,"6,17"
263,263,ESL_SP,9781442328686,,13,06Q,N,¿Cuántos dólares tiene usted?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_263.mp3,11
264,264,ESL_SP,9781442328686,,13,06R,F,How many dollars do you have?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_264.mp3,11
265,265,ESL_SP,9781442328686,,13,07Q,N,¿Tiene usted dieciséis dólares?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_265.mp3,"11,12"
266,266,ESL_SP,9781442328686,,13,07R,F,Do you have sixteen dollars?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_266.mp3,"11,12"
267,267,ESL_SP,9781442328686,,13,08Q,N,"En dólares, son cinco dólares.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_267.mp3,"11,12"
268,268,ESL_SP,9781442328686,,13,08R,F,"In dollars, it's five dollars.",5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_268.mp3,"11,12"
269,269,ESL_SP,9781442328686,,14,01Q,N,Déme algunos dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_269.mp3,"11,12"
270,270,ESL_SP,9781442328686,,14,01R,M,Give me some dollars.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_270.mp3,"11,12"
271,271,ESL_SP,9781442328686,,14,02Q,N,También tengo muchos dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_271.mp3,"11,12"
272,272,ESL_SP,9781442328686,,14,02R,F,I have a lot of dollars too.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_272.mp3,"11,12"
273,273,ESL_SP,9781442328686,,14,03Q,N,Aquí está un dólar.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_273.mp3,"11,12"
274,274,ESL_SP,9781442328686,,14,03R,M,Here's a dollar.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_274.mp3,"11,12"
275,275,ESL_SP,9781442328686,,14,04Q,N,Aquí están trece dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_275.mp3,"11,12"
276,276,ESL_SP,9781442328686,,14,04R,M,Here's thirteen dollars.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_276.mp3,"11,12"
277,277,ESL_SP,9781442328686,,14,05Q,N,¿Cuánto le debo en dólares?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_277.mp3,"11,12"
278,278,ESL_SP,9781442328686,,14,05R,M,How much do I owe you in dollars?,8,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_278.mp3,"11,12"
279,279,ESL_SP,9781442328686,,14,06Q,N,¿Quiere usted un dólar?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_279.mp3,"11,12"
280,280,ESL_SP,9781442328686,,14,06R,M,Do you want one dollar?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_280.mp3,"11,12"
281,281,ESL_SP,9781442328686,,14,07Q,N,¿Tiene usted dólares?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_281.mp3,11
282,282,ESL_SP,9781442328686,,14,07R,F,Do you have any dollars?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_282.mp3,11
283,283,ESL_SP,9781442328686,,14,08Q,N,Te voy a dar diez pesos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_283.mp3,"11,12"
284,284,ESL_SP,9781442328686,,14,08R,M,I'm going to give you ten pesos.,7,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_284.mp3,"11,12"
285,285,ESL_SP,9781442328686,,14,09Q,N,¿Qué vas a hacer?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_285.mp3,1
286,286,ESL_SP,9781442328686,,14,09R,M,What are you going to do?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_286.mp3,1
287,287,ESL_SP,9781442328686,,14,10Q,N,Eso es mucho.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_287.mp3,"11,12,14"
288,288,ESL_SP,9781442328686,,14,10R,M,That's a lot,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_288.mp3,"11,12,14"
289,289,ESL_SP,9781442328686,,15,01Q,N,¿Cuánto cuesta?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_289.mp3,"11,14,16"
290,290,ESL_SP,9781442328686,,15,01R,M,How much is it?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_290.mp3,"11,14,16"
291,291,ESL_SP,9781442328686,,15,02Q,N,Tengo algo.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_291.mp3,"11,14"
292,292,ESL_SP,9781442328686,,15,02R,F,I have some.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_292.mp3,"11,14"
293,293,ESL_SP,9781442328686,,15,03Q,N,Quiero algunos.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_293.mp3,"11,14"
294,294,ESL_SP,9781442328686,,15,03R,M,I want some.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_294.mp3,"11,14"
295,295,ESL_SP,9781442328686,,15,04Q,N,Muchas gracias.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_295.mp3,"13,16"
296,296,ESL_SP,9781442328686,,15,04R,M,Thank you very much.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_296.mp3,"13,16"
297,297,ESL_SP,9781442328686,,15,05Q,N,¿Dos y dos son cuánto?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_297.mp3,"7,12"
298,298,ESL_SP,9781442328686,,15,05R,M,Two and two is how much?,6,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_298.mp3,"7,12"
299,299,ESL_SP,9781442328686,,15,06Q,N,"Entonces, déme un dólar.",,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_299.mp3,"11,12"
300,300,ESL_SP,9781442328686,,15,06R,F,Then give me one dollar.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_300.mp3,"11,12"
301,301,ESL_SP,9781442328686,,15,07Q,N,No mucho.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_301.mp3,"11,12,14"
302,302,ESL_SP,9781442328686,,15,07R,M,Not a lot.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_302.mp3,"11,12,14"
303,303,ESL_SP,9781442328686,,15,08Q,N,¿Para mí?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_303.mp3,7
304,304,ESL_SP,9781442328686,,15,08R,M,For me?,2,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_304.mp3,7
305,305,ESL_SP,9781442328686,,15,09Q,N,¿Cuánto cuesta una cerveza?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_305.mp3,"6,7"
306,306,ESL_SP,9781442328686,,15,09R,M,How much is a beer?,5,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_306.mp3,"6,7"
307,307,ESL_SP,9781442328686,,15,10Q,N,No puedo darle dólares.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_307.mp3,11
308,308,ESL_SP,9781442328686,,15,10R,F,I can't give you any dollars.,6,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_308.mp3,11
309,309,ESL_SP,9781442328686,,16,01Q,N,Déme algo de dinero.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_309.mp3,"7,11"
310,310,ESL_SP,9781442328686,,16,01R,F,Give me some money.,4,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_310.mp3,"7,11"
311,311,ESL_SP,9781442328686,,16,02Q,N,¿Eso es demasiado?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_311.mp3,"7,14"
312,312,ESL_SP,9781442328686,,16,02R,M,Is that too much?,4,Q,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_312.mp3,"7,14"
313,313,ESL_SP,9781442328686,,16,03Q,N,Es para usted.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_313.mp3,"7,9"
314,314,ESL_SP,9781442328686,,16,03R,M,It's for you.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_314.mp3,"7,9"
315,315,ESL_SP,9781442328686,,16,04Q,N,No es suficiente.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_315.mp3,"9,11,14"
316,316,ESL_SP,9781442328686,,16,04R,F,It's not enough.,3,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_316.mp3,"9,11,14"
317,317,ESL_SP,9781442328686,,16,05Q,N,Eso es suficiente.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_317.mp3,"11,14"
318,318,ESL_SP,9781442328686,,16,05R,F,That's enough.,2,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_318.mp3,"11,14"
319,319,ESL_SP,9781442328686,,16,06Q,N,Eso es mucho dinero.,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_319.mp3,"11,12"
320,320,ESL_SP,9781442328686,,16,06R,M,That's a lot of money.,5,S,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_320.mp3,"11,12"
321,321,ESL_SP,9781442328686,,16,07Q,N,¿Qué es?,,,English for Spanish Speakers Level 1,9781508235927_ESL_Spanish_1_QZ_321.mp3,7
