Rec #,Lang ,Course,Lesson,Cluster,Qz #,Spkr,Cue,Transliteration,MP3 Snippet File Name,MP3 Audio ISBN,Premium ISBN,Skills
174,GK,Greek 2,9,,06R,M,Τα παιδιά σου είναι ακόμη στην Κύπρο;,Ta pethiá sou íne akómi stin Kípro?,9781797115382_Greek_2_QZ_174.mp3,9781442320246,9781797115382,5
175,GK,Greek 2,9,,07Q,N,Are you going to go by taxi? (pl),,9781797115382_Greek_2_QZ_175.mp3,9781442320246,9781797115382,18
176,GK,Greek 2,9,,07R,M,Θα πάτε με ταξί;,Tha páte me taksí?,9781797115382_Greek_2_QZ_176.mp3,9781442320246,9781797115382,18
177,GK,Greek 2,9,,08Q,N,I’m going to buy them a gift.,,9781797115382_Greek_2_QZ_177.mp3,9781442320246,9781797115382,14
178,GK,Greek 2,9,,08R,M,Θα τους αγοράσω ένα δώρο.,Tha tous agoráso éna thóro.,9781797115382_Greek_2_QZ_178.mp3,9781442320246,9781797115382,14
179,GK,Greek 2,9,,09Q,N,What would you like to do? (informal),,9781797115382_Greek_2_QZ_179.mp3,9781442320246,9781797115382,1
180,GK,Greek 2,9,,09R,M,Τι θα ήθελες να κάνεις;,Ti tha ítheles na kánis?,9781797115382_Greek_2_QZ_180.mp3,9781442320246,9781797115382,1
181,GK,Greek 2,9,,10Q,N,What are you going to do today? (informal),,9781797115382_Greek_2_QZ_181.mp3,9781442320246,9781797115382,17
182,GK,Greek 2,9,,10R,M,Τι θα κάνεις σήμερα;,Ti tha kánis símera?,9781797115382_Greek_2_QZ_182.mp3,9781442320246,9781797115382,17
183,GK,Greek 2,10,,01Q,N,For whom?,,9781797115382_Greek_2_QZ_183.mp3,9781442320246,9781797115382,7
184,GK,Greek 2,10,,01R,F,Για ποιόν;,Gia pión?,9781797115382_Greek_2_QZ_184.mp3,9781442320246,9781797115382,7
185,GK,Greek 2,10,,02Q,N,Until Monday or Tuesday.,,9781797115382_Greek_2_QZ_185.mp3,9781442320246,9781797115382,17
186,GK,Greek 2,10,,02R,F,Μέχρι τη Δευτέρα ή Τρίτη.,Méchri ti Theftéra i Tríti.,9781797115382_Greek_2_QZ_186.mp3,9781442320246,9781797115382,17
187,GK,Greek 2,10,,03Q,N,Let’s go together.,,9781797115382_Greek_2_QZ_187.mp3,9781442320246,9781797115382,1
188,GK,Greek 2,10,,03R,F,Πάμε μαζί.,Páme mazí.,9781797115382_Greek_2_QZ_188.mp3,9781442320246,9781797115382,1
189,GK,Greek 2,10,,04Q,N,He prefers to stay home.,,9781797115382_Greek_2_QZ_189.mp3,9781442320246,9781797115382,5
190,GK,Greek 2,10,,04R,F,Προτιμάει να μείνει σπίτι.,Protimái na míni spíti.,9781797115382_Greek_2_QZ_190.mp3,9781442320246,9781797115382,5
191,GK,Greek 2,10,,05Q,N,At twenty after eight is fine.,,9781797115382_Greek_2_QZ_191.mp3,9781442320246,9781797115382,12
192,GK,Greek 2,10,,05R,F,Στις οκτώ και είκοσι είναι καλά.,Stis októ ke íkosi íne kalá.,9781797115382_Greek_2_QZ_192.mp3,9781442320246,9781797115382,12
193,GK,Greek 2,10,,06Q,N,"At ten after eight,",,9781797115382_Greek_2_QZ_193.mp3,9781442320246,9781797115382,12
194,GK,Greek 2,10,,06R,M,Στις οκτώ και δέκα.,Stis októ ke théka.,9781797115382_Greek_2_QZ_194.mp3,9781442320246,9781797115382,12
195,GK,Greek 2,10,,07Q,N,Would you like that we go to the movies?,,9781797115382_Greek_2_QZ_195.mp3,9781442320246,9781797115382,"1,16"
196,GK,Greek 2,10,,07R,M,Θα ήθελες να πάμε σινεμά;,Tha ítheles na páme sinemá?,9781797115382_Greek_2_QZ_196.mp3,9781442320246,9781797115382,"1,16"
197,GK,Greek 2,10,,08Q,N,Why don’t we go later?,,9781797115382_Greek_2_QZ_197.mp3,9781442320246,9781797115382,17
198,GK,Greek 2,10,,08R,M,Γιατí δεν πάμε αργότερα;,Giatí then páme argótera?,9781797115382_Greek_2_QZ_198.mp3,9781442320246,9781797115382,17
199,GK,Greek 2,10,,09Q,N,They’re coming Friday evening.,,9781797115382_Greek_2_QZ_199.mp3,9781442320246,9781797115382,17
200,GK,Greek 2,10,,09R,M,Έρχονται την Παρασκευή το βράδυ.,Erchonte tin Paraskeví to vráthi.,9781797115382_Greek_2_QZ_200.mp3,9781442320246,9781797115382,17
201,GK,Greek 2,10,,10Q,N,She likes to travel.,,9781797115382_Greek_2_QZ_201.mp3,9781442320246,9781797115382,18
202,GK,Greek 2,10,,10R,M,Της αρέσει να ταξιδεύει.,Tis arési na taksithévi.,9781797115382_Greek_2_QZ_202.mp3,9781442320246,9781797115382,18
203,GK,Greek 2,10,,11Q,N,And he likes Greece very much.,,9781797115382_Greek_2_QZ_203.mp3,9781442320246,9781797115382,18
204,GK,Greek 2,10,,11R,F,Και του αρέσει πολύ η Ελλάδα.,Ke tou arési polí i Ellátha.,9781797115382_Greek_2_QZ_204.mp3,9781442320246,9781797115382,18
205,GK,Greek 2,11,,01Q,N,My husband has to travel a lot.,,9781797115382_Greek_2_QZ_205.mp3,9781442320246,9781797115382,5
206,GK,Greek 2,11,,01R,F,Ο άντρας μου πρέπει να ταξιδεύει πολύ.,O ándras mou prépei na taksithévi polí.,9781797115382_Greek_2_QZ_206.mp3,9781442320246,9781797115382,5
207,GK,Greek 2,11,,02Q,N,He prefers to go to a concert.,,9781797115382_Greek_2_QZ_207.mp3,9781442320246,9781797115382,1
208,GK,Greek 2,11,,02R,F,Προτιμάει να πάει σε μία συναυλία.,Protimái na pái se mía sinavlía.,9781797115382_Greek_2_QZ_208.mp3,9781442320246,9781797115382,1
209,GK,Greek 2,11,,03Q,N,At quarter after nine.,,9781797115382_Greek_2_QZ_209.mp3,9781442320246,9781797115382,"12,16,17"
210,GK,Greek 2,11,,03R,F,Στις εννέα και τέταρτο.,Stis ennéa ke tétarto.,9781797115382_Greek_2_QZ_210.mp3,9781442320246,9781797115382,"12,16,17"
211,GK,Greek 2,11,,04Q,N,At half past eight.,,9781797115382_Greek_2_QZ_211.mp3,9781442320246,9781797115382,"12,16,17"
212,GK,Greek 2,11,,04R,F,Στις οκτώ και μισή.,Stis októ ke misí.,9781797115382_Greek_2_QZ_212.mp3,9781442320246,9781797115382,"12,16,17"
213,GK,Greek 2,11,,05Q,N,Would you like that we go to the concert together?,,9781797115382_Greek_2_QZ_213.mp3,9781442320246,9781797115382,"1,16"
214,GK,Greek 2,11,,05R,F,Θα θέλατε να πάμε στη συναυλία μαζί;,Tha thélate na páme sti sinavlía mazí?,9781797115382_Greek_2_QZ_214.mp3,9781442320246,9781797115382,"1,16"
215,GK,Greek 2,11,,06Q,N,She likes to go to the movies.,,9781797115382_Greek_2_QZ_215.mp3,9781442320246,9781797115382,1
216,GK,Greek 2,11,,06R,M,Της αρέσει να πηγαίνει σινεμά.,Tis arési na pigéni sinemá.,9781797115382_Greek_2_QZ_216.mp3,9781442320246,9781797115382,1
217,GK,Greek 2,11,,07Q,N,With your friend (f),,9781797115382_Greek_2_QZ_217.mp3,9781442320246,9781797115382,5
218,GK,Greek 2,11,,07R,M,Με τη φίλη σας.,Me ti fíli sas.,9781797115382_Greek_2_QZ_218.mp3,9781442320246,9781797115382,5
219,GK,Greek 2,11,,08Q,N,My friend likes to travel. (f),,9781797115382_Greek_2_QZ_219.mp3,9781442320246,9781797115382,5
220,GK,Greek 2,11,,08R,M,Tης φίλης μου της αρέσει να ταξιδεύει.,Tis fílis mou tis arési na taksithévi.,9781797115382_Greek_2_QZ_220.mp3,9781442320246,9781797115382,5
221,GK,Greek 2,11,,09Q,N,He’s going to leave Saturday morning.,,9781797115382_Greek_2_QZ_221.mp3,9781442320246,9781797115382,17
222,GK,Greek 2,11,,09R,M,Θα φύγει το Σάββατο το πρωί.,Tha fígi to Sávvato to proí.,9781797115382_Greek_2_QZ_222.mp3,9781442320246,9781797115382,17
223,GK,Greek 2,11,,10Q,N,"Yes, let’s go Saturday evening.",,9781797115382_Greek_2_QZ_223.mp3,9781442320246,9781797115382,17
224,GK,Greek 2,11,,10R,M,"Ναι, πάμε Σάββατο το βράδυ.","Ne, páme Sávvato to vráthi.",9781797115382_Greek_2_QZ_224.mp3,9781442320246,9781797115382,17
225,GK,Greek 2,12,,01Q,N,It starts at quarter to nine.,,9781797115382_Greek_2_QZ_225.mp3,9781442320246,9781797115382,"1,12,16,17"
226,GK,Greek 2,12,,01R,F,Αρχίζει στις εννέα παρά τέταρτο.,Archízi stis ennéa pará tétarto.,9781797115382_Greek_2_QZ_226.mp3,9781442320246,9781797115382,"1,12,16,17"
227,GK,Greek 2,12,,02Q,N,He’s going to arrive at half past ten.,,9781797115382_Greek_2_QZ_227.mp3,9781442320246,9781797115382,"12,17"
228,GK,Greek 2,12,,02R,F,Θα φτάσει στις δέκα και μισή.,Tha ftási stis théka ke misí.,9781797115382_Greek_2_QZ_228.mp3,9781442320246,9781797115382,"12,17"
229,GK,Greek 2,12,,03Q,N,He's going to leave on Friday.,,9781797115382_Greek_2_QZ_229.mp3,9781442320246,9781797115382,17
230,GK,Greek 2,12,,03R,F,Θα φύγει την Παρασκευή.,Tha fígi tin Paraskeví.,9781797115382_Greek_2_QZ_230.mp3,9781442320246,9781797115382,17
231,GK,Greek 2,12,,04Q,N,Not at the moment.,,9781797115382_Greek_2_QZ_231.mp3,9781442320246,9781797115382,17
232,GK,Greek 2,12,,04R,F,Όχι αυτή τη στιγμή.,Ochi aftí ti stigmí.,9781797115382_Greek_2_QZ_232.mp3,9781442320246,9781797115382,17
233,GK,Greek 2,12,,05Q,N,… isn't that so?,,9781797115382_Greek_2_QZ_233.mp3,9781442320246,9781797115382,7
234,GK,Greek 2,12,,05R,F,… έτσι δεν είναι;,… étsi then íne?,9781797115382_Greek_2_QZ_234.mp3,9781442320246,9781797115382,7
235,GK,Greek 2,12,,06Q,N,"But a little sugar, please.",,9781797115382_Greek_2_QZ_235.mp3,9781442320246,9781797115382,6
236,GK,Greek 2,12,,06R,M,"Αλλά λίγη ζάχαρη, παρακαλώ.","Allá lígi záchari, parakaló.",9781797115382_Greek_2_QZ_236.mp3,9781442320246,9781797115382,6
237,GK,Greek 2,12,,07Q,N,Is Mr. Mános here?,,9781797115382_Greek_2_QZ_237.mp3,9781442320246,9781797115382,"10,20"
238,GK,Greek 2,12,,07R,M,Ο κύριος Μάνος είναι εδώ;,O Kírios Mános íne ethó?,9781797115382_Greek_2_QZ_238.mp3,9781442320246,9781797115382,"10,20"
239,GK,Greek 2,12,,08Q,N,With some milk or sugar?,,9781797115382_Greek_2_QZ_239.mp3,9781442320246,9781797115382,6
240,GK,Greek 2,12,,08R,M,Mε λίγο γάλα ή ζάχαρη;,Me lígo gála í záchari?,9781797115382_Greek_2_QZ_240.mp3,9781442320246,9781797115382,6
241,GK,Greek 2,12,,09Q,N,He’s not in his office at the moment.,,9781797115382_Greek_2_QZ_241.mp3,9781442320246,9781797115382,20
242,GK,Greek 2,12,,09R,M,Δεν είναι στο γραφείο του αυτή τη στιγμή.,Then íne sto grafío tou aftí ti stigmí.,9781797115382_Greek_2_QZ_242.mp3,9781442320246,9781797115382,20
243,GK,Greek 2,12,,10Q,N,Do you want the sugar?,,9781797115382_Greek_2_QZ_243.mp3,9781442320246,9781797115382,6
244,GK,Greek 2,12,,10R,M,Θέλετε τη ζάχαρη;,Thélete ti záchari?,9781797115382_Greek_2_QZ_244.mp3,9781442320246,9781797115382,6
245,GK,Greek 2,13,,01Q,N,But there is!,,9781797115382_Greek_2_QZ_245.mp3,9781442320246,9781797115382,7
246,GK,Greek 2,13,,01R,F,Αλλά έχει!,Allá échi!,9781797115382_Greek_2_QZ_246.mp3,9781442320246,9781797115382,7
247,GK,Greek 2,13,,02Q,N,Since January or February.,,9781797115382_Greek_2_QZ_247.mp3,9781442320246,9781797115382,17
248,GK,Greek 2,13,,02R,F,Από τον Ιανουάριο ή το Φεβρουάριο.,Apó ton Ianouário í to Fevrouário.,9781797115382_Greek_2_QZ_248.mp3,9781442320246,9781797115382,17
249,GK,Greek 2,13,,03Q,N,There’s a good film at quarter to nine.,,9781797115382_Greek_2_QZ_249.mp3,9781442320246,9781797115382,"12,17"
250,GK,Greek 2,13,,03R,F,Έχει  ένα καλό έργο στις εννέα παρά τέταρτο.,Echi éna kaló érgo stis ennéa pará tétarto.,9781797115382_Greek_2_QZ_250.mp3,9781442320246,9781797115382,"12,17"
251,GK,Greek 2,13,,04Q,N,I’m leaving in January.,,9781797115382_Greek_2_QZ_251.mp3,9781442320246,9781797115382,17
252,GK,Greek 2,13,,04R,F,Φεύγω τον Ιανουάριο.,Févgo ton Ianouário.,9781797115382_Greek_2_QZ_252.mp3,9781442320246,9781797115382,17
253,GK,Greek 2,13,,05Q,N,"All right, after work on Thursday.",,9781797115382_Greek_2_QZ_253.mp3,9781442320246,9781797115382,"17,20"
254,GK,Greek 2,13,,05R,F,"Εντάξει, μετά την δουλειά την Πέμπτη.","Entáksi, metá ti thoulía tin Pémpti.",9781797115382_Greek_2_QZ_254.mp3,9781442320246,9781797115382,"17,20"
255,GK,Greek 2,13,,06Q,N,Here’s Mr. Pappás.,,9781797115382_Greek_2_QZ_255.mp3,9781442320246,9781797115382,10
256,GK,Greek 2,13,,06R,M,Να ο κύριος Παππάς.,Na o Kírios Pappás.,9781797115382_Greek_2_QZ_256.mp3,9781442320246,9781797115382,10
257,GK,Greek 2,13,,07Q,N,When are you leaving on vacation?,,9781797115382_Greek_2_QZ_257.mp3,9781442320246,9781797115382,18
258,GK,Greek 2,13,,07R,M,Πότε φεύγετε για διακοπές;,Póte févgete gia thiakopés?,9781797115382_Greek_2_QZ_258.mp3,9781442320246,9781797115382,18
259,GK,Greek 2,13,,08Q,N,I’m going to stay until Thursday.,,9781797115382_Greek_2_QZ_259.mp3,9781442320246,9781797115382,17
260,GK,Greek 2,13,,08R,M,Θα μείνω μέχρι την Πέμπτη.,Tha míno méchri tin Pémpti.,9781797115382_Greek_2_QZ_260.mp3,9781442320246,9781797115382,17
261,GK,Greek 2,13,,09Q,N,There’s no sugar.,,9781797115382_Greek_2_QZ_261.mp3,9781442320246,9781797115382,6
262,GK,Greek 2,13,,09R,M,Δεν έχει ζάχαρη.,Then échi záchari.,9781797115382_Greek_2_QZ_262.mp3,9781442320246,9781797115382,6
263,GK,Greek 2,13,,10Q,N,Do you take milk or sugar?,,9781797115382_Greek_2_QZ_263.mp3,9781442320246,9781797115382,6
264,GK,Greek 2,13,,10R,M,Βάζετε γάλα ή ζάχαρη;,Vázete gála í záchari?,9781797115382_Greek_2_QZ_264.mp3,9781442320246,9781797115382,6
265,GK,Greek 2,14,,01Q,N,I have a coffee for him.,,9781797115382_Greek_2_QZ_265.mp3,9781442320246,9781797115382,6
266,GK,Greek 2,14,,01R,F,Έχω έναν καφέ γι’ αυτόν.,Echo énan kafé gi’aftón.,9781797115382_Greek_2_QZ_266.mp3,9781442320246,9781797115382,6
267,GK,Greek 2,14,,02Q,N,Thanks for the coffee.,,9781797115382_Greek_2_QZ_267.mp3,9781442320246,9781797115382,"6,16"
268,GK,Greek 2,14,,02R,F,Ευχαριστώ για τον καφέ.,Efharistó gia ton kafé.,9781797115382_Greek_2_QZ_268.mp3,9781442320246,9781797115382,"6,16"
269,GK,Greek 2,14,,03Q,N,We saw a good film.,,9781797115382_Greek_2_QZ_269.mp3,9781442320246,9781797115382,1
270,GK,Greek 2,14,,03R,F,Είδαμε ένα καλό έργο.,Ethame éna kaló érgo.,9781797115382_Greek_2_QZ_270.mp3,9781442320246,9781797115382,1
271,GK,Greek 2,14,,04Q,N,It’s too bad about the concert.,,9781797115382_Greek_2_QZ_271.mp3,9781442320246,9781797115382,1
272,GK,Greek 2,14,,04R,F,Είναι κρίμα για τη συναυλία.,Ine kríma gia ti sinavlía.,9781797115382_Greek_2_QZ_272.mp3,9781442320246,9781797115382,1
273,GK,Greek 2,14,,05Q,N,Is your coffee cold?,,9781797115382_Greek_2_QZ_273.mp3,9781442320246,9781797115382,6
274,GK,Greek 2,14,,05R,F,Είναι κρύος ο καφές σας;,Ine kríos o kafés sas?,9781797115382_Greek_2_QZ_274.mp3,9781442320246,9781797115382,6
275,GK,Greek 2,14,,06Q,N,He’s on vacation.,,9781797115382_Greek_2_QZ_275.mp3,9781442320246,9781797115382,18
276,GK,Greek 2,14,,06R,M,Είναι διακοπές.,Ine thiakopés.,9781797115382_Greek_2_QZ_276.mp3,9781442320246,9781797115382,18
277,GK,Greek 2,14,,07Q,N,Do you know Aléxi well?,,9781797115382_Greek_2_QZ_277.mp3,9781442320246,9781797115382,10
278,GK,Greek 2,14,,07R,M,Ξέρετε καλά τον Αλέξη;,Ksérete kalá ton Aléxi?,9781797115382_Greek_2_QZ_278.mp3,9781442320246,9781797115382,10
279,GK,Greek 2,14,,08Q,N,I like hot coffee.,,9781797115382_Greek_2_QZ_279.mp3,9781442320246,9781797115382,6
280,GK,Greek 2,14,,08R,M,Μου αρέσει ο ζεστός καφές.,Mou arési o zestós kafés.,9781797115382_Greek_2_QZ_280.mp3,9781442320246,9781797115382,6
281,GK,Greek 2,14,,09Q,N,I don’t like cold coffee.,,9781797115382_Greek_2_QZ_281.mp3,9781442320246,9781797115382,6
282,GK,Greek 2,14,,09R,M,Δεν μου αρέσει ο κρύος καφές.,Then mou arési o kríos kafés.,9781797115382_Greek_2_QZ_282.mp3,9781442320246,9781797115382,6
283,GK,Greek 2,14,,10Q,N,What coffee do you want?,,9781797115382_Greek_2_QZ_283.mp3,9781442320246,9781797115382,6
284,GK,Greek 2,14,,10R,M,Τι καφέ θέλετε;,Ti kafé thélete?,9781797115382_Greek_2_QZ_284.mp3,9781442320246,9781797115382,6
285,GK,Greek 2,15,,01Q,N,There’s a lot to see there.,,9781797115382_Greek_2_QZ_285.mp3,9781442320246,9781797115382,18
286,GK,Greek 2,15,,01R,F,Έχει πολλά να δεις εκεί.,Echi pollá na this ekí.,9781797115382_Greek_2_QZ_286.mp3,9781442320246,9781797115382,18
287,GK,Greek 2,15,,02Q,N,A chocolate ice cream for me.,,9781797115382_Greek_2_QZ_287.mp3,9781442320246,9781797115382,"6,16"
288,GK,Greek 2,15,,02R,F,Ένα παγωτό σοκολάτα για μένα.,Ena pagotó sokoláta gia ména.,9781797115382_Greek_2_QZ_288.mp3,9781442320246,9781797115382,"6,16"
289,GK,Greek 2,15,,03Q,N,I’m leaving next week.,,9781797115382_Greek_2_QZ_289.mp3,9781442320246,9781797115382,18
290,GK,Greek 2,15,,03R,F,Φεύγω την επόμενη εβδομάδα.,Févgo tin epómeni evthomátha.,9781797115382_Greek_2_QZ_290.mp3,9781442320246,9781797115382,18
291,GK,Greek 2,15,,04Q,N,I’m going on vacation.,,9781797115382_Greek_2_QZ_291.mp3,9781442320246,9781797115382,18
292,GK,Greek 2,15,,04R,F,Πάω για διακοπές.,Páo gia thiakopés.,9781797115382_Greek_2_QZ_292.mp3,9781442320246,9781797115382,18
293,GK,Greek 2,15,,05Q,N,Where are you going in Italy?,,9781797115382_Greek_2_QZ_293.mp3,9781442320246,9781797115382,18
294,GK,Greek 2,15,,05R,F,Που πάτε στην Ιταλία;,Poú páte stin Italía?,9781797115382_Greek_2_QZ_294.mp3,9781442320246,9781797115382,18
295,GK,Greek 2,15,,06Q,N,It’s good weather.,,9781797115382_Greek_2_QZ_295.mp3,9781442320246,9781797115382,19
296,GK,Greek 2,15,,06R,M,Κάνει καλό καιρό.,Káni kaló keró.,9781797115382_Greek_2_QZ_296.mp3,9781442320246,9781797115382,19
297,GK,Greek 2,15,,07Q,N,It’s not cold.,,9781797115382_Greek_2_QZ_297.mp3,9781442320246,9781797115382,19
298,GK,Greek 2,15,,07R,M,Δεν κάνει κρύο.,Then káni krío.,9781797115382_Greek_2_QZ_298.mp3,9781442320246,9781797115382,19
299,GK,Greek 2,15,,08Q,N,It’s not very good.,,9781797115382_Greek_2_QZ_299.mp3,9781442320246,9781797115382,19
300,GK,Greek 2,15,,08R,M,Δεν κάνει πολύ καλό.,Then káni polí kaló.,9781797115382_Greek_2_QZ_300.mp3,9781442320246,9781797115382,19
301,GK,Greek 2,15,,09Q,N,How’s the weather?,,9781797115382_Greek_2_QZ_301.mp3,9781442320246,9781797115382,19
302,GK,Greek 2,15,,09R,M,Τι καιρό κάνει;,Ti keró káni?,9781797115382_Greek_2_QZ_302.mp3,9781442320246,9781797115382,19
303,GK,Greek 2,15,,10Q,N,You're going to Italy next week.,,9781797115382_Greek_2_QZ_303.mp3,9781442320246,9781797115382,"17,18"
304,GK,Greek 2,15,,10R,M,Πάτε στην Ιταλία την επόμενη εβδομάδα.,Páte stin Italía tin epómeni evthomátha.,9781797115382_Greek_2_QZ_304.mp3,9781442320246,9781797115382,"17,18"
305,GK,Greek 2,15,,11Q,N,"No, not until January.",,9781797115382_Greek_2_QZ_305.mp3,9781442320246,9781797115382,17
306,GK,Greek 2,15,,11R,M,"Όχι, όχι μέχρι τον Ιανουάριο.","Ochi, óchi méchri ton Ianouário.",9781797115382_Greek_2_QZ_306.mp3,9781442320246,9781797115382,17
307,GK,Greek 2,16,,01Q,N,There's a lot to do there.,,9781797115382_Greek_2_QZ_307.mp3,9781442320246,9781797115382,18
308,GK,Greek 2,16,,01R,F,Έχει πολλά να κάνεις εκεί.,Echi pollá na kánis ekí.,9781797115382_Greek_2_QZ_308.mp3,9781442320246,9781797115382,18
309,GK,Greek 2,16,,02Q,N,Thanks for the ice cream.,,9781797115382_Greek_2_QZ_309.mp3,9781442320246,9781797115382,6
310,GK,Greek 2,16,,02R,F,Ευχαριστώ για το παγωτό.,Efharistó gia to pagotó.,9781797115382_Greek_2_QZ_310.mp3,9781442320246,9781797115382,6
311,GK,Greek 2,16,,03Q,N,I know his daughters.,,9781797115382_Greek_2_QZ_311.mp3,9781442320246,9781797115382,5
312,GK,Greek 2,16,,03R,F,Ξέρω τις κόρες του.,Kséro tis kóres tou.,9781797115382_Greek_2_QZ_312.mp3,9781442320246,9781797115382,5
313,GK,Greek 2,16,,04Q,N,With her two daughters.,,9781797115382_Greek_2_QZ_313.mp3,9781442320246,9781797115382,"5,12"
314,GK,Greek 2,16,,04R,F,Με τις δύο κόρες της.,Me tis thío kóres tis.,9781797115382_Greek_2_QZ_314.mp3,9781442320246,9781797115382,"5,12"
315,GK,Greek 2,16,,05Q,N,When are you leaving for Italy?,,9781797115382_Greek_2_QZ_315.mp3,9781442320246,9781797115382,18
316,GK,Greek 2,16,,05R,F,Πότε φεύγετε για την Ιταλία;,Póte févgete gia tin Italía?,9781797115382_Greek_2_QZ_316.mp3,9781442320246,9781797115382,18
317,GK,Greek 2,16,,06Q,N,"London's expensive, isn't it?",,9781797115382_Greek_2_QZ_317.mp3,9781442320246,9781797115382,14
318,GK,Greek 2,16,,06R,M,"Το Λονδίνο είναι ακριβό, έτσι δεν είναι;","To Lonthíno íne akrivó, étsi then íne?",9781797115382_Greek_2_QZ_318.mp3,9781442320246,9781797115382,14
319,GK,Greek 2,16,,07Q,N,"Before, it was less expensive. (m)",,9781797115382_Greek_2_QZ_319.mp3,9781442320246,9781797115382,14
320,GK,Greek 2,16,,07R,M,"Πριν, ήταν λιγότερο ακριβό.","Prin, ítan ligótero akrivó.",9781797115382_Greek_2_QZ_320.mp3,9781442320246,9781797115382,14
321,GK,Greek 2,16,,08Q,N,Do you know them?,,9781797115382_Greek_2_QZ_321.mp3,9781442320246,9781797115382,10
322,GK,Greek 2,16,,08R,M,Τους ξέρετε;,Tous ksérete?,9781797115382_Greek_2_QZ_322.mp3,9781442320246,9781797115382,10
323,GK,Greek 2,16,,09Q,N,Athens is expensive now.,,9781797115382_Greek_2_QZ_323.mp3,9781442320246,9781797115382,18
324,GK,Greek 2,16,,09R,M,Η Αθήνα είναι ακριβή τώρα.,I Athína íne akriví tóra.,9781797115382_Greek_2_QZ_324.mp3,9781442320246,9781797115382,18
325,GK,Greek 2,16,,10Q,N,"Yes, there’s really a lot to see here.",,9781797115382_Greek_2_QZ_325.mp3,9781442320246,9781797115382,18
326,GK,Greek 2,16,,10R,M,"Ναι, έχει πραγματικά πολλά να δεις εδώ.","Ne, échi pragmatiká pollá na this ethó.",9781797115382_Greek_2_QZ_326.mp3,9781442320246,9781797115382,18
327,GK,Greek 2,17,,01Q,N,A trip to New York is expensive.,,9781797115382_Greek_2_QZ_327.mp3,9781442320246,9781797115382,14
328,GK,Greek 2,17,,01R,F,Ένα ταξίδι στην Νέα Υόρκη είναι ακριβό.,Ena taksíthi stin Néa Iórki íne akrivó.,9781797115382_Greek_2_QZ_328.mp3,9781442320246,9781797115382,14
329,GK,Greek 2,17,,02Q,N,He’s twenty-two years.,,9781797115382_Greek_2_QZ_329.mp3,9781442320246,9781797115382,"5,12"
330,GK,Greek 2,17,,02R,F,Είναι είκοσι δύο χρονών.,Ine íkosi thío chronón.,9781797115382_Greek_2_QZ_330.mp3,9781442320246,9781797115382,"5,12"
331,GK,Greek 2,17,,03Q,N,Both our children are going to stay here.,,9781797115382_Greek_2_QZ_331.mp3,9781442320246,9781797115382,5
332,GK,Greek 2,17,,03R,F,Και τα δύο τα παιδιά μας θα μείνουν εδώ.,Ke ta thío ta pethiá mas tha mínoun ethó.,9781797115382_Greek_2_QZ_332.mp3,9781442320246,9781797115382,5
333,GK,Greek 2,17,,04Q,N,They’re going to stay here with their friends.,,9781797115382_Greek_2_QZ_333.mp3,9781442320246,9781797115382,5
334,GK,Greek 2,17,,04R,F,Θα μείνουν εδώ με τους φίλους τους.,Tha mínoun ethó me tous fílous tous.,9781797115382_Greek_2_QZ_334.mp3,9781442320246,9781797115382,5
335,GK,Greek 2,17,,05Q,N,When it’s often bad weather.,,9781797115382_Greek_2_QZ_335.mp3,9781442320246,9781797115382,19
336,GK,Greek 2,17,,05R,F,Όταν κάνει συχνά άσχημο καιρό.,Otan káni sichná áshimo keró.,9781797115382_Greek_2_QZ_336.mp3,9781442320246,9781797115382,19
337,GK,Greek 2,17,,06Q,N,I go often there when it’s hot.,,9781797115382_Greek_2_QZ_337.mp3,9781442320246,9781797115382,19
338,GK,Greek 2,17,,06R,M,Πάω συχνά εκεί όταν κάνει ζέστη.,Páo sichná ekí ótan káni zésti.,9781797115382_Greek_2_QZ_338.mp3,9781442320246,9781797115382,19
339,GK,Greek 2,17,,07Q,N,How old is your son?,,9781797115382_Greek_2_QZ_339.mp3,9781442320246,9781797115382,5
340,GK,Greek 2,17,,07R,M,Πόσων χρονών είναι ο γιος σας;,Póson chronón íne o gios sas?,9781797115382_Greek_2_QZ_340.mp3,9781442320246,9781797115382,5
341,GK,Greek 2,17,,08Q,N,Are your children going along with you?,,9781797115382_Greek_2_QZ_341.mp3,9781442320246,9781797115382,5
342,GK,Greek 2,17,,08R,M,Τα παιδιά σας πάνε μαζί σας;,Ta pethiá sas páne mazí sas?,9781797115382_Greek_2_QZ_342.mp3,9781442320246,9781797115382,5
343,GK,Greek 2,17,,09Q,N,I don’t like to travel when it's bad weather.,,9781797115382_Greek_2_QZ_343.mp3,9781442320246,9781797115382,"18,19"
344,GK,Greek 2,17,,09R,M,Δεν μου αρέσει να ταξιδεύω όταν κάνει άσχημο καιρό.,The mou arési na taksithévo ótan káni áshimo keró.,9781797115382_Greek_2_QZ_344.mp3,9781442320246,9781797115382,"18,19"
345,GK,Greek 2,18,,01Q,N,She has an interesting job.,,9781797115382_Greek_2_QZ_345.mp3,9781442320246,9781797115382,20
346,GK,Greek 2,18,,01R,F,Έχει μία ενδιαφέρουσα δουλειά.,Echi mía enthiaférousa thouliá.,9781797115382_Greek_2_QZ_346.mp3,9781442320246,9781797115382,20
