Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Skills
166,GR,978-1-4423-5035-9,German 3,8,0:21:57,0:21:59,10R,239,F,Wir waren vor vier Jahren dort.,6,S,"German Phase 3, Units 1-30 (2006)","12,17,18"
167,GR,978-1-4423-5035-9,German 3,9,0:02:42,0:02:44,01Q,47,N,I was just in Rome.,,,"German Phase 3, Units 1-30 (2006)","9,18"
168,GR,978-1-4423-5035-9,German 3,9,0:02:47,0:02:48,01R,48,F,Ich war gerade in Rom.,5,S,"German Phase 3, Units 1-30 (2006)","9,18"
169,GR,978-1-4423-5035-9,German 3,9,0:03:10,0:03:12,02Q,53,N,Just a couple of weeks ago.,,,"German Phase 3, Units 1-30 (2006)","12,17"
170,GR,978-1-4423-5035-9,German 3,9,0:03:15,0:03:17,02R,54,F,Gerade vor ein paar Wochen.,5,S,"German Phase 3, Units 1-30 (2006)","12,17"
171,GR,978-1-4423-5035-9,German 3,9,0:08:49,0:08:51,03Q,106,N,It was near a good restaurant.,,,"German Phase 3, Units 1-30 (2006)","5,6"
172,GR,978-1-4423-5035-9,German 3,9,0:08:56,0:08:59,03R,107,F,Es war in der Nähe von einem guten Restaurant.,9,S,"German Phase 3, Units 1-30 (2006)","5,6"
173,GR,978-1-4423-5035-9,German 3,9,0:06:31,0:06:34,04Q,85,N,Do you still know what the restaurant is called?,,,"German Phase 3, Units 1-30 (2006)","3,6"
174,GR,978-1-4423-5035-9,German 3,9,0:06:38,0:06:39,04R,86,M,"Wissen Sie noch, wie das Restaurant heißt?",7,Q,"German Phase 3, Units 1-30 (2006)","3,6"
175,GR,978-1-4423-5035-9,German 3,9,0:08:10,0:08:13,05Q,100,N,"Unfortunately I don’t know any more, what it’s called.",,,"German Phase 3, Units 1-30 (2006)",9
176,GR,978-1-4423-5035-9,German 3,9,0:08:18,0:08:20,05R,101,F,"Leider weiß ich nicht mehr, wie es heißt.",8,S,"German Phase 3, Units 1-30 (2006)",9
177,GR,978-1-4423-5035-9,German 3,9,0:09:21,0:09:23,06Q,110,N,I would enjoy going there again.,,,"German Phase 3, Units 1-30 (2006)","1,9,18"
178,GR,978-1-4423-5035-9,German 3,9,0:10:00,0:10:03,06R,117,F,Ich würde gern noch einmal hinfahren.,6,S,"German Phase 3, Units 1-30 (2006)","1,9,18"
179,GR,978-1-4423-5035-9,German 3,9,0:12:03,0:12:05,07Q,135,N,I saw them a couple of minutes ago.,,,"German Phase 3, Units 1-30 (2006)","9,12,17"
180,GR,978-1-4423-5035-9,German 3,9,0:12:09,0:12:11,07R,136,F,Ich habe sie vor ein paar Minuten gesehen.,8,S,"German Phase 3, Units 1-30 (2006)","9,12,17"
181,GR,978-1-4423-5035-9,German 3,9,0:16:04,0:16:06,08Q,172,N,I thought you wanted to go to Hamburg.,,,"German Phase 3, Units 1-30 (2006)","1,9,18"
182,GR,978-1-4423-5035-9,German 3,9,0:16:08,0:16:10,08R,173,M,"Ich dachte, du wolltest nach Hamburg fahren.",7,S,"German Phase 3, Units 1-30 (2006)","1,9,18"
183,GR,978-1-4423-5035-9,German 3,9,0:19:53,0:19:56,09Q,206,N,Now we first have to get the plane tickets.,,,"German Phase 3, Units 1-30 (2006)","9,17,18"
184,GR,978-1-4423-5035-9,German 3,9,0:21:07,0:21:09,09R,218,M,Jetzt müssen wir erst die Flugkarten besorgen.,7,S,"German Phase 3, Units 1-30 (2006)","9,17,18"
185,GR,978-1-4423-5035-9,German 3,9,0:22:45,0:22:48,10Q,235,N,I didn’t yet get the plane tickets.,,,"German Phase 3, Units 1-30 (2006)","9,18"
186,GR,978-1-4423-5035-9,German 3,9,0:22:52,0:22:54,10R,236,M,Ich habe die Flugkarten noch nicht besorgt.,7,S,"German Phase 3, Units 1-30 (2006)","9,18"
187,GR,978-1-4423-5035-9,German 3,9,0:27:17,0:27:19,11Q,277,N,I have my credit card on me.,,,"German Phase 3, Units 1-30 (2006)","9,14,18"
188,GR,978-1-4423-5035-9,German 3,9,0:27:22,0:27:24,11R,278,M,Ich habe meine Kreditkarte dabei.,5,S,"German Phase 3, Units 1-30 (2006)","9,14,18"
189,GR,978-1-4423-5035-9,German 3,10,0:01:37,0:01:39,01Q,28,N,Did you already get the plane tickets?,,,"German Phase 3, Units 1-30 (2006)",18
190,GR,978-1-4423-5035-9,German 3,10,0:01:43,0:01:45,01R,29,M,Hast du die Flugkarten schon besorgt?,6,Q,"German Phase 3, Units 1-30 (2006)",18
191,GR,978-1-4423-5035-9,German 3,10,0:03:56,0:03:59,02Q,43,N,I can pay by credit card.,,,"German Phase 3, Units 1-30 (2006)","11,14,18"
192,GR,978-1-4423-5035-9,German 3,10,0:04:02,0:04:04,02R,44,M,Ich kann mit Kreditkarte zahlen.,5,S,"German Phase 3, Units 1-30 (2006)","11,14,18"
193,GR,978-1-4423-5035-9,German 3,10,0:08:28,0:08:30,03Q,97,N,We should book the hotel soon.,,,"German Phase 3, Units 1-30 (2006)","14,18"
194,GR,978-1-4423-5035-9,German 3,10,0:08:33,0:08:35,03R,98,F,Wir sollten das Hotel bald buchen.,6,S,"German Phase 3, Units 1-30 (2006)","14,18"
195,GR,978-1-4423-5035-9,German 3,10,0:15:58,0:16:00,04Q,164,N,I just got the plane tickets.,,,"German Phase 3, Units 1-30 (2006)",18
196,GR,978-1-4423-5035-9,German 3,10,0:16:04,0:16:06,04R,165,F,Ich habe die Flugkarten gerade besorgt.,6,S,"German Phase 3, Units 1-30 (2006)",18
197,GR,978-1-4423-5035-9,German 3,10,0:17:59,0:18:01,05Q,184,N,Just a couple of minutes ago.,,,"German Phase 3, Units 1-30 (2006)","9,17"
198,GR,978-1-4423-5035-9,German 3,10,0:18:06,0:18:08,05R,185,M,Gerade vor ein paar Minuten.,5,S,"German Phase 3, Units 1-30 (2006)","9,17"
199,GR,978-1-4423-5035-9,German 3,10,0:18:37,0:18:39,06Q,191,N,That’s a fantastic apartment.,,,"German Phase 3, Units 1-30 (2006)",9
200,GR,978-1-4423-5035-9,German 3,10,0:18:43,0:18:45,06R,192,M,Das ist eine tolle Wohnung.,5,S,"German Phase 3, Units 1-30 (2006)",9
201,GR,978-1-4423-5035-9,German 3,10,0:20:17,0:20:20,07Q,206,N,Behind the apartment is a small yard.,,,"German Phase 3, Units 1-30 (2006)","9,12"
202,GR,978-1-4423-5035-9,German 3,10,0:20:24,0:20:26,07R,207,F,Hinter der Wohnung ist ein kleiner Garten.,7,S,"German Phase 3, Units 1-30 (2006)","9,12"
203,GR,978-1-4423-5035-9,German 3,10,0:21:37,0:21:40,08Q,219,N,I park my car always in front of the apartment.,,,"German Phase 3, Units 1-30 (2006)","9,18"
204,GR,978-1-4423-5035-9,German 3,10,0:21:42,0:21:44,08R,220,F,Ich parke mein Auto immer vor der Wohnung.,8,S,"German Phase 3, Units 1-30 (2006)","9,18"
205,GR,978-1-4423-5035-9,German 3,10,0:26:22,0:26:24,09Q,267,N,I thought you wanted to drink white wine.,,,"German Phase 3, Units 1-30 (2006)","1,6"
206,GR,978-1-4423-5035-9,German 3,10,0:26:28,0:26:30,09R,268,F,"Ich dachte, du wolltest Weißwein trinken.",6,S,"German Phase 3, Units 1-30 (2006)","1,6"
207,GR,978-1-4423-5035-9,German 3,10,0:28:33,0:28:34,10Q,286,N,We should go now.,,,"German Phase 3, Units 1-30 (2006)","1,17"
208,GR,978-1-4423-5035-9,German 3,10,0:28:37,0:28:39,10R,287,M,Wir sollten jetzt gehen.,4,S,"German Phase 3, Units 1-30 (2006)","1,17"
209,GR,978-1-4423-5035-9,German 3,11,0:02:47,0:02:50,01Q,42,N,You have really a fantastic apartment.,,,"German Phase 3, Units 1-30 (2006)",9
210,GR,978-1-4423-5035-9,German 3,11,0:02:53,0:02:55,01R,43,M,Du hast wirklich eine tolle Wohnung.,6,S,"German Phase 3, Units 1-30 (2006)",9
211,GR,978-1-4423-5035-9,German 3,11,0:04:57,0:04:59,02Q,63,N,You park your car on the street?,,,"German Phase 3, Units 1-30 (2006)","4,18"
212,GR,978-1-4423-5035-9,German 3,11,0:05:03,0:05:05,02R,64,M,Du parkst dein Auto auf der Straße?,7,Q,"German Phase 3, Units 1-30 (2006)","4,18"
213,GR,978-1-4423-5035-9,German 3,11,0:07:25,0:07:26,03Q,86,N,Let’s take a walk.,,,"German Phase 3, Units 1-30 (2006)",1
214,GR,978-1-4423-5035-9,German 3,11,0:07:29,0:07:31,03R,88,M,Machen wir doch einen Spaziergang.,5,S,"German Phase 3, Units 1-30 (2006)",1
215,GR,978-1-4423-5035-9,German 3,11,0:10:30,0:10:33,04Q,114,N,We should get the concert tickets still today.,,,"German Phase 3, Units 1-30 (2006)","1,14"
216,GR,978-1-4423-5035-9,German 3,11,0:10:37,0:10:40,04R,115,F,Wir sollten die Konzertkarten noch heute besorgen.,7,S,"German Phase 3, Units 1-30 (2006)","1,14"
217,GR,978-1-4423-5035-9,German 3,11,0:12:17,0:12:19,05Q,131,N,We can go to the park.,,,"German Phase 3, Units 1-30 (2006)",1
218,GR,978-1-4423-5035-9,German 3,11,0:12:22,0:12:24,05R,132,F,Wir können in den Park gehen.,6,S,"German Phase 3, Units 1-30 (2006)",1
219,GR,978-1-4423-5035-9,German 3,11,0:19:00,0:19:02,06Q,192,N,Until what time is the museum open?,,,"German Phase 3, Units 1-30 (2006)","1,17"
220,GR,978-1-4423-5035-9,German 3,11,0:19:07,0:19:09,06R,193,M,Bis wieviel Uhr ist das Museum geöffnet?,7,Q,"German Phase 3, Units 1-30 (2006)","1,17"
221,GR,978-1-4423-5035-9,German 3,11,0:21:24,0:21:26,07Q,215,N,The park is near a museum.,,,"German Phase 3, Units 1-30 (2006)","1,4,17"
222,GR,978-1-4423-5035-9,German 3,11,0:21:31,0:21:33,07R,216,F,Der Park ist in der Nähe von einem Museum.,9,S,"German Phase 3, Units 1-30 (2006)","1,4,17"
223,GR,978-1-4423-5035-9,German 3,11,0:22:43,0:22:44,08Q,228,N,Do you (familiar) know where the hotel is?,,,"German Phase 3, Units 1-30 (2006)","4,16,18"
224,GR,978-1-4423-5035-9,German 3,11,0:22:47,0:22:49,08R,229,M,"Weißt du, wo das Hotel ist?",6,Q,"German Phase 3, Units 1-30 (2006)","4,16,18"
225,GR,978-1-4423-5035-9,German 3,11,0:24:07,0:24:08,09Q,242,N,Let’s go to the park.,,,"German Phase 3, Units 1-30 (2006)",1
226,GR,978-1-4423-5035-9,German 3,11,0:24:12,0:24:13,09R,243,M,Gehen wir doch in den Park.,6,S,"German Phase 3, Units 1-30 (2006)",1
227,GR,978-1-4423-5035-9,German 3,11,0:28:27,0:28:28,10Q,284,N,I can’t find my glasses.,,,"German Phase 3, Units 1-30 (2006)",9
228,GR,978-1-4423-5035-9,German 3,11,0:28:32,0:28:34,10R,286,F,Ich kann meine Brille nicht finden.,6,S,"German Phase 3, Units 1-30 (2006)",9
229,GR,978-1-4423-5035-9,German 3,12,0:02:19,0:02:21,01Q,34,N,On the street in front of the apartment.,,,"German Phase 3, Units 1-30 (2006)",4
230,GR,978-1-4423-5035-9,German 3,12,0:02:24,0:02:26,01R,35,F,Auf der Straße vor der Wohnung.,6,S,"German Phase 3, Units 1-30 (2006)",4
231,GR,978-1-4423-5035-9,German 3,12,0:03:57,0:03:59,02Q,51,N,Not far from here is a small park.,,,"German Phase 3, Units 1-30 (2006)",4
232,GR,978-1-4423-5035-9,German 3,12,0:04:04,0:04:06,02R,52,F,Nicht weit von hier ist ein kleiner Park.,8,S,"German Phase 3, Units 1-30 (2006)",4
233,GR,978-1-4423-5035-9,German 3,12,0:05:22,0:05:24,03Q,65,N,If we still have time.,,,"German Phase 3, Units 1-30 (2006)","1,17"
234,GR,978-1-4423-5035-9,German 3,12,0:05:28,0:05:29,03R,66,M,Wenn wir noch Zeit haben.,5,S,"German Phase 3, Units 1-30 (2006)","1,17"
235,GR,978-1-4423-5035-9,German 3,12,0:09:30,0:09:32,04Q,107,N,It’s directly across.,,,"German Phase 3, Units 1-30 (2006)",4
236,GR,978-1-4423-5035-9,German 3,12,0:09:35,0:09:36,04R,108,F,Es ist direkt gegenüber.,4,S,"German Phase 3, Units 1-30 (2006)",4
237,GR,978-1-4423-5035-9,German 3,12,0:11:40,0:11:42,05Q,128,N,Would you like to eat inside?,,,"German Phase 3, Units 1-30 (2006)","1,6"
238,GR,978-1-4423-5035-9,German 3,12,0:11:45,0:11:46,05R,129,F,Möchten Sie drinnen essen?,4,Q,"German Phase 3, Units 1-30 (2006)","1,6"
239,GR,978-1-4423-5035-9,German 3,12,0:13:50,0:13:53,06Q,151,N,In the summer most people eat outside.,,,"German Phase 3, Units 1-30 (2006)","1,6,17"
240,GR,978-1-4423-5035-9,German 3,12,0:13:59,0:14:02,06R,152,F,Im Sommer essen die meisten Leute draußen.,7,S,"German Phase 3, Units 1-30 (2006)","1,6,17"
241,GR,978-1-4423-5035-9,German 3,12,0:15:07,0:15:09,07Q,164,N,Without glasses I cannot read the menu.,,,"German Phase 3, Units 1-30 (2006)","1,6"
242,GR,978-1-4423-5035-9,German 3,12,0:15:15,0:15:18,07R,165,F,Ohne Brille kann ich die Speisekarte nicht lesen.,8,S,"German Phase 3, Units 1-30 (2006)","1,6"
243,GR,978-1-4423-5035-9,German 3,12,0:25:05,0:25:08,08Q,264,N,I would enjoy coming here again tomorrow.,,,"German Phase 3, Units 1-30 (2006)","1,18"
244,GR,978-1-4423-5035-9,German 3,12,0:25:12,0:25:14,08R,265,M,Ich würde gern morgen noch einmal herkommen.,7,S,"German Phase 3, Units 1-30 (2006)","1,18"
245,GR,978-1-4423-5035-9,German 3,12,0:26:55,0:26:58,09Q,282,N,Most people find Kiel very beautiful.,,,"German Phase 3, Units 1-30 (2006)","9,18"
246,GR,978-1-4423-5035-9,German 3,12,0:27:04,0:27:07,09R,284,F,Die meisten Leute finden Kiel sehr schön.,7,S,"German Phase 3, Units 1-30 (2006)","9,18"
247,GR,978-1-4423-5035-9,German 3,12,0:27:33,0:27:36,10Q,288,N,Your book about Kiel is very interesting.,,,"German Phase 3, Units 1-30 (2006)","9,18"
248,GR,978-1-4423-5035-9,German 3,12,0:27:40,0:27:42,10R,290,M,Dein Buch über Kiel ist sehr interessant.,7,S,"German Phase 3, Units 1-30 (2006)","9,18"
249,GR,978-1-4423-5035-9,German 3,13,0:02:23,0:02:25,01Q,38,N,I’m parking my car there on the street.,,,"German Phase 3, Units 1-30 (2006)","4,18"
250,GR,978-1-4423-5035-9,German 3,13,0:02:29,0:02:32,01R,40,F,Ich parke mein Auto dort auf der Straße.,8,S,"German Phase 3, Units 1-30 (2006)","4,18"
251,GR,978-1-4423-5035-9,German 3,13,0:06:55,0:06:57,02Q,85,N,That’s really a nice restaurant.,,,"German Phase 3, Units 1-30 (2006)","6,9"
252,GR,978-1-4423-5035-9,German 3,13,0:07:01,0:07:03,02R,86,F,Das ist wirklich ein nettes Restaurant.,6,S,"German Phase 3, Units 1-30 (2006)","6,9"
253,GR,978-1-4423-5035-9,German 3,13,0:09:54,0:09:56,03Q,114,N,I would enjoy coming along.,,,"German Phase 3, Units 1-30 (2006)","1,9"
254,GR,978-1-4423-5035-9,German 3,13,0:09:59,0:10:01,03R,115,F,Ich würde gern mitkommen.,4,S,"German Phase 3, Units 1-30 (2006)","1,9"
255,GR,978-1-4423-5035-9,German 3,13,0:14:32,0:14:34,04Q,157,N,I know a nice store.,,,"German Phase 3, Units 1-30 (2006)","9,14"
256,GR,978-1-4423-5035-9,German 3,13,0:14:40,0:14:41,04R,158,F,Ich kenne ein nettes Geschäft.,5,S,"German Phase 3, Units 1-30 (2006)","9,14"
257,GR,978-1-4423-5035-9,German 3,13,0:15:10,0:15:11,05Q,164,N,Could I use your telephone?,,,"German Phase 3, Units 1-30 (2006)",3
258,GR,978-1-4423-5035-9,German 3,13,0:15:15,0:15:17,05R,166,M,Könnte ich Ihr Telefon benutzen?,5,Q,"German Phase 3, Units 1-30 (2006)",3
259,GR,978-1-4423-5035-9,German 3,13,0:19:09,0:19:11,06Q,210,N,I believe I need my glasses.,,,"German Phase 3, Units 1-30 (2006)",9
260,GR,978-1-4423-5035-9,German 3,13,0:19:14,0:19:16,06R,211,M,"Ich glaube, ich brauche meine Brille.",6,S,"German Phase 3, Units 1-30 (2006)",9
261,GR,978-1-4423-5035-9,German 3,13,0:19:35,0:19:36,07Q,214,N,That wasn’t the right area code.,,,"German Phase 3, Units 1-30 (2006)","4,9"
262,GR,978-1-4423-5035-9,German 3,13,0:19:40,0:19:42,07R,216,M,Das war nicht die richtige Vorwahl.,6,S,"German Phase 3, Units 1-30 (2006)","4,9"
263,GR,978-1-4423-5035-9,German 3,13,0:23:37,0:23:40,08Q,257,N,I know a nice café directly across from the museum.,,,"German Phase 3, Units 1-30 (2006)","4,6"
264,GR,978-1-4423-5035-9,German 3,13,0:23:45,0:23:49,08R,258,F,Ich kenne ein nettes Café direkt gegenüber vom Museum.,9,S,"German Phase 3, Units 1-30 (2006)","4,6"
265,GR,978-1-4423-5035-9,German 3,13,0:24:56,0:24:57,09Q,270,N,Go right ahead.,,,"German Phase 3, Units 1-30 (2006)",4
266,GR,978-1-4423-5035-9,German 3,13,0:25:03,0:25:03,09R,272,F,Bitte.,1,S,"German Phase 3, Units 1-30 (2006)",4
267,GR,978-1-4423-5035-9,German 3,13,0:24:58,0:24:59,10Q,270,N,You can use my cell phone.,,,"German Phase 3, Units 1-30 (2006)",3
268,GR,978-1-4423-5035-9,German 3,13,0:25:03,0:25:05,10R,272,F,Du kannst mein Handy benutzen.,5,S,"German Phase 3, Units 1-30 (2006)",3
269,GR,978-1-4423-5035-9,German 3,14,0:03:57,0:03:59,01Q,53,N,Near the museum is a nice café.,,,"German Phase 3, Units 1-30 (2006)","6,9,17"
270,GR,978-1-4423-5035-9,German 3,14,0:04:03,0:04:06,01R,54,F,In der Nähe vom Museum ist ein nettes Café.,9,S,"German Phase 3, Units 1-30 (2006)","6,9,17"
271,GR,978-1-4423-5035-9,German 3,14,0:04:18,0:04:20,02Q,56,N,Most people find the museum very interesting.,,,"German Phase 3, Units 1-30 (2006)","9,17"
272,GR,978-1-4423-5035-9,German 3,14,0:04:25,0:04:28,02R,57,F,Die meisten Leute finden das Museum sehr interessant.,8,S,"German Phase 3, Units 1-30 (2006)","9,17"
273,GR,978-1-4423-5035-9,German 3,14,0:06:43,0:06:44,03Q,79,N,Let’s go there tomorrow.,,,"German Phase 3, Units 1-30 (2006)","1,17"
274,GR,978-1-4423-5035-9,German 3,14,0:06:49,0:06:50,03R,80,M,Fahren wir doch morgen dorthin.,5,S,"German Phase 3, Units 1-30 (2006)","1,17"
275,GR,978-1-4423-5035-9,German 3,14,0:07:29,0:07:30,04Q,86,N,How about lunch?,,,"German Phase 3, Units 1-30 (2006)","1,6"
276,GR,978-1-4423-5035-9,German 3,14,0:07:33,0:07:35,04R,87,M,Wie wär’s mit Mittagessen?,4,Q,"German Phase 3, Units 1-30 (2006)","1,6"
277,GR,978-1-4423-5035-9,German 3,14,0:07:51,0:07:53,05Q,90,N,I could come along into town.,,,"German Phase 3, Units 1-30 (2006)","1,4,18"
278,GR,978-1-4423-5035-9,German 3,14,0:07:57,0:07:58,05R,91,F,Ich könnte in die Stadt mitkommen.,6,S,"German Phase 3, Units 1-30 (2006)","1,4,18"
279,GR,978-1-4423-5035-9,German 3,14,0:15:39,0:15:40,06Q,169,N,No calls for me?,,,"German Phase 3, Units 1-30 (2006)",3
280,GR,978-1-4423-5035-9,German 3,14,0:15:44,0:15:45,06R,170,M,Keine Anrufe für mich?,4,Q,"German Phase 3, Units 1-30 (2006)",3
281,GR,978-1-4423-5035-9,German 3,14,0:18:49,0:18:51,07Q,197,N,Someone called ten minutes ago.,,,"German Phase 3, Units 1-30 (2006)","3,12,17"
282,GR,978-1-4423-5035-9,German 3,14,0:18:56,0:18:58,07R,198,F,Jemand hat vor zehn Minuten angerufen.,6,S,"German Phase 3, Units 1-30 (2006)","3,12,17"
283,GR,978-1-4423-5035-9,German 3,14,0:19:18,0:19:19,08Q,201,N,Who was it?,,,"German Phase 3, Units 1-30 (2006)",7
284,GR,978-1-4423-5035-9,German 3,14,0:19:22,0:19:22,08R,202,M,Wer war es?,3,Q,"German Phase 3, Units 1-30 (2006)",7
285,GR,978-1-4423-5035-9,German 3,14,0:20:21,0:20:22,09Q,213,N,It was a man.,,,"German Phase 3, Units 1-30 (2006)",9
286,GR,978-1-4423-5035-9,German 3,14,0:20:25,0:20:26,09R,214,F,Es war ein Mann.,4,S,"German Phase 3, Units 1-30 (2006)",9
287,GR,978-1-4423-5035-9,German 3,14,0:23:30,0:23:32,10Q,243,N,The man left no message.,,,"German Phase 3, Units 1-30 (2006)",3
288,GR,978-1-4423-5035-9,German 3,14,0:23:36,0:23:38,10R,244,F,Der Mann hat keine Nachricht hinterlassen.,6,S,"German Phase 3, Units 1-30 (2006)",3
289,GR,978-1-4423-5035-9,German 3,15,0:02:13,0:02:15,01Q,37,N,Someone called about ten minutes ago.,,,"German Phase 3, Units 1-30 (2006)","3,12,17"
290,GR,978-1-4423-5035-9,German 3,15,0:02:24,0:02:27,01R,39,F,Jemand hat vor ungefähr zehn Minuten angerufen.,7,S,"German Phase 3, Units 1-30 (2006)","3,12,17"
291,GR,978-1-4423-5035-9,German 3,15,0:05:41,0:05:42,02Q,72,N,He’ll call you back.,,,"German Phase 3, Units 1-30 (2006)",3
292,GR,978-1-4423-5035-9,German 3,15,0:05:46,0:05:47,02R,74,F,Er ruft Sie zurück.,4,S,"German Phase 3, Units 1-30 (2006)",3
293,GR,978-1-4423-5035-9,German 3,15,0:08:43,0:08:44,03Q,103,N,I’ll call him back later.,,,"German Phase 3, Units 1-30 (2006)","3,17"
294,GR,978-1-4423-5035-9,German 3,15,0:08:47,0:08:49,03R,104,M,Ich rufe ihn später zurück.,5,S,"German Phase 3, Units 1-30 (2006)","3,17"
295,GR,978-1-4423-5035-9,German 3,15,0:12:32,0:12:34,04Q,144,N,She called at about ten o’clock.,,,"German Phase 3, Units 1-30 (2006)","3,12,17"
296,GR,978-1-4423-5035-9,German 3,15,0:12:38,0:12:41,04R,145,F,Sie hat ungefähr um zehn Uhr angerufen.,7,S,"German Phase 3, Units 1-30 (2006)","3,12,17"
297,GR,978-1-4423-5035-9,German 3,15,0:15:57,0:16:00,05Q,180,N,I’ll call him back still this afternoon.,,,"German Phase 3, Units 1-30 (2006)","3,17"
298,GR,978-1-4423-5035-9,German 3,15,0:16:03,0:16:05,05R,181,M,Ich rufe ihn noch heute Nachmittag zurück.,7,S,"German Phase 3, Units 1-30 (2006)","3,17"
299,GR,978-1-4423-5035-9,German 3,15,0:21:20,0:21:21,06Q,236,N,Could I use the pen?,,,"German Phase 3, Units 1-30 (2006)","16,20"
300,GR,978-1-4423-5035-9,German 3,15,0:21:25,0:21:26,06R,237,M,Könnte ich den Kuli benutzen?,5,Q,"German Phase 3, Units 1-30 (2006)","16,20"
301,GR,978-1-4423-5035-9,German 3,15,0:22:31,0:22:32,07Q,248,N,It’s an important meeting.,,,"German Phase 3, Units 1-30 (2006)","9,20"
302,GR,978-1-4423-5035-9,German 3,15,0:22:35,0:22:37,07R,249,F,Es ist eine wichtige Besprechung.,5,S,"German Phase 3, Units 1-30 (2006)","9,20"
303,GR,978-1-4423-5035-9,German 3,15,0:22:58,0:23:00,08Q,253,N,How long is the meeting going to last?,,,"German Phase 3, Units 1-30 (2006)","17,20"
304,GR,978-1-4423-5035-9,German 3,15,0:23:03,0:23:04,08R,255,M,Wie lange dauert die Besprechung?,5,Q,"German Phase 3, Units 1-30 (2006)","17,20"
305,GR,978-1-4423-5035-9,German 3,15,0:24:41,0:24:43,09Q,275,N,The meeting is going to last an hour.,,,"German Phase 3, Units 1-30 (2006)","12,17,20"
306,GR,978-1-4423-5035-9,German 3,15,0:24:47,0:24:49,09R,276,F,Die Besprechung dauert eine Stunde.,5,S,"German Phase 3, Units 1-30 (2006)","12,17,20"
307,GR,978-1-4423-5035-9,German 3,15,0:25:50,0:25:51,10Q,286,N,Only half an hour.,,,"German Phase 3, Units 1-30 (2006)","12,17"
308,GR,978-1-4423-5035-9,German 3,15,0:25:54,0:25:56,10R,287,F,Nur eine halbe Stunde.,4,S,"German Phase 3, Units 1-30 (2006)","12,17"
309,GR,978-1-4423-5035-9,German 3,16,0:02:48,0:02:50,01Q,41,N,Someone called half an hour ago.,,,"German Phase 3, Units 1-30 (2006)","3,12,17"
310,GR,978-1-4423-5035-9,German 3,16,0:02:55,0:02:57,01R,42,F,Jemand hat vor einer halben Stunde angerufen.,7,S,"German Phase 3, Units 1-30 (2006)","3,12,17"
311,GR,978-1-4423-5035-9,German 3,16,0:03:32,0:03:34,02Q,48,N,She called at about nine-thirty.,,,"German Phase 3, Units 1-30 (2006)","3,12,17"
312,GR,978-1-4423-5035-9,German 3,16,0:03:40,0:03:43,02R,49,F,Sie hat ungefähr um neun Uhr dreißig angerufen.,8,S,"German Phase 3, Units 1-30 (2006)","3,12,17"
313,GR,978-1-4423-5035-9,German 3,16,0:04:44,0:04:46,03Q,58,N,I’ll call her back in half an hour.,,,"German Phase 3, Units 1-30 (2006)","3,12,17"
314,GR,978-1-4423-5035-9,German 3,16,0:04:50,0:04:52,03R,59,M,Ich rufe sie in einer halben Stunde zurück.,8,S,"German Phase 3, Units 1-30 (2006)","3,12,17"
315,GR,978-1-4423-5035-9,German 3,16,0:05:26,0:05:27,04Q,66,N,Did anyone else call?,,,"German Phase 3, Units 1-30 (2006)",3
316,GR,978-1-4423-5035-9,German 3,16,0:05:30,0:05:31,04R,67,M,Hat noch jemand angerufen?,4,Q,"German Phase 3, Units 1-30 (2006)",3
317,GR,978-1-4423-5035-9,German 3,16,0:07:15,0:07:17,05Q,84,N,This afternoon we have an important meeting.,,,"German Phase 3, Units 1-30 (2006)","17,20"
318,GR,978-1-4423-5035-9,German 3,16,0:07:22,0:07:25,05R,86,F,Heute Nachmittag haben wir eine wichtige Besprechung.,7,S,"German Phase 3, Units 1-30 (2006)","17,20"
319,GR,978-1-4423-5035-9,German 3,16,0:09:15,0:09:17,06Q,106,N,All are coming to the meeting.,,,"German Phase 3, Units 1-30 (2006)","9,20"
320,GR,978-1-4423-5035-9,German 3,16,0:09:20,0:09:21,06R,107,M,Alle kommen zur Besprechung.,4,S,"German Phase 3, Units 1-30 (2006)","9,20"
321,GR,978-1-4423-5035-9,German 3,16,0:14:14,0:14:16,07Q,154,N,Could you call him back as soon as possible?,,,"German Phase 3, Units 1-30 (2006)","3,17"
322,GR,978-1-4423-5035-9,German 3,16,0:14:22,0:14:25,07R,155,F,Könnten Sie ihn so bald wie möglich zurückrufen?,8,Q,"German Phase 3, Units 1-30 (2006)","3,17"
323,GR,978-1-4423-5035-9,German 3,16,0:23:36,0:23:37,08Q,248,N,He’s an important customer.,,,"German Phase 3, Units 1-30 (2006)","9,20"
324,GR,978-1-4423-5035-9,German 3,16,0:23:40,0:23:42,08R,249,F,Er ist ein wichtiger Kunde.,5,S,"German Phase 3, Units 1-30 (2006)","9,20"
325,GR,978-1-4423-5035-9,German 3,16,0:24:32,0:24:35,09Q,258,N,Our customer is also coming to the meeting.,,,"German Phase 3, Units 1-30 (2006)","9,20"
326,GR,978-1-4423-5035-9,German 3,16,0:24:39,0:24:41,09R,259,F,Unser Kunde kommt auch zur Besprechung.,6,S,"German Phase 3, Units 1-30 (2006)","9,20"
327,GR,978-1-4423-5035-9,German 3,16,0:28:18,0:28:20,10Q,295,N,At the moment he’s not in the office.,,,"German Phase 3, Units 1-30 (2006)","17,20"
