Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
162,SP,978-1-4423-5038-0,Spanish 2,8,0:09:06,0:09:08,05R,100,F,Tengo un regalo.,3,S,"Spanish Phase 2, Units 1-30 (2003)",14
163,SP,978-1-4423-5038-0,Spanish 2,8,0:10:23,0:10:25,06Q,115,N,I have a T-shirt for my friend.,,,"Spanish Phase 2, Units 1-30 (2003)","5,14"
164,SP,978-1-4423-5038-0,Spanish 2,8,0:10:29,0:10:32,06R,116,F,Tengo una camiseta para mi amiga.,6,S,"Spanish Phase 2, Units 1-30 (2003)","5,14"
165,SP,978-1-4423-5038-0,Spanish 2,8,0:13:23,0:13:25,07Q,149,N,A gift for my daughter.,,,"Spanish Phase 2, Units 1-30 (2003)","5,14"
166,SP,978-1-4423-5038-0,Spanish 2,8,0:13:27,0:13:29,07R,150,M,Un regalo para mi hija.,5,S,"Spanish Phase 2, Units 1-30 (2003)","5,14"
167,SP,978-1-4423-5038-0,Spanish 2,8,0:14:33,0:14:35,08Q,160,N,How many children do you have?,,,"Spanish Phase 2, Units 1-30 (2003)",5
168,SP,978-1-4423-5038-0,Spanish 2,8,0:14:37,0:14:40,08R,161,F,¿Cuántos hijos tiene?,3,Q,"Spanish Phase 2, Units 1-30 (2003)",5
169,SP,978-1-4423-5038-0,Spanish 2,8,0:15:10,0:15:13,09Q,167,N,I’m going to buy something for my children.,,,"Spanish Phase 2, Units 1-30 (2003)","5,14"
170,SP,978-1-4423-5038-0,Spanish 2,8,0:15:17,0:15:20,09R,168,M,Voy a comprar algo para mis hijos.,7,S,"Spanish Phase 2, Units 1-30 (2003)","5,14"
171,SP,978-1-4423-5038-0,Spanish 2,8,0:17:15,0:17:18,10Q,188,N,Can you take me to a store?,,,"Spanish Phase 2, Units 1-30 (2003)",14
172,SP,978-1-4423-5038-0,Spanish 2,8,0:17:21,0:17:24,10R,189,M,¿Puede llevarme a una tienda?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",14
173,SP,978-1-4423-5038-0,Spanish 2,9,0:02:15,0:02:18,01Q,32,N,Only just a little.,,,"Spanish Phase 2, Units 1-30 (2003)",9
174,SP,978-1-4423-5038-0,Spanish 2,9,0:02:20,0:02:23,01R,33,M,Sólo un poquito.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
175,SP,978-1-4423-5038-0,Spanish 2,9,0:02:29,0:02:33,02Q,34,N,With whom have you spoken?,,,"Spanish Phase 2, Units 1-30 (2003)",9
176,SP,978-1-4423-5038-0,Spanish 2,9,0:02:34,0:02:37,02R,35,M,¿Con quién ha hablado?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",9
177,SP,978-1-4423-5038-0,Spanish 2,9,0:06:12,0:06:14,03Q,71,N,We’re going by plane.,,,"Spanish Phase 2, Units 1-30 (2003)",18
178,SP,978-1-4423-5038-0,Spanish 2,9,0:06:16,0:06:19,03R,72,M,Vamos en avión.,3,S,"Spanish Phase 2, Units 1-30 (2003)",18
179,SP,978-1-4423-5038-0,Spanish 2,9,0:07:07,0:07:09,04Q,81,N,Are the stores open?,,,"Spanish Phase 2, Units 1-30 (2003)","14,16"
180,SP,978-1-4423-5038-0,Spanish 2,9,0:07:11,0:07:14,04R,82,F,¿Están abiertas las tiendas?,4,Q,"Spanish Phase 2, Units 1-30 (2003)","14,16"
181,SP,978-1-4423-5038-0,Spanish 2,9,0:08:20,0:08:24,05Q,93,N,The stores are open until six.,,,"Spanish Phase 2, Units 1-30 (2003)","12,14"
182,SP,978-1-4423-5038-0,Spanish 2,9,0:08:28,0:08:33,05R,94,M,Las tiendas están abiertas hasta las seis.,7,S,"Spanish Phase 2, Units 1-30 (2003)","12,14"
183,SP,978-1-4423-5038-0,Spanish 2,9,0:09:20,0:09:23,06Q,101,N,How many children do you (pl) have?,,,"Spanish Phase 2, Units 1-30 (2003)",5
184,SP,978-1-4423-5038-0,Spanish 2,9,0:09:25,0:09:28,06R,102,M,¿Cuántos hijos tienen?,3,Q,"Spanish Phase 2, Units 1-30 (2003)",5
185,SP,978-1-4423-5038-0,Spanish 2,9,0:12:19,0:12:22,07Q,129,N,The plane departs tomorrow morning.,,,"Spanish Phase 2, Units 1-30 (2003)","14,17,18"
186,SP,978-1-4423-5038-0,Spanish 2,9,0:12:25,0:12:30,07R,130,F,El avión sale mañana en la mañana.,7,S,"Spanish Phase 2, Units 1-30 (2003)","14,17,18"
187,SP,978-1-4423-5038-0,Spanish 2,9,0:15:11,0:15:14,08Q,156,N,At what time does the plane depart?,,,"Spanish Phase 2, Units 1-30 (2003)","14,16,17,18"
188,SP,978-1-4423-5038-0,Spanish 2,9,0:15:20,0:15:24,08R,158,M,¿A qué hora sale el avión?,6,Q,"Spanish Phase 2, Units 1-30 (2003)","14,16,17,18"
189,SP,978-1-4423-5038-0,Spanish 2,9,0:16:26,0:16:30,09Q,169,N,Therefore I have to buy the gifts now.,,,"Spanish Phase 2, Units 1-30 (2003)","14,17"
190,SP,978-1-4423-5038-0,Spanish 2,9,0:16:33,0:16:38,09R,170,F,Así que tengo que comprar los regalos ahora.,8,S,"Spanish Phase 2, Units 1-30 (2003)","14,17"
191,SP,978-1-4423-5038-0,Spanish 2,9,0:18:07,0:18:09,10Q,187,N,You can buy them in many stores.,,,"Spanish Phase 2, Units 1-30 (2003)",14
192,SP,978-1-4423-5038-0,Spanish 2,9,0:18:13,0:18:17,10R,188,M,Puede comprarlas en muchas tiendas.,5,S,"Spanish Phase 2, Units 1-30 (2003)",14
193,SP,978-1-4423-5038-0,Spanish 2,9,0:21:21,0:21:23,11Q,213,N,You have to send a letter?,,,"Spanish Phase 2, Units 1-30 (2003)",3
194,SP,978-1-4423-5038-0,Spanish 2,9,0:21:26,0:21:29,11R,214,M,¿Tiene que enviar una carta?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",3
195,SP,978-1-4423-5038-0,Spanish 2,9,0:23:10,0:23:13,12Q,232,N,I have to tell him something.,,,"Spanish Phase 2, Units 1-30 (2003)",9
196,SP,978-1-4423-5038-0,Spanish 2,9,0:23:15,0:23:19,12R,233,F,Tengo que decirle algo.,4,S,"Spanish Phase 2, Units 1-30 (2003)",9
197,SP,978-1-4423-5038-0,Spanish 2,10,0:04:21,0:04:23,01Q,56,N,Would you like to go to the movies?,,,"Spanish Phase 2, Units 1-30 (2003)",1
198,SP,978-1-4423-5038-0,Spanish 2,10,0:04:26,0:04:28,01R,57,M,¿Te gustaría ir al cine?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",1
199,SP,978-1-4423-5038-0,Spanish 2,10,0:04:43,0:04:45,02Q,60,N,When would you like to go?,,,"Spanish Phase 2, Units 1-30 (2003)",7
200,SP,978-1-4423-5038-0,Spanish 2,10,0:04:47,0:04:50,02R,61,F,¿Cuándo te gustaría ir?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",7
201,SP,978-1-4423-5038-0,Spanish 2,10,0:05:19,0:05:21,03Q,66,N,Can you go on Saturday?,,,"Spanish Phase 2, Units 1-30 (2003)",17
202,SP,978-1-4423-5038-0,Spanish 2,10,0:05:24,0:05:27,03R,67,M,¿Puedes ir el sábado?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",17
203,SP,978-1-4423-5038-0,Spanish 2,10,0:06:15,0:06:17,04Q,75,N,I have a lot to do.,,,"Spanish Phase 2, Units 1-30 (2003)",7
204,SP,978-1-4423-5038-0,Spanish 2,10,0:06:20,0:06:22,04R,76,F,Tengo mucho que hacer.,4,S,"Spanish Phase 2, Units 1-30 (2003)",7
205,SP,978-1-4423-5038-0,Spanish 2,10,0:07:41,0:07:43,05Q,90,N,The film starts at seven.,,,"Spanish Phase 2, Units 1-30 (2003)","1,12"
206,SP,978-1-4423-5038-0,Spanish 2,10,0:07:45,0:07:48,05R,91,M,La película comienza a las siete.,6,S,"Spanish Phase 2, Units 1-30 (2003)","1,12"
207,SP,978-1-4423-5038-0,Spanish 2,10,0:11:01,0:11:03,06Q,122,N,Before Monday.,,,"Spanish Phase 2, Units 1-30 (2003)",17
208,SP,978-1-4423-5038-0,Spanish 2,10,0:11:05,0:11:07,06R,123,F,Antes del lunes.,3,S,"Spanish Phase 2, Units 1-30 (2003)",17
209,SP,978-1-4423-5038-0,Spanish 2,10,0:14:21,0:14:24,07Q,158,N,I can’t buy the hat on Monday.,,,"Spanish Phase 2, Units 1-30 (2003)","14,17"
210,SP,978-1-4423-5038-0,Spanish 2,10,0:14:28,0:14:31,07R,159,F,No puedo comprar el sombrero el lunes.,7,S,"Spanish Phase 2, Units 1-30 (2003)","14,17"
211,SP,978-1-4423-5038-0,Spanish 2,10,0:17:10,0:17:12,08Q,184,N,A pretty hat.,,,"Spanish Phase 2, Units 1-30 (2003)",14
212,SP,978-1-4423-5038-0,Spanish 2,10,0:17:14,0:17:17,08R,185,F,Un sombrero bonito.,3,S,"Spanish Phase 2, Units 1-30 (2003)",14
213,SP,978-1-4423-5038-0,Spanish 2,10,0:17:55,0:17:58,09Q,192,N,The stores are open on Saturday.,,,"Spanish Phase 2, Units 1-30 (2003)","14,17"
214,SP,978-1-4423-5038-0,Spanish 2,10,0:18:01,0:18:05,09R,193,F,Las tiendas están abiertas el sábado.,6,S,"Spanish Phase 2, Units 1-30 (2003)","14,17"
215,SP,978-1-4423-5038-0,Spanish 2,10,0:18:47,0:18:48,10Q,200,N,Hopefully.,,,"Spanish Phase 2, Units 1-30 (2003)","7,13"
216,SP,978-1-4423-5038-0,Spanish 2,10,0:18:50,0:18:52,10R,201,F,Ojalá que sí.,3,S,"Spanish Phase 2, Units 1-30 (2003)","7,13"
217,SP,978-1-4423-5038-0,Spanish 2,11,0:03:43,0:03:45,01Q,47,N,I’d like to see a film.,,,"Spanish Phase 2, Units 1-30 (2003)",1
218,SP,978-1-4423-5038-0,Spanish 2,11,0:03:48,0:03:51,01R,48,M,Me gustaría ver una película.,5,S,"Spanish Phase 2, Units 1-30 (2003)",1
219,SP,978-1-4423-5038-0,Spanish 2,11,0:04:52,0:04:56,02Q,58,N,Would you like to go with me on Saturday?,,,"Spanish Phase 2, Units 1-30 (2003)",17
220,SP,978-1-4423-5038-0,Spanish 2,11,0:04:59,0:05:03,02R,59,M,¿Le gustaría ir conmigo él sábado?,6,Q,"Spanish Phase 2, Units 1-30 (2003)",17
221,SP,978-1-4423-5038-0,Spanish 2,11,0:05:07,0:05:09,03Q,60,N,When does the film start?,,,"Spanish Phase 2, Units 1-30 (2003)",1
222,SP,978-1-4423-5038-0,Spanish 2,11,0:05:15,0:05:18,03R,61,F,¿Cuándo comienza la película?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",1
223,SP,978-1-4423-5038-0,Spanish 2,11,0:07:27,0:07:30,04Q,85,N,She’s going to be in Mexico next week.,,,"Spanish Phase 2, Units 1-30 (2003)",9
224,SP,978-1-4423-5038-0,Spanish 2,11,0:07:34,0:07:37,04R,86,M,Va a estar en México la semana entrante.,7,S,"Spanish Phase 2, Units 1-30 (2003)",9
225,SP,978-1-4423-5038-0,Spanish 2,11,0:07:56,0:07:57,05Q,89,N,She would like to visit me.,,,"Spanish Phase 2, Units 1-30 (2003)",18
226,SP,978-1-4423-5038-0,Spanish 2,11,0:08:00,0:08:03,05R,90,F,Le gustaría visitarme.,3,S,"Spanish Phase 2, Units 1-30 (2003)",18
227,SP,978-1-4423-5038-0,Spanish 2,11,0:08:34,0:08:36,06Q,95,N,She’s very nice.,,,"Spanish Phase 2, Units 1-30 (2003)",9
228,SP,978-1-4423-5038-0,Spanish 2,11,0:08:38,0:08:40,06R,96,M,Es muy simpática.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
229,SP,978-1-4423-5038-0,Spanish 2,11,0:10:17,0:10:19,07Q,112,N,Could Mrs. Elders come?,,,"Spanish Phase 2, Units 1-30 (2003)",9
230,SP,978-1-4423-5038-0,Spanish 2,11,0:10:25,0:10:28,07R,114,F,¿La señora Elders podría venir?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",9
231,SP,978-1-4423-5038-0,Spanish 2,11,0:11:39,0:11:41,08Q,124,N,Thanks for inviting us.,,,"Spanish Phase 2, Units 1-30 (2003)","13,16"
232,SP,978-1-4423-5038-0,Spanish 2,11,0:11:43,0:11:46,08R,125,M,Gracias por invitarnos.,3,S,"Spanish Phase 2, Units 1-30 (2003)","13,16"
233,SP,978-1-4423-5038-0,Spanish 2,11,0:15:00,0:15:01,09Q,156,N,He went to eat.,,,"Spanish Phase 2, Units 1-30 (2003)",6
234,SP,978-1-4423-5038-0,Spanish 2,11,0:15:04,0:15:05,09R,157,F,Fue a comer.,2,S,"Spanish Phase 2, Units 1-30 (2003)",6
235,SP,978-1-4423-5038-0,Spanish 2,11,0:21:03,0:21:05,10Q,214,N,I went to Spain last month.,,,"Spanish Phase 2, Units 1-30 (2003)","17,18"
236,SP,978-1-4423-5038-0,Spanish 2,11,0:21:09,0:21:12,10R,215,M,Fui a España el mes pasado.,5,S,"Spanish Phase 2, Units 1-30 (2003)","17,18"
237,SP,978-1-4423-5038-0,Spanish 2,12,0:02:51,0:02:53,01Q,37,N,I don’t like sweet wine.,,,"Spanish Phase 2, Units 1-30 (2003)",6
238,SP,978-1-4423-5038-0,Spanish 2,12,0:02:56,0:02:59,01R,38,F,No me gusta el vino dulce.,6,S,"Spanish Phase 2, Units 1-30 (2003)",6
239,SP,978-1-4423-5038-0,Spanish 2,12,0:07:50,0:07:52,02Q,89,N,She’s going on vacation,,,"Spanish Phase 2, Units 1-30 (2003)",18
240,SP,978-1-4423-5038-0,Spanish 2,12,0:07:55,0:07:57,02R,90,M,Va de vacaciones.,5,S,"Spanish Phase 2, Units 1-30 (2003)",18
241,SP,978-1-4423-5038-0,Spanish 2,12,0:10:28,0:10:30,03Q,119,N,I liked Spain.,,,"Spanish Phase 2, Units 1-30 (2003)","9,18"
242,SP,978-1-4423-5038-0,Spanish 2,12,0:10:32,0:10:35,03R,120,F,Me gustó España.,3,S,"Spanish Phase 2, Units 1-30 (2003)","9,18"
243,SP,978-1-4423-5038-0,Spanish 2,12,0:12:53,0:12:55,04Q,140,N,Do you have an idea?,,,"Spanish Phase 2, Units 1-30 (2003)",9
244,SP,978-1-4423-5038-0,Spanish 2,12,0:12:57,0:12:59,04R,141,M,¿Tienes una idea?,3,Q,"Spanish Phase 2, Units 1-30 (2003)",9
245,SP,978-1-4423-5038-0,Spanish 2,12,0:15:40,0:15:42,05Q,167,N,We could buy them T-shirts.,,,"Spanish Phase 2, Units 1-30 (2003)",14
246,SP,978-1-4423-5038-0,Spanish 2,12,0:15:46,0:15:50,05R,168,M,Podríamos comprarles camisetas.,3,S,"Spanish Phase 2, Units 1-30 (2003)",14
247,SP,978-1-4423-5038-0,Spanish 2,12,0:18:34,0:18:36,06Q,195,N,We have to look at the T-shirts.,,,"Spanish Phase 2, Units 1-30 (2003)",14
248,SP,978-1-4423-5038-0,Spanish 2,12,0:18:39,0:18:43,06R,196,F,Tenemos que mirar las camisetas.,5,S,"Spanish Phase 2, Units 1-30 (2003)",14
249,SP,978-1-4423-5038-0,Spanish 2,12,0:19:34,0:19:35,07Q,206,N,On Friday.,,,"Spanish Phase 2, Units 1-30 (2003)",17
250,SP,978-1-4423-5038-0,Spanish 2,12,0:19:37,0:19:39,07R,207,M,El viernes.,2,S,"Spanish Phase 2, Units 1-30 (2003)",17
251,SP,978-1-4423-5038-0,Spanish 2,12,0:25:17,0:25:20,08Q,259,N,I liked the store a lot.,,,"Spanish Phase 2, Units 1-30 (2003)",14
252,SP,978-1-4423-5038-0,Spanish 2,12,0:25:22,0:25:25,08R,260,F,Me gustó la tienda mucho.,5,S,"Spanish Phase 2, Units 1-30 (2003)",14
253,SP,978-1-4423-5038-0,Spanish 2,12,0:26:47,0:26:50,09Q,275,N,I’ve known her since January.,,,"Spanish Phase 2, Units 1-30 (2003)",17
254,SP,978-1-4423-5038-0,Spanish 2,12,0:26:55,0:26:58,09R,276,M,La conozco desde enero.,4,S,"Spanish Phase 2, Units 1-30 (2003)",17
255,SP,978-1-4423-5038-0,Spanish 2,12,0:28:13,0:28:16,10Q,287,N,We could go in my car.,,,"Spanish Phase 2, Units 1-30 (2003)",18
256,SP,978-1-4423-5038-0,Spanish 2,12,0:28:19,0:28:22,10R,288,F,Podríamos ir en mi coche.,5,S,"Spanish Phase 2, Units 1-30 (2003)",18
257,SP,978-1-4423-5038-0,Spanish 2,13,0:02:24,0:02:27,01Q,38,N,She likes to look at things.,,,"Spanish Phase 2, Units 1-30 (2003)",9
258,SP,978-1-4423-5038-0,Spanish 2,13,0:02:29,0:02:33,01R,39,M,Le gusta mirar cosas.,4,S,"Spanish Phase 2, Units 1-30 (2003)",9
259,SP,978-1-4423-5038-0,Spanish 2,13,0:03:22,0:03:24,02Q,48,N,I went to see a film.,,,"Spanish Phase 2, Units 1-30 (2003)",1
260,SP,978-1-4423-5038-0,Spanish 2,13,0:03:27,0:03:29,02R,49,M,Fui a ver una película.,4,S,"Spanish Phase 2, Units 1-30 (2003)",1
261,SP,978-1-4423-5038-0,Spanish 2,13,0:05:47,0:05:49,03Q,69,N,Could you go next Thursday?,,,"Spanish Phase 2, Units 1-30 (2003)",17
262,SP,978-1-4423-5038-0,Spanish 2,13,0:05:52,0:05:56,03R,70,M,¿Podrías ir el jueves entrante?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",17
263,SP,978-1-4423-5038-0,Spanish 2,13,0:07:25,0:07:27,04Q,85,N,I want to be at home early.,,,"Spanish Phase 2, Units 1-30 (2003)",17
264,SP,978-1-4423-5038-0,Spanish 2,13,0:07:30,0:07:33,04R,86,F,Quiero estar en casa temprano.,5,S,"Spanish Phase 2, Units 1-30 (2003)",17
265,SP,978-1-4423-5038-0,Spanish 2,13,0:08:27,0:08:31,05Q,95,N,I’m leaving on Friday morning.,,,"Spanish Phase 2, Units 1-30 (2003)","17,18"
266,SP,978-1-4423-5038-0,Spanish 2,13,0:08:32,0:08:36,05R,96,F,Me voy el viernes en la mañana.,7,S,"Spanish Phase 2, Units 1-30 (2003)","17,18"
267,SP,978-1-4423-5038-0,Spanish 2,13,0:08:53,0:08:54,06Q,99,N,More or less.,,,"Spanish Phase 2, Units 1-30 (2003)",9
268,SP,978-1-4423-5038-0,Spanish 2,13,0:08:56,0:08:58,06R,100,M,Más o menos.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
269,SP,978-1-4423-5038-0,Spanish 2,13,0:12:21,0:12:23,07Q,131,N,"Yes, I liked the music.",,,"Spanish Phase 2, Units 1-30 (2003)",9
270,SP,978-1-4423-5038-0,Spanish 2,13,0:12:25,0:12:28,07R,132,M,"Sí, me gustó la música.",4,S,"Spanish Phase 2, Units 1-30 (2003)",9
271,SP,978-1-4423-5038-0,Spanish 2,13,0:13:24,0:13:26,08Q,142,N,We went together.,,,"Spanish Phase 2, Units 1-30 (2003)",9
272,SP,978-1-4423-5038-0,Spanish 2,13,0:13:28,0:13:30,08R,143,M,Fuimos juntos.,2,S,"Spanish Phase 2, Units 1-30 (2003)",9
273,SP,978-1-4423-5038-0,Spanish 2,13,0:14:17,0:14:19,09Q,150,N,She didn’t like the music.,,,"Spanish Phase 2, Units 1-30 (2003)",9
274,SP,978-1-4423-5038-0,Spanish 2,13,0:14:22,0:14:24,09R,151,M,No le gustó la música.,5,S,"Spanish Phase 2, Units 1-30 (2003)",9
275,SP,978-1-4423-5038-0,Spanish 2,13,0:18:08,0:18:10,10Q,186,N,It ended very late.,,,"Spanish Phase 2, Units 1-30 (2003)",17
276,SP,978-1-4423-5038-0,Spanish 2,13,0:18:12,0:18:14,10R,187,M,Terminó muy tarde.,3,S,"Spanish Phase 2, Units 1-30 (2003)",17
277,SP,978-1-4423-5038-0,Spanish 2,14,0:01:38,0:01:39,01Q,28,N,We went to a concert.,,,"Spanish Phase 2, Units 1-30 (2003)",1
278,SP,978-1-4423-5038-0,Spanish 2,14,0:01:44,0:01:46,01R,29,F,Fuimos a un concierto.,3,S,"Spanish Phase 2, Units 1-30 (2003)",1
279,SP,978-1-4423-5038-0,Spanish 2,14,0:02:46,0:02:49,02Q,39,N,Sometimes the music was beautiful.,,,"Spanish Phase 2, Units 1-30 (2003)",9
280,SP,978-1-4423-5038-0,Spanish 2,14,0:02:52,0:02:55,02R,40,F,A veces la música fue bonita.,6,S,"Spanish Phase 2, Units 1-30 (2003)",9
281,SP,978-1-4423-5038-0,Spanish 2,14,0:04:04,0:04:06,03Q,52,N,Where is a music store?,,,"Spanish Phase 2, Units 1-30 (2003)","4,14"
282,SP,978-1-4423-5038-0,Spanish 2,14,0:04:12,0:04:16,03R,54,F,¿Dónde queda una tienda de música?,6,Q,"Spanish Phase 2, Units 1-30 (2003)","4,14"
283,SP,978-1-4423-5038-0,Spanish 2,14,0:06:44,0:06:47,04Q,80,N,Friday was an important day for me.,,,"Spanish Phase 2, Units 1-30 (2003)",17
284,SP,978-1-4423-5038-0,Spanish 2,14,0:06:51,0:06:55,04R,81,F,El viernes fue un día importante para mí.,8,S,"Spanish Phase 2, Units 1-30 (2003)",17
285,SP,978-1-4423-5038-0,Spanish 2,14,0:09:20,0:09:22,05Q,106,N,But it’s better by taxi.,,,"Spanish Phase 2, Units 1-30 (2003)",18
286,SP,978-1-4423-5038-0,Spanish 2,14,0:09:24,0:09:26,05R,107,M,Pero es mejor en taxi.,5,S,"Spanish Phase 2, Units 1-30 (2003)",18
287,SP,978-1-4423-5038-0,Spanish 2,14,0:12:54,0:12:56,06Q,136,N,We can look around a little.,,,"Spanish Phase 2, Units 1-30 (2003)",9
288,SP,978-1-4423-5038-0,Spanish 2,14,0:12:59,0:13:02,06R,137,M,Podemos mirar un poco.,4,S,"Spanish Phase 2, Units 1-30 (2003)",9
289,SP,978-1-4423-5038-0,Spanish 2,14,0:16:26,0:16:30,07Q,171,N,Just a little less than two weeks.,,,"Spanish Phase 2, Units 1-30 (2003)",12
290,SP,978-1-4423-5038-0,Spanish 2,14,0:16:33,0:16:36,07R,172,F,Un poquito menos que dos semanas.,6,S,"Spanish Phase 2, Units 1-30 (2003)",12
291,SP,978-1-4423-5038-0,Spanish 2,14,0:18:05,0:18:08,08Q,188,N,At that hour of the night?,,,"Spanish Phase 2, Units 1-30 (2003)",17
292,SP,978-1-4423-5038-0,Spanish 2,14,0:18:10,0:18:13,08R,189,F,¿A esa hora de la noche?,6,Q,"Spanish Phase 2, Units 1-30 (2003)",17
293,SP,978-1-4423-5038-0,Spanish 2,14,0:20:43,0:20:45,09Q,214,N,What’s the weather like?,,,"Spanish Phase 2, Units 1-30 (2003)","16,19"
294,SP,978-1-4423-5038-0,Spanish 2,14,0:20:49,0:20:51,09R,215,F,¿Qué tiempo hace?,3,Q,"Spanish Phase 2, Units 1-30 (2003)","16,19"
295,SP,978-1-4423-5038-0,Spanish 2,14,0:21:25,0:21:27,10Q,220,N,Is it good weather?,,,"Spanish Phase 2, Units 1-30 (2003)",19
296,SP,978-1-4423-5038-0,Spanish 2,14,0:21:28,0:21:31,10R,221,F,¿Hace buen tiempo?,3,Q,"Spanish Phase 2, Units 1-30 (2003)",19
297,SP,978-1-4423-5038-0,Spanish 2,14,0:24:12,0:24:16,11Q,247,N,The good weather is better than the bad weather.,,,"Spanish Phase 2, Units 1-30 (2003)",19
298,SP,978-1-4423-5038-0,Spanish 2,14,0:24:19,0:24:23,11R,248,F,El buen tiempo es mejor que el mal tiempo.,9,S,"Spanish Phase 2, Units 1-30 (2003)",19
299,SP,978-1-4423-5038-0,Spanish 2,14,0:24:40,0:24:41,12Q,251,N,Could you send me a letter?,,,"Spanish Phase 2, Units 1-30 (2003)",3
300,SP,978-1-4423-5038-0,Spanish 2,14,0:24:44,0:24:47,12R,252,F,¿Podrías enviarme una carta?,4,Q,"Spanish Phase 2, Units 1-30 (2003)",3
301,SP,978-1-4423-5038-0,Spanish 2,15,0:03:33,0:03:36,01Q,47,N,Here it’s better weather.,,,"Spanish Phase 2, Units 1-30 (2003)",19
302,SP,978-1-4423-5038-0,Spanish 2,15,0:03:39,0:03:41,01R,48,F,Aquí hace mejor tiempo.,4,S,"Spanish Phase 2, Units 1-30 (2003)",19
303,SP,978-1-4423-5038-0,Spanish 2,15,0:08:47,0:08:52,02Q,99,N,"Say that you would like to speak with your colleague, Mr. García.",,,"Spanish Phase 2, Units 1-30 (2003)",9
304,SP,978-1-4423-5038-0,Spanish 2,15,0:08:57,0:09:01,02R,100,M,"Me gustaría hablar con mi colega, el señor García.",9,S,"Spanish Phase 2, Units 1-30 (2003)",9
305,SP,978-1-4423-5038-0,Spanish 2,15,0:12:32,0:12:34,03Q,132,N,I’m here on business.,,,"Spanish Phase 2, Units 1-30 (2003)","18,20"
306,SP,978-1-4423-5038-0,Spanish 2,15,0:12:36,0:12:39,03R,133,M,Estoy aquí de negocios.,4,S,"Spanish Phase 2, Units 1-30 (2003)","18,20"
307,SP,978-1-4423-5038-0,Spanish 2,15,0:13:38,0:13:40,04Q,141,N,Would you like to have a coffee?,,,"Spanish Phase 2, Units 1-30 (2003)",6
308,SP,978-1-4423-5038-0,Spanish 2,15,0:13:43,0:13:46,04R,142,F,¿Le gustaría tomar un café?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",6
309,SP,978-1-4423-5038-0,Spanish 2,15,0:14:11,0:14:13,05Q,146,N,The coffee’s very hot.,,,"Spanish Phase 2, Units 1-30 (2003)",6
310,SP,978-1-4423-5038-0,Spanish 2,15,0:14:17,0:14:20,05R,147,F,El café está muy caliente.,5,S,"Spanish Phase 2, Units 1-30 (2003)",6
311,SP,978-1-4423-5038-0,Spanish 2,15,0:16:28,0:16:31,06Q,168,N,I take my coffee with milk.,,,"Spanish Phase 2, Units 1-30 (2003)",6
312,SP,978-1-4423-5038-0,Spanish 2,15,0:16:35,0:16:39,06R,169,F,Yo tomo mi café con leche.,6,S,"Spanish Phase 2, Units 1-30 (2003)",6
313,SP,978-1-4423-5038-0,Spanish 2,15,0:17:54,0:17:56,07Q,179,N,Do you know Mr. García well?,,,"Spanish Phase 2, Units 1-30 (2003)",9
314,SP,978-1-4423-5038-0,Spanish 2,15,0:18:02,0:18:05,07R,181,F,¿Conoce bien al señor García?,5,Q,"Spanish Phase 2, Units 1-30 (2003)",9
315,SP,978-1-4423-5038-0,Spanish 2,15,0:19:42,0:19:45,08Q,198,N,"I don’t know either his wife, or his children.",,,"Spanish Phase 2, Units 1-30 (2003)",5
316,SP,978-1-4423-5038-0,Spanish 2,15,0:19:47,0:19:52,08R,199,N,"No conozco ni a su esposa, ni a sus hijos.",10,S,"Spanish Phase 2, Units 1-30 (2003)",5
317,SP,978-1-4423-5038-0,Spanish 2,15,0:22:24,0:22:26,09Q,219,N,I don’t know his children either.,,,"Spanish Phase 2, Units 1-30 (2003)",5
318,SP,978-1-4423-5038-0,Spanish 2,15,0:22:31,0:22:34,09R,221,M,No conozco a sus hijos tampoco.,6,S,"Spanish Phase 2, Units 1-30 (2003)",5
319,SP,978-1-4423-5038-0,Spanish 2,15,0:24:06,0:24:07,10Q,232,N,You told me that.,,,"Spanish Phase 2, Units 1-30 (2003)",9
320,SP,978-1-4423-5038-0,Spanish 2,15,0:24:12,0:24:14,10R,233,M,Me dijo eso.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
321,SP,978-1-4423-5038-0,Spanish 2,15,0:25:41,0:25:42,11Q,246,N,Me neither.,,,"Spanish Phase 2, Units 1-30 (2003)",9
322,SP,978-1-4423-5038-0,Spanish 2,15,0:25:47,0:25:49,11R,247,M,Ni yo tampoco.,3,S,"Spanish Phase 2, Units 1-30 (2003)",9
