Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Skills
164,GR,978-1-4423-5034-2,German 2,8,0:12:43,0:12:46,4R,152,F,Wir können zusammen in ein Restaurant gehen.,7,S,"German Phase 2, Units 1-30 (2003)","1,6"
165,GR,978-1-4423-5034-2,German 2,8,0:13:37,0:13:40,5Q,162,N,Would you like to go to the movies afterwards?,,,"German Phase 2, Units 1-30 (2003)","1,17"
166,GR,978-1-4423-5034-2,German 2,8,0:13:43,0:13:45,5R,164,M,Möchten Sie nachher ins Kino gehen?,6,Q,"German Phase 2, Units 1-30 (2003)","1,17"
167,GR,978-1-4423-5034-2,German 2,8,0:17:38,0:17:40,6Q,202,N,She’s arriving Friday evening.,,,"German Phase 2, Units 1-30 (2003)","17,18"
168,GR,978-1-4423-5034-2,German 2,8,0:17:42,0:17:46,6R,203,F,Sie kommt Freitag Abend an.,5,S,"German Phase 2, Units 1-30 (2003)","17,18"
169,GR,978-1-4423-5034-2,German 2,8,0:20:24,0:20:29,7Q,228,N,"No, she arrives on Friday at a quarter past eight in the evening.",,,"German Phase 2, Units 1-30 (2003)","12,17,18"
170,GR,978-1-4423-5034-2,German 2,8,0:20:34,0:20:38,7R,230,F,"Nein, sie kommt am Freitag um Viertel nach acht abends an.",11,S,"German Phase 2, Units 1-30 (2003)","12,17,18"
171,GR,978-1-4423-5034-2,German 2,8,0:22:06,0:22:08,8Q,245,N,Her husband is not coming.,,,"German Phase 2, Units 1-30 (2003)","1,5"
172,GR,978-1-4423-5034-2,German 2,8,0:22:13,0:22:15,8R,246,F,Ihr Mann kommt nicht.,4,S,"German Phase 2, Units 1-30 (2003)","1,5"
173,GR,978-1-4423-5034-2,German 2,8,0:22:43,0:22:45,9Q,251,N,She likes traveling.,,,"German Phase 2, Units 1-30 (2003)","9,18"
174,GR,978-1-4423-5034-2,German 2,8,0:22:48,0:22:49,9R,252,F,Sie reist gern.,3,S,"German Phase 2, Units 1-30 (2003)","9,18"
175,GR,978-1-4423-5034-2,German 2,8,0:23:44,0:23:46,10Q,261,N,He’d rather stay at home.,,,"German Phase 2, Units 1-30 (2003)","9,18"
176,GR,978-1-4423-5034-2,German 2,8,0:23:49,0:23:51,10R,262,F,Er bleibt lieber zu Hause.,5,S,"German Phase 2, Units 1-30 (2003)","9,18"
177,GR,978-1-4423-5034-2,German 2,8,0:26:11,0:26:13,11Q,285,N,I don’t like staying at home.,,,"German Phase 2, Units 1-30 (2003)","9,18"
178,GR,978-1-4423-5034-2,German 2,8,0:26:16,0:26:21,11R,286,F,Ich bleibe nicht gern zu Hause.,6,S,"German Phase 2, Units 1-30 (2003)","9,18"
179,GR,978-1-4423-5034-2,German 2,9,0:03:11,0:03:15,1Q,50,N,At a quarter to five in the afternoon.,,,"German Phase 2, Units 1-30 (2003)","12,17"
180,GR,978-1-4423-5034-2,German 2,9,0:03:18,0:03:21,1R,51,M,Um Viertel vor fünf nachmittags.,5,S,"German Phase 2, Units 1-30 (2003)","12,17"
181,GR,978-1-4423-5034-2,German 2,9,0:04:10,0:04:12,2Q,60,N,Are they not arriving together?,,,"German Phase 2, Units 1-30 (2003)","1,18"
182,GR,978-1-4423-5034-2,German 2,9,0:04:16,0:04:18,2R,61,F,Kommen sie nicht zusammen an?,5,Q,"German Phase 2, Units 1-30 (2003)","1,18"
183,GR,978-1-4423-5034-2,German 2,9,0:05:22,0:05:26,3Q,71,N,She’s arriving here in Munich in the evening.,,,"German Phase 2, Units 1-30 (2003)","1,17,18"
184,GR,978-1-4423-5034-2,German 2,9,0:05:32,0:05:35,3R,73,M,Sie kommt abends hier in München an.,7,S,"German Phase 2, Units 1-30 (2003)","1,17,18"
185,GR,978-1-4423-5034-2,German 2,9,0:09:29,0:09:30,4Q,113,N,How’s it going?,,,"German Phase 2, Units 1-30 (2003)","10,13"
186,GR,978-1-4423-5034-2,German 2,9,0:09:32,0:09:33,4R,114,F,Wie geht’s?,2,Q,"German Phase 2, Units 1-30 (2003)","10,13"
187,GR,978-1-4423-5034-2,German 2,9,0:10:21,0:10:23,5Q,122,N,Would you like to go to the movies?,,,"German Phase 2, Units 1-30 (2003)",1
188,GR,978-1-4423-5034-2,German 2,9,0:10:26,0:10:29,5R,123,M,Möchtest du ins Kino gehen?,5,Q,"German Phase 2, Units 1-30 (2003)",1
189,GR,978-1-4423-5034-2,German 2,9,0:11:20,0:11:21,6Q,131,N,When are you going?,,,"German Phase 2, Units 1-30 (2003)","1,7,17"
190,GR,978-1-4423-5034-2,German 2,9,0:11:25,0:11:26,6R,132,F,Wann gehst du?,3,Q,"German Phase 2, Units 1-30 (2003)","1,7,17"
191,GR,978-1-4423-5034-2,German 2,9,0:12:55,0:12:59,7Q,147,N,Can you come along on Friday?,,,"German Phase 2, Units 1-30 (2003)","1,17"
192,GR,978-1-4423-5034-2,German 2,9,0:13:00,0:13:05,7R,148,M,Kannst du am Freitag mitkommen?,5,Q,"German Phase 2, Units 1-30 (2003)","1,17"
193,GR,978-1-4423-5034-2,German 2,9,0:13:46,0:13:48,8Q,156,N,May I invite you?,,,"German Phase 2, Units 1-30 (2003)","1,13"
194,GR,978-1-4423-5034-2,German 2,9,0:13:50,0:13:52,8R,157,M,Darf ich dich einladen?,4,Q,"German Phase 2, Units 1-30 (2003)","1,13"
195,GR,978-1-4423-5034-2,German 2,9,0:15:48,0:15:51,9Q,175,N,Would you like to go to a concert on Friday?,,,"German Phase 2, Units 1-30 (2003)","1,17"
196,GR,978-1-4423-5034-2,German 2,9,0:15:53,0:15:55,9R,176,M,Möchtest du am Freitag in ein Konzert gehen?,8,Q,"German Phase 2, Units 1-30 (2003)","1,17"
197,GR,978-1-4423-5034-2,German 2,9,0:17:59,0:18:01,10Q,196,N,I have time on Saturday.,,,"German Phase 2, Units 1-30 (2003)","1,17"
198,GR,978-1-4423-5034-2,German 2,9,0:18:04,0:18:06,10R,197,F,Ich habe am Samstag Zeit.,5,S,"German Phase 2, Units 1-30 (2003)","1,17"
199,GR,978-1-4423-5034-2,German 2,9,0:20:03,0:20:04,11Q,215,N,When does the concert begin?,,,"German Phase 2, Units 1-30 (2003)","1,17"
200,GR,978-1-4423-5034-2,German 2,9,0:20:07,0:20:09,11R,216,F,Wann beginnt das Konzert?,4,Q,"German Phase 2, Units 1-30 (2003)","1,17"
201,GR,978-1-4423-5034-2,German 2,10,0:02:44,0:02:46,1Q,45,N,Can you go to the movies with me?,,,"German Phase 2, Units 1-30 (2003)",1
202,GR,978-1-4423-5034-2,German 2,10,0:02:50,0:02:53,1R,46,M,Kannst du mit mir ins Kino gehen?,7,Q,"German Phase 2, Units 1-30 (2003)",1
203,GR,978-1-4423-5034-2,German 2,10,0:02:55,0:02:58,2Q,47,N,I’d like to invite you.,,,"German Phase 2, Units 1-30 (2003)","1,13"
204,GR,978-1-4423-5034-2,German 2,10,0:02:59,0:03:03,2R,48,M,Ich möchte dich einladen.,4,S,"German Phase 2, Units 1-30 (2003)","1,13"
205,GR,978-1-4423-5034-2,German 2,10,0:05:30,0:05:34,3Q,74,N,I believe the movie begins at eight P.M.,,,"German Phase 2, Units 1-30 (2003)","1,9,12,17"
206,GR,978-1-4423-5034-2,German 2,10,0:05:37,0:05:41,3R,75,M,"Ich glaube, das Kino beginnt um zwanzig Uhr.",8,S,"German Phase 2, Units 1-30 (2003)","1,9,12,17"
207,GR,978-1-4423-5034-2,German 2,10,0:08:10,0:08:12,4Q,99,N,Do you have time on Saturday?,,,"German Phase 2, Units 1-30 (2003)","1,17"
208,GR,978-1-4423-5034-2,German 2,10,0:08:14,0:08:20,4R,100,F,Hast du am Samstag Zeit?,5,Q,"German Phase 2, Units 1-30 (2003)","1,17"
209,GR,978-1-4423-5034-2,German 2,10,0:09:11,0:09:14,5Q,109,N,May I invite you to the movies and to the concert?,,,"German Phase 2, Units 1-30 (2003)",1
210,GR,978-1-4423-5034-2,German 2,10,0:09:20,0:09:23,5R,110,M,Darf ich dich ins Kino und ins Konzert einladen?,9,Q,"German Phase 2, Units 1-30 (2003)",1
211,GR,978-1-4423-5034-2,German 2,10,0:15:28,0:15:30,6Q,175,N,Can you wait a couple of minutes?,,,"German Phase 2, Units 1-30 (2003)","12,17"
212,GR,978-1-4423-5034-2,German 2,10,0:15:34,0:15:36,6R,176,F,Können Sie ein paar Minuten warten?,6,Q,"German Phase 2, Units 1-30 (2003)","12,17"
213,GR,978-1-4423-5034-2,German 2,10,0:16:22,0:16:23,7Q,185,N,He’s not yet in the office.,,,"German Phase 2, Units 1-30 (2003)",20
214,GR,978-1-4423-5034-2,German 2,10,0:16:27,0:16:29,7R,186,F,Er ist noch nicht im Büro.,6,S,"German Phase 2, Units 1-30 (2003)",20
215,GR,978-1-4423-5034-2,German 2,10,0:18:58,0:19:00,8Q,211,N,You can then speak with him.,,,"German Phase 2, Units 1-30 (2003)",3
216,GR,978-1-4423-5034-2,German 2,10,0:19:04,0:19:06,8R,212,F,Sie können dann mit ihm sprechen.,6,S,"German Phase 2, Units 1-30 (2003)",3
217,GR,978-1-4423-5034-2,German 2,10,0:22:06,0:22:08,9Q,245,N,With milk and without sugar.,,,"German Phase 2, Units 1-30 (2003)",6
218,GR,978-1-4423-5034-2,German 2,10,0:22:12,0:22:13,9R,246,F,Mit Milch und ohne Zucker.,5,S,"German Phase 2, Units 1-30 (2003)",6
219,GR,978-1-4423-5034-2,German 2,10,0:23:14,0:23:16,10Q,254,N,That’s interesting.,,,"German Phase 2, Units 1-30 (2003)",7
220,GR,978-1-4423-5034-2,German 2,10,0:23:19,0:23:21,10R,255,M,Das ist interessant.,3,S,"German Phase 2, Units 1-30 (2003)",7
221,GR,978-1-4423-5034-2,German 2,11,0:02:34,0:02:36,1Q,45,N,The movie begins in twenty minutes.,,,"German Phase 2, Units 1-30 (2003)","1,12,17"
222,GR,978-1-4423-5034-2,German 2,11,0:02:42,0:02:45,1R,47,F,Das Kino beginnt in zwanzig Minuten.,6,S,"German Phase 2, Units 1-30 (2003)","1,12,17"
223,GR,978-1-4423-5034-2,German 2,11,0:02:55,0:02:57,2Q,49,N,Or would you rather go to a concert?,,,"German Phase 2, Units 1-30 (2003)",1
224,GR,978-1-4423-5034-2,German 2,11,0:03:01,0:03:03,2R,50,F,Oder gehst du lieber in ein Konzert?,7,Q,"German Phase 2, Units 1-30 (2003)",1
225,GR,978-1-4423-5034-2,German 2,11,0:04:09,0:04:10,3Q,66,N,"Today, I have time.",,,"German Phase 2, Units 1-30 (2003)",17
226,GR,978-1-4423-5034-2,German 2,11,0:04:14,0:04:15,3R,67,M,Heute habe ich Zeit.,4,S,"German Phase 2, Units 1-30 (2003)",17
227,GR,978-1-4423-5034-2,German 2,11,0:06:37,0:06:39,4Q,84,N,Do you like going to the movies?,,,"German Phase 2, Units 1-30 (2003)",1
228,GR,978-1-4423-5034-2,German 2,11,0:06:42,0:06:44,4R,85,M,Gehst du gern ins Kino?,5,Q,"German Phase 2, Units 1-30 (2003)",1
229,GR,978-1-4423-5034-2,German 2,11,0:10:48,0:10:50,5Q,130,N,Here’s YOUR coffee.,,,"German Phase 2, Units 1-30 (2003)",6
230,GR,978-1-4423-5034-2,German 2,11,0:10:53,0:10:55,5R,132,M,Hier ist DEIN Kaffee.,4,S,"German Phase 2, Units 1-30 (2003)",6
231,GR,978-1-4423-5034-2,German 2,11,0:12:34,0:12:36,6Q,150,N,With sugar but without milk.,,,"German Phase 2, Units 1-30 (2003)",6
232,GR,978-1-4423-5034-2,German 2,11,0:12:39,0:12:41,6R,151,F,Mit Zucker aber ohne Milch.,5,S,"German Phase 2, Units 1-30 (2003)",6
233,GR,978-1-4423-5034-2,German 2,11,0:13:11,0:13:12,7Q,156,N,When are you going on vacation?,,,"German Phase 2, Units 1-30 (2003)","17,18"
234,GR,978-1-4423-5034-2,German 2,11,0:13:15,0:13:17,7R,158,M,Wann fährst du in Urlaub?,5,Q,"German Phase 2, Units 1-30 (2003)","17,18"
235,GR,978-1-4423-5034-2,German 2,11,0:15:12,0:15:14,8Q,175,N,Perhaps I’m going in January.,,,"German Phase 2, Units 1-30 (2003)","1,17,18"
236,GR,978-1-4423-5034-2,German 2,11,0:15:20,0:15:23,8R,177,F,Vielleicht fahre ich im Januar.,5,S,"German Phase 2, Units 1-30 (2003)","1,17,18"
237,GR,978-1-4423-5034-2,German 2,11,0:26:28,0:26:30,9Q,287,N,I really have to go now.,,,"German Phase 2, Units 1-30 (2003)","17,18"
238,GR,978-1-4423-5034-2,German 2,11,0:26:33,0:26:35,9R,288,F,Ich muss jetzt wirklich gehen.,5,S,"German Phase 2, Units 1-30 (2003)","17,18"
239,GR,978-1-4423-5034-2,German 2,11,0:26:57,0:26:59,10Q,292,N,Is your office far from here?,,,"German Phase 2, Units 1-30 (2003)","4,20"
240,GR,978-1-4423-5034-2,German 2,11,0:27:03,0:27:05,10R,293,M,Ist dein Büro weit von hier?,6,Q,"German Phase 2, Units 1-30 (2003)","4,20"
241,GR,978-1-4423-5034-2,German 2,12,0:01:54,0:01:56,1Q,37,N,"Well, I have a lot of work.",,,"German Phase 2, Units 1-30 (2003)",20
242,GR,978-1-4423-5034-2,German 2,12,0:01:59,0:02:00,1R,38,M,"Also, ich habe viel Arbeit.",5,S,"German Phase 2, Units 1-30 (2003)",20
243,GR,978-1-4423-5034-2,German 2,12,0:04:42,0:04:44,2Q,64,N,But perhaps I have time somewhat later.,,,"German Phase 2, Units 1-30 (2003)","9,17"
244,GR,978-1-4423-5034-2,German 2,12,0:04:50,0:04:53,2R,66,M,Aber vielleicht habe ich etwas später Zeit.,7,S,"German Phase 2, Units 1-30 (2003)","9,17"
245,GR,978-1-4423-5034-2,German 2,12,0:09:27,0:09:28,3Q,113,F,Thanks so much.,,,"German Phase 2, Units 1-30 (2003)","13,16"
246,GR,978-1-4423-5034-2,German 2,12,0:09:22,0:09:23,3R,112,N,Danke schön.,2,S,"German Phase 2, Units 1-30 (2003)","13,16"
247,GR,978-1-4423-5034-2,German 2,12,0:09:41,0:09:42,4Q,117,N,Early tomorrow morning.,,,"German Phase 2, Units 1-30 (2003)",17
248,GR,978-1-4423-5034-2,German 2,12,0:09:45,0:09:46,4R,119,M,Morgen früh.,2,S,"German Phase 2, Units 1-30 (2003)",17
249,GR,978-1-4423-5034-2,German 2,12,0:11:02,0:11:05,5Q,132,N,I’m going on vacation early tomorrow morning.,,,"German Phase 2, Units 1-30 (2003)","17,18"
250,GR,978-1-4423-5034-2,German 2,12,0:11:09,0:11:11,5R,133,M,Ich fahre morgen früh in Urlaub.,6,S,"German Phase 2, Units 1-30 (2003)","17,18"
251,GR,978-1-4423-5034-2,German 2,12,0:11:29,0:11:32,6Q,137,N,Are you going on vacation soon?,,,"German Phase 2, Units 1-30 (2003)","17,18"
252,GR,978-1-4423-5034-2,German 2,12,0:12:04,0:12:06,6R,143,M,Fahren Sie bald in Urlaub?,5,Q,"German Phase 2, Units 1-30 (2003)","17,18"
253,GR,978-1-4423-5034-2,German 2,12,0:15:00,0:15:01,7Q,171,N,Have a good trip!,,,"German Phase 2, Units 1-30 (2003)","13,18"
254,GR,978-1-4423-5034-2,German 2,12,0:15:06,0:15:07,7R,172,F,Gute Reise!,2,S,"German Phase 2, Units 1-30 (2003)","13,18"
255,GR,978-1-4423-5034-2,German 2,12,0:16:25,0:16:27,8Q,184,N,I’m traveling with my girlfriend.,,,"German Phase 2, Units 1-30 (2003)","5,18"
256,GR,978-1-4423-5034-2,German 2,12,0:16:30,0:16:34,8R,185,M,Ich reise mit meiner Freundin.,5,S,"German Phase 2, Units 1-30 (2003)","5,18"
257,GR,978-1-4423-5034-2,German 2,12,0:16:47,0:16:49,9Q,188,N,There we have friends.,,,"German Phase 2, Units 1-30 (2003)","5,18"
258,GR,978-1-4423-5034-2,German 2,12,0:16:54,0:16:56,9R,189,M,Dort haben wir Freunde.,4,S,"German Phase 2, Units 1-30 (2003)","5,18"
259,GR,978-1-4423-5034-2,German 2,12,0:22:41,0:22:43,10Q,246,N,I have to speak with him.,,,"German Phase 2, Units 1-30 (2003)",3
260,GR,978-1-4423-5034-2,German 2,12,0:22:46,0:22:48,10R,247,M,Ich muss mit ihm sprechen.,5,S,"German Phase 2, Units 1-30 (2003)",3
261,GR,978-1-4423-5034-2,German 2,13,0:04:14,0:04:17,1Q,57,N,Here’s a letter for him.,,,"German Phase 2, Units 1-30 (2003)","3,9"
262,GR,978-1-4423-5034-2,German 2,13,0:04:18,0:04:22,1R,58,M,Hier ist ein Brief für ihn.,6,S,"German Phase 2, Units 1-30 (2003)","3,9"
263,GR,978-1-4423-5034-2,German 2,13,0:04:54,0:04:56,2Q,63,N,Is that correct?,,,"German Phase 2, Units 1-30 (2003)","4,7"
264,GR,978-1-4423-5034-2,German 2,13,0:04:57,0:05:00,2R,64,M,Stimmt das?,2,Q,"German Phase 2, Units 1-30 (2003)","4,7"
265,GR,978-1-4423-5034-2,German 2,13,0:08:13,0:08:14,3Q,98,N,We’re taking his car.,,,"German Phase 2, Units 1-30 (2003)","9,18"
266,GR,978-1-4423-5034-2,German 2,13,0:08:16,0:08:21,3R,99,F,Wir nehmen sein Auto.,4,S,"German Phase 2, Units 1-30 (2003)","9,18"
267,GR,978-1-4423-5034-2,German 2,13,0:08:25,0:08:29,4Q,100,N,"Early tomorrow morning, we’re driving to Switzerland.",,,"German Phase 2, Units 1-30 (2003)","17,18"
268,GR,978-1-4423-5034-2,German 2,13,0:08:36,0:08:39,4R,102,F,Morgen früh fahren wir in die Schweiz.,7,S,"German Phase 2, Units 1-30 (2003)","17,18"
269,GR,978-1-4423-5034-2,German 2,13,0:08:50,0:08:53,5Q,104,N,To beautiful Switzerland.,,,"German Phase 2, Units 1-30 (2003)",18
270,GR,978-1-4423-5034-2,German 2,13,0:08:54,0:08:56,5R,105,F,In die schöne Schweiz.,4,S,"German Phase 2, Units 1-30 (2003)",18
271,GR,978-1-4423-5034-2,German 2,13,0:10:23,0:10:27,6Q,122,N,My office is far from here.,,,"German Phase 2, Units 1-30 (2003)",4
272,GR,978-1-4423-5034-2,German 2,13,0:10:29,0:10:33,6R,123,F,Mein Büro ist weit von hier.,6,S,"German Phase 2, Units 1-30 (2003)",4
273,GR,978-1-4423-5034-2,German 2,13,0:15:28,0:15:30,7Q,177,N,I like it in Switzerland.,,,"German Phase 2, Units 1-30 (2003)",18
274,GR,978-1-4423-5034-2,German 2,13,0:15:33,0:15:35,7R,178,F,Es gefällt mir in der Schweiz.,6,S,"German Phase 2, Units 1-30 (2003)",18
275,GR,978-1-4423-5034-2,German 2,13,0:16:46,0:16:50,8Q,190,N,We’re going on vacation next week.,,,"German Phase 2, Units 1-30 (2003)","1,18"
276,GR,978-1-4423-5034-2,German 2,13,0:16:52,0:16:56,8R,191,F,Wir fahren nächste Woche in Urlaub.,6,S,"German Phase 2, Units 1-30 (2003)","1,18"
277,GR,978-1-4423-5034-2,German 2,13,0:19:09,0:19:10,9Q,212,N,How’s the weather?,,,"German Phase 2, Units 1-30 (2003)","16,19"
278,GR,978-1-4423-5034-2,German 2,13,0:19:13,0:19:14,9R,213,M,Wie ist das Wetter?,4,Q,"German Phase 2, Units 1-30 (2003)","16,19"
279,GR,978-1-4423-5034-2,German 2,13,0:21:05,0:21:06,10Q,233,N,How so?,,,"German Phase 2, Units 1-30 (2003)",7
280,GR,978-1-4423-5034-2,German 2,13,0:21:09,0:21:10,10R,234,F,Wieso?,1,Q,"German Phase 2, Units 1-30 (2003)",7
281,GR,978-1-4423-5034-2,German 2,13,0:22:59,0:23:02,11Q,253,N,Because your wife has too much work?,,,"German Phase 2, Units 1-30 (2003)","5,20"
282,GR,978-1-4423-5034-2,German 2,13,0:23:05,0:23:08,11R,254,F,Weil Ihre Frau zu viel Arbeit hat?,7,Q,"German Phase 2, Units 1-30 (2003)","5,20"
283,GR,978-1-4423-5034-2,German 2,14,0:01:11,0:01:12,1Q,29,N,The weather is beautiful.,,,"German Phase 2, Units 1-30 (2003)",19
284,GR,978-1-4423-5034-2,German 2,14,0:01:15,0:01:17,1R,30,F,Das Wetter ist schön.,4,S,"German Phase 2, Units 1-30 (2003)",19
285,GR,978-1-4423-5034-2,German 2,14,0:01:41,0:01:44,2Q,35,N,My wife and I are traveling early tomorrow morning.,,,"German Phase 2, Units 1-30 (2003)","1,5,17,18"
286,GR,978-1-4423-5034-2,German 2,14,0:01:49,0:01:51,2R,36,M,Meine Frau und ich reisen morgen früh.,7,S,"German Phase 2, Units 1-30 (2003)","1,5,17,18"
287,GR,978-1-4423-5034-2,German 2,14,0:02:44,0:02:45,3Q,45,N,Who knows?,,,"German Phase 2, Units 1-30 (2003)",7
288,GR,978-1-4423-5034-2,German 2,14,0:02:47,0:02:48,3R,46,F,Wer weiß?,2,Q,"German Phase 2, Units 1-30 (2003)",7
289,GR,978-1-4423-5034-2,German 2,14,0:08:32,0:08:33,4Q,106,N,You’re welcome.,,,"German Phase 2, Units 1-30 (2003)","7,13"
290,GR,978-1-4423-5034-2,German 2,14,0:08:34,0:08:34,4R,107,F,Bitte.,1,S,"German Phase 2, Units 1-30 (2003)","7,13"
291,GR,978-1-4423-5034-2,German 2,14,0:09:11,0:09:12,5Q,114,N,How was your trip?,,,"German Phase 2, Units 1-30 (2003)","7,18"
292,GR,978-1-4423-5034-2,German 2,14,0:09:15,0:09:16,5R,116,F,Wie war Ihre Reise?,4,Q,"German Phase 2, Units 1-30 (2003)","7,18"
293,GR,978-1-4423-5034-2,German 2,14,0:10:29,0:10:33,6Q,125,N,It was really a beautiful trip.,,,"German Phase 2, Units 1-30 (2003)","9,18"
294,GR,978-1-4423-5034-2,German 2,14,0:10:35,0:10:38,6R,126,M,Es war wirklich eine schöne Reise.,6,S,"German Phase 2, Units 1-30 (2003)","9,18"
295,GR,978-1-4423-5034-2,German 2,14,0:12:44,0:12:46,7Q,150,N,Who knows whether he has time.,,,"German Phase 2, Units 1-30 (2003)","9,17"
296,GR,978-1-4423-5034-2,German 2,14,0:12:50,0:12:52,7R,151,F,"Wer weiß, ob er Zeit hat.",6,S,"German Phase 2, Units 1-30 (2003)","9,17"
297,GR,978-1-4423-5034-2,German 2,14,0:14:40,0:14:42,8Q,167,N,I’d like very much to go along.,,,"German Phase 2, Units 1-30 (2003)","1,18"
298,GR,978-1-4423-5034-2,German 2,14,0:14:46,0:14:48,8R,168,F,Ich möchte gern mitfahren,4,S,"German Phase 2, Units 1-30 (2003)","1,18"
299,GR,978-1-4423-5034-2,German 2,14,0:16:19,0:16:22,9Q,187,N,Our daughters can’t go along either.,,,"German Phase 2, Units 1-30 (2003)","1,5"
300,GR,978-1-4423-5034-2,German 2,14,0:16:24,0:16:27,9R,189,F,Unsere Töchter können auch nicht mitfahren.,6,S,"German Phase 2, Units 1-30 (2003)","1,5"
301,GR,978-1-4423-5034-2,German 2,14,0:19:50,0:19:53,10Q,225,N,Say that you’d like to buy a newspaper.,,,"German Phase 2, Units 1-30 (2003)","1,3,14"
302,GR,978-1-4423-5034-2,German 2,14,0:19:56,0:19:58,10R,226,M,Ich möchte eine Zeitung kaufen.,5,S,"German Phase 2, Units 1-30 (2003)","1,3,14"
303,GR,978-1-4423-5034-2,German 2,15,0:01:14,0:01:17,1Q,30,N,How much does this newspaper cost?,,,"German Phase 2, Units 1-30 (2003)","11,14"
304,GR,978-1-4423-5034-2,German 2,15,0:01:20,0:01:22,1R,31,F,Wieviel kostet diese Zeitung?,4,Q,"German Phase 2, Units 1-30 (2003)","11,14"
305,GR,978-1-4423-5034-2,German 2,15,0:03:24,0:03:27,2Q,53,N,"The weather was bad, unfortunately.",,,"German Phase 2, Units 1-30 (2003)",19
306,GR,978-1-4423-5034-2,German 2,15,0:03:30,0:03:32,2R,54,F,Das Wetter war leider schlecht.,5,S,"German Phase 2, Units 1-30 (2003)",19
307,GR,978-1-4423-5034-2,German 2,15,0:06:52,0:06:53,3Q,85,N,Where were his daughters?,,,"German Phase 2, Units 1-30 (2003)","5,19"
308,GR,978-1-4423-5034-2,German 2,15,0:06:58,0:07:00,3R,86,M,Wo waren seine Töchter?,4,Q,"German Phase 2, Units 1-30 (2003)","5,19"
309,GR,978-1-4423-5034-2,German 2,15,0:08:07,0:08:11,4Q,97,N,And her sons were also there.,,,"German Phase 2, Units 1-30 (2003)",5
310,GR,978-1-4423-5034-2,German 2,15,0:08:14,0:08:18,4R,98,F,Und ihre Söhne waren auch dort.,6,S,"German Phase 2, Units 1-30 (2003)",5
311,GR,978-1-4423-5034-2,German 2,15,0:11:30,0:11:34,5Q,134,N,His office has a lot of work this week.,,,"German Phase 2, Units 1-30 (2003)","17,20"
312,GR,978-1-4423-5034-2,German 2,15,0:11:36,0:11:40,5R,135,M,Sein Büro hat diese Woche viel Arbeit.,7,S,"German Phase 2, Units 1-30 (2003)","17,20"
313,GR,978-1-4423-5034-2,German 2,15,0:12:57,0:12:59,6Q,148,N,The newspaper of today is over there.,,,"German Phase 2, Units 1-30 (2003)","3,4,17"
314,GR,978-1-4423-5034-2,German 2,15,0:13:02,0:13:08,6R,149,M,Die Zeitung von heute ist dort drüben.,7,S,"German Phase 2, Units 1-30 (2003)","3,4,17"
315,GR,978-1-4423-5034-2,German 2,15,0:14:15,0:14:17,7Q,162,N,In order to visit friends.,,,"German Phase 2, Units 1-30 (2003)","5,18"
316,GR,978-1-4423-5034-2,German 2,15,0:14:20,0:14:22,7R,163,M,Um Freunde zu besuchen.,4,S,"German Phase 2, Units 1-30 (2003)","5,18"
317,GR,978-1-4423-5034-2,German 2,15,0:16:49,0:16:50,8Q,189,N,How old is your son?,,,"German Phase 2, Units 1-30 (2003)",5
318,GR,978-1-4423-5034-2,German 2,15,0:16:53,0:16:55,8R,190,F,Wie alt ist Ihr Sohn?,5,Q,"German Phase 2, Units 1-30 (2003)",5
319,GR,978-1-4423-5034-2,German 2,15,0:21:38,0:21:40,9Q,240,N,"Yes, in the past, I had a car.",,,"German Phase 2, Units 1-30 (2003)","9,18"
320,GR,978-1-4423-5034-2,German 2,15,0:21:47,0:21:49,9R,242,F,"Ja, früher hatte ich ein Auto.",6,S,"German Phase 2, Units 1-30 (2003)","9,18"
321,GR,978-1-4423-5034-2,German 2,15,0:24:20,0:24:22,10Q,265,N,Where did you work previously?,,,"German Phase 2, Units 1-30 (2003)",20
322,GR,978-1-4423-5034-2,German 2,15,0:24:26,0:24:28,10R,266,M,Wo haben Sie früher gearbeitet?,5,Q,"German Phase 2, Units 1-30 (2003)",20
323,GR,978-1-4423-5034-2,German 2,16,0:01:46,0:01:49,1Q,35,N,Do you still have yesterday’s newspaper?,,,"German Phase 2, Units 1-30 (2003)","3,17"
324,GR,978-1-4423-5034-2,German 2,16,0:01:56,0:01:58,1R,37,M,Haben Sie noch die Zeitung von gestern?,7,Q,"German Phase 2, Units 1-30 (2003)","3,17"
325,GR,978-1-4423-5034-2,German 2,16,0:02:37,0:02:39,2Q,45,N,Are you driving into town?,,,"German Phase 2, Units 1-30 (2003)","1,18"
326,GR,978-1-4423-5034-2,German 2,16,0:02:42,0:02:44,2R,47,F,Fahren Sie in die Stadt?,5,Q,"German Phase 2, Units 1-30 (2003)","1,18"
327,GR,978-1-4423-5034-2,German 2,16,0:04:45,0:04:47,3Q,66,N,They are certainly going into town.,,,"German Phase 2, Units 1-30 (2003)","1,4,18"
328,GR,978-1-4423-5034-2,German 2,16,0:04:52,0:04:54,3R,67,F,Sie fahren sicher in die Stadt.,6,S,"German Phase 2, Units 1-30 (2003)","1,4,18"
329,GR,978-1-4423-5034-2,German 2,16,0:12:20,0:12:22,4Q,137,N,It was very interesting.,,,"German Phase 2, Units 1-30 (2003)",7
