Control#,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,Start,Stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
139,139,RU,9781442312838,Russian 2,7,,,03Q,,N,They’ve been living there for a year.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_139.mp3,"9,17"
140,140,RU,9781442312838,Russian 2,7,,,03R,,F,Они там живут уже год.,Oni tam zhivut uzhe god.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_140.mp3,"9,17"
141,141,RU,9781442312838,Russian 2,7,,,04Q,,N,Wouldn’t you like to go to Café Sever?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_141.mp3,"1,6"
142,142,RU,9781442312838,Russian 2,7,,,04R,,M,Не хотели бы вы пойти в кафе Север?,Ne hoteli by vy poyti v Kafe Sever?,8,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_142.mp3,"1,6"
143,143,RU,9781442312838,Russian 2,7,,,05Q,,N,It’s better for me to stay at home.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_143.mp3,"1,9"
144,144,RU,9781442312838,Russian 2,7,,,05R,,F,Мне лучше остаться дома.,Mnye luchshe ostatsa doma.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_144.mp3,"1,9"
145,145,RU,9781442312838,Russian 2,7,,,06Q,,N,They now both live in Petersburg.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_145.mp3,"9,17,18"
146,146,RU,9781442312838,Russian 2,7,,,06R,,F,Они сейчас оба живут в Петербурге.,Oni seychas oba zhivut v Peterburge.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_146.mp3,"9,17,18"
147,147,RU,9781442312838,Russian 2,7,,,07Q,,N,They’re both from Moscow.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_147.mp3,"7,9"
148,148,RU,9781442312838,Russian 2,7,,,07R,,F,Они оба из Москвы.,Oni oba iz Moskvy.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_148.mp3,"7,9"
149,149,RU,9781442312838,Russian 2,7,,,08Q,,N,Where do they live?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_149.mp3,"7,9"
150,150,RU,9781442312838,Russian 2,7,,,08R,,M,Где они живут?,Gdye oni zhivut?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_150.mp3,"7,9"
151,151,RU,9781442312838,Russian 2,7,,,09Q,,N,Let’s go there.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_151.mp3,"1,7,16"
152,152,RU,9781442312838,Russian 2,7,,,09R,,M,Давайте туда пойдём.,Davayte tuda poydiom.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_152.mp3,"1,7,16"
153,153,RU,9781442312838,Russian 2,7,,,10Q,,N,Sometimes I take a taxi.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_153.mp3,"9,18"
154,154,RU,9781442312838,Russian 2,7,,,10R,,F,Иногда я езжу на такси.,Inogda ya yezhu na taksi.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_154.mp3,"9,18"
155,155,RU,9781442312838,Russian 2,8,,,01Q,,N,Until what time are the stores open?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_155.mp3,"9,14,17"
156,156,RU,9781442312838,Russian 2,8,,,01R,,M,До которого часа открыты магазины?,Do kotorovo chasa otkryty magaziny?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_156.mp3,"9,14,17"
157,157,RU,9781442312838,Russian 2,8,,,02Q,,N,Until eight.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_157.mp3,"9,12"
158,158,RU,9781442312838,Russian 2,8,,,02R,,F,До восьми.,Do vos’mi.,2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_158.mp3,"9,12"
159,159,RU,9781442312838,Russian 2,8,,,03Q,,N,I often go there by subway.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_159.mp3,"1,9,18"
160,160,RU,9781442312838,Russian 2,8,,,03R,,M,Я часто туда езжу на метро.,Ya chasto tuda yezhu na metro.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_160.mp3,"1,9,18"
161,161,RU,9781442312838,Russian 2,8,,,04Q,,N,I have to buy something for my son.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_161.mp3,"1,5,9,14"
162,162,RU,9781442312838,Russian 2,8,,,04R,,M,Я должен кое-что купить моему сыну.,Ya dolzhen koye-shto kupit’ moyemu synu.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_162.mp3,"1,5,9,14"
163,163,RU,9781442312838,Russian 2,8,,,05Q,,N,They both have been living there already two years.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_163.mp3,"9,12,17"
164,164,RU,9781442312838,Russian 2,8,,,05R,,M,Они оба там живут уже два года.,Oni oba tam zhivut uzhe dva goda.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_164.mp3,"9,12,17"
165,165,RU,9781442312838,Russian 2,8,,,06Q,,N,Let’s go there on foot.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_165.mp3,"1,7"
166,166,RU,9781442312838,Russian 2,8,,,06R,,F,Давайте туда пойдём пешком.,Davayte tuda poydiom peshkom.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_166.mp3,"1,7"
167,167,RU,9781442312838,Russian 2,8,,,07Q,,N,I’d like to go there on foot.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_167.mp3,"1,7"
168,168,RU,9781442312838,Russian 2,8,,,07R,,F,Я хотела бы туда пойти пешком.,Ya hotela by tuda poyti peshkom.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_168.mp3,"1,7"
169,169,RU,9781442312838,Russian 2,8,,,08Q,,N,Did she also come to Moscow?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_169.mp3,"9,18"
170,170,RU,9781442312838,Russian 2,8,,,08R,,F,Она тоже приехала в Москву?,Ona tozhe priyehala v Moskvu?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_170.mp3,"9,18"
171,171,RU,9781442312838,Russian 2,8,,,09Q,,N,They arrived in Moscow yesterday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_171.mp3,"9,17,18"
172,172,RU,9781442312838,Russian 2,8,,,09R,,M,Они вчера приехали в Москву.,Oni vchera priyehali v Moskvu.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_172.mp3,"9,17,18"
173,173,RU,9781442312838,Russian 2,8,,,10Q,,N,We can go there by taxi.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_173.mp3,"1,9,18"
174,174,RU,9781442312838,Russian 2,8,,,10R,,M,Мы можем туда поехать на такси.,My mozhem tuda poyehat’ na taksi.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_174.mp3,"1,9,18"
175,175,RU,9781442312838,Russian 2,9,,,01Q,,N,At ten to five.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_175.mp3,"9,12,17"
176,176,RU,9781442312838,Russian 2,9,,,01R,,M,Без десяти пять.,Bez desyati pyat’.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_176.mp3,"9,12,17"
177,177,RU,9781442312838,Russian 2,9,,,02Q,,N,My friend wants to buy a watch for his son.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_177.mp3,"5,9,14"
178,178,RU,9781442312838,Russian 2,9,,,02R,,M,Мой друг хочет купить часы своему сыну.,Moy drug hochet kupit’ chasy svoyemu synu.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_178.mp3,"5,9,14"
179,179,RU,9781442312838,Russian 2,9,,,03Q,,N,Is it possible to go there by car?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_179.mp3,"1,9,18"
180,180,RU,9781442312838,Russian 2,9,,,03R,,M,Туда можно поехать на машине?,Tuda mozhno poyehat’ na mashine?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_180.mp3,"1,9,18"
181,181,RU,9781442312838,Russian 2,9,,,04Q,,N,She’s been living in Moscow already three years.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_181.mp3,"9,12,18"
182,182,RU,9781442312838,Russian 2,9,,,04R,,M,Она живёт в Москве уже три года.,Ona zhivyot v Moskve uzhe tri goda.,7,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_182.mp3,"9,12,18"
183,183,RU,9781442312838,Russian 2,9,,,05Q,,N,My friend (m) works in Petersburg.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_183.mp3,"5,9,18,20"
184,184,RU,9781442312838,Russian 2,9,,,05R,,M,Мой друг работает в Петербурге.,Moy drug rabotayet v Peterburge.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_184.mp3,"5,9,18,20"
185,185,RU,9781442312838,Russian 2,9,,,06Q,,N,He and his wife live in Petersburg.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_185.mp3,"5,9,18"
186,186,RU,9781442312838,Russian 2,9,,,06R,,M,Они с женой живут в Петербурге.,Oni s zhenoy zhivut v Peterburge.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_186.mp3,"5,9,18"
187,187,RU,9781442312838,Russian 2,9,,,07Q,,N,Are they coming to visit you?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_187.mp3,"9,18"
188,188,RU,9781442312838,Russian 2,9,,,07R,,F,Они приезжают к вам в гости?,Oni priyezzhayut k vam v gosti?,6,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_188.mp3,"9,18"
189,189,RU,9781442312838,Russian 2,9,,,08Q,,N,"Until nine, or until ten?",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_189.mp3,"9,12,17"
190,190,RU,9781442312838,Russian 2,9,,,08R,,M,До девяти или до десяти?,Do devyati ili do desyati?,5,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_190.mp3,"9,12,17"
191,191,RU,9781442312838,Russian 2,9,,,09Q,,N,It’s possible to go there by taxi.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_191.mp3,"9,18"
192,192,RU,9781442312838,Russian 2,9,,,09R,,F,Туда можно поехать на такси.,Tuda mozhno poyehat’ na taksi.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_192.mp3,"9,18"
193,193,RU,9781442312838,Russian 2,9,,,10Q,,N,In the store it’s possible to buy a souvenir.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_193.mp3,"1,9,14"
194,194,RU,9781442312838,Russian 2,9,,,10R,,M,В магазине можно купить сувенир.,V magazine mozhno kupit’ suvenir.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_194.mp3,"1,9,14"
195,195,RU,9781442312838,Russian 2,10,,,01Q,,N,I want to buy a souvenir for my boyfriend.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_195.mp3,"1,14"
196,196,RU,9781442312838,Russian 2,10,,,01R,,F,Я хочу купить сувенир моему другу.,Ya hochu kupit’ suvenir moyemu drugu.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_196.mp3,"1,14"
197,197,RU,9781442312838,Russian 2,10,,,02Q,,N,For whom?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_197.mp3,"7,9"
198,198,RU,9781442312838,Russian 2,10,,,02R,,M,Кому?,Komu?,1,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_198.mp3,"7,9"
199,199,RU,9781442312838,Russian 2,10,,,03Q,,N,For my boyfriend.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_199.mp3,"5,9"
200,200,RU,9781442312838,Russian 2,10,,,03R,,F,Моему другу.,Moyemu drugu.,2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_200.mp3,"5,9"
201,201,RU,9781442312838,Russian 2,10,,,04Q,,N,I’d (f.) like to buy a newspaper for him before that.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_201.mp3,"1,14"
202,202,RU,9781442312838,Russian 2,10,,,04R,,F,Я хотела бы ему купить газету до этого.,Ya hotela by yemu kupit’ gazetu do etovo.,8,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_202.mp3,"1,14"
203,203,RU,9781442312838,Russian 2,10,,,05Q,,N,Now it’s ten minutes past four.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_203.mp3,"12,17"
204,204,RU,9781442312838,Russian 2,10,,,05R,,M,Сейчас десять минут пятого.,Seychas desyat’ minut pyatovo.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_204.mp3,"12,17"
205,205,RU,9781442312838,Russian 2,10,,,06Q,,N,What do you (familiar) want?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_205.mp3,"9,14"
206,206,RU,9781442312838,Russian 2,10,,,06R,,F,Что ты хочешь?,Shto ty hochesh?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_206.mp3,"9,14"
207,207,RU,9781442312838,Russian 2,10,,,07Q,,N,You (familiar) don’t want to go to the store?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_207.mp3,"1,14"
208,208,RU,9781442312838,Russian 2,10,,,07R,,M,Ты не хочешь пойти в магазин?,Ty ne hochesh poyti v magazin?,6,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_208.mp3,"1,14"
209,209,RU,9781442312838,Russian 2,10,,,08Q,,N,On Monday or on Tuesday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_209.mp3,"9,17"
210,210,RU,9781442312838,Russian 2,10,,,08R,,M,В понедельник или во вторник.,V ponedel’nik ili vo vtornik.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_210.mp3,"9,17"
211,211,RU,9781442312838,Russian 2,10,,,09Q,,N,I’d like to buy him a newspaper.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_211.mp3,"1,14"
212,212,RU,9781442312838,Russian 2,10,,,09R,,F,Я хотела бы ему купить газету.,Ya hotela by yemu kupit’ gazetu.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_212.mp3,"1,14"
213,213,RU,9781442312838,Russian 2,10,,,10Q,,N,The stores are open until nine.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_213.mp3,"9,12,14,17"
214,214,RU,9781442312838,Russian 2,10,,,10R,,M,Магазины открыты до девяти.,Magaziny otkryty do devyati.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_214.mp3,"9,12,14,17"
215,215,RU,9781442312838,Russian 2,11,,,01Q,,N,They’re coming to Moscow on Saturday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_215.mp3,"9,17,18"
216,216,RU,9781442312838,Russian 2,11,,,01R,,M,Они приезжают в Москву в субботу.,Oni priyezzhayut v Moskvu v subbotu.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_216.mp3,"9,17,18"
217,217,RU,9781442312838,Russian 2,11,,,02Q,,N,I’m supposed to stay at home. (f.),,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_217.mp3,"9,18"
218,218,RU,9781442312838,Russian 2,11,,,02R,,F,Я должна остаться дома.,Ya dolzhna ostatsa doma.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_218.mp3,"9,18"
219,219,RU,9781442312838,Russian 2,11,,,03Q,,N,Hi.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_219.mp3,"7,10,16"
220,220,RU,9781442312838,Russian 2,11,,,03R,,M,Привет.,Privet.,1,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_220.mp3,"7,10,16"
221,221,RU,9781442312838,Russian 2,11,,,04Q,,N,Do you (familiar) have the time?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_221.mp3,"7,17"
222,222,RU,9781442312838,Russian 2,11,,,04R,,M,У тебя есть время?,U tebya yest’ vremya?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_222.mp3,"7,17"
223,223,RU,9781442312838,Russian 2,11,,,05Q,,N,Now it’s twenty minutes to seven.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_223.mp3,"12,17"
224,224,RU,9781442312838,Russian 2,11,,,05R,,F,Сейчас без двадцати семь.,Seychas bez dvatsati sem’.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_224.mp3,"12,17"
225,225,RU,9781442312838,Russian 2,11,,,06Q,,N,He’s arriving on Friday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_225.mp3,"9,17,18"
226,226,RU,9781442312838,Russian 2,11,,,06R,,F,Он приезжает в пятницу.,On priyezzhayet v pyatnitsu.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_226.mp3,"9,17,18"
227,227,RU,9781442312838,Russian 2,11,,,07Q,,N,He will be in Moscow until Tuesday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_227.mp3,"9,17,18"
228,228,RU,9781442312838,Russian 2,11,,,07R,,F,Он будет в Москве до вторника.,On budet v Moskve do vtornika.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_228.mp3,"9,17,18"
229,229,RU,9781442312838,Russian 2,11,,,08Q,,N,At my house.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_229.mp3,"7,9"
230,230,RU,9781442312838,Russian 2,11,,,08R,,F,У меня дома,U menya doma.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_230.mp3,"7,9"
231,231,RU,9781442312838,Russian 2,11,,,09Q,,N,What are you (familiar) doing now?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_231.mp3,"1,7,9,17"
232,232,RU,9781442312838,Russian 2,11,,,09R,,M,Что ты сейчас делаешь?,Shto ty seychas delayesh?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_232.mp3,"1,7,9,17"
233,233,RU,9781442312838,Russian 2,12,,,01Q,,N,He likes to take trips.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_233.mp3,"1,9,18"
234,234,RU,9781442312838,Russian 2,12,,,01R,,F,Ему нравится путешествовать.,Yemu nravitsa puteshestvovat’.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_234.mp3,"1,9,18"
235,235,RU,9781442312838,Russian 2,12,,,02Q,,N,How are things?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_235.mp3,"7,10,13"
236,236,RU,9781442312838,Russian 2,12,,,02R,,M,Как дела?,Kak dela?,2,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_236.mp3,"7,10,13"
237,237,RU,9781442312838,Russian 2,12,,,03Q,,N,When does the concert begin?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_237.mp3,"1,9,17"
238,238,RU,9781442312838,Russian 2,12,,,03R,,F,Когда начинается концерт?,Kogda nachinayetsa kontsert?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_238.mp3,"1,9,17"
239,239,RU,9781442312838,Russian 2,12,,,04Q,,N,You (familiar) don’t want to go to the museum with me?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_239.mp3,1
240,240,RU,9781442312838,Russian 2,12,,,04R,,M,Ты не хочешь пойти со мной в музей?,Ty ne hochesh poyti so mnoy v muzey?,8,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_240.mp3,1
241,241,RU,9781442312838,Russian 2,12,,,05Q,,N,"On Saturday, there will be a concert.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_241.mp3,"1,9,17"
242,242,RU,9781442312838,Russian 2,12,,,05R,,M,В субботу будет концерт.,V subbotu budet kontsert.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_242.mp3,"1,9,17"
243,243,RU,9781442312838,Russian 2,12,,,06Q,,N,On Saturday night?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_243.mp3,"7,17"
244,244,RU,9781442312838,Russian 2,12,,,06R,,F,В субботу вечером?,V subbotu vecherom?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_244.mp3,"7,17"
245,245,RU,9781442312838,Russian 2,12,,,07Q,,N,We can have a glass of wine at my house.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_245.mp3,"1,6"
246,246,RU,9781442312838,Russian 2,12,,,07R,,M,Мы можем выпить бокал вина у меня дома.,My mozhem vypit’ bokal vina u menya doma.,8,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_246.mp3,"1,6"
247,247,RU,9781442312838,Russian 2,12,,,08Q,,N,At quarter past eight.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_247.mp3,"12,17"
248,248,RU,9781442312838,Russian 2,12,,,08R,,F,В четверть девятого.,V chetvert’ devyatovo.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_248.mp3,"12,17"
249,249,RU,9781442312838,Russian 2,13,,,01Q,,N,And you?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_249.mp3,"7,10,13"
250,250,RU,9781442312838,Russian 2,13,,,01R,,F,А у тебя?,A u tebya?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_250.mp3,"7,10,13"
251,251,RU,9781442312838,Russian 2,13,,,02Q,,N,I’m leaving in the morning.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_251.mp3,"17,18"
252,252,RU,9781442312838,Russian 2,13,,,02R,,M,Я уезжаю утром.,Ya uyezhayu utrom.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_252.mp3,"17,18"
253,253,RU,9781442312838,Russian 2,13,,,03Q,,N,"Today, my son is arriving there.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_253.mp3,"5,9,18"
254,254,RU,9781442312838,Russian 2,13,,,03R,,M,"Сегодня, мой сын туда приезжает.","Sevodnya, moy syn tuda priyezzhayet.",5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_254.mp3,"5,9,18"
255,255,RU,9781442312838,Russian 2,13,,,04Q,,N,How are things with you?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_255.mp3,"7,10,13"
256,256,RU,9781442312838,Russian 2,13,,,04R,,F,Как у тебя дела?,Kak u tebya dela?,4,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_256.mp3,"7,10,13"
257,257,RU,9781442312838,Russian 2,13,,,05Q,,N,I like very much to take trips.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_257.mp3,"1,9,18"
258,258,RU,9781442312838,Russian 2,13,,,05R,,M,Мне очень нравится путешествовать.,Mne ochen’ nravitsa puteshestvovat’.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_258.mp3,"1,9,18"
259,259,RU,9781442312838,Russian 2,13,,,06Q,,N,Also not bad.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_259.mp3,"7,9"
260,260,RU,9781442312838,Russian 2,13,,,06R,,M,Тоже неплохо.,Tozhe neploho.,2,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_260.mp3,"7,9"
261,261,RU,9781442312838,Russian 2,13,,,07Q,,N,When does it (m.) begin?,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_261.mp3,"7,9,17"
262,262,RU,9781442312838,Russian 2,13,,,07R,,F,Когда он начинаеця?,Kogda on nachinayetsa?,3,Q,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_262.mp3,"7,9,17"
263,263,RU,9781442312838,Russian 2,13,,,08Q,,N,I’d like to drink a cup of coffee.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_263.mp3,"1,6"
264,264,RU,9781442312838,Russian 2,13,,,08R,,F,Я хотела бы выпить чашку кофе.,Ya hotela by vypit’ chashku kofe.,6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_264.mp3,"1,6"
265,265,RU,9781442312838,Russian 2,13,,,09Q,,N,If you have the time.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_265.mp3,"7,17"
266,266,RU,9781442312838,Russian 2,13,,,09R,,F,Если у тебя есть время.,Yesli u tebya yest’ vremya.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_266.mp3,"7,17"
267,267,RU,9781442312838,Russian 2,13,,,10Q,,N,It begins at half past six.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_267.mp3,"9,12,17"
268,268,RU,9781442312838,Russian 2,13,,,10R,,M,Он начинается в полседьмого.,On nachinayetsa v polsed’movo.,4,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_268.mp3,"9,12,17"
269,269,RU,9781442312838,Russian 2,13,,,11Q,,N,She wants coffee with milk.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_269.mp3,"6,9"
270,270,RU,9781442312838,Russian 2,13,,,11R,,M,Она хочет кофе с молоком.,Ona hochet kofe s molokom.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_270.mp3,"6,9"
271,271,RU,9781442312838,Russian 2,14,,,01Q,,N,There will be a good concert.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_271.mp3,"1,9"
272,272,RU,9781442312838,Russian 2,14,,,01R,,M,Будет хороший концерт.,Budet horoshiy kontsert.,3,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_272.mp3,"1,9"
273,273,RU,9781442312838,Russian 2,14,,,02Q,,N,I’ll be there until Saturday.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_273.mp3,"7,9,17"
274,274,RU,9781442312838,Russian 2,14,,,02R,,F,Я там буду до субботы.,Ya tam budu do subboty.,5,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_274.mp3,"7,9,17"
275,275,RU,9781442312838,Russian 2,14,,,03Q,,N,"Coffee with milk, but without sugar.",,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_275.mp3,"6,9"
276,276,RU,9781442312838,Russian 2,14,,,03R,,M,"Кофе с молоком, но без сахара.","Kofe s molokom, no bez sahara.",6,S,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_276.mp3,"6,9"
277,277,RU,9781442312838,Russian 2,14,,,04Q,,N,I prefer it without milk.,,,,"Russian Phase 2, Units 1-30",9781442382831_Russian_2_QZ_277.mp3,"6,9"
