Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
149,149,ESL_SP,9781442329058,,7,07Q,N,Podemos ir caminando.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_149.mp3,1
150,150,ESL_SP,9781442329058,,7,07R,F,We can walk.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_150.mp3,1
151,151,ESL_SP,9781442329058,,7,08Q,N,No la veo desde hace un año.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_151.mp3,"9,17"
152,152,ESL_SP,9781442329058,,7,08R,M,I haven't seen her for a year.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_152.mp3,"9,17"
153,153,ESL_SP,9781442329058,,7,09Q,N,Ella y su esposo son ambos de México.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_153.mp3,"5,9,18"
154,154,ESL_SP,9781442329058,,7,09R,M,She and her husband are both from Mexico.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_154.mp3,"5,9,18"
155,155,ESL_SP,9781442329058,,7,10Q,N,¿Cuánto tiempo hace que viven allí?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_155.mp3,"7,17"
156,156,ESL_SP,9781442329058,,7,10R,F,How long have they lived there?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_156.mp3,"7,17"
157,157,ESL_SP,9781442329058,,7,11Q,N,A veces voy allí con un amigo mío.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_157.mp3,"5,17,18"
158,158,ESL_SP,9781442329058,,7,11R,M,Sometimes I go there with a friend of mine.,9,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_158.mp3,"5,17,18"
159,159,ESL_SP,9781442329058,,8,01Q,N,¿Qué tan tarde están abiertas las tiendas?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_159.mp3,"14,17"
160,160,ESL_SP,9781442329058,,8,01R,M,How late are the stores open?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_160.mp3,"14,17"
161,161,ESL_SP,9781442329058,,8,02Q,N,Él vive aquí desde hace dos años.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_161.mp3,"9,12,17"
162,162,ESL_SP,9781442329058,,8,02R,M,He's lived here for two years.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_162.mp3,"9,12,17"
163,163,ESL_SP,9781442329058,,8,03Q,N,¿Cuánto tiempo hace que ella vive aquí?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_163.mp3,"7,17"
164,164,ESL_SP,9781442329058,,8,03R,F,How long has she lived here?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_164.mp3,"7,17"
165,165,ESL_SP,9781442329058,,8,04Q,N,Claro.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_165.mp3,7
166,166,ESL_SP,9781442329058,,8,04R,F,Of course.,2,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_166.mp3,7
167,167,ESL_SP,9781442329058,,8,05Q,N,Hasta las ocho.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_167.mp3,"12,17"
168,168,ESL_SP,9781442329058,,8,05R,F,Until eight o'clock.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_168.mp3,"12,17"
169,169,ESL_SP,9781442329058,,8,06Q,N,¿Cómo se llama su collega?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_169.mp3,"10,16,20"
170,170,ESL_SP,9781442329058,,8,06R,F,What is your colleague's name?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_170.mp3,"10,16,20"
171,171,ESL_SP,9781442329058,,8,07Q,N,¿Le gustaría tomar algo primero?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_171.mp3,6
172,172,ESL_SP,9781442329058,,8,07R,M,Would you like to have something to drink first?,9,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_172.mp3,6
173,173,ESL_SP,9781442329058,,8,08Q,N,Su esposa vive aquí desde hace un año.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_173.mp3,"5,12,17"
174,174,ESL_SP,9781442329058,,8,08R,M,His wife has lived here for one year.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_174.mp3,"5,12,17"
175,175,ESL_SP,9781442329058,,8,09Q,N,Voy allí con frecuencia.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_175.mp3,"9,18"
176,176,ESL_SP,9781442329058,,8,09R,M,I often go there.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_176.mp3,"9,18"
177,177,ESL_SP,9781442329058,,8,10Q,N,Podemos tomar el metro.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_177.mp3,18
178,178,ESL_SP,9781442329058,,8,10R,M,We can take the subway.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_178.mp3,18
179,179,ESL_SP,9781442329058,,8,11Q,N,¿Una amiga suya?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_179.mp3,5
180,180,ESL_SP,9781442329058,,8,11R,F,A friend of yours?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_180.mp3,5
181,181,ESL_SP,9781442329058,,9,01Q,N,Va a quedarse en casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_181.mp3,18
182,182,ESL_SP,9781442329058,,9,01R,M,He's going to stay home.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_182.mp3,18
183,183,ESL_SP,9781442329058,,9,02Q,N,Llegan el lunes a las cinco.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_183.mp3,"12,17,18"
184,184,ESL_SP,9781442329058,,9,02R,M,They're arriving on Monday at five o'clock.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_184.mp3,"12,17,18"
185,185,ESL_SP,9781442329058,,9,03Q,N,Vayamos al centro juntos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_185.mp3,"1,18"
186,186,ESL_SP,9781442329058,,9,03R,M,Let's go into town together.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_186.mp3,"1,18"
187,187,ESL_SP,9781442329058,,9,04Q,N,Tomemos una copa de vino juntos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_187.mp3,"1,6"
188,188,ESL_SP,9781442329058,,9,04R,M,Let's have a glass of wine together.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_188.mp3,"1,6"
189,189,ESL_SP,9781442329058,,9,05Q,N,Los taxis son más rápidos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_189.mp3,"9,18"
190,190,ESL_SP,9781442329058,,9,05R,M,Taxis are faster.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_190.mp3,"9,18"
191,191,ESL_SP,9781442329058,,9,06Q,N,"Ellos hablan inglés, ¿no?",,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_191.mp3,15
192,192,ESL_SP,9781442329058,,9,06R,F,"They speak English, don't they?",5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_192.mp3,15
193,193,ESL_SP,9781442329058,,9,07Q,N,A veces como allí y a veces como en casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_193.mp3,"6,17"
194,194,ESL_SP,9781442329058,,9,07R,M,Sometimes I eat there and sometimes I eat at home.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_194.mp3,"6,17"
195,195,ESL_SP,9781442329058,,9,08Q,N,Mi amigo quiere comprar una camiseta para su hijo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_195.mp3,"5,14"
196,196,ESL_SP,9781442329058,,9,08R,M,My friend wants to buy a T-shirt for his son.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_196.mp3,"5,14"
197,197,ESL_SP,9781442329058,,9,09Q,N,"¿En metro, o en taxi?",,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_197.mp3,18
198,198,ESL_SP,9781442329058,,9,09R,F,"By subway, or by taxi?",5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_198.mp3,18
199,199,ESL_SP,9781442329058,,9,10Q,N,Aquí está una carta para usted.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_199.mp3,3
200,200,ESL_SP,9781442329058,,9,10R,F,Here's a letter for you.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_200.mp3,3
201,201,ESL_SP,9781442329058,,9,11Q,N,Vienen el lunes.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_201.mp3,"17,18"
202,202,ESL_SP,9781442329058,,9,11R,M,They're coming on Monday.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_202.mp3,"17,18"
203,203,ESL_SP,9781442329058,,10,01Q,N,Prefiere quedarse en casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_203.mp3,18
204,204,ESL_SP,9781442329058,,10,01R,F,He'd rather stay home.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_204.mp3,18
205,205,ESL_SP,9781442329058,,10,02Q,N,El viernes está bien.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_205.mp3,17
206,206,ESL_SP,9781442329058,,10,02R,M,Friday's fine.,2,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_206.mp3,17
207,207,ESL_SP,9781442329058,,10,03Q,N,¿De quién?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_207.mp3,7
208,208,ESL_SP,9781442329058,,10,03R,M,From whom?,2,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_208.mp3,7
209,209,ESL_SP,9781442329058,,10,04Q,N,Nos gustaría.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_209.mp3,7
210,210,ESL_SP,9781442329058,,10,04R,M,We'd like to.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_210.mp3,7
211,211,ESL_SP,9781442329058,,10,05Q,N,Quizá se vayan el martes en la noche.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_211.mp3,"17,18"
212,212,ESL_SP,9781442329058,,10,05R,F,Maybe they're leaving Tuesday night.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_212.mp3,"17,18"
213,213,ESL_SP,9781442329058,,10,06Q,N,Mi esposo no está todavía en casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_213.mp3,"5,9"
214,214,ESL_SP,9781442329058,,10,06R,F,My husband isn't home yet.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_214.mp3,"5,9"
215,215,ESL_SP,9781442329058,,10,07Q,N,¿Para quién?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_215.mp3,7
216,216,ESL_SP,9781442329058,,10,07R,M,For whom?,2,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_216.mp3,7
217,217,ESL_SP,9781442329058,,10,08Q,N,Se van el martes en la mañana.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_217.mp3,"17,18"
218,218,ESL_SP,9781442329058,,10,08R,F,They're leaving Tuesday morning.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_218.mp3,"17,18"
219,219,ESL_SP,9781442329058,,10,09Q,N,Llegan a las ocho y veinte.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_219.mp3,"12,17,18"
220,220,ESL_SP,9781442329058,,10,09R,F,They're arriving at twenty after eight.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_220.mp3,"12,17,18"
221,221,ESL_SP,9781442329058,,10,10Q,N,Le gusta viajar.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_221.mp3,"9,18"
222,222,ESL_SP,9781442329058,,10,10R,F,She likes to travel.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_222.mp3,"9,18"
223,223,ESL_SP,9781442329058,,10,11Q,N,¿Le gustaría ir al cine conmigo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_223.mp3,1
224,224,ESL_SP,9781442329058,,10,11R,M,Would you like to go to the movies with me?,10,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_224.mp3,1
225,225,ESL_SP,9781442329058,,11,01Q,N,¿Qué tal?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_225.mp3,10
226,226,ESL_SP,9781442329058,,11,01R,M,How's it going?,3,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_226.mp3,10
227,227,ESL_SP,9781442329058,,11,02Q,N,Tengo vino en casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_227.mp3,6
228,228,ESL_SP,9781442329058,,11,02R,F,I have some wine at home.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_228.mp3,6
229,229,ESL_SP,9781442329058,,11,03Q,N,Quizá el lunes o el martes.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_229.mp3,17
230,230,ESL_SP,9781442329058,,11,03R,F,Maybe on Monday or Tuesday.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_230.mp3,17
231,231,ESL_SP,9781442329058,,11,04Q,N,Frecuentemente prefiero quedarme en casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_231.mp3,"17,18"
232,232,ESL_SP,9781442329058,,11,04R,F,Often I'd rather stay home.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_232.mp3,"17,18"
233,233,ESL_SP,9781442329058,,11,05Q,N,Muchísimas gracias.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_233.mp3,16
234,234,ESL_SP,9781442329058,,11,05R,F,Thanks a lot.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_234.mp3,16
235,235,ESL_SP,9781442329058,,11,06Q,N,Usted viaja mucho.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_235.mp3,"9,12,18"
236,236,ESL_SP,9781442329058,,11,06R,M,You travel a lot.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_236.mp3,"9,12,18"
237,237,ESL_SP,9781442329058,,11,07Q,N,Son las siete y veinte.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_237.mp3,"12,17"
238,238,ESL_SP,9781442329058,,11,07R,M,It's twenty after seven.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_238.mp3,"12,17"
239,239,ESL_SP,9781442329058,,11,08Q,N,¿Cuándo empieza el concierto?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_239.mp3,1
240,240,ESL_SP,9781442329058,,11,08R,F,When does the concert start?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_240.mp3,1
241,241,ESL_SP,9781442329058,,11,09Q,N,El concierto empieza a las ocho y media.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_241.mp3,"1,12,17"
242,242,ESL_SP,9781442329058,,11,09R,M,The concert starts at eight-thirty.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_242.mp3,"1,12,17"
243,243,ESL_SP,9781442329058,,11,10Q,N,Me gustaría comer algo en su casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_243.mp3,"1,6"
244,244,ESL_SP,9781442329058,,11,10R,F,I'd like to have something to eat at your place.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_244.mp3,"1,6"
245,245,ESL_SP,9781442329058,,11,11Q,N,Me quedo hasta el viernes.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_245.mp3,"17,18"
246,246,ESL_SP,9781442329058,,11,11R,F,I'm staying until Friday.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_246.mp3,"17,18"
247,247,ESL_SP,9781442329058,,12,01Q,N,¿Puede esperar unos minutos?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_247.mp3,"12,17"
248,248,ESL_SP,9781442329058,,12,01R,F,Can you wait a few minutes?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_248.mp3,"12,17"
249,249,ESL_SP,9781442329058,,12,02Q,N,¿Viene usted a Neuva York frecuentemente?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_249.mp3,"17,18"
250,250,ESL_SP,9781442329058,,12,02R,F,Do you come to New York often?,7,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_250.mp3,"17,18"
251,251,ESL_SP,9781442329058,,12,03Q,N,No en este momento.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_251.mp3,"7,17"
252,252,ESL_SP,9781442329058,,12,03R,F,Not at the moment.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_252.mp3,"7,17"
253,253,ESL_SP,9781442329058,,12,04Q,N,¿De dónde es usted?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_253.mp3,"10,16"
254,254,ESL_SP,9781442329058,,12,04R,F,Where are you from?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_254.mp3,"10,16"
255,255,ESL_SP,9781442329058,,12,05Q,N,"Con un poco de leche, pero sin azúcar.",,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_255.mp3,6
256,256,ESL_SP,9781442329058,,12,05R,M,"With a little milk, but no sugar.",7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_256.mp3,6
257,257,ESL_SP,9781442329058,,12,06Q,N,¿Le gustaría venir a mi casa el viernes en la noche?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_257.mp3,"1,17"
258,258,ESL_SP,9781442329058,,12,06R,F,Would you like to come to my place Friday night?,10,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_258.mp3,"1,17"
259,259,ESL_SP,9781442329058,,12,07Q,N,Me quedo con un amigo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_259.mp3,"5,18"
260,260,ESL_SP,9781442329058,,12,07R,M,I'm staying with a friend.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_260.mp3,"5,18"
261,261,ESL_SP,9781442329058,,12,08Q,N,No está en su oficina.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_261.mp3,"9,20"
262,262,ESL_SP,9781442329058,,12,08R,F,He's not in his office.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_262.mp3,"9,20"
263,263,ESL_SP,9781442329058,,12,09Q,N,Una taza de café con leche.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_263.mp3,6
264,264,ESL_SP,9781442329058,,12,09R,F,A cup of coffee with milk.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_264.mp3,6
265,265,ESL_SP,9781442329058,,13,01Q,N,¿Tiene unos minutos?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_265.mp3,"7,12,17"
266,266,ESL_SP,9781442329058,,13,01R,M,Do you have a few minutes?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_266.mp3,"7,12,17"
267,267,ESL_SP,9781442329058,,13,02Q,N,Gracias por el café.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_267.mp3,"6,16"
268,268,ESL_SP,9781442329058,,13,02R,F,Thanks for the coffee.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_268.mp3,"6,16"
269,269,ESL_SP,9781442329058,,13,03Q,N,Podemos tomar una taza de café en mi casa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_269.mp3,"1,6"
270,270,ESL_SP,9781442329058,,13,03R,F,We can have a cup of coffee at my house.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_270.mp3,"1,6"
271,271,ESL_SP,9781442329058,,13,04Q,N,Podemos tomar un café y un pedazo de pastel.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_271.mp3,6
272,272,ESL_SP,9781442329058,,13,04R,F,We can have some coffee and a piece of cake.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_272.mp3,6
273,273,ESL_SP,9781442329058,,13,05Q,N,"Usted toma leche con su café, ¿no?",,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_273.mp3,6
274,274,ESL_SP,9781442329058,,13,05R,M,"You take milk with your coffee, don't you?",8,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_274.mp3,6
275,275,ESL_SP,9781442329058,,13,06Q,N,Me voy mañana en la mañana a las once menos cuarto.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_275.mp3,"12,17,18"
276,276,ESL_SP,9781442329058,,13,06R,M,I'm leaving tomorrow morning at ten-forty-five.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_276.mp3,"12,17,18"
277,277,ESL_SP,9781442329058,,13,07Q,N,Me gustaría un pedazo de pastel de chocolate con mi café.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_277.mp3,"6,9"
278,278,ESL_SP,9781442329058,,13,07R,F,I'd like a piece of chocolate cake with my coffee.,10,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_278.mp3,"6,9"
279,279,ESL_SP,9781442329058,,13,08Q,N,¿Hay azúcar?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_279.mp3,6
280,280,ESL_SP,9781442329058,,13,08R,M,Is there any sugar?,4,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_280.mp3,6
281,281,ESL_SP,9781442329058,,13,09Q,N,¿Cuándo va de vacaciones?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_281.mp3,"17,18"
282,282,ESL_SP,9781442329058,,13,09R,M,When are you going on vacation?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_282.mp3,"17,18"
283,283,ESL_SP,9781442329058,,13,10Q,N,Voy de vacaciones en enero o febrero.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_283.mp3,"17,18"
284,284,ESL_SP,9781442329058,,13,10R,F,I'm going on vacation in January or February.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_284.mp3,"17,18"
285,285,ESL_SP,9781442329058,,14,01Q,N,¿Puede usted darle la carta?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_285.mp3,"3,7"
286,286,ESL_SP,9781442329058,,14,01R,M,Can you give him the letter?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_286.mp3,"3,7"
287,287,ESL_SP,9781442329058,,14,02Q,N,¿Tiene tiempo para tomar algo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_287.mp3,"6,17"
288,288,ESL_SP,9781442329058,,14,02R,F,Do you have time for something to drink?,8,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_288.mp3,"6,17"
289,289,ESL_SP,9781442329058,,14,03Q,N,Buen viaje.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_289.mp3,"1,7,18"
290,290,ESL_SP,9781442329058,,14,03R,M,Have a good trip.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_290.mp3,"1,7,18"
291,291,ESL_SP,9781442329058,,14,04Q,N,Me gusta el café caliente.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_291.mp3,"6,9"
292,292,ESL_SP,9781442329058,,14,04R,F,I like hot coffee.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_292.mp3,"6,9"
293,293,ESL_SP,9781442329058,,14,05Q,N,Realmente tengo que irme ahora.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_293.mp3,"17,18"
294,294,ESL_SP,9781442329058,,14,05R,F,I really have to leave now.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_294.mp3,"17,18"
295,295,ESL_SP,9781442329058,,14,06Q,N,¿Está frío su café?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_295.mp3,6
