Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
141,SP,9781508281085,Spanish 1,07,00:00.000,00:00.000,10Q,0,N,Let’s go (to) eat.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_141.mp3,"6,7"
142,SP,9781508281085,Spanish 1,07,00:00.000,00:00.000,10R,0,F,Vamos a comer.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_142.mp3,"6,7"
143,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,01Q,0,N,Here or there?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_143.mp3,4
144,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,01R,0,M,¿Aquí o allí?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_144.mp3,4
145,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,02Q,0,N,How much does it cost?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_145.mp3,"11,14,16"
146,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,02R,0,M,¿Cuánto cuesta?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_146.mp3,"11,14,16"
147,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,03Q,0,N,Where is the bathroom?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_147.mp3,"4,16"
148,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,03R,0,F,¿Dónde está el baño?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_148.mp3,"4,16"
149,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,04Q,0,N,Don’t you want to eat anything?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_149.mp3,6
150,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,04R,0,F,¿No quiere comer nada?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_150.mp3,6
151,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,05Q,0,N,I don’t want to.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_151.mp3,"6,7"
152,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,05R,0,M,No quiero.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_152.mp3,"6,7"
153,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,06Q,0,N,I don’t know where the bathroom is.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_153.mp3,"4,16"
154,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,06R,0,F,No sé dónde está el baño.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_154.mp3,"4,16"
155,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,07Q,0,N,What do you want to drink?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_155.mp3,6
156,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,07R,0,M,¿Qué quiere tomar?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_156.mp3,6
157,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,08Q,0,N,Do you want a soda?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_157.mp3,6
158,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,08R,0,F,¿Quiere un refresco?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_158.mp3,6
159,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,09Q,0,N,I want to drink a soda.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_159.mp3,6
160,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,09R,0,M,Quiero tomar un refresco.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_160.mp3,6
161,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,10Q,0,N,Let’s go drink a beer.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_161.mp3,6
162,SP,9781508281085,Spanish 1,08,00:00.000,00:00.000,10R,0,M,Vamos a tomar una cerveza.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_162.mp3,6
163,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,01Q,0,N,(To) where are you going? (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_163.mp3,"4,7"
164,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,01R,0,F,¿Adónde vas?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_164.mp3,"4,7"
165,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,02Q,0,N,Here it is.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_165.mp3,"4,7"
166,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,02R,0,M,Aquí está.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_166.mp3,"4,7"
167,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,03Q,0,N,How much money do you have? (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_167.mp3,"11,14"
168,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,03R,0,F,¿Cuánto dinero tienes?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_168.mp3,"11,14"
169,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,04Q,0,N,How much time do you have? (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_169.mp3,"14,17"
170,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,04R,0,F,¿Cuánto tiempo tienes?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_170.mp3,"14,17"
171,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,05Q,0,N,I’m going to the bathroom.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_171.mp3,"7,16"
172,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,05R,0,F,Voy al baño.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_172.mp3,"7,16"
173,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,06Q,0,N,It’s only a little.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_173.mp3,"11,14"
174,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,06R,0,M,Es sólo un poco.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_174.mp3,"11,14"
175,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,07Q,0,N,It’s not much money.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_175.mp3,11
176,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,07R,0,M,No es mucho dinero.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_176.mp3,11
177,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,08Q,0,N,It’s nothing.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_177.mp3,7
178,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,08R,0,M,No es nada.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_178.mp3,7
179,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,09Q,0,N,I don’t have much time.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_179.mp3,"12,17"
180,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,09R,0,M,No tengo mucho tiempo.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_180.mp3,"12,17"
181,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,10Q,0,N,Me too.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_181.mp3,7
182,SP,9781508281085,Spanish 1,09,00:00.000,00:00.000,10R,0,M,Yo también.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_182.mp3,7
183,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,01Q,0,N,I like cold water.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_183.mp3,6
184,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,01R,0,F,Me gusta el agua fría.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_184.mp3,6
185,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,02Q,0,N,I like cold soda.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_185.mp3,6
186,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,02R,0,M,Me gusta el refresco frío.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_186.mp3,6
187,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,03Q,0,N,Here you have the torta. (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_187.mp3,6
188,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,03R,0,F,Aquí tienes la torta.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_188.mp3,6
189,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,04Q,0,N,"All right, but I’m going to pay.",n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_189.mp3,11
190,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,04R,0,F,"Bueno, pero yo voy a pagar.",n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_190.mp3,11
191,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,05Q,0,N,I like to eat.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_191.mp3,6
192,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,05R,0,M,Me gusta comer.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_192.mp3,6
193,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,06Q,0,N,I don’t know why.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_193.mp3,7
194,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,06R,0,M,No se porque.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_194.mp3,7
195,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,07Q,0,N,Why not?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_195.mp3,7
196,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,07R,0,F,¿Por qué no?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_196.mp3,7
197,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,08Q,0,N,Why are you going to pay?  (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_197.mp3,11
198,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,08R,0,M,¿Por qué vas a pagar?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_198.mp3,11
199,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,09Q,0,N,Because I don’t like it.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_199.mp3,7
200,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,09R,0,F,Porque no me gusta.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_200.mp3,7
201,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,10Q,0,N,Because I don’t have time.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_201.mp3,"12,17"
202,SP,9781508281085,Spanish 1,10,00:00.000,00:00.000,10R,0,F,Porque no tengo tiempo.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_202.mp3,"12,17"
203,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,01Q,0,N,You buy many things.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_203.mp3,14
204,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,01R,0,F,Compras muchas cosas.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_204.mp3,14
205,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,02Q,0,N,I buy things.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_205.mp3,14
206,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,02R,0,F,Compro cosas.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_206.mp3,14
207,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,03Q,0,N,How many conchas are there?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_207.mp3,"6,7"
208,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,03R,0,M,¿Cuántas conchas hay?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_208.mp3,"6,7"
209,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,04Q,0,N,Are there good things here?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_209.mp3,6
210,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,04R,0,M,¿Hay cosas buenas aquí?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_210.mp3,6
211,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,05Q,0,N,I like to buy good things.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_211.mp3,14
212,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,05R,0,F,Me gusta comprar cosas buenas.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_212.mp3,14
213,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,06Q,0,N,You can eat something.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_213.mp3,6
214,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,06R,0,F,Puedes comer algo.  (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_214.mp3,6
215,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,07Q,0,N,I can buy many things.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_215.mp3,14
216,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,07R,0,M,Puedo comprar muchas cosas.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_216.mp3,14
217,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,08Q,0,N,Can I pay?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_217.mp3,"11,14"
218,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,08R,0,M,¿Puedo pagar?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_218.mp3,"11,14"
219,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,09Q,0,N,What do you buy?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_219.mp3,14
220,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,09R,0,M,¿Qué compras?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_220.mp3,14
221,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,10Q,0,N,If I can buy things.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_221.mp3,14
222,SP,9781508281085,Spanish 1,11,00:00.000,00:00.000,10R,0,F,Si puedo comprar cosas.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_222.mp3,14
223,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,01Q,0,N,At what time?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_223.mp3,17
224,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,01R,0,F,¿A qué hora?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_224.mp3,17
225,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,02Q,0,N,I eat many things.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_225.mp3,6
226,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,02R,0,F,Como muchas cosas.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_226.mp3,6
227,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,03Q,0,N,I buy and I pay.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_227.mp3,"11,14"
228,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,03R,0,M,Compro y pago.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_228.mp3,"11,14"
229,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,04Q,0,N,Is it OK if I pay?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_229.mp3,"11,14"
230,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,04R,0,F,¿Está bien si pago?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_230.mp3,"11,14"
231,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,05Q,0,N,Is it good? (f),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_231.mp3,6
232,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,05R,0,F,¿Está buena?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_232.mp3,6
233,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,06Q,0,N,Is there time?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_233.mp3,"7,17"
234,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,06R,0,M,¿Hay tiempo?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_234.mp3,"7,17"
235,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,07Q,0,N,Not today.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_235.mp3,"7,17"
236,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,07R,0,F,Hoy no.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_236.mp3,"7,17"
237,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,08Q,0,N,Tomorrow I can’t.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_237.mp3,"7,17"
238,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,08R,0,M,Mañana no puedo.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_238.mp3,"7,17"
239,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,09Q,0,N,There isn’t much time.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_239.mp3,"7,17"
240,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,09R,0,M,No hay mucho tiempo.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_240.mp3,"7,17"
241,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,10Q,0,N,You’re not going to drink anything? (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_241.mp3,6
242,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,10R,0,F,¿No vas a tomar nada?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_242.mp3,6
243,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,11Q,0,N,"If there is no time, I don’t eat.",n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_243.mp3,"6,17"
244,SP,9781508281085,Spanish 1,12,00:00.000,00:00.000,11R,0,F,"Si no hay tiempo, no como.",n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_244.mp3,"6,17"
245,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,01Q,0,N,At what time do you eat? (informal),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_245.mp3,"6,17"
246,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,01R,0,M,¿A qué hora comes?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_246.mp3,"6,17"
247,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,02Q,0,N,Not now.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_247.mp3,"7,17"
248,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,02R,0,M,Ahora no.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_248.mp3,"7,17"
249,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,03Q,0,N,The coffee is good too.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_249.mp3,6
250,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,03R,0,F,El café también es bueno.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_250.mp3,6
251,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,04Q,0,N,The coffee here is very good.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_251.mp3,6
252,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,04R,0,M,El café aquí es muy bueno.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_252.mp3,6
253,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,05Q,0,N,There’s no time now.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_253.mp3,"7,17"
254,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,05R,0,F,No hay tiempo ahora.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_254.mp3,"7,17"
255,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,06Q,0,N,"Can you pay for them? (informal, f)",n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_255.mp3,11
256,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,06R,0,M,¿Puedes pagarlas?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_256.mp3,11
257,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,07Q,0,N,I can buy them.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_257.mp3,14
258,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,07R,0,M,Puedo comprarlas. (f),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_258.mp3,14
259,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,08Q,0,N,I can pay for them.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_259.mp3,11
260,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,08R,0,M,Puedo pagarlas. (f),n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_260.mp3,11
261,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,09Q,0,N,I can have a coffee now.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_261.mp3,6
262,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,09R,0,M,Puedo tomar un café ahora.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_262.mp3,6
263,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,10Q,0,N,I drink a lot of coffee.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_263.mp3,"6,9"
264,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,10R,0,F,Tomo mucho café.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_264.mp3,"6,9"
265,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,11Q,0,N,Are you going to drink it?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_265.mp3,6
266,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,11R,0,M,¿Vas a tomarla?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_266.mp3,6
267,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,12Q,0,N,I’m going to buy it.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_267.mp3,14
268,SP,9781508281085,Spanish 1,13,00:00.000,00:00.000,12R,0,F,Voy a comprarla.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_268.mp3,14
269,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,01Q,0,N,"All right, you can speak it.",n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_269.mp3,"10,15"
270,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,01R,0,M,"Bueno, puedes hablarlo.",n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_270.mp3,"10,15"
271,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,02Q,0,N,In an hour and a half.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_271.mp3,17
272,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,02R,0,F,En una hora y media.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_272.mp3,17
273,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,03Q,0,N,It’s very early.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_273.mp3,"9,17"
274,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,03R,0,F,Es muy temprano.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_274.mp3,"9,17"
275,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,04Q,0,N,It’s late now.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_275.mp3,"9,17"
276,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,04R,0,M,Es tarde ahora.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_276.mp3,"9,17"
277,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,05Q,0,N,Is it late or early?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_277.mp3,17
278,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,05R,0,M,¿Es tarde o temprano?,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_278.mp3,17
279,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,06Q,0,N,It’s not early.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_279.mp3,"9,17"
280,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,06R,0,M,No es temprano.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_280.mp3,"9,17"
281,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,07Q,0,N,I can’t talk now.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_281.mp3,"3,7,17"
282,SP,9781508281085,Spanish 1,14,00:00.000,00:00.000,07R,0,M,No puedo hablar ahora.,n/a,n/a,Spanish Level 1 Core Update,9781508281085_Spanish_1_QM_282.mp3,"7,17"
