Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
143,143,RU,9781442313200,Russian 3,7,,,04Q,,N,I remember that it (f.) was very expensive.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_143.mp3,"9,14"
144,144,RU,9781442313200,Russian 3,7,,,04R,,M,"Я помню, что она была очень дорогая.","Ya pomnyu, chto ona byla ochen’ dorogaya.",7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_144.mp3,"9,14"
145,145,RU,9781442313200,Russian 3,7,,,05Q,,N,Don’t you remember this hotel?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_145.mp3,"9,18"
146,146,RU,9781442313200,Russian 3,7,,,05R,,F,Ты не помнишь эту гостиницу?,Ty ne pomnish’ ètu gostinitsu?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_146.mp3,"9,18"
147,147,RU,9781442313200,Russian 3,7,,,06Q,,N,"Don’t you remember, whether it was good?",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_147.mp3,9
148,148,RU,9781442313200,Russian 3,7,,,06R,,F,"Ты не помнишь, хорошая ли она?","Ty ne pomnish’, horoshaya li ona?",6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_148.mp3,9
149,149,RU,9781442313200,Russian 3,7,,,07Q,,N,Did you see my book?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_149.mp3,9
150,150,RU,9781442313200,Russian 3,7,,,07R,,F,Ты видел мою книгу?,Ty vidyel moyu knigu?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_150.mp3,9
151,151,RU,9781442313200,Russian 3,7,,,08Q,,N,I have money with me.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_151.mp3,"9,11"
152,152,RU,9781442313200,Russian 3,7,,,08R,,M,У меня с собой есть деньги.,U menya s soboy yest’ den’gi.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_152.mp3,"9,11"
153,153,RU,9781442313200,Russian 3,7,,,09Q,,N,Isn’t it (f.) on the table?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_153.mp3,"4,9"
154,154,RU,9781442313200,Russian 3,7,,,09R,,M,Она не на столе?,Ona ne na stole?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_154.mp3,"4,9"
155,155,RU,9781442313200,Russian 3,7,,,10Q,,N,We’re not yet ready.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_155.mp3,9
156,156,RU,9781442313200,Russian 3,7,,,10R,,M,Мы ещё не готовы.,My eshio ne gotovy.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_156.mp3,9
157,157,RU,9781442313200,Russian 3,7,,,11Q,,N,Not as expensive as in Moscow.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_157.mp3,"14,18"
158,158,RU,9781442313200,Russian 3,7,,,11R,,M,"Не так дорого, как в Москве.","Ne tak dorogo, kak v Moskve.",6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_158.mp3,"14,18"
159,159,RU,9781442313200,Russian 3,8,,,01Q,,N,Where did you stay in Petersburg?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_159.mp3,"9,18"
160,160,RU,9781442313200,Russian 3,8,,,01R,,F,Где Вы жили в Петербурге?,Gde Vy zhili v Peterburge?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_160.mp3,"9,18"
161,161,RU,9781442313200,Russian 3,8,,,02Q,,N,Where did you park?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_161.mp3,"7,9"
162,162,RU,9781442313200,Russian 3,8,,,02R,,F,Где Вы припарковались?,Gde Vy priparkovalis’?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_162.mp3,"7,9"
163,163,RU,9781442313200,Russian 3,8,,,03Q,,N,Do you have a credit card with you?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_163.mp3,"11,14,18"
164,164,RU,9781442313200,Russian 3,8,,,03R,,F,У тебя с собой есть кредитная карточка?,U tebya s soboy est’ kreditnaya kartochka?,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_164.mp3,"11,14,18"
165,165,RU,9781442313200,Russian 3,8,,,04Q,,N,I can pay for the hotel rooms.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_165.mp3,"11,14,16,18"
166,166,RU,9781442313200,Russian 3,8,,,04R,,M,Я могу заплатить за номера.,Ya mogu zaplatit’ za nomera.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_166.mp3,"11,14,16,18"
167,167,RU,9781442313200,Russian 3,8,,,05Q,,N,I arrived in Russia a month ago.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_167.mp3,"9,17,18"
168,168,RU,9781442313200,Russian 3,8,,,05R,,M,Я приехал в Россию месяц назад.,Ya priyehal v Rossiyu mesyats nazad.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_168.mp3,"9,17,18"
169,169,RU,9781442313200,Russian 3,8,,,06Q,,N,I parked in front of the building. (m.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_169.mp3,9
170,170,RU,9781442313200,Russian 3,8,,,06R,,M,Я припарковался перед домом.,Ya priparkovalsya pered domom.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_170.mp3,9
171,171,RU,9781442313200,Russian 3,8,,,07Q,,N,Of course I remember.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_171.mp3,7
172,172,RU,9781442313200,Russian 3,8,,,07R,,F,"Конечно, помню.","Koneshno, pomnyu.",2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_172.mp3,7
173,173,RU,9781442313200,Russian 3,8,,,08Q,,N,Was it (f.) expensive?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_173.mp3,"11,14"
174,174,RU,9781442313200,Russian 3,8,,,08R,,F,Была дорогая?,Byla dorogaya?,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_174.mp3,"11,14"
175,175,RU,9781442313200,Russian 3,8,,,09Q,,N,Do you know its address?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_175.mp3,"4,7,9"
176,176,RU,9781442313200,Russian 3,8,,,09R,,M,Ты знаешь её адрес?,Ty znayesh’ yeyo adres?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_176.mp3,"4,7,9"
177,177,RU,9781442313200,Russian 3,8,,,10Q,,N,Do you (fam.) have the address with you?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_177.mp3,"7,9"
178,178,RU,9781442313200,Russian 3,8,,,10R,,F,У тебя с собой есть адрес?,U tebya s soboy yest’ adres?,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_178.mp3,"7,9"
179,179,RU,9781442313200,Russian 3,9,,,01Q,,N,"First, let’s have some coffee. (fam.)",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_179.mp3,"1,6"
180,180,RU,9781442313200,Russian 3,9,,,01R,,M,Давай сначала выпьем кофе.,Davay snachala vypyem kofe.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_180.mp3,"1,6"
181,181,RU,9781442313200,Russian 3,9,,,02Q,,N,Where is your car parked? (fam.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_181.mp3,"4,9,18"
182,182,RU,9781442313200,Russian 3,9,,,02R,,F,Где стоит твоя машина?,Gde stoit tvoya mashina?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_182.mp3,"4,9,18"
183,183,RU,9781442313200,Russian 3,9,,,03Q,,N,I bought it (f.) last month.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_183.mp3,"9,14,17"
184,184,RU,9781442313200,Russian 3,9,,,03R,,F,Я её купила в прошлом месяце.,Ya yeyo kupila v proshlom mesyatse.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_184.mp3,"9,14,17"
185,185,RU,9781442313200,Russian 3,9,,,04Q,,N,I don’t know whether he can pay for the car.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_185.mp3,"11,14,18"
186,186,RU,9781442313200,Russian 3,9,,,04R,,F,"Я не знаю, может ли он заплатить за машину.","Ya ne znayu, mozhet li on zaplatit’ za mashinu.",9,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_186.mp3,"11,14,18"
187,187,RU,9781442313200,Russian 3,9,,,05Q,,N,I don’t know whether it (m.) works.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_187.mp3,9
188,188,RU,9781442313200,Russian 3,9,,,05R,,F,"Я не знаю, работает ли он.","Ya ne znayu, rabotayet li on.",6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_188.mp3,9
189,189,RU,9781442313200,Russian 3,9,,,06Q,,N,I need to go to the bank.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_189.mp3,"11,16"
190,190,RU,9781442313200,Russian 3,9,,,06R,,F,Мне надо пойти в банк.,Mne nado poyti v bank.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_190.mp3,"11,16"
191,191,RU,9781442313200,Russian 3,9,,,07Q,,N,It hasn’t been working already a month.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_191.mp3,"9,17"
192,192,RU,9781442313200,Russian 3,9,,,07R,,F,Он не работает уже месяц.,On ne rabotayet uzhe mesyats.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_192.mp3,"9,17"
193,193,RU,9781442313200,Russian 3,9,,,08Q,,N,To there it’s better to go by car.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_193.mp3,"4,9,18"
194,194,RU,9781442313200,Russian 3,9,,,08R,,F,Туда лучше ехать на машине.,Tuda luchshe yehat’ na mashine.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_194.mp3,"4,9,18"
195,195,RU,9781442313200,Russian 3,9,,,09Q,,N,I parked on the street next to the building. (m.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_195.mp3,"4,9"
196,196,RU,9781442313200,Russian 3,9,,,09R,,M,Я припарковался на улице рядом с домом.,Ya priparkovalsya na ulitse ryadom s domom.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_196.mp3,"4,9"
197,197,RU,9781442313200,Russian 3,9,,,10Q,,N,My husband wants to buy a car.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_197.mp3,"5,9,14,18"
198,198,RU,9781442313200,Russian 3,9,,,10R,,F,Мой муж хочет купить машину.,Moy muzh hochet kupit’ mashinu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_198.mp3,"5,9,14,18"
199,199,RU,9781442313200,Russian 3,10,,,01Q,,N,"In the summer, the museum is open until ten.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_199.mp3,"9,12,17"
200,200,RU,9781442313200,Russian 3,10,,,01R,,F,Летом музей открыт до десяти.,Letom muzey otkryt do desyati.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_200.mp3,"9,12,17"
201,201,RU,9781442313200,Russian 3,10,,,02Q,,N,First I need to go to the bank.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_201.mp3,"9,11"
202,202,RU,9781442313200,Russian 3,10,,,02R,,M,Сначала мне надо в банк.,Snachala mne nado v bank.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_202.mp3,"9,11"
203,203,RU,9781442313200,Russian 3,10,,,03Q,,N,Today is a holiday.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_203.mp3,"7,9"
204,204,RU,9781442313200,Russian 3,10,,,03R,,F,Сегодня праздник.,Sevodnya prazdnik.,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_204.mp3,"7,9"
205,205,RU,9781442313200,Russian 3,10,,,04Q,,N,There we had a big apartment.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_205.mp3,9
206,206,RU,9781442313200,Russian 3,10,,,04R,,F,Там у нас была большая квартира.,Tam u nas byla bol’shaya kvartira.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_206.mp3,9
207,207,RU,9781442313200,Russian 3,10,,,05Q,,N,You have a beautiful apartment.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_207.mp3,9
208,208,RU,9781442313200,Russian 3,10,,,05R,,M,У Вас красивая квартира.,U Vas krasivaya kvartira.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_208.mp3,9
209,209,RU,9781442313200,Russian 3,10,,,06Q,,N,Did you park on the street?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_209.mp3,4
210,210,RU,9781442313200,Russian 3,10,,,06R,,F,Ты припарковался на улице?,Ty priparkovalsya na ulitse?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_210.mp3,4
211,211,RU,9781442313200,Russian 3,10,,,07Q,,N,Never mind.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_211.mp3,"7,16"
212,212,RU,9781442313200,Russian 3,10,,,07R,,F,Ничего.,Nichevo.,1,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_212.mp3,"7,16"
213,213,RU,9781442313200,Russian 3,10,,,08Q,,N,I have a credit card with me.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_213.mp3,"11,14,18"
214,214,RU,9781442313200,Russian 3,10,,,08R,,F,У меня есть с собой кредитная карточка.,U menya yest’ s soboy kreditnaya kartochka.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_214.mp3,"11,14,18"
215,215,RU,9781442313200,Russian 3,10,,,09Q,,N,"It seems to me, that now it’s already late.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_215.mp3,"9,17"
216,216,RU,9781442313200,Russian 3,10,,,09R,,M,"Мне кажется, что сейчас уже поздно.","Mne kazhetsa, chto seychas uzhe pozdno.",6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_216.mp3,"9,17"
217,217,RU,9781442313200,Russian 3,10,,,10Q,,N,We have a small apartment.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_217.mp3,9
218,218,RU,9781442313200,Russian 3,10,,,10R,,F,У нас маленькая квартира.,U nas malen’kaya kvartira.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_218.mp3,9
219,219,RU,9781442313200,Russian 3,11,,,01Q,,N,It’s often difficult to find a space.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_219.mp3,9
220,220,RU,9781442313200,Russian 3,11,,,01R,,F,Часто трудно найти место.,Chasto trudno nayti mesto.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_220.mp3,9
221,221,RU,9781442313200,Russian 3,11,,,02Q,,N,Where is it possible to park here?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_221.mp3,"4,9"
222,222,RU,9781442313200,Russian 3,11,,,02R,,M,Где здесь можно припарковаться?,Gde zdes’ mozhno priparkovatsa?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_222.mp3,"4,9"
223,223,RU,9781442313200,Russian 3,11,,,03Q,,N,I couldn’t find a space on the street.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_223.mp3,"4,9"
224,224,RU,9781442313200,Russian 3,11,,,03R,,M,Я не мог найти места на улице.,Ya ne mog nayti mesta na ulitse.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_224.mp3,"4,9"
225,225,RU,9781442313200,Russian 3,11,,,04Q,,N,How do I get to the museum? (on foot),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_225.mp3,"1,4,17"
226,226,RU,9781442313200,Russian 3,11,,,04R,,M,Как пройти к музею?,Kak proyti k muzeyu?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_226.mp3,"1,4,17"
227,227,RU,9781442313200,Russian 3,11,,,05Q,,N,"In the summertime, it’s difficult to find a space on the street.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_227.mp3,"4,9,17"
228,228,RU,9781442313200,Russian 3,11,,,05R,,F,Летом трудно найти место на улице.,Letom trudno nayti mesto na ulitse.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_228.mp3,"4,9,17"
229,229,RU,9781442313200,Russian 3,11,,,06Q,,N,I like it (f.) very much.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_229.mp3,"7,16"
230,230,RU,9781442313200,Russian 3,11,,,06R,,M,Мне она очень нравится.,Mne ona ochen’ nravitsa.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_230.mp3,"7,16"
231,231,RU,9781442313200,Russian 3,11,,,07Q,,N,"On the street, there were no spaces.",,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_231.mp3,4
232,232,RU,9781442313200,Russian 3,11,,,07R,,M,На улице не было места.,Na ulitse ne bylo mesta.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_232.mp3,4
233,233,RU,9781442313200,Russian 3,11,,,08Q,,N,In front of the restaurant there wasn’t room.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_233.mp3,9
234,234,RU,9781442313200,Russian 3,11,,,08R,,M,Перед рестораном не было места.,Pered restoranom ne bylo mesta.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_234.mp3,9
235,235,RU,9781442313200,Russian 3,11,,,09Q,,N,We don’t have enough room.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_235.mp3,9
236,236,RU,9781442313200,Russian 3,11,,,09R,,F,У нас недостаточно места.,U nas nedostatochno mesta.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_236.mp3,9
237,237,RU,9781442313200,Russian 3,11,,,10Q,,N,There was lots of room.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_237.mp3,9
238,238,RU,9781442313200,Russian 3,11,,,10R,,F,Было много места.,Bylo mnogo mesta.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_238.mp3,9
239,239,RU,9781442313200,Russian 3,12,,,01Q,,N,That’s absolutely not difficult.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_239.mp3,9
240,240,RU,9781442313200,Russian 3,12,,,01R,,F,Это совсем нетрудно.,Èto sovsem netrudno.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_240.mp3,9
241,241,RU,9781442313200,Russian 3,12,,,02Q,,N,Did anyone call?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_241.mp3,"3,9"
242,242,RU,9781442313200,Russian 3,12,,,02R,,M,Кто-нибудь звонил?,Kto-nibud’ zvonil?,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_242.mp3,"3,9"
243,243,RU,9781442313200,Russian 3,12,,,03Q,,N,The code of Moscow is zero ninety-five.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_243.mp3,"9,12,18"
244,244,RU,9781442313200,Russian 3,12,,,03R,,F,Код Москвы --- ноль девяносто пять.,Kod Moskvy nol’ devyanosto pyat’.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_244.mp3,"9,12,18"
245,245,RU,9781442313200,Russian 3,12,,,04Q,,N,Don’t mention it.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_245.mp3,"7,16"
246,246,RU,9781442313200,Russian 3,12,,,04R,,F,Не за что.,Ne za chto.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_246.mp3,"7,16"
247,247,RU,9781442313200,Russian 3,12,,,05Q,,N,He didn’t leave a message.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_247.mp3,"3,9"
248,248,RU,9781442313200,Russian 3,12,,,05R,,F,Он не оставил сообщения.,On ne ostavil soobsheniya.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_248.mp3,"3,9"
249,249,RU,9781442313200,Russian 3,12,,,06Q,,N,A year ago we lived in Moscow.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_249.mp3,"9,17,18"
250,250,RU,9781442313200,Russian 3,12,,,06R,,F,Год назад мы жили в Москве.,God nazad my zhilli v Moskve.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_250.mp3,"9,17,18"
251,251,RU,9781442313200,Russian 3,12,,,07Q,,N,I parked behind the restaurant. (m.),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_251.mp3,"4,9"
252,252,RU,9781442313200,Russian 3,12,,,07R,,M,Я припарковался за рестораном.,Ya priparkovalsya za restoranom.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_252.mp3,"4,9"
253,253,RU,9781442313200,Russian 3,12,,,08Q,,N,How do I get to the museum? (by car),,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_253.mp3,"4,9,18"
254,254,RU,9781442313200,Russian 3,12,,,08R,,M,Как проехать к музею?,Kak proyehat’ k muzeyu?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_254.mp3,"4,9,18"
255,255,RU,9781442313200,Russian 3,13,,,01Q,,N,I’m going to call him back.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_255.mp3,3
256,256,RU,9781442313200,Russian 3,13,,,01R,,M,Я собираюсь ему перезвонить.,Ya sobirayus’ yemu perezvonit’.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_256.mp3,3
257,257,RU,9781442313200,Russian 3,13,,,02Q,,N,I absolutely couldn’t find a space on the street.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_257.mp3,"4,9"
258,258,RU,9781442313200,Russian 3,13,,,02R,,M,Я совсем не мог найти места на улице.,Ya sovsem ne mog nayti mesta na ulitse.,8,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_258.mp3,"4,9"
259,259,RU,9781442313200,Russian 3,13,,,03Q,,N,How long will the meeting last?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_259.mp3,"9,20"
260,260,RU,9781442313200,Russian 3,13,,,03R,,M,Как долго будет длиться встреча?,Kak dolgo budet dlitsa vstrecha?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_260.mp3,"9,20"
261,261,RU,9781442313200,Russian 3,13,,,04Q,,N,How long will it (f.) last?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_261.mp3,"7,9"
262,262,RU,9781442313200,Russian 3,13,,,04R,,M,Как долго она будет длиться?,Kak dolgo ona budet dlitsa?,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_262.mp3,"7,9"
263,263,RU,9781442313200,Russian 3,13,,,05Q,,N,Did anyone leave a message?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_263.mp3,"3,9"
264,264,RU,9781442313200,Russian 3,13,,,05R,,M,Кто-нибудь оставил сообщение?,Kto-nibud’ ostavil soobsheniye?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_264.mp3,"3,9"
265,265,RU,9781442313200,Russian 3,13,,,06Q,,N,Did anyone call me?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_265.mp3,"3,9"
266,266,RU,9781442313200,Russian 3,13,,,06R,,M,Мне кто-нибудь звонил?,Mne kto-nibud’ zvonil?,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_266.mp3,"3,9"
267,267,RU,9781442313200,Russian 3,13,,,07Q,,N,No one called.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_267.mp3,"3,9"
268,268,RU,9781442313200,Russian 3,13,,,07R,,F,Никто не звонил.,Nikto ne zvonil.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_268.mp3,"3,9"
269,269,RU,9781442313200,Russian 3,13,,,08Q,,N,He’s the president of the company.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_269.mp3,"9,20"
270,270,RU,9781442313200,Russian 3,13,,,08R,,F,Он президент компании.,On prezident kompanii.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_270.mp3,"9,20"
271,271,RU,9781442313200,Russian 3,13,,,09Q,,N,Someone called you.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_271.mp3,"3,9"
272,272,RU,9781442313200,Russian 3,13,,,09R,,F,Вам кто-то звонил.,Vam kto-to zvonil.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_272.mp3,"3,9"
273,273,RU,9781442313200,Russian 3,13,,,10Q,,N,Everyone will be there.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_273.mp3,9
274,274,RU,9781442313200,Russian 3,13,,,10R,,F,Все будут там.,Vse budut tam.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_274.mp3,9
275,275,RU,9781442313200,Russian 3,14,,,01Q,,N,Do I need to call her back?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_275.mp3,3
276,276,RU,9781442313200,Russian 3,14,,,01R,,M,Мне надо ей перезвонить?,Mne nado yey perezvonit’?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_276.mp3,3
277,277,RU,9781442313200,Russian 3,14,,,02Q,,N,Did you have a meeting?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_277.mp3,"16,20"
278,278,RU,9781442313200,Russian 3,14,,,02R,,M,У Вас была встреча?,U Vas byla vstrecha?,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_278.mp3,"16,20"
279,279,RU,9781442313200,Russian 3,14,,,03Q,,N,Is it already time?,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_279.mp3,"7,17"
280,280,RU,9781442313200,Russian 3,14,,,03R,,M,Уже пора?,Uzhe pora?,2,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_280.mp3,"7,17"
281,281,RU,9781442313200,Russian 3,14,,,04Q,,N,You need to call him back.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_281.mp3,3
282,282,RU,9781442313200,Russian 3,14,,,04R,,F,Вам надо ему перезвонить.,Vam pora yemu perezvonit’.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_282.mp3,3
283,283,RU,9781442313200,Russian 3,14,,,05Q,,N,The president of the company called you.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_283.mp3,"3,20"
