Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
354,354,GR,9781442395497,German 5,6,,,U06-05,05R_A,M,Wir mussten stornieren.,,,,9781508230892_German_5_QZ_0354.mp3,"1,18"
355,355,GR,9781442395497,German 5,6,,,U06-05,05Q_B,N,We had to unfortunately cancel.,,,,9781508230892_German_5_QZ_0355.mp3,"1,7,18"
356,356,GR,9781442395497,German 5,6,,,U06-05,05R_B,F,Wir mussten leider stornieren.,,,,9781508230892_German_5_QZ_0356.mp3,"1,7,18"
357,357,GR,9781442395497,German 5,6,,,U06-05,05Q_C,N,We had to right away cancel.,,,,9781508230892_German_5_QZ_0357.mp3,"1,16,18"
358,358,GR,9781442395497,German 5,6,,,U06-05,05R_C,M,Wir mussten sofort stornieren.,,,,9781508230892_German_5_QZ_0358.mp3,"1,16,18"
359,359,GR,9781442395497,German 5,6,,,U06-05,05Q_D,N,We had to beforehand cancel.,,,,9781508230892_German_5_QZ_0359.mp3,"1,18"
360,360,GR,9781442395497,German 5,6,,,U06-05,05R_D,F,Wir mussten vorher stornieren.,,,,9781508230892_German_5_QZ_0360.mp3,"1,18"
361,361,GR,9781442395497,German 5,6,,,U06-06,06Q_A,N,In the spring my husband is maybe retiring.,,,,9781508230892_German_5_QZ_0361.mp3,"5,17,20"
362,362,GR,9781442395497,German 5,6,,,U06-06,06R_A,F,Im Frühjahr geht mein Mann vielleicht in den Ruhestand.,,,,9781508230892_German_5_QZ_0362.mp3,"5,17,20"
363,363,GR,9781442395497,German 5,6,,,U06-06,06Q_B,N,Next year my husband is retiring.,,,,9781508230892_German_5_QZ_0363.mp3,"5,17,20"
364,364,GR,9781442395497,German 5,6,,,U06-06,06R_B,F,Nächstes Jahr geht mein Mann in den Ruhestand.,,,,9781508230892_German_5_QZ_0364.mp3,"5,17,20"
365,365,GR,9781442395497,German 5,6,,,U06-06,06Q_C,N,In the spring my husband is probably retiring.,,,,9781508230892_German_5_QZ_0365.mp3,"5,17,20"
366,366,GR,9781442395497,German 5,6,,,U06-06,06R_C,F,Im Frühjahr geht mein Mann wahrscheinlich in den Ruhestand.,,,,9781508230892_German_5_QZ_0366.mp3,"5,17,20"
367,367,GR,9781442395497,German 5,6,,,U06-06,06Q_D,N,This year my husband is retiring.,,,,9781508230892_German_5_QZ_0367.mp3,"5,17,20"
368,368,GR,9781442395497,German 5,6,,,U06-06,06R_D,F,Dieses Jahr geht mein Mann in den Ruhestand.,,,,9781508230892_German_5_QZ_0368.mp3,"5,17,20"
369,369,GR,9781442395497,German 5,6,,,U06-07,07Q_A,N,They get along very well.,,,,9781508230892_German_5_QZ_0369.mp3,"5,13"
370,370,GR,9781442395497,German 5,6,,,U06-07,07R_A,M,Sie verstehen sich sehr gut.,,,,9781508230892_German_5_QZ_0370.mp3,"5,13"
371,371,GR,9781442395497,German 5,6,,,U06-07,07Q_B,N,They understand very well.,,,,9781508230892_German_5_QZ_0371.mp3,15
372,372,GR,9781442395497,German 5,6,,,U06-07,07R_B,M,Sie verstehen sehr gut.,,,,9781508230892_German_5_QZ_0372.mp3,15
373,373,GR,9781442395497,German 5,6,,,U06-07,07Q_C,N,They get along especially well.,,,,9781508230892_German_5_QZ_0373.mp3,"5,13"
374,374,GR,9781442395497,German 5,6,,,U06-07,07R_C,F,Sie verstehen sich besonders gut.,,,,9781508230892_German_5_QZ_0374.mp3,"5,13"
375,375,GR,9781442395497,German 5,6,,,U06-07,07Q_D,N,She understands very well.,,,,9781508230892_German_5_QZ_0375.mp3,15
376,376,GR,9781442395497,German 5,6,,,U06-07,07R_D,M,Sie versteht sehr gut.,,,,9781508230892_German_5_QZ_0376.mp3,15
377,377,GR,9781442395497,German 5,6,,,U06-08,08Q_A,N,We were disappointed.,,,,9781508230892_German_5_QZ_0377.mp3,"7,9"
378,378,GR,9781442395497,German 5,6,,,U06-08,08R_A,M,Wir waren enttäuscht.,,,,9781508230892_German_5_QZ_0378.mp3,"7,9"
379,379,GR,9781442395497,German 5,6,,,U06-08,08Q_B,N,We were both disappointed.,,,,9781508230892_German_5_QZ_0379.mp3,"7,9"
380,380,GR,9781442395497,German 5,6,,,U06-08,08R_B,F,Wir waren beide enttäuscht.,,,,9781508230892_German_5_QZ_0380.mp3,"7,9"
381,381,GR,9781442395497,German 5,6,,,U06-08,08Q_C,N,We were surprised.,,,,9781508230892_German_5_QZ_0381.mp3,"7,9"
382,382,GR,9781442395497,German 5,6,,,U06-08,08R_C,M,Wir waren überrascht.,,,,9781508230892_German_5_QZ_0382.mp3,"7,9"
383,383,GR,9781442395497,German 5,6,,,U06-08,08Q_D,N,We were both suprised.,,,,9781508230892_German_5_QZ_0383.mp3,"7,9"
384,384,GR,9781442395497,German 5,6,,,U06-08,08R_D,F,Wir waren beide überrascht.,,,,9781508230892_German_5_QZ_0384.mp3,"7,9"
385,385,GR,9781442395497,German 5,7,,,U07-01,01Q_A,N,"When I wanted to pay, I couldn’t find my credit card.",,,,9781508230892_German_5_QZ_0385.mp3,"11,14"
386,386,GR,9781442395497,German 5,7,,,U07-01,01R_A,M,"Als ich bezahlen wollte, konnte ich meine Kreditkarte nicht finden.",,,,9781508230892_German_5_QZ_0386.mp3,"11,14"
387,387,GR,9781442395497,German 5,7,,,U07-01,01Q_B,N,"When I wanted to pay, I couldn’t find my wallet.",,,,9781508230892_German_5_QZ_0387.mp3,"11,14"
388,388,GR,9781442395497,German 5,7,,,U07-01,01R_B,F,"Als ich bezahlen wollte, konnte ich mein Portemonnaie nicht finden.",,,,9781508230892_German_5_QZ_0388.mp3,"11,14"
389,389,GR,9781442395497,German 5,7,,,U07-01,01Q_C,N,"When I wanted to pay, I couldn’t find my bag.",,,,9781508230892_German_5_QZ_0389.mp3,"11,14"
390,390,GR,9781442395497,German 5,7,,,U07-01,01R_C,M,"Als ich bezahlen wollte, konnte ich meine Tasche nicht finden.",,,,9781508230892_German_5_QZ_0390.mp3,"11,14"
391,391,GR,9781442395497,German 5,7,,,U07-01,01Q_D,N,"When I wanted to pay, I couldn’t find my receipt.",,,,9781508230892_German_5_QZ_0391.mp3,"11,14"
392,392,GR,9781442395497,German 5,7,,,U07-01,01R_D,F,"Als ich bezahlen wollte, konnte ich meine Quittung nicht finden.",,,,9781508230892_German_5_QZ_0392.mp3,"11,14"
393,393,GR,9781442395497,German 5,7,,,U07-02,02Q_A,N,On Thursday I bought myself a leather jacket.,,,,9781508230892_German_5_QZ_0393.mp3,"14,17"
394,394,GR,9781442395497,German 5,7,,,U07-02,02R_A,M,Am Donnerstag habe ich mir eine Lederjacke gekauft.,,,,9781508230892_German_5_QZ_0394.mp3,"14,17"
395,395,GR,9781442395497,German 5,7,,,U07-02,02Q_B,N,On Wednesday I bought myself a leather jacket.,,,,9781508230892_German_5_QZ_0395.mp3,"14,17"
396,396,GR,9781442395497,German 5,7,,,U07-02,02R_B,F,Am Mittwoch habe ich mir eine Lederjacke gekauft.,,,,9781508230892_German_5_QZ_0396.mp3,"14,17"
397,397,GR,9781442395497,German 5,7,,,U07-02,02Q_C,N,On Tuesday I bought myself a leather jacket.,,,,9781508230892_German_5_QZ_0397.mp3,"14,17"
398,398,GR,9781442395497,German 5,7,,,U07-02,02R_C,M,Am Dienstag habe ich mir eine Lederjacke gekauft.,,,,9781508230892_German_5_QZ_0398.mp3,"14,17"
399,399,GR,9781442395497,German 5,7,,,U07-02,02Q_D,N,On Saturday I bought myself a leather jacket.,,,,9781508230892_German_5_QZ_0399.mp3,"14,17"
400,400,GR,9781442395497,German 5,7,,,U07-02,02R_D,F,Am Samstag habe ich mir eine Lederjacke gekauft.,,,,9781508230892_German_5_QZ_0400.mp3,"14,17"
401,401,GR,9781442395497,German 5,7,,,U07-03,03Q_A,N,The French fries are delicious.,,,,9781508230892_German_5_QZ_0401.mp3,6
402,402,GR,9781442395497,German 5,7,,,U07-03,03R_A,M,Die Pommes sind lecker.,,,,9781508230892_German_5_QZ_0402.mp3,6
403,403,GR,9781442395497,German 5,7,,,U07-03,03Q_B,N,The French fries were delicious.,,,,9781508230892_German_5_QZ_0403.mp3,6
404,404,GR,9781442395497,German 5,7,,,U07-03,03R_B,F,Die Pommes waren lecker.,,,,9781508230892_German_5_QZ_0404.mp3,6
405,405,GR,9781442395497,German 5,7,,,U07-03,03Q_C,N,The French fries were especially good.,,,,9781508230892_German_5_QZ_0405.mp3,6
406,406,GR,9781442395497,German 5,7,,,U07-03,03R_C,M,Die Pommes waren besonders gut.,,,,9781508230892_German_5_QZ_0406.mp3,6
407,407,GR,9781442395497,German 5,7,,,U07-03,03Q_D,N,The French fries are especially good.,,,,9781508230892_German_5_QZ_0407.mp3,6
408,408,GR,9781442395497,German 5,7,,,U07-03,03R_D,F,Die Pommes sind besonders gut.,,,,9781508230892_German_5_QZ_0408.mp3,6
409,409,GR,9781442395497,German 5,7,,,U07-04,04Q_A,N,They were on sale.,,,,9781508230892_German_5_QZ_0409.mp3,14
410,410,GR,9781442395497,German 5,7,,,U07-04,04R_A,M,Sie waren im Sonderangebot.,,,,9781508230892_German_5_QZ_0410.mp3,14
411,411,GR,9781442395497,German 5,7,,,U07-04,04Q_B,N,They are on sale.,,,,9781508230892_German_5_QZ_0411.mp3,14
412,412,GR,9781442395497,German 5,7,,,U07-04,04R_B,F,Sie sind im Sonderangebot.,,,,9781508230892_German_5_QZ_0412.mp3,14
413,413,GR,9781442395497,German 5,7,,,U07-04,04Q_C,N,They were fortunately on sale.,,,,9781508230892_German_5_QZ_0413.mp3,14
414,414,GR,9781442395497,German 5,7,,,U07-04,04R_C,M,Sie waren glücklicherweise im Sonderangebot.,,,,9781508230892_German_5_QZ_0414.mp3,14
415,415,GR,9781442395497,German 5,7,,,U07-04,04Q_D,N,They are hopefully on sale.,,,,9781508230892_German_5_QZ_0415.mp3,14
416,416,GR,9781442395497,German 5,7,,,U07-04,04R_D,F,Sie sind hoffentlich im Sonderangebot.,,,,9781508230892_German_5_QZ_0416.mp3,14
417,417,GR,9781442395497,German 5,7,,,U07-05,05Q_A,N,Of what did her husband die?,,,,9781508230892_German_5_QZ_0417.mp3,"5,8"
418,418,GR,9781442395497,German 5,7,,,U07-05,05R_A,M,Woran ist ihr Mann gestorben?,,,,9781508230892_German_5_QZ_0418.mp3,"5,8"
419,419,GR,9781442395497,German 5,7,,,U07-05,05Q_B,N,When did her husband die?,,,,9781508230892_German_5_QZ_0419.mp3,"5,8,17"
420,420,GR,9781442395497,German 5,7,,,U07-05,05R_B,F,Wann ist ihr Mann gestorben?,,,,9781508230892_German_5_QZ_0420.mp3,"5,8,17"
421,421,GR,9781442395497,German 5,7,,,U07-05,05Q_C,N,Did her husband die last year?,,,,9781508230892_German_5_QZ_0421.mp3,"5,8,17"
422,422,GR,9781442395497,German 5,7,,,U07-05,05R_C,M,Ist ihr Mann letztes Jahr gestorben?,,,,9781508230892_German_5_QZ_0422.mp3,"5,8,17"
423,423,GR,9781442395497,German 5,7,,,U07-05,05Q_D,N,Did her husband die in the spring?,,,,9781508230892_German_5_QZ_0423.mp3,"5,8,17"
424,424,GR,9781442395497,German 5,7,,,U07-05,05R_D,F,Ist ihr Mann im Frühjahr gestorben?,,,,9781508230892_German_5_QZ_0424.mp3,"5,8,17"
425,425,GR,9781442395497,German 5,7,,,U07-06,06Q_A,N,We were afraid that it was serious.,,,,9781508230892_German_5_QZ_0425.mp3,"8,9"
426,426,GR,9781442395497,German 5,7,,,U07-06,06R_A,M,"Wir hatten Angst, dass es schlimm war.",,,,9781508230892_German_5_QZ_0426.mp3,"8,9"
427,427,GR,9781442395497,German 5,7,,,U07-06,06Q_B,N,We’re afraid that it’s becoming serious.,,,,9781508230892_German_5_QZ_0427.mp3,"8,9"
428,428,GR,9781442395497,German 5,7,,,U07-06,06R_B,F,"Wir haben Angst, dass es schlimm wird.",,,,9781508230892_German_5_QZ_0428.mp3,"8,9"
429,429,GR,9781442395497,German 5,7,,,U07-06,06Q_C,N,We’re afraid that it’s becoming more serious.,,,,9781508230892_German_5_QZ_0429.mp3,"8,9"
430,430,GR,9781442395497,German 5,7,,,U07-06,06R_C,M,"Wir haben Angst, dass es schlimmer werden könnte.",,,,9781508230892_German_5_QZ_0430.mp3,"8,9"
431,431,GR,9781442395497,German 5,7,,,U07-06,06Q_D,N,We were afraid because it was so serious.,,,,9781508230892_German_5_QZ_0431.mp3,"8,9"
432,432,GR,9781442395497,German 5,7,,,U07-06,06R_D,F,"Wir hatten Angst, weil es so schlimm war.",,,,9781508230892_German_5_QZ_0432.mp3,"8,9"
433,433,GR,9781442395497,German 5,7,,,U07-07,07Q_A,N,The bus stops directly in front of the entrance.,,,,9781508230892_German_5_QZ_0433.mp3,"4,18"
434,434,GR,9781442395497,German 5,7,,,U07-07,07R_A,M,Der Bus hält direkt vor dem Eingang.,,,,9781508230892_German_5_QZ_0434.mp3,"4,18"
435,435,GR,9781442395497,German 5,7,,,U07-07,07Q_B,N,The bus stops directly across from the entrance.,,,,9781508230892_German_5_QZ_0435.mp3,"4,18"
436,436,GR,9781442395497,German 5,7,,,U07-07,07R_B,F,Der Bus hält direkt gegenüber vom Eingang.,,,,9781508230892_German_5_QZ_0436.mp3,"4,18"
437,437,GR,9781442395497,German 5,7,,,U07-07,07Q_C,N,The bus stops directly next to the entrance.,,,,9781508230892_German_5_QZ_0437.mp3,"4,18"
438,438,GR,9781442395497,German 5,7,,,U07-07,07R_C,M,Der Bus hält direkt neben dem Eingang.,,,,9781508230892_German_5_QZ_0438.mp3,"4,18"
439,439,GR,9781442395497,German 5,7,,,U07-07,07Q_D,N,The bus stops left of the entrance.,,,,9781508230892_German_5_QZ_0439.mp3,"4,18"
440,440,GR,9781442395497,German 5,7,,,U07-07,07R_D,F,Der Bus hält links vom Eingang.,,,,9781508230892_German_5_QZ_0440.mp3,"4,18"
441,441,GR,9781442395497,German 5,7,,,U07-08,08Q_A,N,I paid by debit card.,,,,9781508230892_German_5_QZ_0441.mp3,"11,14,18"
442,442,GR,9781442395497,German 5,7,,,U07-08,08R_A,M,Ich habe mit EC-Karte bezahlt.,,,,9781508230892_German_5_QZ_0442.mp3,"11,14,18"
443,443,GR,9781442395497,German 5,7,,,U07-08,08Q_B,N,I paid already by debit card.,,,,9781508230892_German_5_QZ_0443.mp3,"11,14,18"
444,444,GR,9781442395497,German 5,7,,,U07-08,08R_B,F,Ich habe schon mit EC-Karte bezahlt.,,,,9781508230892_German_5_QZ_0444.mp3,"11,14,18"
445,445,GR,9781442395497,German 5,7,,,U07-08,08Q_C,N,I paid already by credit card.,,,,9781508230892_German_5_QZ_0445.mp3,"11,14,18"
446,446,GR,9781442395497,German 5,7,,,U07-08,08R_C,M,Ich habe schon mit Kreditkarte bezahlt.,,,,9781508230892_German_5_QZ_0446.mp3,"11,14,18"
447,447,GR,9781442395497,German 5,7,,,U07-08,08Q_D,N,I just paid by credit card.,,,,9781508230892_German_5_QZ_0447.mp3,"11,14,18"
448,448,GR,9781442395497,German 5,7,,,U07-08,08R_D,F,Ich habe gerade mit Kreditkarte bezahlt.,,,,9781508230892_German_5_QZ_0448.mp3,"11,14,18"
449,449,GR,9781442395497,German 5,8,,,U08-01,01Q_A,N,The husband of her sister died last year.,,,,9781508230892_German_5_QZ_0449.mp3,"5,8,17"
450,450,GR,9781442395497,German 5,8,,,U08-01,01R_A,M,Der Mann von ihrer Schwester ist letztes Jahr gestorben.,,,,9781508230892_German_5_QZ_0450.mp3,"5,8,17"
451,451,GR,9781442395497,German 5,8,,,U08-01,01Q_B,N,The husband of his sister died last year.,,,,9781508230892_German_5_QZ_0451.mp3,"5,8,17"
452,452,GR,9781442395497,German 5,8,,,U08-01,01R_B,F,Der Mann von seiner Schwester ist letztes Jahr gestorben.,,,,9781508230892_German_5_QZ_0452.mp3,"5,8,17"
453,453,GR,9781442395497,German 5,8,,,U08-01,01Q_C,N,The husband of her sister died this year.,,,,9781508230892_German_5_QZ_0453.mp3,"5,8,17"
454,454,GR,9781442395497,German 5,8,,,U08-01,01R_C,M,Der Mann von ihrer Schwester ist dieses Jahr gestorben.,,,,9781508230892_German_5_QZ_0454.mp3,"5,8,17"
455,455,GR,9781442395497,German 5,8,,,U08-01,01Q_D,N,The husband of my sister died this year.,,,,9781508230892_German_5_QZ_0455.mp3,"5,8,17"
456,456,GR,9781442395497,German 5,8,,,U08-01,01R_D,F,Der Mann von meiner Schwester ist dieses Jahr gestorben.,,,,9781508230892_German_5_QZ_0456.mp3,"5,8,17"
457,457,GR,9781442395497,German 5,8,,,U08-02,02Q_A,N,She has many interesting hobbies.,,,,9781508230892_German_5_QZ_0457.mp3,"1,5,12"
458,458,GR,9781442395497,German 5,8,,,U08-02,02R_A,F,Sie hat viele interessante Hobbies.,,,,9781508230892_German_5_QZ_0458.mp3,"1,5,12"
459,459,GR,9781442395497,German 5,8,,,U08-02,02Q_B,N,She has a few interesting hobbies.,,,,9781508230892_German_5_QZ_0459.mp3,"1,5,12"
460,460,GR,9781442395497,German 5,8,,,U08-02,02R_B,M,Sie hat einige interessante Hobbies.,,,,9781508230892_German_5_QZ_0460.mp3,"1,5,12"
461,461,GR,9781442395497,German 5,8,,,U08-02,02Q_C,N,She has no real hobbies.,,,,9781508230892_German_5_QZ_0461.mp3,"1,5"
462,462,GR,9781442395497,German 5,8,,,U08-02,02R_C,M,Sie hat keine richtigen Hobbies.,,,,9781508230892_German_5_QZ_0462.mp3,"1,5"
463,463,GR,9781442395497,German 5,8,,,U08-02,02Q_D,N,She doesn’t have many interesting hobbies.,,,,9781508230892_German_5_QZ_0463.mp3,"1,5,12"
464,464,GR,9781442395497,German 5,8,,,U08-02,02R_D,F,Sie hat nicht viele interessante Hobbies.,,,,9781508230892_German_5_QZ_0464.mp3,"1,5,12"
465,465,GR,9781442395497,German 5,8,,,U08-03,03Q_A,N,Do you like soccer?,,,,9781508230892_German_5_QZ_0465.mp3,"1,10"
466,466,GR,9781442395497,German 5,8,,,U08-03,03R_A,F,Magst du Fußball?,,,,9781508230892_German_5_QZ_0466.mp3,"1,10"
467,467,GR,9781442395497,German 5,8,,,U08-03,03Q_B,N,Do you play soccer?,,,,9781508230892_German_5_QZ_0467.mp3,"1,10"
468,468,GR,9781442395497,German 5,8,,,U08-03,03R_B,M,Spielst du Fußball?,,,,9781508230892_German_5_QZ_0468.mp3,"1,10"
469,469,GR,9781442395497,German 5,8,,,U08-03,03Q_C,N,Do you have planned to play soccer?,,,,9781508230892_German_5_QZ_0469.mp3,"1,10"
470,470,GR,9781442395497,German 5,8,,,U08-03,03R_C,F,Hast du vor Fußball zu spielen?,,,,9781508230892_German_5_QZ_0470.mp3,"1,10"
471,471,GR,9781442395497,German 5,8,,,U08-03,03Q_D,N,Do you often play soccer?,,,,9781508230892_German_5_QZ_0471.mp3,"1,10,17"
472,472,GR,9781442395497,German 5,8,,,U08-03,03R_D,M,Spielst du oft Fußball?,,,,9781508230892_German_5_QZ_0472.mp3,"1,10,17"
473,473,GR,9781442395497,German 5,8,,,U08-04,04Q_A,N,Last year Australia lost.,,,,9781508230892_German_5_QZ_0473.mp3,"9,17"
474,474,GR,9781442395497,German 5,8,,,U08-04,04R_A,F,Letztes Jahr hat Australien verloren.,,,,9781508230892_German_5_QZ_0474.mp3,"9,17"
475,475,GR,9781442395497,German 5,8,,,U08-04,04Q_B,N,Last year Austria lost.,,,,9781508230892_German_5_QZ_0475.mp3,"9,17"
476,476,GR,9781442395497,German 5,8,,,U08-04,04R_B,F,Letztes Jahr hat Österreich verloren.,,,,9781508230892_German_5_QZ_0476.mp3,"9,17"
477,477,GR,9781442395497,German 5,8,,,U08-04,04Q_C,N,This year Australia lost.,,,,9781508230892_German_5_QZ_0477.mp3,"9,17"
478,478,GR,9781442395497,German 5,8,,,U08-04,04R_C,M,Dieses Jahr hat Australien verloren.,,,,9781508230892_German_5_QZ_0478.mp3,"9,17"
479,479,GR,9781442395497,German 5,8,,,U08-04,04Q_D,N,Last spring Austria lost.,,,,9781508230892_German_5_QZ_0479.mp3,"9,17"
480,480,GR,9781442395497,German 5,8,,,U08-04,04R_D,M,Leztes Frühjahr hat Österreich verloren.,,,,9781508230892_German_5_QZ_0480.mp3,"9,17"
481,481,GR,9781442395497,German 5,8,,,U08-05,05Q_A,N,I received a text message from my friend.,,,,9781508230892_German_5_QZ_0481.mp3,"3,5"
482,482,GR,9781442395497,German 5,8,,,U08-05,05R_A,F,Ich habe eine SMS von meinem Freund bekommen.,,,,9781508230892_German_5_QZ_0482.mp3,"3,5"
483,483,GR,9781442395497,German 5,8,,,U08-05,05Q_B,N,I just received a text message from my friend.,,,,9781508230892_German_5_QZ_0483.mp3,"3,5"
484,484,GR,9781442395497,German 5,8,,,U08-05,05R_B,M,Ich habe gerade eine SMS von meinem Freund bekommen.,,,,9781508230892_German_5_QZ_0484.mp3,"3,5"
485,485,GR,9781442395497,German 5,8,,,U08-05,05Q_C,N,I received yesterday a text message from my friend.,,,,9781508230892_German_5_QZ_0485.mp3,"3,5,17"
486,486,GR,9781442395497,German 5,8,,,U08-05,05R_C,M,Ich habe gestern eine SMS von meinem Freund bekommen.,,,,9781508230892_German_5_QZ_0486.mp3,"3,5,17"
487,487,GR,9781442395497,German 5,8,,,U08-05,05Q_D,N,I received half an hour ago a text message from my friend.,,,,9781508230892_German_5_QZ_0487.mp3,"3,5,17"
488,488,GR,9781442395497,German 5,8,,,U08-05,05R_D,F,Ich habe vor einer halben Stunde eine SMS von meinem Freund bekommen.,,,,9781508230892_German_5_QZ_0488.mp3,"3,5,17"
489,489,GR,9781442395497,German 5,8,,,U08-06,06Q_A,N,Have you found the card?,,,,9781508230892_German_5_QZ_0489.mp3,"11,18"
490,490,GR,9781442395497,German 5,8,,,U08-06,06R_A,F,Hast du die Karte gefunden?,,,,9781508230892_German_5_QZ_0490.mp3,"11,18"
491,491,GR,9781442395497,German 5,8,,,U08-06,06Q_B,N,Have you lost the card?,,,,9781508230892_German_5_QZ_0491.mp3,"11,18"
492,492,GR,9781442395497,German 5,8,,,U08-06,06R_B,M,Hast du die Karte verloren?,,,,9781508230892_German_5_QZ_0492.mp3,"11,18"
493,493,GR,9781442395497,German 5,8,,,U08-06,06Q_C,N,Have you dropped the card?,,,,9781508230892_German_5_QZ_0493.mp3,"11,18"
494,494,GR,9781442395497,German 5,8,,,U08-06,06R_C,M,Hast du die Karte fallen lassen?,,,,9781508230892_German_5_QZ_0494.mp3,"11,18"
495,495,GR,9781442395497,German 5,8,,,U08-06,06Q_D,N,Have you forgotten the card?,,,,9781508230892_German_5_QZ_0495.mp3,"11,18"
496,496,GR,9781442395497,German 5,8,,,U08-06,06R_D,M,Hast du die Karte vergessen?,,,,9781508230892_German_5_QZ_0496.mp3,"11,18"
497,497,GR,9781442395497,German 5,8,,,U08-07,07Q_A,N,I’m getting a headache.,,,,9781508230892_German_5_QZ_0497.mp3,8
498,498,GR,9781442395497,German 5,8,,,U08-07,07R_A,F,Ich bekomme Kopfschmerzen.,,,,9781508230892_German_5_QZ_0498.mp3,8
499,499,GR,9781442395497,German 5,8,,,U08-07,07Q_B,N,I’m getting a sore throat.,,,,9781508230892_German_5_QZ_0499.mp3,8
500,500,GR,9781442395497,German 5,8,,,U08-07,07R_B,F,Ich bekomme Halsschmerzen.,,,,9781508230892_German_5_QZ_0500.mp3,8
501,501,GR,9781442395497,German 5,8,,,U08-07,07Q_C,N,I already have a slight cold.,,,,9781508230892_German_5_QZ_0501.mp3,8
502,502,GR,9781442395497,German 5,8,,,U08-07,07R_C,F,Ich bin schon etwas erkältet.,,,,9781508230892_German_5_QZ_0502.mp3,8
503,503,GR,9781442395497,German 5,8,,,U08-07,07Q_D,N,I’m almost never sick.,,,,9781508230892_German_5_QZ_0503.mp3,8
504,504,GR,9781442395497,German 5,8,,,U08-07,07R_D,F,Ich bin fast nie erkältet.,,,,9781508230892_German_5_QZ_0504.mp3,8
505,505,GR,9781442395497,German 5,8,,,U08-08,08Q_A,N,That can happen.,,,,9781508230892_German_5_QZ_0505.mp3,7
506,506,GR,9781442395497,German 5,8,,,U08-08,08R_A,M,Das kann passieren.,,,,9781508230892_German_5_QZ_0506.mp3,7
507,507,GR,9781442395497,German 5,8,,,U08-08,08Q_B,N,That can be.,,,,9781508230892_German_5_QZ_0507.mp3,7
508,508,GR,9781442395497,German 5,8,,,U08-08,08R_B,F,Das kann sein.,,,,9781508230892_German_5_QZ_0508.mp3,7
509,509,GR,9781442395497,German 5,8,,,U08-08,08Q_C,N,That could be.,,,,9781508230892_German_5_QZ_0509.mp3,7
510,510,GR,9781442395497,German 5,8,,,U08-08,08R_C,M,Das könnte sein.,,,,9781508230892_German_5_QZ_0510.mp3,7
511,511,GR,9781442395497,German 5,8,,,U08-08,08Q_D,N,That could happen.,,,,9781508230892_German_5_QZ_0511.mp3,7
512,512,GR,9781442395497,German 5,8,,,U08-08,08R_D,F,Das könnte passieren.,,,,9781508230892_German_5_QZ_0512.mp3,7
513,513,GR,9781442395497,German 5,9,,,U09-01,01Q_A,N,Those are about eighty-five degrees Fahrenheit.,,,,9781508230892_German_5_QZ_0513.mp3,"12,19"
514,514,GR,9781442395497,German 5,9,,,U09-01,01R_A,M,Das sind ungefähr fünfundachtzig Grad Fahrenheit.,,,,9781508230892_German_5_QZ_0514.mp3,"12,19"
515,515,GR,9781442395497,German 5,9,,,U09-01,01Q_B,N,Those are about fifty-eight degrees Fahrenheit.,,,,9781508230892_German_5_QZ_0515.mp3,"12,19"
516,516,GR,9781442395497,German 5,9,,,U09-01,01R_B,F,Das sind ungefähr achtundfünfzig Grad Fahrenheit.,,,,9781508230892_German_5_QZ_0516.mp3,"12,19"
517,517,GR,9781442395497,German 5,9,,,U09-01,01Q_C,N,Those are exactly eighty-five degrees Fahrenheit.,,,,9781508230892_German_5_QZ_0517.mp3,"12,19"
518,518,GR,9781442395497,German 5,9,,,U09-01,01R_C,M,Das sind genau fünfundachtzig Grad Fahrenheit.,,,,9781508230892_German_5_QZ_0518.mp3,"12,19"
519,519,GR,9781442395497,German 5,9,,,U09-01,01Q_D,N,Those are about forty-eight degrees Fahrenheit.,,,,9781508230892_German_5_QZ_0519.mp3,"12,19"
520,520,GR,9781442395497,German 5,9,,,U09-01,01R_D,F,Das sind ungefähr achtundvierzig Grad Fahrenheit.,,,,9781508230892_German_5_QZ_0520.mp3,"12,19"
521,521,GR,9781442395497,German 5,9,,,U09-02,02Q_A,N,I can’t make up my mind.,,,,9781508230892_German_5_QZ_0521.mp3,"7,14"
522,522,GR,9781442395497,German 5,9,,,U09-02,02R_A,M,Ich kann mich nicht entscheiden.,,,,9781508230892_German_5_QZ_0522.mp3,"7,14"
523,523,GR,9781442395497,German 5,9,,,U09-02,02Q_B,N,I can’t make up my mind either.,,,,9781508230892_German_5_QZ_0523.mp3,"7,14"
524,524,GR,9781442395497,German 5,9,,,U09-02,02R_B,F,Ich kann mich auch nicht entscheiden.,,,,9781508230892_German_5_QZ_0524.mp3,"7,14"
525,525,GR,9781442395497,German 5,9,,,U09-02,02Q_C,N,I can’t decide that either.,,,,9781508230892_German_5_QZ_0525.mp3,"7,14"
526,526,GR,9781442395497,German 5,9,,,U09-02,02R_C,M,Ich kann das auch nicht entscheiden.,,,,9781508230892_German_5_QZ_0526.mp3,"7,14"
527,527,GR,9781442395497,German 5,9,,,U09-02,02Q_D,N,I can’t decide.,,,,9781508230892_German_5_QZ_0527.mp3,"7,14"
528,528,GR,9781442395497,German 5,9,,,U09-02,02R_D,F,Ich kann nicht entscheiden.,,,,9781508230892_German_5_QZ_0528.mp3,"7,14"
