Rec #,Lang,Course     ,Lesson,Cluster,Qz #,Spkr,Cue                                              ,Transliteration,MP3 Snippet File Name                     ,MP3 Audio ISBN,Premium ISBN ,Skills
148  ,NO  ,Norwegian 2,8     ,       ,03R ,F   ,Hun ankommer fredag kveld.                       ,               ,9781508296799_Norwegian_Level_2_QM_148.mp3,9781508231295 ,9781508296799,17
149  ,NO  ,Norwegian 2,8     ,       ,04Q ,N   ,She says that she has sent a package.            ,               ,9781508296799_Norwegian_Level_2_QM_149.mp3,9781508231295 ,9781508296799,3
150  ,NO  ,Norwegian 2,8     ,       ,04R ,F   ,Hun sier at hun har sendt en pakke.              ,               ,9781508296799_Norwegian_Level_2_QM_150.mp3,9781508231295 ,9781508296799,3
151  ,NO  ,Norwegian 2,8     ,       ,05Q ,N   ,She is going to stay until Monday or Tuesday.    ,               ,9781508296799_Norwegian_Level_2_QM_151.mp3,9781508231295 ,9781508296799,"17,18"
152  ,NO  ,Norwegian 2,8     ,       ,05R ,F   ,Hun skal v�re til mandag eller tirsdag.          ,               ,9781508296799_Norwegian_Level_2_QM_152.mp3,9781508231295 ,9781508296799,"17,18"
153  ,NO  ,Norwegian 2,8     ,       ,06Q ,N   ,How long have you known him?                     ,               ,9781508296799_Norwegian_Level_2_QM_153.mp3,9781508231295 ,9781508296799,"10,16"
154  ,NO  ,Norwegian 2,8     ,       ,06R ,M   ,Hvor lenge har du kjent ham?                     ,               ,9781508296799_Norwegian_Level_2_QM_154.mp3,9781508231295 ,9781508296799,"10,16"
155  ,NO  ,Norwegian 2,8     ,       ,07Q ,N   ,I go often to the movies.                        ,               ,9781508296799_Norwegian_Level_2_QM_155.mp3,9781508231295 ,9781508296799,1
156  ,NO  ,Norwegian 2,8     ,       ,07R ,M   ,Jeg g�r ofte p� kino.                            ,               ,9781508296799_Norwegian_Level_2_QM_156.mp3,9781508231295 ,9781508296799,1
157  ,NO  ,Norwegian 2,8     ,       ,08Q ,N   ,I would rather go to the movies on Friday.       ,               ,9781508296799_Norwegian_Level_2_QM_157.mp3,9781508231295 ,9781508296799,"1,17"
158  ,NO  ,Norwegian 2,8     ,       ,08R ,M   ,Jeg vil heller g� p� kino p� fredag.             ,               ,9781508296799_Norwegian_Level_2_QM_158.mp3,9781508231295 ,9781508296799,"1,17"
159  ,NO  ,Norwegian 2,8     ,       ,09Q ,N   ,Let�s go to a restaurant.                        ,               ,9781508296799_Norwegian_Level_2_QM_159.mp3,9781508231295 ,9781508296799,6
160  ,NO  ,Norwegian 2,8     ,       ,09R ,M   ,La oss g� p� restaurant.                         ,               ,9781508296799_Norwegian_Level_2_QM_160.mp3,9781508231295 ,9781508296799,6
161  ,NO  ,Norwegian 2,8     ,       ,10Q ,N   ,Do you want to go to the movies afterwards?      ,               ,9781508296799_Norwegian_Level_2_QM_161.mp3,9781508231295 ,9781508296799,1
162  ,NO  ,Norwegian 2,8     ,       ,10R ,M   ,Vil du g� p� kino etterp�?                       ,               ,9781508296799_Norwegian_Level_2_QM_162.mp3,9781508231295 ,9781508296799,1
163  ,NO  ,Norwegian 2,9     ,       ,01Q ,N   ,You are going to travel to Trondheim.            ,               ,9781508296799_Norwegian_Level_2_QM_163.mp3,9781508231295 ,9781508296799,18
164  ,NO  ,Norwegian 2,9     ,       ,01R ,F   ,Du skal reise til Trondheim.                     ,               ,9781508296799_Norwegian_Level_2_QM_164.mp3,9781508231295 ,9781508296799,18
165  ,NO  ,Norwegian 2,9     ,       ,02Q ,N   ,May I invite you to a concert?                   ,               ,9781508296799_Norwegian_Level_2_QM_165.mp3,9781508231295 ,9781508296799,"1,13"
166  ,NO  ,Norwegian 2,9     ,       ,02R ,F   ,F�r jeg invitere deg p� en konsert?              ,               ,9781508296799_Norwegian_Level_2_QM_166.mp3,9781508231295 ,9781508296799,"1,13"
167  ,NO  ,Norwegian 2,9     ,       ,03Q ,N   ,I can buy tickets.                               ,               ,9781508296799_Norwegian_Level_2_QM_167.mp3,9781508231295 ,9781508296799,14
168  ,NO  ,Norwegian 2,9     ,       ,03R ,F   ,Jeg kan kj�pe billetter.                         ,               ,9781508296799_Norwegian_Level_2_QM_168.mp3,9781508231295 ,9781508296799,14
169  ,NO  ,Norwegian 2,9     ,       ,04Q ,N   ,I would rather go on Saturday.                   ,               ,9781508296799_Norwegian_Level_2_QM_169.mp3,9781508231295 ,9781508296799,17
170  ,NO  ,Norwegian 2,9     ,       ,04R ,F   ,Jeg vil heller g� p� l�rdag.                     ,               ,9781508296799_Norwegian_Level_2_QM_170.mp3,9781508231295 ,9781508296799,17
171  ,NO  ,Norwegian 2,9     ,       ,05Q ,N   ,When does the concert start?                     ,               ,9781508296799_Norwegian_Level_2_QM_171.mp3,9781508231295 ,9781508296799,1
172  ,NO  ,Norwegian 2,9     ,       ,05R ,F   ,N�r begynner konserten?                          ,               ,9781508296799_Norwegian_Level_2_QM_172.mp3,9781508231295 ,9781508296799,1
173  ,NO  ,Norwegian 2,9     ,       ,06Q ,N   ,The concert begins at six PM.                    ,               ,9781508296799_Norwegian_Level_2_QM_173.mp3,9781508231295 ,9781508296799,"1,12"
174  ,NO  ,Norwegian 2,9     ,       ,06R ,M   ,Konserten begynner klokka seks.                  ,               ,9781508296799_Norwegian_Level_2_QM_174.mp3,9781508231295 ,9781508296799,"1,12"
175  ,NO  ,Norwegian 2,9     ,       ,07Q ,N   ,Eight days I believe.                            ,               ,9781508296799_Norwegian_Level_2_QM_175.mp3,9781508231295 ,9781508296799,"12,17"
176  ,NO  ,Norwegian 2,9     ,       ,07R ,M   ,�tte dager tror jeg.                             ,               ,9781508296799_Norwegian_Level_2_QM_176.mp3,9781508231295 ,9781508296799,"12,17"
177  ,NO  ,Norwegian 2,9     ,       ,08Q ,N   ,Why is his wife going to stay in Bergen?         ,               ,9781508296799_Norwegian_Level_2_QM_177.mp3,9781508231295 ,9781508296799,"5,16,18"
178  ,NO  ,Norwegian 2,9     ,       ,08R ,M   ,Hvorfor skal kona hans v�re i Bergen?            ,               ,9781508296799_Norwegian_Level_2_QM_178.mp3,9781508231295 ,9781508296799,"5,16,18"
179  ,NO  ,Norwegian 2,9     ,       ,09Q ,N   ,Or would you rather go to the movies?            ,               ,9781508296799_Norwegian_Level_2_QM_179.mp3,9781508231295 ,9781508296799,1
180  ,NO  ,Norwegian 2,9     ,       ,09R ,M   ,Eller vil du heller g� p� kino?                  ,               ,9781508296799_Norwegian_Level_2_QM_180.mp3,9781508231295 ,9781508296799,1
181  ,NO  ,Norwegian 2,9     ,       ,10Q ,N   ,Do you want to go to a concert on Friday?        ,               ,9781508296799_Norwegian_Level_2_QM_181.mp3,9781508231295 ,9781508296799,"1,17"
182  ,NO  ,Norwegian 2,9     ,       ,10R ,M   ,Vil du g� p� en konsert p� fredag?               ,               ,9781508296799_Norwegian_Level_2_QM_182.mp3,9781508231295 ,9781508296799,"1,17"
183  ,NO  ,Norwegian 2,10    ,       ,01Q ,N   ,Then you can speak with him.                     ,               ,9781508296799_Norwegian_Level_2_QM_183.mp3,9781508231295 ,9781508296799,15
184  ,NO  ,Norwegian 2,10    ,       ,01R ,F   ,Da kan du snakke med ham.                        ,               ,9781508296799_Norwegian_Level_2_QM_184.mp3,9781508231295 ,9781508296799,15
185  ,NO  ,Norwegian 2,10    ,       ,02Q ,N   ,It is Friday.                                    ,               ,9781508296799_Norwegian_Level_2_QM_185.mp3,9781508231295 ,9781508296799,17
186  ,NO  ,Norwegian 2,10    ,       ,02R ,F   ,Det er fredag.                                   ,               ,9781508296799_Norwegian_Level_2_QM_186.mp3,9781508231295 ,9781508296799,17
187  ,NO  ,Norwegian 2,10    ,       ,03Q ,N   ,It begins at quarter to eight in the evening.    ,               ,9781508296799_Norwegian_Level_2_QM_187.mp3,9781508231295 ,9781508296799,"12,17"
188  ,NO  ,Norwegian 2,10    ,       ,03R ,F   ,Den begynner kvart p� �tte om kvelden            ,               ,9781508296799_Norwegian_Level_2_QM_188.mp3,9781508231295 ,9781508296799,"12,17"
189  ,NO  ,Norwegian 2,10    ,       ,04Q ,N   ,That�s interesting.                              ,               ,9781508296799_Norwegian_Level_2_QM_189.mp3,9781508231295 ,9781508296799,"9,13"
190  ,NO  ,Norwegian 2,10    ,       ,04R ,F   ,Det var interessant.                             ,               ,9781508296799_Norwegian_Level_2_QM_190.mp3,9781508231295 ,9781508296799,"9,13"
191  ,NO  ,Norwegian 2,10    ,       ,05Q ,N   ,May we invite you?                               ,               ,9781508296799_Norwegian_Level_2_QM_191.mp3,9781508231295 ,9781508296799,"1,13"
192  ,NO  ,Norwegian 2,10    ,       ,05R ,F   ,F�r vi invitere deg?                             ,               ,9781508296799_Norwegian_Level_2_QM_192.mp3,9781508231295 ,9781508296799,"1,13"
193  ,NO  ,Norwegian 2,10    ,       ,06Q ,N   ,He�s not in the office yet.                      ,               ,9781508296799_Norwegian_Level_2_QM_193.mp3,9781508231295 ,9781508296799,20
194  ,NO  ,Norwegian 2,10    ,       ,06R ,F   ,Han er ikke p� kontoret enda.                    ,               ,9781508296799_Norwegian_Level_2_QM_194.mp3,9781508231295 ,9781508296799,20
195  ,NO  ,Norwegian 2,10    ,       ,07Q ,N   ,He has sent a package to me.                     ,               ,9781508296799_Norwegian_Level_2_QM_195.mp3,9781508231295 ,9781508296799,3
196  ,NO  ,Norwegian 2,10    ,       ,07R ,M   ,Han har sendt en pakke til meg.                  ,               ,9781508296799_Norwegian_Level_2_QM_196.mp3,9781508231295 ,9781508296799,3
197  ,NO  ,Norwegian 2,10    ,       ,08Q ,N   ,He is coming a little later today.               ,               ,9781508296799_Norwegian_Level_2_QM_197.mp3,9781508231295 ,9781508296799,17
198  ,NO  ,Norwegian 2,10    ,       ,08R ,M   ,Han kommer litt senere i dag.                    ,               ,9781508296799_Norwegian_Level_2_QM_198.mp3,9781508231295 ,9781508296799,17
199  ,NO  ,Norwegian 2,10    ,       ,09Q ,N   ,With or without sugar?                           ,               ,9781508296799_Norwegian_Level_2_QM_199.mp3,9781508231295 ,9781508296799,6
200  ,NO  ,Norwegian 2,10    ,       ,09R ,M   ,Med eller uten sukker?                           ,               ,9781508296799_Norwegian_Level_2_QM_200.mp3,9781508231295 ,9781508296799,6
201  ,NO  ,Norwegian 2,10    ,       ,10Q ,N   ,With milk and without sugar.                     ,               ,9781508296799_Norwegian_Level_2_QM_201.mp3,9781508231295 ,9781508296799,6
202  ,NO  ,Norwegian 2,10    ,       ,10R ,M   ,Med melk og uten sukker.                         ,               ,9781508296799_Norwegian_Level_2_QM_202.mp3,9781508231295 ,9781508296799,6
203  ,NO  ,Norwegian 2,10    ,       ,11Q ,N   ,Can we eat dinner together before?               ,               ,9781508296799_Norwegian_Level_2_QM_203.mp3,9781508231295 ,9781508296799,6
204  ,NO  ,Norwegian 2,10    ,       ,11R ,M   ,Kan vi spise middag sammen f�r?                  ,               ,9781508296799_Norwegian_Level_2_QM_204.mp3,9781508231295 ,9781508296799,6
205  ,NO  ,Norwegian 2,11    ,       ,01Q ,N   ,The movie starts in twenty minutes.              ,               ,9781508296799_Norwegian_Level_2_QM_205.mp3,9781508231295 ,9781508296799,"1,12,17"
206  ,NO  ,Norwegian 2,11    ,       ,01R ,F   ,Filmen begynner om tjue minutter.                ,               ,9781508296799_Norwegian_Level_2_QM_206.mp3,9781508231295 ,9781508296799,"1,12,17"
207  ,NO  ,Norwegian 2,11    ,       ,02Q ,N   ,Today it is Friday.                              ,               ,9781508296799_Norwegian_Level_2_QM_207.mp3,9781508231295 ,9781508296799,17
208  ,NO  ,Norwegian 2,11    ,       ,02R ,F   ,I dag er det fredag.                             ,               ,9781508296799_Norwegian_Level_2_QM_208.mp3,9781508231295 ,9781508296799,17
209  ,NO  ,Norwegian 2,11    ,       ,03Q ,N   ,Tomorrow it is Saturday.                         ,               ,9781508296799_Norwegian_Level_2_QM_209.mp3,9781508231295 ,9781508296799,17
210  ,NO  ,Norwegian 2,11    ,       ,03R ,F   ,I morgen er det l�rdag.                          ,               ,9781508296799_Norwegian_Level_2_QM_210.mp3,9781508231295 ,9781508296799,17
211  ,NO  ,Norwegian 2,11    ,       ,04Q ,N   ,Tomorrow I don�t have time.                      ,               ,9781508296799_Norwegian_Level_2_QM_211.mp3,9781508231295 ,9781508296799,17
212  ,NO  ,Norwegian 2,11    ,       ,04R ,F   ,I morgen har jeg ikke tid.                       ,               ,9781508296799_Norwegian_Level_2_QM_212.mp3,9781508231295 ,9781508296799,17
213  ,NO  ,Norwegian 2,11    ,       ,05Q ,N   ,I must leave already.                            ,               ,9781508296799_Norwegian_Level_2_QM_213.mp3,9781508231295 ,9781508296799,18
214  ,NO  ,Norwegian 2,11    ,       ,05R ,F   ,Jeg m� dra allerede.                             ,               ,9781508296799_Norwegian_Level_2_QM_214.mp3,9781508231295 ,9781508296799,18
215  ,NO  ,Norwegian 2,11    ,       ,06Q ,N   ,I must go to the office.                         ,               ,9781508296799_Norwegian_Level_2_QM_215.mp3,9781508231295 ,9781508296799,18
216  ,NO  ,Norwegian 2,11    ,       ,06R ,M   ,Jeg m� dra p� kontoret.                          ,               ,9781508296799_Norwegian_Level_2_QM_216.mp3,9781508231295 ,9781508296799,18
217  ,NO  ,Norwegian 2,11    ,       ,07Q ,N   ,I�m going to go in January.                      ,               ,9781508296799_Norwegian_Level_2_QM_217.mp3,9781508231295 ,9781508296799,18
218  ,NO  ,Norwegian 2,11    ,       ,07R ,M   ,Jeg skal dra i januar.                           ,               ,9781508296799_Norwegian_Level_2_QM_218.mp3,9781508231295 ,9781508296799,18
219  ,NO  ,Norwegian 2,11    ,       ,08Q ,N   ,Can you leave a little later?                    ,               ,9781508296799_Norwegian_Level_2_QM_219.mp3,9781508231295 ,9781508296799,"17,18"
220  ,NO  ,Norwegian 2,11    ,       ,08R ,M   ,Kan du dra litt senere?                          ,               ,9781508296799_Norwegian_Level_2_QM_220.mp3,9781508231295 ,9781508296799,"17,18"
221  ,NO  ,Norwegian 2,11    ,       ,09Q ,N   ,When are you going to go on vacation?            ,               ,9781508296799_Norwegian_Level_2_QM_221.mp3,9781508231295 ,9781508296799,18
222  ,NO  ,Norwegian 2,11    ,       ,09R ,M   ,N�r skal du dra p� ferie?                        ,               ,9781508296799_Norwegian_Level_2_QM_222.mp3,9781508231295 ,9781508296799,18
223  ,NO  ,Norwegian 2,11    ,       ,10Q ,N   ,Are you not going to go on vacation?             ,               ,9781508296799_Norwegian_Level_2_QM_223.mp3,9781508231295 ,9781508296799,18
224  ,NO  ,Norwegian 2,11    ,       ,10R ,M   ,Skal du ikke dra p� ferie?                       ,               ,9781508296799_Norwegian_Level_2_QM_224.mp3,9781508231295 ,9781508296799,18
225  ,NO  ,Norwegian 2,12    ,       ,01Q ,N   ,Already early tomorrow.                          ,               ,9781508296799_Norwegian_Level_2_QM_225.mp3,9781508231295 ,9781508296799,17
226  ,NO  ,Norwegian 2,12    ,       ,01R ,F   ,Allerede i morgen tidlig                         ,               ,9781508296799_Norwegian_Level_2_QM_226.mp3,9781508231295 ,9781508296799,17
227  ,NO  ,Norwegian 2,12    ,       ,02Q ,N   ,It is not hot.                                   ,               ,9781508296799_Norwegian_Level_2_QM_227.mp3,9781508231295 ,9781508296799,19
228  ,NO  ,Norwegian 2,12    ,       ,02R ,F   ,Den er ikke varm.                                ,               ,9781508296799_Norwegian_Level_2_QM_228.mp3,9781508231295 ,9781508296799,19
229  ,NO  ,Norwegian 2,12    ,       ,03Q ,N   ,There we have friends.                           ,               ,9781508296799_Norwegian_Level_2_QM_229.mp3,9781508231295 ,9781508296799,5
230  ,NO  ,Norwegian 2,12    ,       ,03R ,F   ,Der har vi venner.                               ,               ,9781508296799_Norwegian_Level_2_QM_230.mp3,9781508231295 ,9781508296799,5
231  ,NO  ,Norwegian 2,12    ,       ,04Q ,N   ,That is quite soon.                              ,               ,9781508296799_Norwegian_Level_2_QM_231.mp3,9781508231295 ,9781508296799,7
232  ,NO  ,Norwegian 2,12    ,       ,04R ,F   ,Det er ganske snart.                             ,               ,9781508296799_Norwegian_Level_2_QM_232.mp3,9781508231295 ,9781508296799,7
233  ,NO  ,Norwegian 2,12    ,       ,05Q ,N   ,He is at home already.                           ,               ,9781508296799_Norwegian_Level_2_QM_233.mp3,9781508231295 ,9781508296799,7
234  ,NO  ,Norwegian 2,12    ,       ,05R ,F   ,Han er hjemme allerede.                          ,               ,9781508296799_Norwegian_Level_2_QM_234.mp3,9781508231295 ,9781508296799,7
235  ,NO  ,Norwegian 2,12    ,       ,06Q ,N   ,Here is your coffee.                             ,               ,9781508296799_Norwegian_Level_2_QM_235.mp3,9781508231295 ,9781508296799,6
236  ,NO  ,Norwegian 2,12    ,       ,06R ,M   ,Her er kaffen din.                               ,               ,9781508296799_Norwegian_Level_2_QM_236.mp3,9781508231295 ,9781508296799,6
237  ,NO  ,Norwegian 2,12    ,       ,07Q ,N   ,I have a lot to do.                              ,               ,9781508296799_Norwegian_Level_2_QM_237.mp3,9781508231295 ,9781508296799,1
238  ,NO  ,Norwegian 2,12    ,       ,07R ,M   ,Jeg har mye � gj�re.                             ,               ,9781508296799_Norwegian_Level_2_QM_238.mp3,9781508231295 ,9781508296799,1
239  ,NO  ,Norwegian 2,12    ,       ,08Q ,N   ,Not tomorrow morning.                            ,               ,9781508296799_Norwegian_Level_2_QM_239.mp3,9781508231295 ,9781508296799,17
240  ,NO  ,Norwegian 2,12    ,       ,08R ,M   ,Ikke i morgen tidlig.                            ,               ,9781508296799_Norwegian_Level_2_QM_240.mp3,9781508231295 ,9781508296799,17
241  ,NO  ,Norwegian 2,12    ,       ,09Q ,N   ,Perhaps I have time a little later.              ,               ,9781508296799_Norwegian_Level_2_QM_241.mp3,9781508231295 ,9781508296799,17
242  ,NO  ,Norwegian 2,12    ,       ,09R ,M   ,Kanskje jeg har tid litt senere.                 ,               ,9781508296799_Norwegian_Level_2_QM_242.mp3,9781508231295 ,9781508296799,17
243  ,NO  ,Norwegian 2,12    ,       ,10Q ,N   ,See you later.                                   ,               ,9781508296799_Norwegian_Level_2_QM_243.mp3,9781508231295 ,9781508296799,17
244  ,NO  ,Norwegian 2,12    ,       ,10R ,M   ,Vi sees senere.                                  ,               ,9781508296799_Norwegian_Level_2_QM_244.mp3,9781508231295 ,9781508296799,17
245  ,NO  ,Norwegian 2,13    ,       ,01Q ,N   ,This coffee is very hot.                         ,               ,9781508296799_Norwegian_Level_2_QM_245.mp3,9781508231295 ,9781508296799,"6,19"
246  ,NO  ,Norwegian 2,13    ,       ,01R ,F   ,Denne kaffen er veldig varm.                     ,               ,9781508296799_Norwegian_Level_2_QM_246.mp3,9781508231295 ,9781508296799,"6,19"
247  ,NO  ,Norwegian 2,13    ,       ,02Q ,N   ,That�s correct.                                  ,               ,9781508296799_Norwegian_Level_2_QM_247.mp3,9781508231295 ,9781508296799,"9,16"
248  ,NO  ,Norwegian 2,13    ,       ,02R ,F   ,Det stemmer.                                     ,               ,9781508296799_Norwegian_Level_2_QM_248.mp3,9781508231295 ,9781508296799,"9,16"
249  ,NO  ,Norwegian 2,13    ,       ,03Q ,N   ,Have a good trip next week.                      ,               ,9781508296799_Norwegian_Level_2_QM_249.mp3,9781508231295 ,9781508296799,18
250  ,NO  ,Norwegian 2,13    ,       ,03R ,F   ,Ha en god tur i neste uke.                       ,               ,9781508296799_Norwegian_Level_2_QM_250.mp3,9781508231295 ,9781508296799,18
251  ,NO  ,Norwegian 2,13    ,       ,04Q ,N   ,If there is nice weather.                        ,               ,9781508296799_Norwegian_Level_2_QM_251.mp3,9781508231295 ,9781508296799,19
252  ,NO  ,Norwegian 2,13    ,       ,04R ,F   ,Hvis det er fint v�r.                            ,               ,9781508296799_Norwegian_Level_2_QM_252.mp3,9781508231295 ,9781508296799,19
253  ,NO  ,Norwegian 2,13    ,       ,05Q ,N   ,Next week my wife cannot travel.                 ,               ,9781508296799_Norwegian_Level_2_QM_253.mp3,9781508231295 ,9781508296799,"5,18"
254  ,NO  ,Norwegian 2,13    ,       ,05R ,M   ,I neste uke kan ikke kona mi reise.              ,               ,9781508296799_Norwegian_Level_2_QM_254.mp3,9781508231295 ,9781508296799,"5,18"
255  ,NO  ,Norwegian 2,13    ,       ,06Q ,N   ,I like it in Sweden.                             ,               ,9781508296799_Norwegian_Level_2_QM_255.mp3,9781508231295 ,9781508296799,18
256  ,NO  ,Norwegian 2,13    ,       ,06R ,M   ,Jeg liker meg i Sverige.                         ,               ,9781508296799_Norwegian_Level_2_QM_256.mp3,9781508231295 ,9781508296799,18
257  ,NO  ,Norwegian 2,13    ,       ,07Q ,N   ,My wife doesn�t have time next week.             ,               ,9781508296799_Norwegian_Level_2_QM_257.mp3,9781508231295 ,9781508296799,"5,17"
258  ,NO  ,Norwegian 2,13    ,       ,07R ,M   ,Kona mi har ikke tid i neste uke.                ,               ,9781508296799_Norwegian_Level_2_QM_258.mp3,9781508231295 ,9781508296799,"5,17"
259  ,NO  ,Norwegian 2,13    ,       ,08Q ,N   ,She is at the office still.                      ,               ,9781508296799_Norwegian_Level_2_QM_259.mp3,9781508231295 ,9781508296799,20
260  ,NO  ,Norwegian 2,13    ,       ,08R ,M   ,Hun er p� kontoret enda.                         ,               ,9781508296799_Norwegian_Level_2_QM_260.mp3,9781508231295 ,9781508296799,20
261  ,NO  ,Norwegian 2,13    ,       ,09Q ,N   ,We�re going to go on vacation.                   ,               ,9781508296799_Norwegian_Level_2_QM_261.mp3,9781508231295 ,9781508296799,18
262  ,NO  ,Norwegian 2,13    ,       ,09R ,M   ,Vi skal dra p� ferie.                            ,               ,9781508296799_Norwegian_Level_2_QM_262.mp3,9781508231295 ,9781508296799,18
263  ,NO  ,Norwegian 2,13    ,       ,10Q ,N   ,We�re going to take his car.                     ,               ,9781508296799_Norwegian_Level_2_QM_263.mp3,9781508231295 ,9781508296799,"16,18"
264  ,NO  ,Norwegian 2,13    ,       ,10R ,M   ,Vi skal ta bilen hans.                           ,               ,9781508296799_Norwegian_Level_2_QM_264.mp3,9781508231295 ,9781508296799,"16,18"
265  ,NO  ,Norwegian 2,14    ,       ,01Q ,N   ,They have both too much to do.                   ,               ,9781508296799_Norwegian_Level_2_QM_265.mp3,9781508231295 ,9781508296799,1
266  ,NO  ,Norwegian 2,14    ,       ,01R ,F   ,De har begge for mye � gj�re.                    ,               ,9781508296799_Norwegian_Level_2_QM_266.mp3,9781508231295 ,9781508296799,1
267  ,NO  ,Norwegian 2,14    ,       ,02Q ,N   ,They really don�t have time.                     ,               ,9781508296799_Norwegian_Level_2_QM_267.mp3,9781508231295 ,9781508296799,17
268  ,NO  ,Norwegian 2,14    ,       ,02R ,F   ,De har virkelig ikke tid.                        ,               ,9781508296799_Norwegian_Level_2_QM_268.mp3,9781508231295 ,9781508296799,17
269  ,NO  ,Norwegian 2,14    ,       ,03Q ,N   ,They really can�t.                               ,               ,9781508296799_Norwegian_Level_2_QM_269.mp3,9781508231295 ,9781508296799,9
270  ,NO  ,Norwegian 2,14    ,       ,03R ,F   ,De kan virkelig ikke.                            ,               ,9781508296799_Norwegian_Level_2_QM_270.mp3,9781508231295 ,9781508296799,9
271  ,NO  ,Norwegian 2,14    ,       ,04Q ,N   ,This newspaper is interesting.                   ,               ,9781508296799_Norwegian_Level_2_QM_271.mp3,9781508231295 ,9781508296799,1
272  ,NO  ,Norwegian 2,14    ,       ,04R ,F   ,Denne avisen er interessant.                     ,               ,9781508296799_Norwegian_Level_2_QM_272.mp3,9781508231295 ,9781508296799,1
273  ,NO  ,Norwegian 2,14    ,       ,05Q ,N   ,It was a really good trip.                       ,               ,9781508296799_Norwegian_Level_2_QM_273.mp3,9781508231295 ,9781508296799,18
274  ,NO  ,Norwegian 2,14    ,       ,05R ,F   ,Det var en virkelig bra tur.                     ,               ,9781508296799_Norwegian_Level_2_QM_274.mp3,9781508231295 ,9781508296799,18
275  ,NO  ,Norwegian 2,14    ,       ,06Q ,N   ,Is that today�s newspaper?                       ,               ,9781508296799_Norwegian_Level_2_QM_275.mp3,9781508231295 ,9781508296799,1
276  ,NO  ,Norwegian 2,14    ,       ,06R ,M   ,Er det dagens avis?                              ,               ,9781508296799_Norwegian_Level_2_QM_276.mp3,9781508231295 ,9781508296799,1
277  ,NO  ,Norwegian 2,14    ,       ,07Q ,N   ,Who knows?                                       ,               ,9781508296799_Norwegian_Level_2_QM_277.mp3,9781508231295 ,9781508296799,7
278  ,NO  ,Norwegian 2,14    ,       ,07R ,M   ,Hvem vet?                                        ,               ,9781508296799_Norwegian_Level_2_QM_278.mp3,9781508231295 ,9781508296799,7
279  ,NO  ,Norwegian 2,14    ,       ,08Q ,N   ,How much does this newspaper cost?               ,               ,9781508296799_Norwegian_Level_2_QM_279.mp3,9781508231295 ,9781508296799,"11,14,16"
280  ,NO  ,Norwegian 2,14    ,       ,08R ,M   ,Hvor mye koster denne avisen?                    ,               ,9781508296799_Norwegian_Level_2_QM_280.mp3,9781508231295 ,9781508296799,"11,14,16"
281  ,NO  ,Norwegian 2,14    ,       ,09Q ,N   ,How was the trip?                                ,               ,9781508296799_Norwegian_Level_2_QM_281.mp3,9781508231295 ,9781508296799,18
282  ,NO  ,Norwegian 2,14    ,       ,09R ,M   ,Hvordan var turen?                               ,               ,9781508296799_Norwegian_Level_2_QM_282.mp3,9781508231295 ,9781508296799,18
283  ,NO  ,Norwegian 2,14    ,       ,10Q ,N   ,A thousand thanks for the newspaper.             ,               ,9781508296799_Norwegian_Level_2_QM_283.mp3,9781508231295 ,9781508296799,12
284  ,NO  ,Norwegian 2,14    ,       ,10R ,M   ,Tusen takk for avisen.                           ,               ,9781508296799_Norwegian_Level_2_QM_284.mp3,9781508231295 ,9781508296799,12
285  ,NO  ,Norwegian 2,15    ,       ,01Q ,N   ,His daughters were not at home either.           ,               ,9781508296799_Norwegian_Level_2_QM_285.mp3,9781508231295 ,9781508296799,"5,16"
286  ,NO  ,Norwegian 2,15    ,       ,01R ,F   ,D�trene hans var ikke hjemme heller.             ,               ,9781508296799_Norwegian_Level_2_QM_286.mp3,9781508231295 ,9781508296799,"5,16"
287  ,NO  ,Norwegian 2,15    ,       ,02Q ,N   ,In order to go sightseeing in the city.          ,               ,9781508296799_Norwegian_Level_2_QM_287.mp3,9781508231295 ,9781508296799,"1,18"
288  ,NO  ,Norwegian 2,15    ,       ,02R ,F   ,For � dra p� sightseeing i byen.                 ,               ,9781508296799_Norwegian_Level_2_QM_288.mp3,9781508231295 ,9781508296799,"1,18"
289  ,NO  ,Norwegian 2,15    ,       ,03Q ,N   ,Did you have a car before?                       ,               ,9781508296799_Norwegian_Level_2_QM_289.mp3,9781508231295 ,9781508296799,18
290  ,NO  ,Norwegian 2,15    ,       ,03R ,F   ,Hadde du en bil f�r?                             ,               ,9781508296799_Norwegian_Level_2_QM_290.mp3,9781508231295 ,9781508296799,18
291  ,NO  ,Norwegian 2,15    ,       ,04Q ,N   ,Do you have today�s newspaper?                   ,               ,9781508296799_Norwegian_Level_2_QM_291.mp3,9781508231295 ,9781508296799,1
292  ,NO  ,Norwegian 2,15    ,       ,04R ,F   ,Har du dagens avis?                              ,               ,9781508296799_Norwegian_Level_2_QM_292.mp3,9781508231295 ,9781508296799,1
293  ,NO  ,Norwegian 2,15    ,       ,05Q ,N   ,She has an old car.                              ,               ,9781508296799_Norwegian_Level_2_QM_293.mp3,9781508231295 ,9781508296799,18
294  ,NO  ,Norwegian 2,15    ,       ,05R ,F   ,Hun har en gammel bil.                           ,               ,9781508296799_Norwegian_Level_2_QM_294.mp3,9781508231295 ,9781508296799,18
295  ,NO  ,Norwegian 2,15    ,       ,06Q ,N   ,Where did you work previously?                   ,               ,9781508296799_Norwegian_Level_2_QM_295.mp3,9781508231295 ,9781508296799,19
