Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet name,Skills
115,115,MA,9781442369269,Mandarin 4,7,,,01Q,,N,Anting New Town’s architecture has a German character.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_115.mp3,"9,18"
116,116,MA,9781442369269,Mandarin 4,7,,,01R,,F,安亭新镇的建筑有德国特色。,ān tíng xīn zhèn (de jiàn zhù) yǒu dé guó tè sè.,12,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_116.mp3,"9,18"
117,117,MA,9781442369269,Mandarin 4,7,,,02Q,,N,Anting New Town was designed by German architects.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_117.mp3,"9,18"
118,118,MA,9781442369269,Mandarin 4,7,,,02R,,M,安亭新镇是德国建筑师设计的。,ān tíng xīn zhèn shì dé guó jiàn zhù shī shè jì de.,13,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_118.mp3,"9,18"
119,119,MA,9781442369269,Mandarin 4,7,,,03Q,,N,Guiyuan was designed by Chinese architects.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_119.mp3,"9,18"
120,120,MA,9781442369269,Mandarin 4,7,,,03R,,F,古猗园是中国建筑师设计的。,gǔ yī yúan shì zhōng guó jiàn zhù shī shè jì de.,12,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_120.mp3,"9,18"
121,121,MA,9781442369269,Mandarin 4,7,,,04Q,,N,Was Jinmao Tower designed by Chinese architects?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_121.mp3,"7,18"
122,122,MA,9781442369269,Mandarin 4,7,,,04R,,F,金茂大厦是中国建筑师设计的吗？,jīn mào dà shà shì zhōng guó jiàn zhù shī shè jì de ma?,14,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_122.mp3,"7,18"
123,123,MA,9781442369269,Mandarin 4,7,,,05Q,,N,What does Miss O’Neil think about Guiyuan’s bamboos?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_123.mp3,7
124,124,MA,9781442369269,Mandarin 4,7,,,05R,,M,o’neil 小姐觉得古猗园的竹子怎么样？,o’neil xiǎo jie jué de gǔ yī yuán de zhú zi zěn me yàng?,14,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_124.mp3,7
125,125,MA,9781442369269,Mandarin 4,7,,,06Q,,N,Shanghai’s suburbs have many traditional guardens.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_125.mp3,"9,18"
126,126,MA,9781442369269,Mandarin 4,7,,,06R,,M,上海的郊区有很多传统园林。,shàng hǎi de jiāo qū yǒu hěn duō chúan tǒng yuán lín.,12,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_126.mp3,"9,18"
127,127,MA,9781442369269,Mandarin 4,7,,,07Q,,N,I think Guyiyuan’s bamboos are very beautiful.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_127.mp3,18
128,128,MA,9781442369269,Mandarin 4,7,,,07R,,F,我觉得古猗园的竹子很美。,wǒ jué de gǔ yī yuán de zhú zi hěn měi.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_128.mp3,18
129,129,MA,9781442369269,Mandarin 4,7,,,08Q,,N,I think Nanxian’s Old Street has a very special character.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_129.mp3,"9,18"
130,130,MA,9781442369269,Mandarin 4,7,,,08R,,F,我觉得南翔的老街很有特色。,wǒ jué de nán xiáng de lǎo jiē hěn yǒu tè sè.,12,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_130.mp3,"9,18"
131,131,MA,9781442369269,Mandarin 4,7,,,09Q,,N,Which line do we take?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_131.mp3,"4,16,18"
132,132,MA,9781442369269,Mandarin 4,7,,,09R,,F,我们坐几号线?,wǒ men zuò jǐ hào xiàn?,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_132.mp3,"4,16,18"
133,133,MA,9781442369269,Mandarin 4,7,,,10Q,,N,The colors are very bright.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_133.mp3,7
134,134,MA,9781442369269,Mandarin 4,7,,,10R,,M,颜色很鲜艳。,yán sè hěn xiān yàn.,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_134.mp3,7
135,135,MA,9781442369269,Mandarin 4,8,,,01Q,,N,Near Anting there is an automobile museum.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_135.mp3,"4,9"
136,136,MA,9781442369269,Mandarin 4,8,,,01R,,M,安亭附近有一座汽车博物馆。,ān tíng fù jìn yǒu yí zuò qì chē bó wù guǎn.,12,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_136.mp3,"4,9"
137,137,MA,9781442369269,Mandarin 4,8,,,02Q,,N,Have you been to the car race track?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_137.mp3,"1,18"
138,138,MA,9781442369269,Mandarin 4,8,,,02R,,M,你去过赛车场吗?,nǐ qù guo sài chē chǎng ma?,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_138.mp3,"1,18"
139,139,MA,9781442369269,Mandarin 4,8,,,03Q,,N,The apple juice is very delicious.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_139.mp3,6
140,140,MA,9781442369269,Mandarin 4,8,,,03R,,F,苹果汁很好喝。,píng guǒ zhī hěn hǎo hē.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_140.mp3,6
141,141,MA,9781442369269,Mandarin 4,8,,,04Q,,N,The automobile museum is really wonderful.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_141.mp3,"1,18"
142,142,MA,9781442369269,Mandarin 4,8,,,04R,,F,汽车博物馆太棒了。,qì chē bó wù guǎn tài bàng le.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_142.mp3,"1,18"
143,143,MA,9781442369269,Mandarin 4,8,,,05Q,,N,The design is really wonderful.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_143.mp3,9
144,144,MA,9781442369269,Mandarin 4,8,,,05R,,F,设计太棒了。,shè jì tài bàng le.,5,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_144.mp3,9
145,145,MA,9781442369269,Mandarin 4,8,,,06Q,,N,I am not an automobile fan.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_145.mp3,9
146,146,MA,9781442369269,Mandarin 4,8,,,06R,,F,我不是一个汽车迷。,wǒ bú shì yí gè qì chē mí.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_146.mp3,9
147,147,MA,9781442369269,Mandarin 4,8,,,07Q,,N,I think black and white movies are really wonderful.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_147.mp3,1
148,148,MA,9781442369269,Mandarin 4,8,,,07R,,M,我觉得黑白电影太棒了。,wǒ jué de hēi bái diàn yǐng tài bàng le.,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_148.mp3,1
149,149,MA,9781442369269,Mandarin 4,8,,,08Q,,N,I’d like to order a bottle of apple juice.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_149.mp3,6
150,150,MA,9781442369269,Mandarin 4,8,,,08R,,F,我想要一瓶苹果汁。,wǒ xiǎng yào yì píng píng guǒ zhī.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_150.mp3,6
151,151,MA,9781442369269,Mandarin 4,8,,,09Q,,N,I am a movie fan.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_151.mp3,"1,9"
152,152,MA,9781442369269,Mandarin 4,8,,,09R,,F,我也是一个电影迷。,wǒ shì yí gè diàn yǐng mí.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_152.mp3,"1,9"
153,153,MA,9781442369269,Mandarin 4,8,,,10Q,,N,My favorite fruit juice is orange juice.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_153.mp3,"6,7"
154,154,MA,9781442369269,Mandarin 4,8,,,10R,,M,我最喜欢的果汁是橙汁。,wǒ zuì xǐ huan de guǒ zhī shì chéng zhī.,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_154.mp3,"6,7"
155,155,MA,9781442369269,Mandarin 4,9,,,01Q,,N,Traditional automobiles are not good for the environment.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_155.mp3,9
156,156,MA,9781442369269,Mandarin 4,9,,,01R,,F,传统汽车对环境不好。,chuán tǒng qì chē duì huán jìng bù hǎo.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_156.mp3,9
157,157,MA,9781442369269,Mandarin 4,9,,,02Q,,N,Driving a car is not good for health.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_157.mp3,"8,18"
158,158,MA,9781442369269,Mandarin 4,9,,,02R,,F,开车对身体不好。,kāi chē duì shēn tǐ bù hǎo.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_158.mp3,"8,18"
159,159,MA,9781442369269,Mandarin 4,9,,,03Q,,N,No wonder you’re not an automobile fan.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_159.mp3,9
160,160,MA,9781442369269,Mandarin 4,9,,,03R,,M,难怪你不是一个汽车迷。,nán guài nǐ bú shì yí gè qì chē mí.,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_160.mp3,9
161,161,MA,9781442369269,Mandarin 4,9,,,04Q,,N,No wonder you like Anting.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_161.mp3,18
162,162,MA,9781442369269,Mandarin 4,9,,,04R,,F,难怪你喜欢安亭。,nán guài nǐ xǐ huan ān tíng.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_162.mp3,18
163,163,MA,9781442369269,Mandarin 4,9,,,05Q,,N,No wonder here the sky often is gray.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_163.mp3,"9,19"
164,164,MA,9781442369269,Mandarin 4,9,,,05R,,M,难怪这儿天常常是灰的。,nán guài zhèr tiān cháng cháng shì huī de.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_164.mp3,"9,19"
165,165,MA,9781442369269,Mandarin 4,9,,,06Q,,N,Your car is what color?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_165.mp3,7
166,166,MA,9781442369269,Mandarin 4,9,,,06R,,F,你的车是什么颜色?,nǐ de chē shì shén me yán sè?,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_166.mp3,7
167,167,MA,9781442369269,Mandarin 4,9,,,07Q,,N,Do you drive a car?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_167.mp3,"7,18"
168,168,MA,9781442369269,Mandarin 4,9,,,07R,,M,你开车吗?,nǐ kāi chē ma?,4,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_168.mp3,"7,18"
169,169,MA,9781442369269,Mandarin 4,9,,,08Q,,N,Do you drive a car to go to work?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_169.mp3,"18,20"
170,170,MA,9781442369269,Mandarin 4,9,,,08R,,M,你开车去上班吗?,nǐ kāi chē qù shàng bān ma?,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_170.mp3,"18,20"
171,171,MA,9781442369269,Mandarin 4,9,,,09Q,,N,What is your favorite automobile?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_171.mp3,7
172,172,MA,9781442369269,Mandarin 4,9,,,09R,,M,你最喜欢的汽车是什么?,nǐ zuì xǐ huan de qì chē shì shén me?,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_172.mp3,7
173,173,MA,9781442369269,Mandarin 4,9,,,10Q,,N,Riding a bicycle is good for the health.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_173.mp3,"1,8"
174,174,MA,9781442369269,Mandarin 4,9,,,10R,,F,骑自行车对身体好。,qí zì xíng chē duì shēn tǐ hǎo.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_174.mp3,"1,8"
175,175,MA,9781442369269,Mandarin 4,10,,,01Q,,N,In the park the environment is very good.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_175.mp3,9
176,176,MA,9781442369269,Mandarin 4,10,,,01R,,F,公园里环境很好。,gōng yuán li huán jìng hěn hǎo.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_176.mp3,9
177,177,MA,9781442369269,Mandarin 4,10,,,02Q,,N,Today’s air is not good.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_177.mp3,"8,9,16"
178,178,MA,9781442369269,Mandarin 4,10,,,02R,,M,今天的空气不好。,jīn tiān de kōng qì bù hǎo.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_178.mp3,"8,9,16"
179,179,MA,9781442369269,Mandarin 4,10,,,03Q,,N,Today the air is very fresh.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_179.mp3,"8,9,16"
180,180,MA,9781442369269,Mandarin 4,10,,,03R,,F,今天空气很新鲜。,jīn tiān kōng qì hěn xīn xiān.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_180.mp3,"8,9,16"
181,181,MA,9781442369269,Mandarin 4,10,,,04Q,,N,It’s a pity the company is too far.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_181.mp3,"4,20"
182,182,MA,9781442369269,Mandarin 4,10,,,04R,,F,可惜公司太远了。,kě xī gōng sī tài yuǎn le.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_182.mp3,"4,20"
183,183,MA,9781442369269,Mandarin 4,10,,,05Q,,N,No wonder you like to ride your bicycle on the weekends.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_183.mp3,"1,7"
184,184,MA,9781442369269,Mandarin 4,10,,,05R,,F,难怪你喜欢周末骑自行车。,nán guài nǐ xǐ huan zhōu mò qí zì xíng chē.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_184.mp3,"1,7"
185,185,MA,9781442369269,Mandarin 4,10,,,06Q,,N,Young people don’t have free time in the morning.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_185.mp3,"9,17"
186,186,MA,9781442369269,Mandarin 4,10,,,06R,,F,年轻人早上没有空。,nián qīng rén zǎo shàng méi yǒu kòng.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_186.mp3,"9,17"
187,187,MA,9781442369269,Mandarin 4,10,,,07Q,,N,It’s for the sake of fun.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_187.mp3,9
188,188,MA,9781442369269,Mandarin 4,10,,,07R,,F,是为了玩儿。,shì wèi le wár.,4,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_188.mp3,9
189,189,MA,9781442369269,Mandarin 4,10,,,08Q,,N,Dancing is good for the health.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_189.mp3,"1,8"
190,190,MA,9781442369269,Mandarin 4,10,,,08R,,F,跳舞对身体好。,tiào wǔ duì shēn tǐ hǎo.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_190.mp3,"1,8"
191,191,MA,9781442369269,Mandarin 4,10,,,09Q,,N,My father doesn’t do morning calisthenics.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_191.mp3,"1,5"
192,192,MA,9781442369269,Mandarin 4,10,,,09R,,F,我爸爸不做早操。,wǒ bà ba bú zuò zǎo cāo.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_192.mp3,"1,5"
193,193,MA,9781442369269,Mandarin 4,10,,,10Q,,N,My father doesn’t have a car.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_193.mp3,"5,18"
194,194,MA,9781442369269,Mandarin 4,10,,,10R,,F,我爸爸没有车。,wǒ bà ba méi yǒu chē.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_194.mp3,"5,18"
195,195,MA,9781442369269,Mandarin 4,10,,,11Q,,N,My mother is retired.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_195.mp3,"5,9"
196,196,MA,9781442369269,Mandarin 4,10,,,11R,,F,我妈妈退休了。,wǒ mā ma tuì xiù le.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_196.mp3,"5,9"
197,197,MA,9781442369269,Mandarin 4,11,,,01Q,,N,Traditional automobiles are not good for the air quality.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_197.mp3,9
198,198,MA,9781442369269,Mandarin 4,11,,,01R,,M,传统汽车对空气质量不好。,chuán tǒng qì chē duì kōng qì zhǐ liàng bù hǎo.,11,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_198.mp3,9
199,199,MA,9781442369269,Mandarin 4,11,,,02Q,,N,Traditional automobiles and electric automobiles are not the same.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_199.mp3,"8,9"
200,200,MA,9781442369269,Mandarin 4,11,,,02R,,F,传统汽车和电动汽车不一样。,chuán tǒng qì chē hé diàn dòng qì chē bù yí yàng.,12,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_200.mp3,"8,9"
201,21,MA,9781442369269,Mandarin 4,11,,,03Q,,N,It will affect the air quality.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_201.mp3,9
202,202,MA,9781442369269,Mandarin 4,11,,,03R,,M,会影响空气质量。,huì yíng xiǎng kōng qì zhǐ liàng.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_202.mp3,9
203,23,MA,9781442369269,Mandarin 4,11,,,04Q,,N,There are more and more older people.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_203.mp3,9
204,204,MA,9781442369269,Mandarin 4,11,,,04R,,F,老人越来越多。,lǎo rén yuè lái yuè duō.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_204.mp3,9
205,25,MA,9781442369269,Mandarin 4,11,,,05Q,,N,The American population is also very large.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_205.mp3,9
206,206,MA,9781442369269,Mandarin 4,11,,,05R,,M,美国人口也很多。,měi guó rén kǒu yě hěn duō.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_206.mp3,9
207,207,MA,9781442369269,Mandarin 4,11,,,06Q,,N,America is a market economy.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_207.mp3,"9,20"
208,208,MA,9781442369269,Mandarin 4,11,,,06R,,M,美国是一个市场经济。,měi guó shì yí gè shì chǎng jīng jì.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_208.mp3,"9,20"
209,209,MA,9781442369269,Mandarin 4,11,,,07Q,,N,There are fewer and fewer young people.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_209.mp3,9
210,210,MA,9781442369269,Mandarin 4,11,,,07R,,M,年轻人越来越少。,nián qīng rén yuè lái yuè shǎo.,7,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_210.mp3,9
211,211,MA,9781442369269,Mandarin 4,11,,,08Q,,N,She has an electric automobile.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_211.mp3,"9,20"
212,212,MA,9781442369269,Mandarin 4,11,,,08R,,F,她有一辆电动汽车。,tā yǒu yí liàng diàn dòng qì chē.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_212.mp3,"9,20"
213,213,MA,9781442369269,Mandarin 4,11,,,09Q,,N,My family has three cars.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_213.mp3,"5,12,18"
214,214,MA,9781442369269,Mandarin 4,11,,,09R,,F,我家有三辆车。,wǒ jiā yǒu sān liàng chē.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_214.mp3,"5,12,18"
215,215,MA,9781442369269,Mandarin 4,11,,,10Q,,N,Sometimes they dance on street corners.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_215.mp3,1
216,216,MA,9781442369269,Mandarin 4,11,,,10R,,M,有时候他们在街头跳舞。,yǒu shí hou tā men zài jiē tóu tiào wǔ.,10,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_216.mp3,1
217,217,MA,9781442369269,Mandarin 4,12,,,01Q,,N,What about your children?,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_217.mp3,5
218,218,MA,9781442369269,Mandarin 4,12,,,01R,,M,你孩子呢?,nǐ hái zi ne?,4,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_218.mp3,5
219,219,MA,9781442369269,Mandarin 4,12,,,02Q,,N,My older brother is married.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_219.mp3,5
220,220,MA,9781442369269,Mandarin 4,12,,,02R,,F,我哥哥结婚了。,wǒ gē ge jié hūn le.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_220.mp3,5
221,221,MA,9781442369269,Mandarin 4,12,,,03Q,,N,He’s twenty-five this year.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_221.mp3,"5,12"
222,222,MA,9781442369269,Mandarin 4,12,,,03R,,M,他今年二十五。,tā jīn nián èr shí wǔ.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_222.mp3,"5,12"
223,223,MA,9781442369269,Mandarin 4,12,,,04Q,,N,His daughter is an only child.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_223.mp3,5
224,224,MA,9781442369269,Mandarin 4,12,,,04R,,M,他女儿是一个独生女。,tā nǚ ér shì yí gè dú shēng nǚ.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_224.mp3,5
225,225,MA,9781442369269,Mandarin 4,12,,,05Q,,N,My son is not yet married.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_225.mp3,5
226,226,MA,9781442369269,Mandarin 4,12,,,05R,,F,我儿子还没有结婚。,wǒ ér zi hái měi yǒu jié hūn.,8,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_226.mp3,5
227,227,MA,9781442369269,Mandarin 4,12,,,06Q,,N,My son is an only child.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_227.mp3,5
228,228,MA,9781442369269,Mandarin 4,12,,,06R,,M,我儿子是一个独生子。,wǒ ér zi shì yí gè dú shēng zǐ.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_228.mp3,5
229,229,MA,9781442369269,Mandarin 4,12,,,07Q,,N,My older brother also is a professor.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_229.mp3,5
230,230,MA,9781442369269,Mandarin 4,12,,,07R,,F,我哥哥也是一位教授。,wǒ gē ge yě shì yí wèi jiào shòu.,9,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_230.mp3,5
231,231,MA,9781442369269,Mandarin 4,12,,,08Q,,N,We take care of our granddaughter.,,,,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_231.mp3,5
232,232,MA,9781442369269,Mandarin 4,12,,,08R,,M,我们照顾孙女。,wǒ men zhào gù sūn nǚ.,6,S,Pimsleur Chinese (Mandarin) Level 4 MP3,9781442394902_Mandarin_Chinese_4_QM_232.mp3,5
